sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Ladina/Mestiza,ethnicity_Maya,ethnicity_Xinca,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2
1.039388,Ladina/Mestiza,richer,84665,1,1,1,0,0,0,0,0,1,0,4.0,4.157552,0.0,0.0,2.669577924837223e-05
1.039388,Ladina/Mestiza,richer,84665,1,1,1,0,0,0,0,0,1,0,4.0,4.157552,0.0,0.0,2.669577924837223e-05
1.039388,Ladina/Mestiza,richest,187960,1,1,1,0,0,0,0,0,0,1,5.0,5.19694,0.0,0.0,9.357644350564607e-05
1.039388,Ladina/Mestiza,richest,94718,1,1,1,0,0,0,0,0,0,1,5.0,5.19694,0.0,0.0,9.357644350564607e-05
1.039388,Ladina/Mestiza,richer,51073,1,1,1,0,0,0,0,0,1,0,4.0,4.157552,0.0,0.0,2.669577924837223e-05
1.039388,Ladina/Mestiza,richest,202278,1,1,1,0,0,0,0,0,0,1,5.0,5.19694,0.0,0.0,9.357644350564607e-05
1.039388,Ladina/Mestiza,richest,181351,1,1,1,0,0,0,0,0,0,1,5.0,5.19694,0.0,0.0,9.357644350564607e-05
1.039388,Ladina/Mestiza,richest,160341,1,1,1,0,0,0,0,0,0,1,5.0,5.19694,0.0,0.0,9.357644350564607e-05
1.039388,Ladina/Mestiza,richest,197455,1,1,1,0,0,0,0,0,0,1,5.0,5.19694,0.0,0.0,9.357644350564607e-05
1.039388,Ladina/Mestiza,richest,189244,1,1,1,0,0,0,0,0,0,1,5.0,5.19694,0.0,0.0,9.357644350564607e-05
1.039388,Ladina/Mestiza,richest,238337,1,1,1,0,0,0,0,0,0,1,5.0,5.19694,0.0,0.0,9.357644350564607e-05
1.039388,Ladina/Mestiza,richest,213506,1,1,1,0,0,0,0,0,0,1,5.0,5.19694,0.0,0.0,9.357644350564607e-05
1.039388,Ladina/Mestiza,richest,141680,1,1,1,0,0,0,0,0,0,1,5.0,5.19694,0.0,0.0,9.357644350564607e-05
1.039388,Ladina/Mestiza,richest,141680,1,1,1,0,0,0,0,0,0,1,5.0,5.19694,0.0,0.0,9.357644350564607e-05
1.039388,Ladina/Mestiza,richest,217857,1,1,1,0,0,0,0,0,0,1,5.0,5.19694,0.0,0.0,9.357644350564607e-05
1.039388,Ladina/Mestiza,richest,217857,1,1,1,0,0,0,0,0,0,1,5.0,5.19694,0.0,0.0,9.357644350564607e-05
1.037117,Ladina/Mestiza,richer,60033,2,1,1,0,0,0,0,0,1,0,4.0,4.148468,0.0,0.0,2.6637450583164387e-05
1.037117,Ladina/Mestiza,richer,60033,2,1,1,0,0,0,0,0,1,0,4.0,4.148468,0.0,0.0,2.6637450583164387e-05
1.037117,Maya,richest,128400,2,1,0,1,0,0,0,0,0,1,5.0,5.1855850000000006,0.0,0.0002638193221554189,0.0
1.037117,Ladina/Mestiza,richest,128400,2,1,1,0,0,0,0,0,0,1,5.0,5.1855850000000006,0.0,0.0,9.337198462869028e-05
1.037117,Maya,richest,117524,2,1,0,1,0,0,0,0,0,1,5.0,5.1855850000000006,0.0,0.0002638193221554189,0.0
1.037117,Ladina/Mestiza,richest,117524,2,1,1,0,0,0,0,0,0,1,5.0,5.1855850000000006,0.0,0.0,9.337198462869028e-05
1.037117,Ladina/Mestiza,richest,108131,2,1,1,0,0,0,0,0,0,1,5.0,5.1855850000000006,0.0,0.0,9.337198462869028e-05
1.037117,Ladina/Mestiza,richest,108131,2,1,1,0,0,0,0,0,0,1,5.0,5.1855850000000006,0.0,0.0,9.337198462869028e-05
1.037117,Ladina/Mestiza,richest,147953,2,1,1,0,0,0,0,0,0,1,5.0,5.1855850000000006,0.0,0.0,9.337198462869028e-05
1.037117,Ladina/Mestiza,richest,147953,2,1,1,0,0,0,0,0,0,1,5.0,5.1855850000000006,0.0,0.0,9.337198462869028e-05
1.037117,Ladina/Mestiza,richest,147953,2,1,1,0,0,0,0,0,0,1,5.0,5.1855850000000006,0.0,0.0,9.337198462869028e-05
1.037117,Ladina/Mestiza,richest,91634,2,1,1,0,0,0,0,0,0,1,5.0,5.1855850000000006,0.0,0.0,9.337198462869028e-05
1.037117,Ladina/Mestiza,middle,-1884,2,1,1,0,0,0,0,1,0,0,3.0,3.111351,0.0,0.0,-4.009708346236151e-05
1.037117,Maya,richest,204777,2,1,0,1,0,0,0,0,0,1,5.0,5.1855850000000006,0.0,0.0002638193221554189,0.0
1.037117,Maya,richest,204777,2,1,0,1,0,0,0,0,0,1,5.0,5.1855850000000006,0.0,0.0002638193221554189,0.0
1.037117,Ladina/Mestiza,middle,-25958,2,1,1,0,0,0,0,1,0,0,3.0,3.111351,0.0,0.0,-4.009708346236151e-05
1.037117,Maya,richer,21578,2,1,0,1,0,0,0,0,1,0,4.0,4.148468,0.0,0.0001617788706496648,0.0
1.037117,Ladina/Mestiza,richer,21578,2,1,1,0,0,0,0,0,1,0,4.0,4.148468,0.0,0.0,2.6637450583164387e-05
1.037117,Ladina/Mestiza,middle,-34500,2,1,1,0,0,0,0,1,0,0,3.0,3.111351,0.0,0.0,-4.009708346236151e-05
1.037117,Ladina/Mestiza,richer,85072,2,1,1,0,0,0,0,0,1,0,4.0,4.148468,0.0,0.0,2.6637450583164387e-05
1.037117,Maya,richest,97219,2,1,0,1,0,0,0,0,0,1,5.0,5.1855850000000006,0.0,0.0002638193221554189,0.0
1.037117,Maya,richest,155779,2,1,0,1,0,0,0,0,0,1,5.0,5.1855850000000006,0.0,0.0002638193221554189,0.0
1.037117,Ladina/Mestiza,richest,155779,2,1,1,0,0,0,0,0,0,1,5.0,5.1855850000000006,0.0,0.0,9.337198462869028e-05
1.037117,Ladina/Mestiza,richest,149750,2,1,1,0,0,0,0,0,0,1,5.0,5.1855850000000006,0.0,0.0,9.337198462869028e-05
1.037117,Ladina/Mestiza,richer,82214,2,1,1,0,0,0,0,0,1,0,4.0,4.148468,0.0,0.0,2.6637450583164387e-05
1.037117,Ladina/Mestiza,richer,82214,2,1,1,0,0,0,0,0,1,0,4.0,4.148468,0.0,0.0,2.6637450583164387e-05
1.037117,Ladina/Mestiza,richer,82214,2,1,1,0,0,0,0,0,1,0,4.0,4.148468,0.0,0.0,2.6637450583164387e-05
1.037117,Ladina/Mestiza,richest,184922,2,1,1,0,0,0,0,0,0,1,5.0,5.1855850000000006,0.0,0.0,9.337198462869028e-05
1.037117,Ladina/Mestiza,richest,184922,2,1,1,0,0,0,0,0,0,1,5.0,5.1855850000000006,0.0,0.0,9.337198462869028e-05
1.037117,Ladina/Mestiza,richest,184922,2,1,1,0,0,0,0,0,0,1,5.0,5.1855850000000006,0.0,0.0,9.337198462869028e-05
1.037117,Ladina/Mestiza,richest,184922,2,1,1,0,0,0,0,0,0,1,5.0,5.1855850000000006,0.0,0.0,9.337198462869028e-05
1.037117,Ladina/Mestiza,richer,72452,2,1,1,0,0,0,0,0,1,0,4.0,4.148468,0.0,0.0,2.6637450583164387e-05
1.037117,Ladina/Mestiza,richest,153273,2,1,1,0,0,0,0,0,0,1,5.0,5.1855850000000006,0.0,0.0,9.337198462869028e-05
1.037117,Ladina/Mestiza,richest,153273,2,1,1,0,0,0,0,0,0,1,5.0,5.1855850000000006,0.0,0.0,9.337198462869028e-05
1.037117,Ladina/Mestiza,richest,90156,2,1,1,0,0,0,0,0,0,1,5.0,5.1855850000000006,0.0,0.0,9.337198462869028e-05
1.037117,Ladina/Mestiza,richest,90156,2,1,1,0,0,0,0,0,0,1,5.0,5.1855850000000006,0.0,0.0,9.337198462869028e-05
1.037117,Ladina/Mestiza,richer,71877,2,1,1,0,0,0,0,0,1,0,4.0,4.148468,0.0,0.0,2.6637450583164387e-05
1.037117,Ladina/Mestiza,richer,71877,2,1,1,0,0,0,0,0,1,0,4.0,4.148468,0.0,0.0,2.6637450583164387e-05
1.037117,Ladina/Mestiza,richer,71877,2,1,1,0,0,0,0,0,1,0,4.0,4.148468,0.0,0.0,2.6637450583164387e-05
1.037117,Ladina/Mestiza,richer,54045,2,1,1,0,0,0,0,0,1,0,4.0,4.148468,0.0,0.0,2.6637450583164387e-05
1.037117,Ladina/Mestiza,richer,54045,2,1,1,0,0,0,0,0,1,0,4.0,4.148468,0.0,0.0,2.6637450583164387e-05
1.240235,Ladina/Mestiza,richer,46396,3,1,1,0,0,0,0,0,1,0,4.0,4.96094,0.0,0.0,3.1854360235162355e-05
1.240235,Ladina/Mestiza,richer,46396,3,1,1,0,0,0,0,0,1,0,4.0,4.96094,0.0,0.0,3.1854360235162355e-05
1.240235,Ladina/Mestiza,richest,135285,3,1,1,0,0,0,0,0,0,1,5.0,6.201175,0.0,0.0,0.00011165876497633699
1.240235,Ladina/Mestiza,richest,135285,3,1,1,0,0,0,0,0,0,1,5.0,6.201175,0.0,0.0,0.00011165876497633699
1.240235,Maya,richest,108735,3,1,0,1,0,0,0,0,0,1,5.0,6.201175,0.0,0.0003154879893140561,0.0
1.240235,Ladina/Mestiza,richest,108735,3,1,1,0,0,0,0,0,0,1,5.0,6.201175,0.0,0.0,0.00011165876497633699
1.240235,Maya,richer,87862,3,1,0,1,0,0,0,0,1,0,4.0,4.96094,0.0,0.00019346304962717517,0.0
1.240235,Ladina/Mestiza,richer,87862,3,1,1,0,0,0,0,0,1,0,4.0,4.96094,0.0,0.0,3.1854360235162355e-05
1.240235,Ladina/Mestiza,richest,100883,3,1,1,0,0,0,0,0,0,1,5.0,6.201175,0.0,0.0,0.00011165876497633699
1.240235,Ladina/Mestiza,richer,65536,3,1,1,0,0,0,0,0,1,0,4.0,4.96094,0.0,0.0,3.1854360235162355e-05
1.240235,Ladina/Mestiza,richest,163659,3,1,1,0,0,0,0,0,0,1,5.0,6.201175,0.0,0.0,0.00011165876497633699
1.240235,Ladina/Mestiza,richest,163659,3,1,1,0,0,0,0,0,0,1,5.0,6.201175,0.0,0.0,0.00011165876497633699
1.240235,Ladina/Mestiza,richest,103863,3,1,1,0,0,0,0,0,0,1,5.0,6.201175,0.0,0.0,0.00011165876497633699
1.240235,Ladina/Mestiza,richest,120053,3,1,1,0,0,0,0,0,0,1,5.0,6.201175,0.0,0.0,0.00011165876497633699
1.240235,Ladina/Mestiza,richest,102828,3,1,1,0,0,0,0,0,0,1,5.0,6.201175,0.0,0.0,0.00011165876497633699
1.240235,Ladina/Mestiza,richest,192022,3,1,1,0,0,0,0,0,0,1,5.0,6.201175,0.0,0.0,0.00011165876497633699
1.240235,Ladina/Mestiza,richest,149731,3,1,1,0,0,0,0,0,0,1,5.0,6.201175,0.0,0.0,0.00011165876497633699
1.240235,Ladina/Mestiza,richest,118274,3,1,1,0,0,0,0,0,0,1,5.0,6.201175,0.0,0.0,0.00011165876497633699
1.240235,Ladina/Mestiza,richer,45983,3,1,1,0,0,0,0,0,1,0,4.0,4.96094,0.0,0.0,3.1854360235162355e-05
1.240235,Ladina/Mestiza,richer,45983,3,1,1,0,0,0,0,0,1,0,4.0,4.96094,0.0,0.0,3.1854360235162355e-05
1.240235,Ladina/Mestiza,richest,98623,3,1,1,0,0,0,0,0,0,1,5.0,6.201175,0.0,0.0,0.00011165876497633699
0.845361,Ladina/Mestiza,richest,203203,4,1,1,0,0,0,0,0,0,1,5.0,4.226805000000001,0.0,0.0,7.610812887812488e-05
0.845361,Ladina/Mestiza,richest,177010,4,1,1,0,0,0,0,0,0,1,5.0,4.226805000000001,0.0,0.0,7.610812887812488e-05
0.845361,Ladina/Mestiza,richest,177010,4,1,1,0,0,0,0,0,0,1,5.0,4.226805000000001,0.0,0.0,7.610812887812488e-05
0.845361,Ladina/Mestiza,richest,162992,4,1,1,0,0,0,0,0,0,1,5.0,4.226805000000001,0.0,0.0,7.610812887812488e-05
0.845361,Ladina/Mestiza,richest,162992,4,1,1,0,0,0,0,0,0,1,5.0,4.226805000000001,0.0,0.0,7.610812887812488e-05
0.845361,Ladina/Mestiza,richest,162695,4,1,1,0,0,0,0,0,0,1,5.0,4.226805000000001,0.0,0.0,7.610812887812488e-05
0.845361,Maya,richest,88816,4,1,0,1,0,0,0,0,0,1,5.0,4.226805000000001,0.0,0.00021504089316502103,0.0
0.845361,Ladina/Mestiza,richest,88816,4,1,1,0,0,0,0,0,0,1,5.0,4.226805000000001,0.0,0.0,7.610812887812488e-05
0.845361,Ladina/Mestiza,richest,176500,4,1,1,0,0,0,0,0,0,1,5.0,4.226805000000001,0.0,0.0,7.610812887812488e-05
0.845361,Ladina/Mestiza,richest,223630,4,1,1,0,0,0,0,0,0,1,5.0,4.226805000000001,0.0,0.0,7.610812887812488e-05
0.845361,Ladina/Mestiza,richest,223630,4,1,1,0,0,0,0,0,0,1,5.0,4.226805000000001,0.0,0.0,7.610812887812488e-05
0.845361,Ladina/Mestiza,richer,68605,4,1,1,0,0,0,0,0,1,0,4.0,3.381444,0.0,0.0,2.171236404613407e-05
0.845361,Ladina/Mestiza,richest,173950,4,1,1,0,0,0,0,0,0,1,5.0,4.226805000000001,0.0,0.0,7.610812887812488e-05
0.845361,Ladina/Mestiza,richest,173950,4,1,1,0,0,0,0,0,0,1,5.0,4.226805000000001,0.0,0.0,7.610812887812488e-05
0.845361,Ladina/Mestiza,richest,205392,4,1,1,0,0,0,0,0,0,1,5.0,4.226805000000001,0.0,0.0,7.610812887812488e-05
0.845361,Maya,richest,205392,4,1,0,1,0,0,0,0,0,1,5.0,4.226805000000001,0.0,0.00021504089316502103,0.0
0.845361,Ladina/Mestiza,richest,172179,4,1,1,0,0,0,0,0,0,1,5.0,4.226805000000001,0.0,0.0,7.610812887812488e-05
0.845361,Ladina/Mestiza,richest,172179,4,1,1,0,0,0,0,0,0,1,5.0,4.226805000000001,0.0,0.0,7.610812887812488e-05
0.845361,Ladina/Mestiza,richest,172179,4,1,1,0,0,0,0,0,0,1,5.0,4.226805000000001,0.0,0.0,7.610812887812488e-05
1.202861,Ladina/Mestiza,richest,214030,5,1,1,0,0,0,0,0,0,1,5.0,6.014305,0.0,0.0,0.00010829397146363527
1.202861,Ladina/Mestiza,richest,216228,5,1,1,0,0,0,0,0,0,1,5.0,6.014305,0.0,0.0,0.00010829397146363527
1.202861,Ladina/Mestiza,richest,216228,5,1,1,0,0,0,0,0,0,1,5.0,6.014305,0.0,0.0,0.00010829397146363527
1.202861,Ladina/Mestiza,richest,199695,5,1,1,0,0,0,0,0,0,1,5.0,6.014305,0.0,0.0,0.00010829397146363527
1.202861,Ladina/Mestiza,richest,199147,5,1,1,0,0,0,0,0,0,1,5.0,6.014305,0.0,0.0,0.00010829397146363527
1.202861,Ladina/Mestiza,richest,199147,5,1,1,0,0,0,0,0,0,1,5.0,6.014305,0.0,0.0,0.00010829397146363527
1.202861,Ladina/Mestiza,richest,199147,5,1,1,0,0,0,0,0,0,1,5.0,6.014305,0.0,0.0,0.00010829397146363527
1.202861,Ladina/Mestiza,richest,199147,5,1,1,0,0,0,0,0,0,1,5.0,6.014305,0.0,0.0,0.00010829397146363527
1.202861,Ladina/Mestiza,richest,210457,5,1,1,0,0,0,0,0,0,1,5.0,6.014305,0.0,0.0,0.00010829397146363527
1.202861,Ladina/Mestiza,richest,214105,5,1,1,0,0,0,0,0,0,1,5.0,6.014305,0.0,0.0,0.00010829397146363527
1.202861,Ladina/Mestiza,richest,197027,5,1,1,0,0,0,0,0,0,1,5.0,6.014305,0.0,0.0,0.00010829397146363527
1.202861,Ladina/Mestiza,richest,155874,5,1,1,0,0,0,0,0,0,1,5.0,6.014305,0.0,0.0,0.00010829397146363527
1.202861,Ladina/Mestiza,richest,199097,5,1,1,0,0,0,0,0,0,1,5.0,6.014305,0.0,0.0,0.00010829397146363527
1.202861,Ladina/Mestiza,richest,199097,5,1,1,0,0,0,0,0,0,1,5.0,6.014305,0.0,0.0,0.00010829397146363527
1.202861,Ladina/Mestiza,richest,148778,5,1,1,0,0,0,0,0,0,1,5.0,6.014305,0.0,0.0,0.00010829397146363527
1.202861,Ladina/Mestiza,richest,148778,5,1,1,0,0,0,0,0,0,1,5.0,6.014305,0.0,0.0,0.00010829397146363527
1.202861,Ladina/Mestiza,richest,209405,5,1,1,0,0,0,0,0,0,1,5.0,6.014305,0.0,0.0,0.00010829397146363527
1.202861,Ladina/Mestiza,richest,209405,5,1,1,0,0,0,0,0,0,1,5.0,6.014305,0.0,0.0,0.00010829397146363527
1.202861,Ladina/Mestiza,richest,199889,5,1,1,0,0,0,0,0,0,1,5.0,6.014305,0.0,0.0,0.00010829397146363527
1.202861,Ladina/Mestiza,richest,199889,5,1,1,0,0,0,0,0,0,1,5.0,6.014305,0.0,0.0,0.00010829397146363527
1.202861,Ladina/Mestiza,richest,199889,5,1,1,0,0,0,0,0,0,1,5.0,6.014305,0.0,0.0,0.00010829397146363527
1.202861,Ladina/Mestiza,richest,178896,5,1,1,0,0,0,0,0,0,1,5.0,6.014305,0.0,0.0,0.00010829397146363527
1.202861,Ladina/Mestiza,richest,205581,5,1,1,0,0,0,0,0,0,1,5.0,6.014305,0.0,0.0,0.00010829397146363527
1.202861,Ladina/Mestiza,richest,197975,5,1,1,0,0,0,0,0,0,1,5.0,6.014305,0.0,0.0,0.00010829397146363527
0.929807,Maya,richer,21707,6,1,0,1,0,0,0,0,1,0,4.0,3.719228,0.0,0.00014503968827254098,0.0
0.929807,Ladina/Mestiza,richest,214025,6,1,1,0,0,0,0,0,0,1,5.0,4.6490350000000005,0.0,0.0,8.371083003330254e-05
0.929807,Ladina/Mestiza,richer,69157,6,1,1,0,0,0,0,0,1,0,4.0,3.719228,0.0,0.0,2.3881286310397314e-05
0.929807,Ladina/Mestiza,richer,69157,6,1,1,0,0,0,0,0,1,0,4.0,3.719228,0.0,0.0,2.3881286310397314e-05
0.929807,Ladina/Mestiza,richest,140071,6,1,1,0,0,0,0,0,0,1,5.0,4.6490350000000005,0.0,0.0,8.371083003330254e-05
0.929807,Ladina/Mestiza,richest,192085,6,1,1,0,0,0,0,0,0,1,5.0,4.6490350000000005,0.0,0.0,8.371083003330254e-05
0.929807,Maya,richest,146989,6,1,0,1,0,0,0,0,0,1,5.0,4.6490350000000005,0.0,0.0002365220630607382,0.0
0.929807,Ladina/Mestiza,richest,146989,6,1,1,0,0,0,0,0,0,1,5.0,4.6490350000000005,0.0,0.0,8.371083003330254e-05
0.929807,Ladina/Mestiza,richer,80254,6,1,1,0,0,0,0,0,1,0,4.0,3.719228,0.0,0.0,2.3881286310397314e-05
0.929807,Ladina/Mestiza,richer,80254,6,1,1,0,0,0,0,0,1,0,4.0,3.719228,0.0,0.0,2.3881286310397314e-05
0.929807,Ladina/Mestiza,richer,80254,6,1,1,0,0,0,0,0,1,0,4.0,3.719228,0.0,0.0,2.3881286310397314e-05
0.929807,Ladina/Mestiza,richest,143070,6,1,1,0,0,0,0,0,0,1,5.0,4.6490350000000005,0.0,0.0,8.371083003330254e-05
0.929807,Ladina/Mestiza,richest,107091,6,1,1,0,0,0,0,0,0,1,5.0,4.6490350000000005,0.0,0.0,8.371083003330254e-05
0.929807,Ladina/Mestiza,richest,107091,6,1,1,0,0,0,0,0,0,1,5.0,4.6490350000000005,0.0,0.0,8.371083003330254e-05
0.929807,Ladina/Mestiza,richer,85915,6,1,1,0,0,0,0,0,1,0,4.0,3.719228,0.0,0.0,2.3881286310397314e-05
0.929807,Ladina/Mestiza,richest,202501,6,1,1,0,0,0,0,0,0,1,5.0,4.6490350000000005,0.0,0.0,8.371083003330254e-05
0.929807,Ladina/Mestiza,richest,202501,6,1,1,0,0,0,0,0,0,1,5.0,4.6490350000000005,0.0,0.0,8.371083003330254e-05
0.929807,Ladina/Mestiza,richest,220057,6,1,1,0,0,0,0,0,0,1,5.0,4.6490350000000005,0.0,0.0,8.371083003330254e-05
0.929807,Maya,richer,45375,6,1,0,1,0,0,0,0,1,0,4.0,3.719228,0.0,0.00014503968827254098,0.0
0.929807,Maya,richest,95828,6,1,0,1,0,0,0,0,0,1,5.0,4.6490350000000005,0.0,0.0002365220630607382,0.0
0.929807,Ladina/Mestiza,richest,188449,6,1,1,0,0,0,0,0,0,1,5.0,4.6490350000000005,0.0,0.0,8.371083003330254e-05
0.929807,Ladina/Mestiza,richest,142448,6,1,1,0,0,0,0,0,0,1,5.0,4.6490350000000005,0.0,0.0,8.371083003330254e-05
0.929807,Maya,richest,142448,6,1,0,1,0,0,0,0,0,1,5.0,4.6490350000000005,0.0,0.0002365220630607382,0.0
0.929807,Ladina/Mestiza,richest,142448,6,1,1,0,0,0,0,0,0,1,5.0,4.6490350000000005,0.0,0.0,8.371083003330254e-05
0.929807,Ladina/Mestiza,richest,142448,6,1,1,0,0,0,0,0,0,1,5.0,4.6490350000000005,0.0,0.0,8.371083003330254e-05
0.929807,Maya,richer,69860,6,1,0,1,0,0,0,0,1,0,4.0,3.719228,0.0,0.00014503968827254098,0.0
1.259258,Ladina/Mestiza,richest,156361,7,1,1,0,0,0,0,0,0,1,5.0,6.29629,0.0,0.0,0.00011337141192320179
1.259258,Ladina/Mestiza,richest,176874,7,1,1,0,0,0,0,0,0,1,5.0,6.29629,0.0,0.0,0.00011337141192320179
1.259258,Ladina/Mestiza,richest,231909,7,1,1,0,0,0,0,0,0,1,5.0,6.29629,0.0,0.0,0.00011337141192320179
1.259258,Ladina/Mestiza,richest,230400,7,1,1,0,0,0,0,0,0,1,5.0,6.29629,0.0,0.0,0.00011337141192320179
1.259258,Maya,richest,221861,7,1,0,1,0,0,0,0,0,1,5.0,6.29629,0.0,0.00032032701419298736,0.0
1.259258,Maya,richest,221861,7,1,0,1,0,0,0,0,0,1,5.0,6.29629,0.0,0.00032032701419298736,0.0
1.259258,Maya,richest,199903,7,1,0,1,0,0,0,0,0,1,5.0,6.29629,0.0,0.00032032701419298736,0.0
1.259258,Ladina/Mestiza,richest,190668,7,1,1,0,0,0,0,0,0,1,5.0,6.29629,0.0,0.0,0.00011337141192320179
1.259258,Ladina/Mestiza,richest,205454,7,1,1,0,0,0,0,0,0,1,5.0,6.29629,0.0,0.0,0.00011337141192320179
1.259258,Ladina/Mestiza,richest,183223,7,1,1,0,0,0,0,0,0,1,5.0,6.29629,0.0,0.0,0.00011337141192320179
1.259258,Maya,richest,183223,7,1,0,1,0,0,0,0,0,1,5.0,6.29629,0.0,0.00032032701419298736,0.0
1.259258,Ladina/Mestiza,richest,184328,7,1,1,0,0,0,0,0,0,1,5.0,6.29629,0.0,0.0,0.00011337141192320179
1.259258,Ladina/Mestiza,richest,184328,7,1,1,0,0,0,0,0,0,1,5.0,6.29629,0.0,0.0,0.00011337141192320179
1.259258,Ladina/Mestiza,richest,184328,7,1,1,0,0,0,0,0,0,1,5.0,6.29629,0.0,0.0,0.00011337141192320179
1.259258,Ladina/Mestiza,richest,189727,7,1,1,0,0,0,0,0,0,1,5.0,6.29629,0.0,0.0,0.00011337141192320179
1.259258,Ladina/Mestiza,richest,194292,7,1,1,0,0,0,0,0,0,1,5.0,6.29629,0.0,0.0,0.00011337141192320179
1.259258,Ladina/Mestiza,richest,194292,7,1,1,0,0,0,0,0,0,1,5.0,6.29629,0.0,0.0,0.00011337141192320179
1.259258,Maya,richest,194292,7,1,0,1,0,0,0,0,0,1,5.0,6.29629,0.0,0.00032032701419298736,0.0
1.259258,Ladina/Mestiza,richest,215000,7,1,1,0,0,0,0,0,0,1,5.0,6.29629,0.0,0.0,0.00011337141192320179
1.606595,Ladina/Mestiza,richest,143870,8,1,1,0,0,0,0,0,0,1,5.0,8.032975,0.0,0.0,0.00014464227627599457
1.606595,Ladina/Mestiza,richest,143870,8,1,1,0,0,0,0,0,0,1,5.0,8.032975,0.0,0.0,0.00014464227627599457
1.606595,Ladina/Mestiza,richest,171611,8,1,1,0,0,0,0,0,0,1,5.0,8.032975,0.0,0.0,0.00014464227627599457
1.606595,Ladina/Mestiza,richer,78305,8,1,1,0,0,0,0,0,1,0,4.0,6.42638,0.0,0.0,4.126399906631458e-05
1.606595,Ladina/Mestiza,richest,157920,8,1,1,0,0,0,0,0,0,1,5.0,8.032975,0.0,0.0,0.00014464227627599457
1.606595,Ladina/Mestiza,richest,140998,8,1,1,0,0,0,0,0,0,1,5.0,8.032975,0.0,0.0,0.00014464227627599457
1.606595,Ladina/Mestiza,richest,140998,8,1,1,0,0,0,0,0,0,1,5.0,8.032975,0.0,0.0,0.00014464227627599457
1.606595,Ladina/Mestiza,richer,36375,8,1,1,0,0,0,0,0,1,0,4.0,6.42638,0.0,0.0,4.126399906631458e-05
1.606595,Ladina/Mestiza,richer,69651,8,1,1,0,0,0,0,0,1,0,4.0,6.42638,0.0,0.0,4.126399906631458e-05
1.606595,Ladina/Mestiza,richer,69651,8,1,1,0,0,0,0,0,1,0,4.0,6.42638,0.0,0.0,4.126399906631458e-05
1.606595,Ladina/Mestiza,richest,190354,8,1,1,0,0,0,0,0,0,1,5.0,8.032975,0.0,0.0,0.00014464227627599457
1.606595,Ladina/Mestiza,richer,34792,8,1,1,0,0,0,0,0,1,0,4.0,6.42638,0.0,0.0,4.126399906631458e-05
1.606595,Ladina/Mestiza,richest,122173,8,1,1,0,0,0,0,0,0,1,5.0,8.032975,0.0,0.0,0.00014464227627599457
1.606595,Maya,richest,93763,8,1,0,1,0,0,0,0,0,1,5.0,8.032975,0.0,0.00040868176288527257,0.0
1.606595,Ladina/Mestiza,richest,118591,8,1,1,0,0,0,0,0,0,1,5.0,8.032975,0.0,0.0,0.00014464227627599457
1.606595,Ladina/Mestiza,richer,67922,8,1,1,0,0,0,0,0,1,0,4.0,6.42638,0.0,0.0,4.126399906631458e-05
1.606595,Ladina/Mestiza,richer,44891,8,1,1,0,0,0,0,0,1,0,4.0,6.42638,0.0,0.0,4.126399906631458e-05
1.606595,Ladina/Mestiza,richer,57232,8,1,1,0,0,0,0,0,1,0,4.0,6.42638,0.0,0.0,4.126399906631458e-05
1.606595,Ladina/Mestiza,richer,24535,8,1,1,0,0,0,0,0,1,0,4.0,6.42638,0.0,0.0,4.126399906631458e-05
1.606595,Ladina/Mestiza,richer,24535,8,1,1,0,0,0,0,0,1,0,4.0,6.42638,0.0,0.0,4.126399906631458e-05
1.606595,Ladina/Mestiza,middle,-16315,8,1,1,0,0,0,0,1,0,0,3.0,4.8197849999999995,0.0,0.0,-6.21142781433654e-05
1.606595,Ladina/Mestiza,poorer,-80617,8,1,1,0,0,0,1,0,0,0,2.0,3.21319,-0.0,-0.0,-0.0001654925553530454
1.606595,Ladina/Mestiza,poorer,-80617,8,1,1,0,0,0,1,0,0,0,2.0,3.21319,-0.0,-0.0,-0.0001654925553530454
1.606595,Ladina/Mestiza,poorer,-80617,8,1,1,0,0,0,1,0,0,0,2.0,3.21319,-0.0,-0.0,-0.0001654925553530454
1.606595,Ladina/Mestiza,richest,193733,8,1,1,0,0,0,0,0,0,1,5.0,8.032975,0.0,0.0,0.00014464227627599457
1.926206,Ladina/Mestiza,richest,103531,9,1,1,0,0,0,0,0,0,1,5.0,9.63103,0.0,0.0,0.00017341695972941434
1.926206,Ladina/Mestiza,richer,57700,9,1,1,0,0,0,0,0,1,0,4.0,7.704824,0.0,0.0,4.947293038104162e-05
1.926206,Ladina/Mestiza,richest,128172,9,1,1,0,0,0,0,0,0,1,5.0,9.63103,0.0,0.0,0.00017341695972941434
1.926206,Ladina/Mestiza,richer,37343,9,1,1,0,0,0,0,0,1,0,4.0,7.704824,0.0,0.0,4.947293038104162e-05
1.926206,Ladina/Mestiza,richer,37343,9,1,1,0,0,0,0,0,1,0,4.0,7.704824,0.0,0.0,4.947293038104162e-05
1.926206,Ladina/Mestiza,richest,156233,9,1,1,0,0,0,0,0,0,1,5.0,9.63103,0.0,0.0,0.00017341695972941434
