sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Akan,ethnicity_Ewe,ethnicity_Ga/Dangme,ethnicity_Grusi,ethnicity_Guan,ethnicity_Gurma,ethnicity_Mande,ethnicity_Mole-Dagbani,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2,IF_3,IF_4,IF_5,IF_6,IF_7
1.847481,Akan,richer,92053,76,"central, urban",1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,7.389924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011829220561605775
1.847481,Akan,middle,18492,76,"central, urban",1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,5.542443,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.00014879608915209353
1.847481,Akan,middle,30994,76,"central, urban",1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,5.542443,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.00014879608915209353
1.847481,Gurma,middle,27673,76,"central, urban",0,0,0,0,0,1,0,0,0,0,1,0,0,3.0,5.542443,0.0018082543815297616,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.847481,Ewe,richer,85268,76,"central, urban",0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,7.389924,0.0,0.0,0.0,0.0,0.0,0.000676555118380758,0.0,0.0
1.847481,Ewe,richer,85268,76,"central, urban",0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,7.389924,0.0,0.0,0.0,0.0,0.0,0.000676555118380758,0.0,0.0
1.847481,Grusi,richer,59609,76,"central, urban",0,0,0,1,0,0,0,0,0,0,0,1,0,4.0,7.389924,0.0,0.0,0.0050597406246536214,0.0,0.0,0.0,0.0,0.0
1.847481,Akan,richer,64573,76,"central, urban",1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,7.389924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011829220561605775
1.847481,Akan,richest,122616,76,"central, urban",1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,9.237404999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038538050038420906
1.847481,Ewe,richer,54083,76,"central, urban",0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,7.389924,0.0,0.0,0.0,0.0,0.0,0.000676555118380758,0.0,0.0
1.847481,Akan,middle,10463,76,"central, urban",1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,5.542443,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.00014879608915209353
1.847481,Akan,middle,33406,76,"central, urban",1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,5.542443,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.00014879608915209353
1.847481,Akan,middle,-9396,76,"central, urban",1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,5.542443,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.00014879608915209353
1.847481,Akan,richer,68495,76,"central, urban",1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,7.389924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011829220561605775
1.847481,Akan,richest,139214,76,"central, urban",1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,9.237404999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038538050038420906
1.847481,Ewe,richer,85149,76,"central, urban",0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,7.389924,0.0,0.0,0.0,0.0,0.0,0.000676555118380758,0.0,0.0
1.847481,Ewe,richer,78767,76,"central, urban",0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,7.389924,0.0,0.0,0.0,0.0,0.0,0.000676555118380758,0.0,0.0
1.730441,Akan,richer,88405,77,"central, rural",1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,6.921764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001107982612965744
1.730441,Akan,richer,88405,77,"central, rural",1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,6.921764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001107982612965744
1.730441,Akan,richer,88405,77,"central, rural",1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,6.921764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001107982612965744
1.730441,Mole-Dagbani,richer,58204,77,"central, rural",0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,6.921764,0.0,0.0009328117668432964,0.0,0.0,0.0,0.0,0.0,0.0
1.730441,Akan,richer,100551,77,"central, rural",1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,6.921764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001107982612965744
1.730441,Akan,richer,84158,77,"central, rural",1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,6.921764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001107982612965744
1.730441,Akan,richer,84158,77,"central, rural",1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,6.921764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001107982612965744
1.730441,Ewe,poorer,-59271,77,"central, rural",0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,3.460882,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0013488010170943328,-0.0,-0.0
1.730441,Ewe,poorer,-59271,77,"central, rural",0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,3.460882,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0013488010170943328,-0.0,-0.0
1.730441,Akan,richer,65375,77,"central, rural",1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,6.921764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001107982612965744
1.730441,Akan,middle,31437,77,"central, rural",1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,5.191323,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.00013936968948987185
1.730441,Gurma,middle,15031,77,"central, rural",0,0,0,0,0,1,0,0,0,0,1,0,0,3.0,5.191323,0.0016936994319447626,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.730441,Gurma,middle,15031,77,"central, rural",0,0,0,0,0,1,0,0,0,0,1,0,0,3.0,5.191323,0.0016936994319447626,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.730441,Mande,richer,69868,77,"central, rural",0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,6.921764,0.0,0.0,0.0,0.0,0.0035461056968179587,0.0,0.0,0.0
1.730441,Akan,richer,104847,77,"central, rural",1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,6.921764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001107982612965744
1.730441,Akan,middle,42602,77,"central, rural",1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,5.191323,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.00013936968948987185
1.730441,Akan,middle,42602,77,"central, rural",1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,5.191323,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.00013936968948987185
1.730441,Akan,richer,86449,77,"central, rural",1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,6.921764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001107982612965744
1.730441,Mole-Dagbani,richer,86449,77,"central, rural",0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,6.921764,0.0,0.0009328117668432964,0.0,0.0,0.0,0.0,0.0,0.0
1.730441,Akan,richer,60546,77,"central, rural",1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,6.921764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001107982612965744
1.730441,Akan,richer,63430,77,"central, rural",1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,6.921764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001107982612965744
1.730441,Akan,richer,83212,77,"central, rural",1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,6.921764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001107982612965744
1.730441,Akan,richer,83212,77,"central, rural",1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,6.921764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001107982612965744
1.730441,Akan,richest,114518,77,"central, rural",1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,8.652204999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003609662120830207
1.730441,Akan,richer,71936,77,"central, rural",1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,6.921764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001107982612965744
2.702365,Akan,richest,261618,78,"greater accra, urban",1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,13.511825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005637074351080055
2.702365,Ga/Dangme,richest,180417,78,"greater accra, urban",0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,13.511825,0.0,0.0,0.0,0.0,0.0,0.0,0.004073990163903843,0.0
2.702365,Ga/Dangme,richest,118934,78,"greater accra, urban",0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,13.511825,0.0,0.0,0.0,0.0,0.0,0.0,0.004073990163903843,0.0
2.702365,Ga/Dangme,middle,21411,78,"greater accra, urban",0,0,1,0,0,0,0,0,0,0,1,0,0,3.0,8.107095,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0014631249437921092,-0.0
2.702365,Ga/Dangme,richer,82984,78,"greater accra, urban",0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,10.80946,0.0,0.0,0.0,0.0,0.0,0.0,0.001305432610055867,0.0
2.702365,Ga/Dangme,richer,53560,78,"greater accra, urban",0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,10.80946,0.0,0.0,0.0,0.0,0.0,0.0,0.001305432610055867,0.0
2.702365,Ga/Dangme,richer,82651,78,"greater accra, urban",0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,10.80946,0.0,0.0,0.0,0.0,0.0,0.0,0.001305432610055867,0.0
2.702365,Akan,poorest,-107399,78,"greater accra, urban",1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,2.702365,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0009990042998243378
2.702365,Ga/Dangme,middle,-4724,78,"greater accra, urban",0,0,1,0,0,0,0,0,0,0,1,0,0,3.0,8.107095,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0014631249437921092,-0.0
2.702365,Ga/Dangme,richer,71239,78,"greater accra, urban",0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,10.80946,0.0,0.0,0.0,0.0,0.0,0.0,0.001305432610055867,0.0
2.702365,Ga/Dangme,middle,22566,78,"greater accra, urban",0,0,1,0,0,0,0,0,0,0,1,0,0,3.0,8.107095,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0014631249437921092,-0.0
2.702365,Akan,richer,80074,78,"greater accra, urban",1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,10.80946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017302950137491964
2.702365,Akan,richer,80074,78,"greater accra, urban",1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,10.80946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017302950137491964
2.702365,Gurma,richest,132503,78,"greater accra, urban",0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,13.511825,0.007982108710437903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.702365,Ga/Dangme,richest,123025,78,"greater accra, urban",0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,13.511825,0.0,0.0,0.0,0.0,0.0,0.0,0.004073990163903843,0.0
2.702365,Ga/Dangme,richest,163103,78,"greater accra, urban",0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,13.511825,0.0,0.0,0.0,0.0,0.0,0.0,0.004073990163903843,0.0
2.639701,Ewe,richer,87360,79,"greater accra, urban",0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,10.558804,0.0,0.0,0.0,0.0,0.0,0.000966669331129687,0.0,0.0
2.639701,Akan,richest,232177,79,"greater accra, urban",1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,13.198505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005506358616108621
2.639701,Ewe,richest,232177,79,"greater accra, urban",0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,13.198505,0.0,0.0,0.0,0.0,0.0,0.0024787681653731875,0.0,0.0
2.639701,Akan,richest,232177,79,"greater accra, urban",1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,13.198505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005506358616108621
2.639701,Grusi,richer,49472,79,"greater accra, urban",0,0,0,1,0,0,0,0,0,0,0,1,0,4.0,10.558804,0.0,0.0,0.007229412582126035,0.0,0.0,0.0,0.0,0.0
2.639701,Ewe,richer,80857,79,"greater accra, urban",0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,10.558804,0.0,0.0,0.0,0.0,0.0,0.000966669331129687,0.0,0.0
2.639701,Mole-Dagbani,richer,75009,79,"greater accra, urban",0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,10.558804,0.0,0.0014229575892781184,0.0,0.0,0.0,0.0,0.0,0.0
2.639701,Ewe,richer,67348,79,"greater accra, urban",0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,10.558804,0.0,0.0,0.0,0.0,0.0,0.000966669331129687,0.0,0.0
2.639701,Akan,richer,71485,79,"greater accra, urban",1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,10.558804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001690171933875982
2.639701,Gurma,richest,148125,79,"greater accra, urban",0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,13.198505,0.007797014964688946,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.639701,Akan,richest,148125,79,"greater accra, urban",1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,13.198505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005506358616108621
2.639701,Akan,richest,148125,79,"greater accra, urban",1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,13.198505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005506358616108621
2.639701,Ga/Dangme,richer,90419,79,"greater accra, urban",0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,10.558804,0.0,0.0,0.0,0.0,0.0,0.0,0.0012751614849204611,0.0
2.639701,Ga/Dangme,richer,90419,79,"greater accra, urban",0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,10.558804,0.0,0.0,0.0,0.0,0.0,0.0,0.0012751614849204611,0.0
2.639701,Mole-Dagbani,richer,86129,79,"greater accra, urban",0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,10.558804,0.0,0.0014229575892781184,0.0,0.0,0.0,0.0,0.0,0.0
2.639701,Mole-Dagbani,richer,86129,79,"greater accra, urban",0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,10.558804,0.0,0.0014229575892781184,0.0,0.0,0.0,0.0,0.0,0.0
2.639701,Ewe,richest,119893,79,"greater accra, urban",0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,13.198505,0.0,0.0,0.0,0.0,0.0,0.0024787681653731875,0.0,0.0
2.639701,Ewe,richest,119893,79,"greater accra, urban",0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,13.198505,0.0,0.0,0.0,0.0,0.0,0.0024787681653731875,0.0,0.0
2.639701,Ewe,richest,120308,79,"greater accra, urban",0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,13.198505,0.0,0.0,0.0,0.0,0.0,0.0024787681653731875,0.0,0.0
2.639701,Guan,richest,117159,79,"greater accra, urban",0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,13.198505,0.0,0.0,0.0,0.010845046893411947,0.0,0.0,0.0,0.0
2.639701,Ewe,richest,147863,79,"greater accra, urban",0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,13.198505,0.0,0.0,0.0,0.0,0.0,0.0024787681653731875,0.0,0.0
2.639701,Akan,richest,145597,79,"greater accra, urban",1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,13.198505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005506358616108621
2.639701,Akan,richest,124240,79,"greater accra, urban",1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,13.198505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005506358616108621
2.639701,Guan,richer,46757,79,"greater accra, urban",0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,10.558804,0.0,0.0,0.0,0.005301046904921252,0.0,0.0,0.0,0.0
2.639701,Guan,richer,46757,79,"greater accra, urban",0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,10.558804,0.0,0.0,0.0,0.005301046904921252,0.0,0.0,0.0,0.0
2.639701,Ga/Dangme,richest,136776,79,"greater accra, urban",0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,13.198505,0.0,0.0,0.0,0.0,0.0,0.0,0.003979520127609387,0.0
2.639701,Akan,richest,150217,79,"greater accra, urban",1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,13.198505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005506358616108621
2.639701,Ga/Dangme,richest,153074,79,"greater accra, urban",0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,13.198505,0.0,0.0,0.0,0.0,0.0,0.0,0.003979520127609387,0.0
0.972391,Ga/Dangme,richest,125073,80,"greater accra, rural",0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,4.861955,0.0,0.0,0.0,0.0,0.0,0.0,0.0014659423762032968,0.0
0.972391,Ga/Dangme,richest,130390,80,"greater accra, rural",0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,4.861955,0.0,0.0,0.0,0.0,0.0,0.0,0.0014659423762032968,0.0
0.972391,Ga/Dangme,richer,56344,80,"greater accra, rural",0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,3.889564,0.0,0.0,0.0,0.0,0.0,0.0,0.0004697333339962716,0.0
0.972391,Ewe,richer,56344,80,"greater accra, rural",0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,3.889564,0.0,0.0,0.0,0.0,0.0,0.00035609357179715713,0.0,0.0
0.972391,Ga/Dangme,middle,36041,80,"greater accra, rural",0,0,1,0,0,0,0,0,0,0,1,0,0,3.0,2.917173,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0005264757082107536,-0.0
0.972391,Ga/Dangme,middle,9491,80,"greater accra, rural",0,0,1,0,0,0,0,0,0,0,1,0,0,3.0,2.917173,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0005264757082107536,-0.0
0.972391,Gurma,richer,56954,80,"greater accra, rural",0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,3.889564,0.0019119719745910508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.972391,Ewe,richer,54558,80,"greater accra, rural",0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,3.889564,0.0,0.0,0.0,0.0,0.0,0.00035609357179715713,0.0,0.0
0.972391,Ewe,richer,54558,80,"greater accra, rural",0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,3.889564,0.0,0.0,0.0,0.0,0.0,0.00035609357179715713,0.0,0.0
0.972391,Ewe,middle,8442,80,"greater accra, rural",0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,2.917173,0.0,0.0,0.0,-0.0,-0.0,-0.00020092076336007152,-0.0,-0.0
0.972391,Ewe,middle,3001,80,"greater accra, rural",0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,2.917173,0.0,0.0,0.0,-0.0,-0.0,-0.00020092076336007152,-0.0,-0.0
0.972391,Ewe,middle,41448,80,"greater accra, rural",0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,2.917173,0.0,0.0,0.0,-0.0,-0.0,-0.00020092076336007152,-0.0,-0.0
0.972391,Ewe,middle,24499,80,"greater accra, rural",0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,2.917173,0.0,0.0,0.0,-0.0,-0.0,-0.00020092076336007152,-0.0,-0.0
0.972391,Ewe,poorest,-117809,80,"greater accra, rural",0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0.972391,-0.0,-0.0,-0.0,-0.0,-0.0,-0.001314949433674529,-0.0,-0.0
0.972391,Akan,richest,137042,80,"greater accra, rural",1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,4.861955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020283863820472388
0.972391,Akan,richest,137042,80,"greater accra, rural",1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,4.861955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020283863820472388
0.972391,Ewe,poorer,-28086,80,"greater accra, rural",0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1.944782,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0007579350985173003,-0.0,-0.0
0.972391,Ewe,poorer,-28086,80,"greater accra, rural",0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1.944782,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0007579350985173003,-0.0,-0.0
0.972391,Ewe,poorer,-38566,80,"greater accra, rural",0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1.944782,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0007579350985173003,-0.0,-0.0
0.972391,Ewe,poorer,-52852,80,"greater accra, rural",0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1.944782,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0007579350985173003,-0.0,-0.0
0.972391,Ewe,poorer,-52852,80,"greater accra, rural",0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1.944782,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0007579350985173003,-0.0,-0.0
0.972391,Akan,richest,140980,80,"greater accra, rural",1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,4.861955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020283863820472388
0.972391,Ga/Dangme,richer,81209,80,"greater accra, rural",0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,3.889564,0.0,0.0,0.0,0.0,0.0,0.0,0.0004697333339962716,0.0
0.972391,Ewe,middle,42152,80,"greater accra, rural",0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,2.917173,0.0,0.0,0.0,-0.0,-0.0,-0.00020092076336007152,-0.0,-0.0
0.972391,Ewe,poorer,-65686,80,"greater accra, rural",0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1.944782,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0007579350985173003,-0.0,-0.0
0.972391,Ewe,poorer,-65686,80,"greater accra, rural",0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1.944782,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0007579350985173003,-0.0,-0.0
0.972391,Ewe,poorer,-30852,80,"greater accra, rural",0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1.944782,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0007579350985173003,-0.0,-0.0
0.972391,Ewe,richer,84614,80,"greater accra, rural",0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,3.889564,0.0,0.0,0.0,0.0,0.0,0.00035609357179715713,0.0,0.0
0.972391,Ewe,richest,130202,80,"greater accra, rural",0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,4.861955,0.0,0.0,0.0,0.0,0.0,0.0009131079069543857,0.0,0.0
1.05186,Ga/Dangme,middle,13528,81,"greater accra, rural",0,0,1,0,0,0,0,0,0,0,1,0,0,3.0,3.15558,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0005695021225397635,-0.0
1.05186,Ga/Dangme,richer,71797,81,"greater accra, rural",0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,4.20744,0.0,0.0,0.0,0.0,0.0,0.0,0.0005081224576300257,0.0
1.05186,Ga/Dangme,richer,88234,81,"greater accra, rural",0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,4.20744,0.0,0.0,0.0,0.0,0.0,0.0,0.0005081224576300257,0.0
1.05186,Ga/Dangme,poorer,-16165,81,"greater accra, rural",0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,2.10372,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.001647126702709553,-0.0
1.05186,Ga/Dangme,poorer,-68632,81,"greater accra, rural",0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,2.10372,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.001647126702709553,-0.0
1.05186,Ga/Dangme,poorer,-68632,81,"greater accra, rural",0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,2.10372,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.001647126702709553,-0.0
1.05186,Ga/Dangme,richer,89505,81,"greater accra, rural",0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,4.20744,0.0,0.0,0.0,0.0,0.0,0.0,0.0005081224576300257,0.0
1.05186,Akan,richer,50570,81,"greater accra, rural",1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,4.20744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73494555014674e-05
1.05186,Ga/Dangme,richest,128367,81,"greater accra, rural",0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,5.2593,0.0,0.0,0.0,0.0,0.0,0.0,0.001585747037799815,0.0
1.05186,Ga/Dangme,richest,128367,81,"greater accra, rural",0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,5.2593,0.0,0.0,0.0,0.0,0.0,0.0,0.001585747037799815,0.0
1.05186,Ga/Dangme,richest,128367,81,"greater accra, rural",0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,5.2593,0.0,0.0,0.0,0.0,0.0,0.0,0.001585747037799815,0.0
1.05186,Ga/Dangme,poorer,-54977,81,"greater accra, rural",0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,2.10372,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.001647126702709553,-0.0
1.05186,Ga/Dangme,poorer,-54977,81,"greater accra, rural",0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,2.10372,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.001647126702709553,-0.0
1.05186,Akan,richer,58254,81,"greater accra, rural",1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,4.20744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73494555014674e-05
1.05186,Ga/Dangme,middle,-9988,81,"greater accra, rural",0,0,1,0,0,0,0,0,0,0,1,0,0,3.0,3.15558,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0005695021225397635,-0.0
1.05186,Ga/Dangme,richer,86210,81,"greater accra, rural",0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,4.20744,0.0,0.0,0.0,0.0,0.0,0.0,0.0005081224576300257,0.0
1.05186,Ga/Dangme,richer,99693,81,"greater accra, rural",0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,4.20744,0.0,0.0,0.0,0.0,0.0,0.0,0.0005081224576300257,0.0
3.284039,Ewe,richest,287194,82,"greater accra, urban",0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,16.420195,0.0,0.0,0.0,0.0,0.0,0.003083823253862463,0.0,0.0
3.284039,Akan,richer,98762,82,"greater accra, urban",1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,13.136156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002102734570147962
3.284039,Ga/Dangme,middle,10852,82,"greater accra, urban",0,0,1,0,0,0,0,0,0,0,1,0,0,3.0,9.852117,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0017780571378352278,-0.0
