sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Bosnian,ethnicity_Roma,ethnicity_Serb,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2
3.1543489322579155,Serb,richest,0.8648307394816129,23.0,1.0,0,0,1,0,0,0,0,1,5.0,15.771744661289578,0.0,0.0,0.001576707733157316
0.5028493670574712,Serb,richer,0.6698928259203627,23.0,1.0,0,0,1,0,0,0,1,0,4.0,2.0113974682298847,0.0,0.0,9.654042473660622e-05
0.5028493670574712,Serb,richer,0.4838476781032602,23.0,1.0,0,0,1,0,0,0,1,0,4.0,2.0113974682298847,0.0,0.0,9.654042473660622e-05
0.5028493670574712,Serb,richest,0.9787883457457709,23.0,1.0,0,0,1,0,0,0,0,1,5.0,2.5142468352873557,0.0,0.0,0.00025135027946488115
0.5028493670574712,Serb,richest,0.8796242310840803,23.0,1.0,0,0,1,0,0,0,0,1,5.0,2.5142468352873557,0.0,0.0,0.00025135027946488115
3.1543489322579155,Serb,richer,0.558548597885351,23.0,1.0,0,0,1,0,0,0,1,0,4.0,12.617395729031662,0.0,0.0,0.0006055932564251101
3.1543489322579155,Roma,poorest,-0.4465572687253182,23.0,1.0,0,1,0,1,0,0,0,0,1.0,3.1543489322579155,-0.012027086609445481,-0.0,-0.0
0.5028493670574712,Serb,richer,0.5066170194967277,23.0,1.0,0,0,1,0,0,0,1,0,4.0,2.0113974682298847,0.0,0.0,9.654042473660622e-05
0.5028493670574712,Serb,richer,0.5066170194967277,23.0,1.0,0,0,1,0,0,0,1,0,4.0,2.0113974682298847,0.0,0.0,9.654042473660622e-05
2.7715631171298423,Serb,richest,1.0212646099805047,24.0,1.0,0,0,1,0,0,0,0,1,5.0,13.857815585649211,0.0,0.0,0.001385371464463878
0.3021321827278083,Serb,richest,1.0969590197910868,24.0,1.0,0,0,1,0,0,0,0,1,5.0,1.5106609136390414,0.0,0.0,0.00015102138640116808
2.7715631171298423,Serb,richest,0.9458657069379628,24.0,1.0,0,0,1,0,0,0,0,1,5.0,13.857815585649211,0.0,0.0,0.001385371464463878
2.7715631171298423,Serb,poorest,-0.9188756278815212,24.0,1.0,0,0,1,1,0,0,0,0,1.0,2.7715631171298423,-0.0,-0.0,-0.002027700613513521
0.3021321827278083,Serb,richest,0.8647982211067494,24.0,1.0,0,0,1,0,0,0,0,1,5.0,1.5106609136390414,0.0,0.0,0.00015102138640116808
0.3021321827278083,Serb,richest,1.0342549815875206,24.0,1.0,0,0,1,0,0,0,0,1,5.0,1.5106609136390414,0.0,0.0,0.00015102138640116808
0.3021321827278083,Serb,richest,0.9513491418369256,24.0,1.0,0,0,1,0,0,0,0,1,5.0,1.5106609136390414,0.0,0.0,0.00015102138640116808
1.925651793539345,Serb,richest,0.7491073446761691,25.0,1.0,0,0,1,0,0,0,0,1,5.0,9.628258967696725,0.0,0.0,0.0009625409678657219
0.41983628369124737,Serb,richest,0.9683443290058946,25.0,1.0,0,0,1,0,0,0,0,1,5.0,2.099181418456237,0.0,0.0,0.00020985602080559343
0.41983628369124737,Serb,richer,0.5302517636042592,25.0,1.0,0,0,1,0,0,0,1,0,4.0,1.6793451347649895,0.0,0.0,8.060301116528793e-05
0.41983628369124737,Serb,richest,0.6931606963553284,25.0,1.0,0,0,1,0,0,0,0,1,5.0,2.099181418456237,0.0,0.0,0.00020985602080559343
0.41983628369124737,Serb,richest,0.8807299917308623,25.0,1.0,0,0,1,0,0,0,0,1,5.0,2.099181418456237,0.0,0.0,0.00020985602080559343
