sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Fang,ethnicity_Kota-Kele,ethnicity_Mbede-Teke,ethnicity_Myene,ethnicity_Nzabi-Duma,ethnicity_Okande-Tsogho,ethnicity_Shira-Punu/Vili,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2,IF_3,IF_4,IF_5,IF_6
0.591106,Okande-Tsogho,poorest,-24216,1,ngounié - urban,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.591106,-0.0,-0.0043629728705416315,-0.0,-0.0,-0.0,-0.0,-0.0
0.591106,Okande-Tsogho,poorest,-24216,1,ngounié - urban,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.591106,-0.0,-0.0043629728705416315,-0.0,-0.0,-0.0,-0.0,-0.0
0.591106,Okande-Tsogho,poorest,-24216,1,ngounié - urban,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.591106,-0.0,-0.0043629728705416315,-0.0,-0.0,-0.0,-0.0,-0.0
0.591106,Okande-Tsogho,poorest,-24216,1,ngounié - urban,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.591106,-0.0,-0.0043629728705416315,-0.0,-0.0,-0.0,-0.0,-0.0
0.591106,Shira-Punu/Vili,poorest,-20024,1,ngounié - urban,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.591106,-0.0,-0.0,-0.0,-0.0,-0.0005414606899262928,-0.0,-0.0
0.591106,Nzabi-Duma,poorest,-57625,1,ngounié - urban,0,0,0,0,1,0,0,1,0,0,0,0,1.0,0.591106,-0.0,-0.0,-0.0008275345709026076,-0.0,-0.0,-0.0,-0.0
0.591106,Nzabi-Duma,poorest,-57625,1,ngounié - urban,0,0,0,0,1,0,0,1,0,0,0,0,1.0,0.591106,-0.0,-0.0,-0.0008275345709026076,-0.0,-0.0,-0.0,-0.0
0.591106,Okande-Tsogho,poorest,-57625,1,ngounié - urban,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.591106,-0.0,-0.0043629728705416315,-0.0,-0.0,-0.0,-0.0,-0.0
0.591106,Nzabi-Duma,richer,127533,1,ngounié - urban,0,0,0,0,1,0,0,0,0,0,1,0,4.0,2.364424,0.0,0.0,0.0005311561458284629,0.0,0.0,0.0,0.0
0.591106,Okande-Tsogho,richer,127827,1,ngounié - urban,0,0,0,0,0,1,0,0,0,0,1,0,4.0,2.364424,0.0,0.0038155094008213548,0.0,0.0,0.0,0.0,0.0
0.591106,Okande-Tsogho,richer,127827,1,ngounié - urban,0,0,0,0,0,1,0,0,0,0,1,0,4.0,2.364424,0.0,0.0038155094008213548,0.0,0.0,0.0,0.0,0.0
0.591106,Okande-Tsogho,poorest,-6727,1,ngounié - urban,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.591106,-0.0,-0.0043629728705416315,-0.0,-0.0,-0.0,-0.0,-0.0
0.591106,Shira-Punu/Vili,poorest,-31533,1,ngounié - urban,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.591106,-0.0,-0.0,-0.0,-0.0,-0.0005414606899262928,-0.0,-0.0
0.591106,Shira-Punu/Vili,poorest,-14539,1,ngounié - urban,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.591106,-0.0,-0.0,-0.0,-0.0,-0.0005414606899262928,-0.0,-0.0
0.591106,Shira-Punu/Vili,poorest,-14539,1,ngounié - urban,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.591106,-0.0,-0.0,-0.0,-0.0,-0.0005414606899262928,-0.0,-0.0
0.591106,Shira-Punu/Vili,poorest,-14539,1,ngounié - urban,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.591106,-0.0,-0.0,-0.0,-0.0,-0.0005414606899262928,-0.0,-0.0
0.591106,Shira-Punu/Vili,richer,136651,1,ngounié - urban,0,0,0,0,0,0,1,0,0,0,1,0,4.0,2.364424,0.0,0.0,0.0,0.0,0.00022424577014766857,0.0,0.0
0.591106,Shira-Punu/Vili,poorest,-34729,1,ngounié - urban,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.591106,-0.0,-0.0,-0.0,-0.0,-0.0005414606899262928,-0.0,-0.0
0.591106,Shira-Punu/Vili,middle,55742,1,ngounié - urban,0,0,0,0,0,0,1,0,0,1,0,0,3.0,1.7733180000000002,0.0,0.0,0.0,-0.0,-3.0989716543651844e-05,-0.0,-0.0
0.591106,Shira-Punu/Vili,poorest,-43551,1,ngounié - urban,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.591106,-0.0,-0.0,-0.0,-0.0,-0.0005414606899262928,-0.0,-0.0
0.591106,Shira-Punu/Vili,poorest,-43551,1,ngounié - urban,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.591106,-0.0,-0.0,-0.0,-0.0,-0.0005414606899262928,-0.0,-0.0
0.591106,Shira-Punu/Vili,middle,49996,1,ngounié - urban,0,0,0,0,0,0,1,0,0,1,0,0,3.0,1.7733180000000002,0.0,0.0,0.0,-0.0,-3.0989716543651844e-05,-0.0,-0.0
0.591106,Shira-Punu/Vili,middle,49996,1,ngounié - urban,0,0,0,0,0,0,1,0,0,1,0,0,3.0,1.7733180000000002,0.0,0.0,0.0,-0.0,-3.0989716543651844e-05,-0.0,-0.0
0.591106,Nzabi-Duma,poorest,-33347,1,ngounié - urban,0,0,0,0,1,0,0,1,0,0,0,0,1.0,0.591106,-0.0,-0.0,-0.0008275345709026076,-0.0,-0.0,-0.0,-0.0
0.591106,Nzabi-Duma,poorest,-62539,1,ngounié - urban,0,0,0,0,1,0,0,1,0,0,0,0,1.0,0.591106,-0.0,-0.0,-0.0008275345709026076,-0.0,-0.0,-0.0,-0.0
0.591106,Okande-Tsogho,poorest,-110893,1,ngounié - urban,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.591106,-0.0,-0.0043629728705416315,-0.0,-0.0,-0.0,-0.0,-0.0
0.591106,Kota-Kele,poorest,-110893,1,ngounié - urban,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.591106,-0.001489737068672168,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.591106,Nzabi-Duma,poorer,34484,1,ngounié - urban,0,0,0,0,1,0,0,0,1,0,0,0,2.0,1.182212,-0.0,-0.0,-0.0003746376653255841,-0.0,-0.0,-0.0,-0.0
0.591106,Shira-Punu/Vili,poorest,-43260,1,ngounié - urban,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.591106,-0.0,-0.0,-0.0,-0.0,-0.0005414606899262928,-0.0,-0.0
0.591106,Shira-Punu/Vili,richer,122507,1,ngounié - urban,0,0,0,0,0,0,1,0,0,0,1,0,4.0,2.364424,0.0,0.0,0.0,0.0,0.00022424577014766857,0.0,0.0
0.118885,Shira-Punu/Vili,poorest,-22317,2,nyanga - urban,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.118885,-0.0,-0.0,-0.0,-0.0,-0.00010890018731308311,-0.0,-0.0
0.118885,Shira-Punu/Vili,poorest,-22317,2,nyanga - urban,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.118885,-0.0,-0.0,-0.0,-0.0,-0.00010890018731308311,-0.0,-0.0
0.118885,Shira-Punu/Vili,poorest,-22317,2,nyanga - urban,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.118885,-0.0,-0.0,-0.0,-0.0,-0.00010890018731308311,-0.0,-0.0
0.118885,Shira-Punu/Vili,poorest,-22317,2,nyanga - urban,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.118885,-0.0,-0.0,-0.0,-0.0,-0.00010890018731308311,-0.0,-0.0
0.118885,Shira-Punu/Vili,poorest,-78945,2,nyanga - urban,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.118885,-0.0,-0.0,-0.0,-0.0,-0.00010890018731308311,-0.0,-0.0
0.118885,Shira-Punu/Vili,poorest,-25057,2,nyanga - urban,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.118885,-0.0,-0.0,-0.0,-0.0,-0.00010890018731308311,-0.0,-0.0
0.118885,Shira-Punu/Vili,poorest,-25057,2,nyanga - urban,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.118885,-0.0,-0.0,-0.0,-0.0,-0.00010890018731308311,-0.0,-0.0
0.118885,Shira-Punu/Vili,poorest,-78648,2,nyanga - urban,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.118885,-0.0,-0.0,-0.0,-0.0,-0.00010890018731308311,-0.0,-0.0
0.118885,Shira-Punu/Vili,poorer,24068,2,nyanga - urban,0,0,0,0,0,0,1,0,1,0,0,0,2.0,0.23777,-0.0,-0.0,-0.0,-0.0,-5.756646572118991e-05,-0.0,-0.0
0.118885,Shira-Punu/Vili,poorest,-76293,2,nyanga - urban,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.118885,-0.0,-0.0,-0.0,-0.0,-0.00010890018731308311,-0.0,-0.0
0.118885,Shira-Punu/Vili,poorest,-76293,2,nyanga - urban,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.118885,-0.0,-0.0,-0.0,-0.0,-0.00010890018731308311,-0.0,-0.0
0.118885,Shira-Punu/Vili,poorer,29499,2,nyanga - urban,0,0,0,0,0,0,1,0,1,0,0,0,2.0,0.23777,-0.0,-0.0,-0.0,-0.0,-5.756646572118991e-05,-0.0,-0.0
0.118885,Shira-Punu/Vili,poorer,29499,2,nyanga - urban,0,0,0,0,0,0,1,0,1,0,0,0,2.0,0.23777,-0.0,-0.0,-0.0,-0.0,-5.756646572118991e-05,-0.0,-0.0
0.118885,Shira-Punu/Vili,middle,55799,2,nyanga - urban,0,0,0,0,0,0,1,0,0,1,0,0,3.0,0.356655,0.0,0.0,0.0,-0.0,-6.23274412929669e-06,-0.0,-0.0
0.118885,Shira-Punu/Vili,middle,55799,2,nyanga - urban,0,0,0,0,0,0,1,0,0,1,0,0,3.0,0.356655,0.0,0.0,0.0,-0.0,-6.23274412929669e-06,-0.0,-0.0
0.118885,Shira-Punu/Vili,middle,82664,2,nyanga - urban,0,0,0,0,0,0,1,0,0,1,0,0,3.0,0.356655,0.0,0.0,0.0,-0.0,-6.23274412929669e-06,-0.0,-0.0
0.118885,Shira-Punu/Vili,middle,54531,2,nyanga - urban,0,0,0,0,0,0,1,0,0,1,0,0,3.0,0.356655,0.0,0.0,0.0,-0.0,-6.23274412929669e-06,-0.0,-0.0
0.118885,Shira-Punu/Vili,poorest,-111757,2,nyanga - urban,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.118885,-0.0,-0.0,-0.0,-0.0,-0.00010890018731308311,-0.0,-0.0
0.118885,Shira-Punu/Vili,poorest,-111757,2,nyanga - urban,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.118885,-0.0,-0.0,-0.0,-0.0,-0.00010890018731308311,-0.0,-0.0
0.118885,Shira-Punu/Vili,poorest,-17339,2,nyanga - urban,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.118885,-0.0,-0.0,-0.0,-0.0,-0.00010890018731308311,-0.0,-0.0
0.118885,Shira-Punu/Vili,poorest,-40656,2,nyanga - urban,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.118885,-0.0,-0.0,-0.0,-0.0,-0.00010890018731308311,-0.0,-0.0
0.118885,Shira-Punu/Vili,poorest,-5915,2,nyanga - urban,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.118885,-0.0,-0.0,-0.0,-0.0,-0.00010890018731308311,-0.0,-0.0
0.118885,Shira-Punu/Vili,poorer,18360,2,nyanga - urban,0,0,0,0,0,0,1,0,1,0,0,0,2.0,0.23777,-0.0,-0.0,-0.0,-0.0,-5.756646572118991e-05,-0.0,-0.0
0.601438,Mbede-Teke,middle,68202,3,haut-ogooué - urban,0,0,1,0,0,0,0,0,0,1,0,0,3.0,1.8043140000000002,0.0,0.0,0.0,-3.105884423228899e-05,-0.0,-0.0,-0.0
0.601438,Shira-Punu/Vili,richest,198221,3,haut-ogooué - urban,0,0,0,0,0,0,1,0,0,0,0,1,5.0,3.00719,0.0,0.0,0.0,0.0,0.0004878621569578517,0.0,0.0
0.601438,Mbede-Teke,poorer,14978,3,haut-ogooué - urban,0,0,1,0,0,0,0,0,1,0,0,0,2.0,1.202876,-0.0,-0.0,-0.0,-0.0010282802376815148,-0.0,-0.0,-0.0
0.601438,Mbede-Teke,poorer,14978,3,haut-ogooué - urban,0,0,1,0,0,0,0,0,1,0,0,0,2.0,1.202876,-0.0,-0.0,-0.0,-0.0010282802376815148,-0.0,-0.0,-0.0
0.601438,Mbede-Teke,middle,44763,3,haut-ogooué - urban,0,0,1,0,0,0,0,0,0,1,0,0,3.0,1.8043140000000002,0.0,0.0,0.0,-3.105884423228899e-05,-0.0,-0.0,-0.0
0.601438,Mbede-Teke,poorer,29740,3,haut-ogooué - urban,0,0,1,0,0,0,0,0,1,0,0,0,2.0,1.202876,-0.0,-0.0,-0.0,-0.0010282802376815148,-0.0,-0.0,-0.0
0.601438,Mbede-Teke,poorer,29740,3,haut-ogooué - urban,0,0,1,0,0,0,0,0,1,0,0,0,2.0,1.202876,-0.0,-0.0,-0.0,-0.0010282802376815148,-0.0,-0.0,-0.0
0.601438,Mbede-Teke,poorer,29740,3,haut-ogooué - urban,0,0,1,0,0,0,0,0,1,0,0,0,2.0,1.202876,-0.0,-0.0,-0.0,-0.0010282802376815148,-0.0,-0.0,-0.0
0.601438,Shira-Punu/Vili,middle,58615,3,haut-ogooué - urban,0,0,0,0,0,0,1,0,0,1,0,0,3.0,1.8043140000000002,0.0,0.0,0.0,-0.0,-3.153138885171336e-05,-0.0,-0.0
0.601438,Nzabi-Duma,poorest,-3774,3,haut-ogooué - urban,0,0,0,0,1,0,0,1,0,0,0,0,1.0,0.601438,-0.0,-0.0,-0.000841999129182452,-0.0,-0.0,-0.0,-0.0
0.601438,Mbede-Teke,poorer,19005,3,haut-ogooué - urban,0,0,1,0,0,0,0,0,1,0,0,0,2.0,1.202876,-0.0,-0.0,-0.0,-0.0010282802376815148,-0.0,-0.0,-0.0
0.601438,Mbede-Teke,poorer,31048,3,haut-ogooué - urban,0,0,1,0,0,0,0,0,1,0,0,0,2.0,1.202876,-0.0,-0.0,-0.0,-0.0010282802376815148,-0.0,-0.0,-0.0
0.601438,Mbede-Teke,poorer,31048,3,haut-ogooué - urban,0,0,1,0,0,0,0,0,1,0,0,0,2.0,1.202876,-0.0,-0.0,-0.0,-0.0010282802376815148,-0.0,-0.0,-0.0
0.601438,Mbede-Teke,poorer,2394,3,haut-ogooué - urban,0,0,1,0,0,0,0,0,1,0,0,0,2.0,1.202876,-0.0,-0.0,-0.0,-0.0010282802376815148,-0.0,-0.0,-0.0
0.601438,Mbede-Teke,poorer,2394,3,haut-ogooué - urban,0,0,1,0,0,0,0,0,1,0,0,0,2.0,1.202876,-0.0,-0.0,-0.0,-0.0010282802376815148,-0.0,-0.0,-0.0
0.601438,Mbede-Teke,poorer,2394,3,haut-ogooué - urban,0,0,1,0,0,0,0,0,1,0,0,0,2.0,1.202876,-0.0,-0.0,-0.0,-0.0010282802376815148,-0.0,-0.0,-0.0
0.601438,Mbede-Teke,poorer,35848,3,haut-ogooué - urban,0,0,1,0,0,0,0,0,1,0,0,0,2.0,1.202876,-0.0,-0.0,-0.0,-0.0010282802376815148,-0.0,-0.0,-0.0
0.601438,Kota-Kele,middle,49640,3,haut-ogooué - urban,0,1,0,0,0,0,0,0,0,1,0,0,3.0,1.8043140000000002,0.0008728805499138862,0.0,0.0,-0.0,-0.0,-0.0,-0.0
1.310426,Shira-Punu/Vili,middle,83098,4,port-gentil - urban,0,0,0,0,0,0,1,0,0,1,0,0,3.0,3.9312780000000003,0.0,0.0,0.0,-0.0,-6.870126557915419e-05,-0.0,-0.0
1.310426,Shira-Punu/Vili,middle,83098,4,port-gentil - urban,0,0,0,0,0,0,1,0,0,1,0,0,3.0,3.9312780000000003,0.0,0.0,0.0,-0.0,-6.870126557915419e-05,-0.0,-0.0
1.310426,Fang,richer,91148,4,port-gentil - urban,1,0,0,0,0,0,0,0,0,0,1,0,4.0,5.241704,0.0,0.0,0.0,0.0,0.0,0.00039927688330028985,0.0
1.310426,Fang,richest,181554,4,port-gentil - urban,1,0,0,0,0,0,0,0,0,0,0,1,5.0,6.55213,0.0,0.0,0.0,0.0,0.0,0.0009107387924335141,0.0
1.310426,Myene,poorer,2818,4,port-gentil - urban,0,0,0,1,0,0,0,0,1,0,0,0,2.0,2.620852,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00409352218591578
1.310426,Myene,poorer,2818,4,port-gentil - urban,0,0,0,1,0,0,0,0,1,0,0,0,2.0,2.620852,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00409352218591578
1.310426,Myene,poorer,2818,4,port-gentil - urban,0,0,0,1,0,0,0,0,1,0,0,0,2.0,2.620852,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00409352218591578
1.310426,Fang,middle,52409,4,port-gentil - urban,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.9312780000000003,0.0,0.0,0.0,-0.0,-0.0,-0.00011218502583293431,-0.0
1.310426,Shira-Punu/Vili,poorest,-7596,4,port-gentil - urban,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.310426,-0.0,-0.0,-0.0,-0.0,-0.0012003670510151343,-0.0,-0.0
1.310426,Nzabi-Duma,richest,141811,4,port-gentil - urban,0,0,0,0,1,0,0,0,0,0,0,1,5.0,6.55213,0.0,0.0,0.0021815523847517806,0.0,0.0,0.0,0.0
1.310426,Shira-Punu/Vili,richest,141811,4,port-gentil - urban,0,0,0,0,0,0,1,0,0,0,0,1,5.0,6.55213,0.0,0.0,0.0,0.0,0.001062964519856826,0.0,0.0
1.310426,Shira-Punu/Vili,richest,141811,4,port-gentil - urban,0,0,0,0,0,0,1,0,0,0,0,1,5.0,6.55213,0.0,0.0,0.0,0.0,0.001062964519856826,0.0,0.0
1.310426,Shira-Punu/Vili,richest,141811,4,port-gentil - urban,0,0,0,0,0,0,1,0,0,0,0,1,5.0,6.55213,0.0,0.0,0.0,0.0,0.001062964519856826,0.0,0.0
1.310426,Myene,richer,105494,4,port-gentil - urban,0,0,0,1,0,0,0,0,0,0,1,0,4.0,5.241704,0.0,0.0,0.0,0.0,0.0,0.0,0.0008745470395100366
1.310426,Myene,richer,105494,4,port-gentil - urban,0,0,0,1,0,0,0,0,0,0,1,0,4.0,5.241704,0.0,0.0,0.0,0.0,0.0,0.0,0.0008745470395100366
1.310426,Myene,richer,105494,4,port-gentil - urban,0,0,0,1,0,0,0,0,0,0,1,0,4.0,5.241704,0.0,0.0,0.0,0.0,0.0,0.0,0.0008745470395100366
1.310426,Fang,richest,171752,4,port-gentil - urban,1,0,0,0,0,0,0,0,0,0,0,1,5.0,6.55213,0.0,0.0,0.0,0.0,0.0,0.0009107387924335141,0.0
1.310426,Myene,richest,171752,4,port-gentil - urban,0,0,0,1,0,0,0,0,0,0,0,1,5.0,6.55213,0.0,0.0,0.0,0.0,0.0,0.0,0.0033585816522229447
1.310426,Fang,richest,171752,4,port-gentil - urban,1,0,0,0,0,0,0,0,0,0,0,1,5.0,6.55213,0.0,0.0,0.0,0.0,0.0,0.0009107387924335141,0.0
1.310426,Fang,richest,171752,4,port-gentil - urban,1,0,0,0,0,0,0,0,0,0,0,1,5.0,6.55213,0.0,0.0,0.0,0.0,0.0,0.0009107387924335141,0.0
1.310426,Shira-Punu/Vili,richer,108762,4,port-gentil - urban,0,0,0,0,0,0,1,0,0,0,1,0,4.0,5.241704,0.0,0.0,0.0,0.0,0.0004971316271388359,0.0,0.0
1.310426,Shira-Punu/Vili,richer,108762,4,port-gentil - urban,0,0,0,0,0,0,1,0,0,0,1,0,4.0,5.241704,0.0,0.0,0.0,0.0,0.0004971316271388359,0.0,0.0
1.310426,Myene,richest,160352,4,port-gentil - urban,0,0,0,1,0,0,0,0,0,0,0,1,5.0,6.55213,0.0,0.0,0.0,0.0,0.0,0.0,0.0033585816522229447
1.310426,Shira-Punu/Vili,poorer,29935,4,port-gentil - urban,0,0,0,0,0,0,1,0,1,0,0,0,2.0,2.620852,-0.0,-0.0,-0.0,-0.0,-0.0006345341582971442,-0.0,-0.0
1.310426,Shira-Punu/Vili,richest,155276,4,port-gentil - urban,0,0,0,0,0,0,1,0,0,0,0,1,5.0,6.55213,0.0,0.0,0.0,0.0,0.001062964519856826,0.0,0.0
1.310426,Shira-Punu/Vili,poorest,-7916,4,port-gentil - urban,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.310426,-0.0,-0.0,-0.0,-0.0,-0.0012003670510151343,-0.0,-0.0
1.310426,Nzabi-Duma,richer,137081,4,port-gentil - urban,0,0,0,0,1,0,0,0,0,0,1,0,4.0,5.241704,0.0,0.0,0.0011775228530135193,0.0,0.0,0.0,0.0
1.310426,Shira-Punu/Vili,richest,145856,4,port-gentil - urban,0,0,0,0,0,0,1,0,0,0,0,1,5.0,6.55213,0.0,0.0,0.0,0.0,0.001062964519856826,0.0,0.0
1.310426,Shira-Punu/Vili,middle,64391,4,port-gentil - urban,0,0,0,0,0,0,1,0,0,1,0,0,3.0,3.9312780000000003,0.0,0.0,0.0,-0.0,-6.870126557915419e-05,-0.0,-0.0
1.310426,Fang,richer,114972,4,port-gentil - urban,1,0,0,0,0,0,0,0,0,0,1,0,4.0,5.241704,0.0,0.0,0.0,0.0,0.0,0.00039927688330028985,0.0
1.310426,Fang,richer,114972,4,port-gentil - urban,1,0,0,0,0,0,0,0,0,0,1,0,4.0,5.241704,0.0,0.0,0.0,0.0,0.0,0.00039927688330028985,0.0
1.310426,Myene,richest,139304,4,port-gentil - urban,0,0,0,1,0,0,0,0,0,0,0,1,5.0,6.55213,0.0,0.0,0.0,0.0,0.0,0.0,0.0033585816522229447
1.310426,Fang,middle,68993,4,port-gentil - urban,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.9312780000000003,0.0,0.0,0.0,-0.0,-0.0,-0.00011218502583293431,-0.0
0.090796,Kota-Kele,poorest,-121756,5,ogooué-ivindo - rural,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.090796,-0.00022882895265342962,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.090796,Kota-Kele,poorest,-142023,5,ogooué-ivindo - rural,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.090796,-0.00022882895265342962,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.090796,Kota-Kele,poorest,-149780,5,ogooué-ivindo - rural,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.090796,-0.00022882895265342962,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.090796,Kota-Kele,poorest,-170251,5,ogooué-ivindo - rural,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.090796,-0.00022882895265342962,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.090796,Kota-Kele,poorest,-96252,5,ogooué-ivindo - rural,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.090796,-0.00022882895265342962,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.090796,Kota-Kele,poorest,-95740,5,ogooué-ivindo - rural,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.090796,-0.00022882895265342962,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.090796,Kota-Kele,poorest,-147533,5,ogooué-ivindo - rural,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.090796,-0.00022882895265342962,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.090796,Kota-Kele,poorest,-147533,5,ogooué-ivindo - rural,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.090796,-0.00022882895265342962,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.090796,Kota-Kele,poorest,-146729,5,ogooué-ivindo - rural,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.090796,-0.00022882895265342962,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.090796,Kota-Kele,poorest,-158507,5,ogooué-ivindo - rural,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.090796,-0.00022882895265342962,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.090796,Kota-Kele,poorest,-89308,5,ogooué-ivindo - rural,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.090796,-0.00022882895265342962,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.090796,Kota-Kele,poorest,-105550,5,ogooué-ivindo - rural,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.090796,-0.00022882895265342962,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.090796,Kota-Kele,poorest,-144585,5,ogooué-ivindo - rural,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.090796,-0.00022882895265342962,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.090796,Kota-Kele,poorest,-148074,5,ogooué-ivindo - rural,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.090796,-0.00022882895265342962,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.090796,Kota-Kele,poorest,-139449,5,ogooué-ivindo - rural,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.090796,-0.00022882895265342962,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.090796,Kota-Kele,poorest,-139449,5,ogooué-ivindo - rural,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.090796,-0.00022882895265342962,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.090796,Kota-Kele,poorest,-128235,5,ogooué-ivindo - rural,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.090796,-0.00022882895265342962,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.090796,Kota-Kele,poorest,-128235,5,ogooué-ivindo - rural,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.090796,-0.00022882895265342962,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.090796,Kota-Kele,poorest,-128235,5,ogooué-ivindo - rural,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.090796,-0.00022882895265342962,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.090796,Kota-Kele,poorest,-151599,5,ogooué-ivindo - rural,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.090796,-0.00022882895265342962,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.090796,Kota-Kele,poorest,-137238,5,ogooué-ivindo - rural,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.090796,-0.00022882895265342962,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.090796,Kota-Kele,poorest,-132157,5,ogooué-ivindo - rural,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.090796,-0.00022882895265342962,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.090796,Kota-Kele,poorest,-68885,5,ogooué-ivindo - rural,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.090796,-0.00022882895265342962,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.090796,Kota-Kele,poorest,-129440,5,ogooué-ivindo - rural,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.090796,-0.00022882895265342962,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.090796,Kota-Kele,poorest,-132593,5,ogooué-ivindo - rural,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.090796,-0.00022882895265342962,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.090796,Kota-Kele,poorest,-149826,5,ogooué-ivindo - rural,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.090796,-0.00022882895265342962,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
