sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Albanian,ethnicity_Macedonian,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1
1.1650651825931462,Macedonian,middle,0.4173312250564919,60.0,5.0,0,1,0,0,1,0,0,3.0,3.4951955477794385,0.0,-3.892792875887243e-05
1.1650651825931462,Macedonian,middle,0.4173312250564919,60.0,5.0,0,1,0,0,1,0,0,3.0,3.4951955477794385,0.0,-3.892792875887243e-05
1.1650651825931462,Macedonian,middle,0.4173312250564919,60.0,5.0,0,1,0,0,1,0,0,3.0,3.4951955477794385,0.0,-3.892792875887243e-05
1.6595838868564348,Macedonian,middle,0.463821266783223,61.0,5.0,0,1,0,0,1,0,0,3.0,4.978751660569304,0.0,-5.5451114909405364e-05
1.6595838868564348,Macedonian,middle,0.463821266783223,61.0,5.0,0,1,0,0,1,0,0,3.0,4.978751660569304,0.0,-5.5451114909405364e-05
1.6595838868564348,Macedonian,richer,0.8278121990150304,61.0,5.0,0,1,0,0,0,1,0,4.0,6.638335547425739,0.0,0.00012325855601843605
1.6595838868564348,Macedonian,richer,0.8278121990150304,61.0,5.0,0,1,0,0,0,1,0,4.0,6.638335547425739,0.0,0.00012325855601843605
1.6595838868564348,Macedonian,richer,0.8278121990150304,61.0,5.0,0,1,0,0,0,1,0,4.0,6.638335547425739,0.0,0.00012325855601843605
1.6595838868564348,Macedonian,richer,0.8278121990150304,61.0,5.0,0,1,0,0,0,1,0,4.0,6.638335547425739,0.0,0.00012325855601843605
1.6595838868564348,Macedonian,richer,0.8278121990150304,61.0,5.0,0,1,0,0,0,1,0,4.0,6.638335547425739,0.0,0.00012325855601843605
0.36320292929723214,Macedonian,middle,0.5356882122676734,61.0,5.0,0,1,0,0,1,0,0,3.0,1.0896087878916965,0.0,-1.2135576590854006e-05
0.36320292929723214,Macedonian,middle,0.5356882122676734,61.0,5.0,0,1,0,0,1,0,0,3.0,1.0896087878916965,0.0,-1.2135576590854006e-05
0.36320292929723214,Macedonian,middle,0.5356882122676734,61.0,5.0,0,1,0,0,1,0,0,3.0,1.0896087878916965,0.0,-1.2135576590854006e-05
0.36320292929723214,Macedonian,middle,0.5356882122676734,61.0,5.0,0,1,0,0,1,0,0,3.0,1.0896087878916965,0.0,-1.2135576590854006e-05
0.36320292929723214,Macedonian,middle,0.5356882122676734,61.0,5.0,0,1,0,0,1,0,0,3.0,1.0896087878916965,0.0,-1.2135576590854006e-05
0.36320292929723214,Macedonian,middle,0.5356882122676734,61.0,5.0,0,1,0,0,1,0,0,3.0,1.0896087878916965,0.0,-1.2135576590854006e-05
1.6595838868564348,Macedonian,middle,0.4440377389200536,61.0,5.0,0,1,0,0,1,0,0,3.0,4.978751660569304,0.0,-5.5451114909405364e-05
1.6595838868564348,Macedonian,richer,0.825072272862237,61.0,5.0,0,1,0,0,0,1,0,4.0,6.638335547425739,0.0,0.00012325855601843605
1.6595838868564348,Macedonian,richer,0.825072272862237,61.0,5.0,0,1,0,0,0,1,0,4.0,6.638335547425739,0.0,0.00012325855601843605
1.6595838868564348,Macedonian,richer,0.6498484005433052,61.0,5.0,0,1,0,0,0,1,0,4.0,6.638335547425739,0.0,0.00012325855601843605
1.6595838868564348,Macedonian,richer,0.6498484005433052,61.0,5.0,0,1,0,0,0,1,0,4.0,6.638335547425739,0.0,0.00012325855601843605
0.36320292929723214,Macedonian,richer,0.6770675526884707,61.0,5.0,0,1,0,0,0,1,0,4.0,1.4528117171889285,0.0,2.6975357474482204e-05
0.36320292929723214,Macedonian,richer,0.6770675526884707,61.0,5.0,0,1,0,0,0,1,0,4.0,1.4528117171889285,0.0,2.6975357474482204e-05
0.36320292929723214,Macedonian,richer,0.6770675526884707,61.0,5.0,0,1,0,0,0,1,0,4.0,1.4528117171889285,0.0,2.6975357474482204e-05
0.36320292929723214,Macedonian,richer,0.6770675526884707,61.0,5.0,0,1,0,0,0,1,0,4.0,1.4528117171889285,0.0,2.6975357474482204e-05
0.36320292929723214,Macedonian,richer,0.763161551726479,61.0,5.0,0,1,0,0,0,1,0,4.0,1.4528117171889285,0.0,2.6975357474482204e-05
0.36320292929723214,Macedonian,richer,0.763161551726479,61.0,5.0,0,1,0,0,0,1,0,4.0,1.4528117171889285,0.0,2.6975357474482204e-05
0.36320292929723214,Macedonian,richer,0.763161551726479,61.0,5.0,0,1,0,0,0,1,0,4.0,1.4528117171889285,0.0,2.6975357474482204e-05
0.36320292929723214,Macedonian,richer,0.763161551726479,61.0,5.0,0,1,0,0,0,1,0,4.0,1.4528117171889285,0.0,2.6975357474482204e-05
1.6595838868564348,Macedonian,richer,0.8500959553483276,61.0,5.0,0,1,0,0,0,1,0,4.0,6.638335547425739,0.0,0.00012325855601843605
1.6595838868564348,Macedonian,richer,0.8500959553483276,61.0,5.0,0,1,0,0,0,1,0,4.0,6.638335547425739,0.0,0.00012325855601843605
1.6595838868564348,Macedonian,richer,0.8500959553483276,61.0,5.0,0,1,0,0,0,1,0,4.0,6.638335547425739,0.0,0.00012325855601843605
1.6595838868564348,Macedonian,richer,0.8500959553483276,61.0,5.0,0,1,0,0,0,1,0,4.0,6.638335547425739,0.0,0.00012325855601843605
