sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Bambara,ethnicity_Fula/Tukulur/Lorobo,ethnicity_Jola/Karoninka,ethnicity_Mandinka/Jahanka,ethnicity_Manjago,ethnicity_Non-Gambian,ethnicity_Sarahule,ethnicity_Serere,ethnicity_Wollof,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2,IF_3,IF_4,IF_5,IF_6,IF_7,IF_8
0.171997,Bambara,middle,64319,1,banjul - urban,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,0.5159910000000001,0.0,0.0001413996182532956,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.171997,Bambara,middle,64319,1,banjul - urban,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,0.5159910000000001,0.0,0.0001413996182532956,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.171997,Non-Gambian,poorer,-41586,1,banjul - urban,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0.343994,-0.0,-0.0,-0.00013341699483302244,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.171997,Non-Gambian,middle,28675,1,banjul - urban,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,0.5159910000000001,0.0,0.0,9.7911913101531e-06,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.171997,Jola/Karoninka,richer,123974,1,banjul - urban,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,0.687988,0.0,0.0,0.0,0.0,8.200703937973628e-05,0.0,0.0,0.0,0.0
0.171997,Serere,richest,204602,1,banjul - urban,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5.0,0.859985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005753627457525679,0.0
0.171997,Wollof,richest,142864,1,banjul - urban,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.0,0.859985,0.0,0.0,0.0,0.00022597679588757765,0.0,0.0,0.0,0.0,0.0
0.171997,Non-Gambian,richest,142864,1,banjul - urban,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,0.859985,0.0,0.0,0.00029620756359650415,0.0,0.0,0.0,0.0,0.0,0.0
0.171997,Fula/Tukulur/Lorobo,richest,212529,1,banjul - urban,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,0.859985,0.00019137598405450789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.171997,Serere,poorer,-33096,1,banjul - urban,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,0.343994,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.000638694269410977,-0.0
0.171997,Non-Gambian,richest,145451,1,banjul - urban,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,0.859985,0.0,0.0,0.00029620756359650415,0.0,0.0,0.0,0.0,0.0,0.0
0.171997,Fula/Tukulur/Lorobo,middle,39971,1,banjul - urban,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,0.5159910000000001,3.179885205177349e-05,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.171997,Non-Gambian,poorer,-6704,1,banjul - urban,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0.343994,-0.0,-0.0,-0.00013341699483302244,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.171997,Bambara,middle,20800,1,banjul - urban,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,0.5159910000000001,0.0,0.0001413996182532956,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.171997,Bambara,middle,20800,1,banjul - urban,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,0.5159910000000001,0.0,0.0001413996182532956,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.17487,Wollof,richer,99748,2,banjul - urban,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,0.69948,0.0,0.0,0.0,0.00011215804478519677,0.0,0.0,0.0,0.0,0.0
0.17487,Jola/Karoninka,richer,81136,2,banjul - urban,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,0.69948,0.0,0.0,0.0,0.0,8.337686690078595e-05,0.0,0.0,0.0,0.0
0.17487,Jola/Karoninka,richer,81136,2,banjul - urban,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,0.69948,0.0,0.0,0.0,0.0,8.337686690078595e-05,0.0,0.0,0.0,0.0
0.17487,Non-Gambian,richer,103324,2,banjul - urban,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,0.69948,0.0,0.0,0.0001555550453511606,0.0,0.0,0.0,0.0,0.0,0.0
0.17487,Wollof,richest,140550,2,banjul - urban,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.0,0.87435,0.0,0.0,0.0,0.00022975146250725712,0.0,0.0,0.0,0.0,0.0
0.17487,Jola/Karoninka,richest,149481,2,banjul - urban,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,0.87435,0.0,0.0,0.0,0.0,0.0002167198558515575,0.0,0.0,0.0,0.0
0.17487,Non-Gambian,middle,19088,2,banjul - urban,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,0.52461,0.0,0.0,9.954741212965764e-06,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.17487,Bambara,richer,117274,2,banjul - urban,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,0.69948,0.0,0.0013344956578063727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17487,Mandinka/Jahanka,richer,123180,2,banjul - urban,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,0.69948,0.0,0.0,0.0,0.0,0.0,0.0,2.4799097142522004e-05,0.0,0.0
0.17487,Wollof,richest,155723,2,banjul - urban,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.0,0.87435,0.0,0.0,0.0,0.00022975146250725712,0.0,0.0,0.0,0.0,0.0
0.17487,Wollof,richest,155723,2,banjul - urban,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.0,0.87435,0.0,0.0,0.0,0.00022975146250725712,0.0,0.0,0.0,0.0,0.0
0.17487,Wollof,richest,155723,2,banjul - urban,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.0,0.87435,0.0,0.0,0.0,0.00022975146250725712,0.0,0.0,0.0,0.0,0.0
0.17487,Non-Gambian,middle,46726,2,banjul - urban,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,0.52461,0.0,0.0,9.954741212965764e-06,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.17487,Fula/Tukulur/Lorobo,richer,108596,2,banjul - urban,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,0.69948,0.00011345134970349896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17487,Sarahule,richer,108596,2,banjul - urban,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,0.69948,0.0,0.0,0.0,0.0,0.0,0.00011809369628939324,0.0,0.0,0.0
0.17487,Mandinka/Jahanka,richer,108596,2,banjul - urban,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,0.69948,0.0,0.0,0.0,0.0,0.0,0.0,2.4799097142522004e-05,0.0,0.0
0.17487,Mandinka/Jahanka,richer,108596,2,banjul - urban,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,0.69948,0.0,0.0,0.0,0.0,0.0,0.0,2.4799097142522004e-05,0.0,0.0
0.17487,Fula/Tukulur/Lorobo,richest,141551,2,banjul - urban,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,0.87435,0.00019457268633529533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17487,Wollof,richest,141551,2,banjul - urban,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.0,0.87435,0.0,0.0,0.0,0.00022975146250725712,0.0,0.0,0.0,0.0,0.0
0.17487,Wollof,richest,141244,2,banjul - urban,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.0,0.87435,0.0,0.0,0.0,0.00022975146250725712,0.0,0.0,0.0,0.0,0.0
0.17487,Non-Gambian,richer,102304,2,banjul - urban,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,0.69948,0.0,0.0,0.0001555550453511606,0.0,0.0,0.0,0.0,0.0,0.0
0.168721,Mandinka/Jahanka,richer,113294,3,banjul - urban,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,0.674884,0.0,0.0,0.0,0.0,0.0,0.0,2.392707993928893e-05,0.0,0.0
0.168721,Serere,richer,113294,3,banjul - urban,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,0.674884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016742621445519127,0.0
0.168721,Fula/Tukulur/Lorobo,richer,113294,3,banjul - urban,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,0.674884,0.0001094620299269403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.168721,Wollof,richer,95363,3,banjul - urban,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,0.674884,0.0,0.0,0.0,0.00010821420183109272,0.0,0.0,0.0,0.0,0.0
0.168721,Non-Gambian,richer,95363,3,banjul - urban,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,0.674884,0.0,0.0,0.00015008522220331204,0.0,0.0,0.0,0.0,0.0,0.0
0.168721,Wollof,richer,122662,3,banjul - urban,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,0.674884,0.0,0.0,0.0,0.00010821420183109272,0.0,0.0,0.0,0.0,0.0
0.168721,Non-Gambian,richer,122662,3,banjul - urban,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,0.674884,0.0,0.0,0.00015008522220331204,0.0,0.0,0.0,0.0,0.0,0.0
0.168721,Fula/Tukulur/Lorobo,richer,74465,3,banjul - urban,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,0.674884,0.0001094620299269403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.168721,Fula/Tukulur/Lorobo,richer,68412,3,banjul - urban,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,0.674884,0.0001094620299269403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.168721,Non-Gambian,poorer,-16135,3,banjul - urban,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0.337442,-0.0,-0.0,-0.0001308758221667958,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.168721,Non-Gambian,poorer,-16135,3,banjul - urban,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0.337442,-0.0,-0.0,-0.0001308758221667958,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.168721,Non-Gambian,richer,81462,3,banjul - urban,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,0.674884,0.0,0.0,0.00015008522220331204,0.0,0.0,0.0,0.0,0.0,0.0
0.168721,Fula/Tukulur/Lorobo,richer,81462,3,banjul - urban,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,0.674884,0.0001094620299269403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.168721,Fula/Tukulur/Lorobo,richer,125759,3,banjul - urban,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,0.674884,0.0001094620299269403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.168721,Fula/Tukulur/Lorobo,richer,125759,3,banjul - urban,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,0.674884,0.0001094620299269403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.168721,Fula/Tukulur/Lorobo,richer,125759,3,banjul - urban,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,0.674884,0.0001094620299269403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.168721,Non-Gambian,richer,125759,3,banjul - urban,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,0.674884,0.0,0.0,0.00015008522220331204,0.0,0.0,0.0,0.0,0.0,0.0
0.168721,Non-Gambian,richer,125841,3,banjul - urban,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,0.674884,0.0,0.0,0.00015008522220331204,0.0,0.0,0.0,0.0,0.0,0.0
0.168721,Non-Gambian,richer,125841,3,banjul - urban,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,0.674884,0.0,0.0,0.00015008522220331204,0.0,0.0,0.0,0.0,0.0,0.0
0.168721,Fula/Tukulur/Lorobo,richer,72751,3,banjul - urban,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,0.674884,0.0001094620299269403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.168721,Non-Gambian,richest,146067,3,banjul - urban,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,0.843605,0.0,0.0,0.00029056574438836595,0.0,0.0,0.0,0.0,0.0,0.0
0.168721,Fula/Tukulur/Lorobo,richest,146067,3,banjul - urban,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,0.843605,0.00018773087557143802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.168721,Non-Gambian,richest,146067,3,banjul - urban,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,0.843605,0.0,0.0,0.00029056574438836595,0.0,0.0,0.0,0.0,0.0,0.0
0.168721,Non-Gambian,richer,73313,3,banjul - urban,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,0.674884,0.0,0.0,0.00015008522220331204,0.0,0.0,0.0,0.0,0.0,0.0
0.168721,Wollof,richest,197674,3,banjul - urban,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.0,0.843605,0.0,0.0,0.0,0.00022167265114477575,0.0,0.0,0.0,0.0,0.0
0.168721,Mandinka/Jahanka,richest,197674,3,banjul - urban,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,0.843605,0.0,0.0,0.0,0.0,0.0,0.0,6.651733377008828e-05,0.0,0.0
0.168721,Wollof,richest,197674,3,banjul - urban,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.0,0.843605,0.0,0.0,0.0,0.00022167265114477575,0.0,0.0,0.0,0.0,0.0
0.168721,Wollof,richest,197674,3,banjul - urban,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.0,0.843605,0.0,0.0,0.0,0.00022167265114477575,0.0,0.0,0.0,0.0,0.0
0.197886,Bambara,richest,147457,4,banjul - urban,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,0.98943,0.0,0.0028575949109753917,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.197886,Non-Gambian,middle,48266,4,banjul - urban,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,0.593658,0.0,0.0,1.126496208422796e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.197886,Serere,middle,-3673,4,banjul - urban,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,0.593658,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.00026923158754189224,-0.0
0.197886,Serere,richer,85063,4,banjul - urban,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,0.791544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001963673986858777,0.0
0.197886,Serere,richer,85063,4,banjul - urban,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,0.791544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001963673986858777,0.0
0.197886,Serere,richer,79140,4,banjul - urban,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,0.791544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001963673986858777,0.0
0.197886,Serere,richer,79140,4,banjul - urban,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,0.791544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001963673986858777,0.0
0.197886,Wollof,richest,166599,4,banjul - urban,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.0,0.98943,0.0,0.0,0.0,0.00025999083839258353,0.0,0.0,0.0,0.0,0.0
0.197886,Wollof,richest,166599,4,banjul - urban,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.0,0.98943,0.0,0.0,0.0,0.00025999083839258353,0.0,0.0,0.0,0.0,0.0
0.197886,Wollof,richest,166599,4,banjul - urban,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.0,0.98943,0.0,0.0,0.0,0.00025999083839258353,0.0,0.0,0.0,0.0,0.0
0.197886,Wollof,richest,166599,4,banjul - urban,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.0,0.98943,0.0,0.0,0.0,0.00025999083839258353,0.0,0.0,0.0,0.0,0.0
0.197886,Bambara,richer,83198,4,banjul - urban,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,0.791544,0.0,0.0015101390046358546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.197886,Wollof,richest,149308,4,banjul - urban,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.0,0.98943,0.0,0.0,0.0,0.00025999083839258353,0.0,0.0,0.0,0.0,0.0
0.197886,Fula/Tukulur/Lorobo,richest,149308,4,banjul - urban,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,0.98943,0.00022018191003686313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.197886,Fula/Tukulur/Lorobo,richest,149308,4,banjul - urban,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,0.98943,0.00022018191003686313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.197886,Wollof,richest,149308,4,banjul - urban,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.0,0.98943,0.0,0.0,0.0,0.00025999083839258353,0.0,0.0,0.0,0.0,0.0
0.197886,Wollof,richest,149308,4,banjul - urban,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.0,0.98943,0.0,0.0,0.0,0.00025999083839258353,0.0,0.0,0.0,0.0,0.0
0.197886,Wollof,richest,149308,4,banjul - urban,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.0,0.98943,0.0,0.0,0.0,0.00025999083839258353,0.0,0.0,0.0,0.0,0.0
0.197886,Sarahule,richest,137039,4,banjul - urban,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,0.98943,0.0,0.0,0.0,0.0,0.0,0.00036150812668060516,0.0,0.0,0.0
0.197886,Sarahule,richest,137039,4,banjul - urban,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,0.98943,0.0,0.0,0.0,0.0,0.0,0.00036150812668060516,0.0,0.0,0.0
0.197886,Sarahule,richest,137039,4,banjul - urban,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,0.98943,0.0,0.0,0.0,0.0,0.0,0.00036150812668060516,0.0,0.0,0.0
0.197886,Sarahule,richest,137039,4,banjul - urban,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,0.98943,0.0,0.0,0.0,0.0,0.0,0.00036150812668060516,0.0,0.0,0.0
0.197886,Fula/Tukulur/Lorobo,middle,53936,4,banjul - urban,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,0.593658,3.658521739982238e-05,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.197886,Wollof,richer,121254,4,banjul - urban,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,0.791544,0.0,0.0,0.0,0.0001269200368866212,0.0,0.0,0.0,0.0,0.0
0.276061,Non-Gambian,middle,15203,5,banjul - urban,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,0.828183,0.0,0.0,1.571519308053149e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.276061,Fula/Tukulur/Lorobo,middle,15203,5,banjul - urban,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,0.828183,5.1038232621875045e-05,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.276061,Jola/Karoninka,richest,175375,5,banjul - urban,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,1.380305,0.0,0.0,0.0,0.0,0.00034212786713694066,0.0,0.0,0.0,0.0
0.276061,Manjago,richest,175375,5,banjul - urban,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5.0,1.380305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020585789383053958
0.276061,Manjago,richest,175375,5,banjul - urban,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5.0,1.380305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020585789383053958
0.276061,Mandinka/Jahanka,richest,174619,5,banjul - urban,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,1.380305,0.0,0.0,0.0,0.0,0.0,0.0,0.00010883554316240622,0.0,0.0
0.276061,Sarahule,richest,174619,5,banjul - urban,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,1.380305,0.0,0.0,0.0,0.0,0.0,0.0005043221600293832,0.0,0.0,0.0
0.276061,Sarahule,richest,174619,5,banjul - urban,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,1.380305,0.0,0.0,0.0,0.0,0.0,0.0005043221600293832,0.0,0.0,0.0
0.276061,Fula/Tukulur/Lorobo,richest,174619,5,banjul - urban,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,1.380305,0.0003071649245863096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.276061,Sarahule,richest,174619,5,banjul - urban,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,1.380305,0.0,0.0,0.0,0.0,0.0,0.0005043221600293832,0.0,0.0,0.0
0.276061,Fula/Tukulur/Lorobo,richest,174619,5,banjul - urban,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,1.380305,0.0003071649245863096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.276061,Sarahule,richest,174619,5,banjul - urban,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,1.380305,0.0,0.0,0.0,0.0,0.0,0.0005043221600293832,0.0,0.0,0.0
0.276061,Sarahule,richest,174619,5,banjul - urban,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,1.380305,0.0,0.0,0.0,0.0,0.0,0.0005043221600293832,0.0,0.0,0.0
0.276061,Sarahule,richest,174619,5,banjul - urban,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,1.380305,0.0,0.0,0.0,0.0,0.0,0.0005043221600293832,0.0,0.0,0.0
0.276061,Serere,middle,45566,5,banjul - urban,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,0.828183,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0003755917108254364,-0.0
0.276061,Jola/Karoninka,richest,127538,5,banjul - urban,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,1.380305,0.0,0.0,0.0,0.0,0.00034212786713694066,0.0,0.0,0.0,0.0
0.276061,Manjago,richest,127538,5,banjul - urban,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5.0,1.380305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020585789383053958
0.276061,Non-Gambian,richer,115232,5,banjul - urban,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,1.104244,0.0,0.0,0.00024556917352711586,0.0,0.0,0.0,0.0,0.0,0.0
0.276061,Fula/Tukulur/Lorobo,richer,115232,5,banjul - urban,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,1.104244,0.00017910157860409232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.276061,Mandinka/Jahanka,richer,87763,5,banjul - urban,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,1.104244,0.0,0.0,0.0,0.0,0.0,0.0,3.9149445623959324e-05,0.0,0.0
0.276061,Non-Gambian,richer,76596,5,banjul - urban,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,1.104244,0.0,0.0,0.00024556917352711586,0.0,0.0,0.0,0.0,0.0,0.0
0.276061,Fula/Tukulur/Lorobo,richer,76596,5,banjul - urban,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,1.104244,0.00017910157860409232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.276061,Non-Gambian,middle,56546,5,banjul - urban,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,0.828183,0.0,0.0,1.571519308053149e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.276061,Wollof,middle,56546,5,banjul - urban,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3.0,0.828183,0.0,0.0,0.0,-8.580628400088637e-06,-0.0,-0.0,-0.0,-0.0,-0.0
0.276061,Non-Gambian,middle,35295,5,banjul - urban,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,0.828183,0.0,0.0,1.571519308053149e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.276061,Non-Gambian,richer,106097,5,banjul - urban,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,1.104244,0.0,0.0,0.00024556917352711586,0.0,0.0,0.0,0.0,0.0,0.0
0.276061,Non-Gambian,richer,106097,5,banjul - urban,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,1.104244,0.0,0.0,0.00024556917352711586,0.0,0.0,0.0,0.0,0.0,0.0
0.276061,Wollof,richest,143147,5,banjul - urban,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.0,1.380305,0.0,0.0,0.0,0.00036270039738786473,0.0,0.0,0.0,0.0,0.0
0.276061,Wollof,richest,143147,5,banjul - urban,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.0,1.380305,0.0,0.0,0.0,0.00036270039738786473,0.0,0.0,0.0,0.0,0.0
0.276061,Fula/Tukulur/Lorobo,richest,143147,5,banjul - urban,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,1.380305,0.0003071649245863096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.148278,Mandinka/Jahanka,richer,94744,6,banjul - urban,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,0.593112,0.0,0.0,0.0,0.0,0.0,0.0,2.1027966638639433e-05,0.0,0.0
0.148278,Mandinka/Jahanka,richest,164837,6,banjul - urban,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,0.74139,0.0,0.0,0.0,0.0,0.0,0.0,5.845779254960052e-05,0.0,0.0
0.148278,Fula/Tukulur/Lorobo,richest,137569,6,banjul - urban,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,0.74139,0.0001649845530075194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.148278,Fula/Tukulur/Lorobo,richest,137569,6,banjul - urban,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,0.74139,0.0001649845530075194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.148278,Wollof,richest,165470,6,banjul - urban,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.0,0.74139,0.0,0.0,0.0,0.00019481378943015426,0.0,0.0,0.0,0.0,0.0
0.148278,Jola/Karoninka,richer,123424,6,banjul - urban,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,0.593112,0.0,0.0,0.0,0.0,7.069797604114337e-05,0.0,0.0,0.0,0.0
0.148278,Non-Gambian,richer,79671,6,banjul - urban,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,0.593112,0.0,0.0,0.00013190021738765595,0.0,0.0,0.0,0.0,0.0,0.0
