sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Bambara,ethnicity_Fula/Tukulur/Lorobo,ethnicity_Jola/Karoninka,ethnicity_Mandinka/Jahanka,ethnicity_Manjago,ethnicity_Non-Gambian,ethnicity_Sarahule,ethnicity_Serere,ethnicity_Wollof,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2,IF_3,IF_4,IF_5,IF_6,IF_7,IF_8
1.495694,Fula/Tukulur/Lorobo,richest,167714,56,kanifing - urban,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,7.478470000000001,0.0016642145566168195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.495694,Sarahule,richest,167714,56,kanifing - urban,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,7.478470000000001,0.0,0.0,0.0,0.0,0.0,0.002732409245865908,0.0,0.0,0.0
1.495694,Sarahule,richest,167714,56,kanifing - urban,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,7.478470000000001,0.0,0.0,0.0,0.0,0.0,0.002732409245865908,0.0,0.0,0.0
1.495694,Sarahule,richest,167714,56,kanifing - urban,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,7.478470000000001,0.0,0.0,0.0,0.0,0.0,0.002732409245865908,0.0,0.0,0.0
1.495694,Wollof,richest,162378,56,kanifing - urban,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.0,7.478470000000001,0.0,0.0,0.0,0.0019651048433883996,0.0,0.0,0.0,0.0,0.0
1.495694,Jola/Karoninka,richest,162378,56,kanifing - urban,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,7.478470000000001,0.0,0.0,0.0,0.0,0.0018536432096874218,0.0,0.0,0.0,0.0
1.495694,Fula/Tukulur/Lorobo,richest,162378,56,kanifing - urban,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,7.478470000000001,0.0016642145566168195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.495694,Jola/Karoninka,richest,162378,56,kanifing - urban,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,7.478470000000001,0.0,0.0,0.0,0.0,0.0018536432096874218,0.0,0.0,0.0,0.0
1.594799,Jola/Karoninka,richest,146153,57,kanifing - urban,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,7.973995,0.0,0.0,0.0,0.0,0.0019764659998410708,0.0,0.0,0.0,0.0
1.594799,Jola/Karoninka,richest,146153,57,kanifing - urban,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,7.973995,0.0,0.0,0.0,0.0,0.0019764659998410708,0.0,0.0,0.0,0.0
1.594799,Jola/Karoninka,richest,146153,57,kanifing - urban,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,7.973995,0.0,0.0,0.0,0.0,0.0019764659998410708,0.0,0.0,0.0,0.0
1.594799,Bambara,richest,142947,57,kanifing - urban,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,7.973995,0.0,0.02302987329284863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.594799,Serere,middle,25570,57,kanifing - urban,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,4.784397,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0021697859706104636,-0.0
1.594799,Non-Gambian,middle,5815,57,kanifing - urban,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,4.784397,0.0,0.0,9.07863631937816e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.594799,Non-Gambian,middle,29840,57,kanifing - urban,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,4.784397,0.0,0.0,9.07863631937816e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.594799,Fula/Tukulur/Lorobo,middle,29840,57,kanifing - urban,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,4.784397,0.000294846872057747,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.594799,Fula/Tukulur/Lorobo,richer,85773,57,kanifing - urban,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,6.379196,0.0010346663181551464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.594799,Fula/Tukulur/Lorobo,richer,85773,57,kanifing - urban,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,6.379196,0.0010346663181551464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.594799,Fula/Tukulur/Lorobo,richer,85773,57,kanifing - urban,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,6.379196,0.0010346663181551464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.594799,Fula/Tukulur/Lorobo,richer,85773,57,kanifing - urban,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,6.379196,0.0010346663181551464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.594799,Fula/Tukulur/Lorobo,middle,37199,57,kanifing - urban,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,4.784397,0.000294846872057747,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.594799,Jola/Karoninka,middle,33151,57,kanifing - urban,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,4.784397,0.0,0.0,0.0,-0.0,-0.00045568663280834323,-0.0,-0.0,-0.0,-0.0
1.594799,Mandinka/Jahanka,richer,82514,57,kanifing - urban,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,6.379196,0.0,0.0,0.0,0.0,0.0,0.0,0.00022616558199689457,0.0,0.0
1.594799,Non-Gambian,middle,25721,57,kanifing - urban,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,4.784397,0.0,0.0,9.07863631937816e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.594799,Jola/Karoninka,richer,96756,57,kanifing - urban,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,6.379196,0.0,0.0,0.0,0.0,0.0007603896835163638,0.0,0.0,0.0,0.0
1.594799,Wollof,richer,96756,57,kanifing - urban,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,6.379196,0.0,0.0,0.0,0.0010228714911956712,0.0,0.0,0.0,0.0,0.0
1.594799,Wollof,richer,96756,57,kanifing - urban,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,6.379196,0.0,0.0,0.0,0.0010228714911956712,0.0,0.0,0.0,0.0,0.0
1.594799,Wollof,richer,96756,57,kanifing - urban,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,6.379196,0.0,0.0,0.0,0.0010228714911956712,0.0,0.0,0.0,0.0,0.0
1.594799,Wollof,richer,96756,57,kanifing - urban,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,6.379196,0.0,0.0,0.0,0.0010228714911956712,0.0,0.0,0.0,0.0,0.0
1.594799,Jola/Karoninka,richer,96756,57,kanifing - urban,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,6.379196,0.0,0.0,0.0,0.0,0.0007603896835163638,0.0,0.0,0.0,0.0
1.594799,Non-Gambian,middle,32443,57,kanifing - urban,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,4.784397,0.0,0.0,9.07863631937816e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.594799,Non-Gambian,middle,-1778,57,kanifing - urban,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,4.784397,0.0,0.0,9.07863631937816e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.594799,Mandinka/Jahanka,richer,88110,57,kanifing - urban,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,6.379196,0.0,0.0,0.0,0.0,0.0,0.0,0.00022616558199689457,0.0,0.0
1.594799,Non-Gambian,richer,74296,57,kanifing - urban,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,6.379196,0.0,0.0,0.001418648314582179,0.0,0.0,0.0,0.0,0.0,0.0
1.594799,Fula/Tukulur/Lorobo,richer,112779,57,kanifing - urban,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,6.379196,0.0010346663181551464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.594799,Fula/Tukulur/Lorobo,richer,112779,57,kanifing - urban,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,6.379196,0.0010346663181551464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.594799,Fula/Tukulur/Lorobo,richer,112779,57,kanifing - urban,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,6.379196,0.0010346663181551464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.594799,Fula/Tukulur/Lorobo,richer,112779,57,kanifing - urban,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,6.379196,0.0010346663181551464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.594799,Fula/Tukulur/Lorobo,richer,112779,57,kanifing - urban,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,6.379196,0.0010346663181551464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.594799,Fula/Tukulur/Lorobo,richer,112779,57,kanifing - urban,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,6.379196,0.0010346663181551464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.594799,Jola/Karoninka,richest,195147,57,kanifing - urban,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,7.973995,0.0,0.0,0.0,0.0,0.0019764659998410708,0.0,0.0,0.0,0.0
1.594799,Jola/Karoninka,richest,195147,57,kanifing - urban,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,7.973995,0.0,0.0,0.0,0.0,0.0019764659998410708,0.0,0.0,0.0,0.0
1.594799,Fula/Tukulur/Lorobo,richest,195147,57,kanifing - urban,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,7.973995,0.0017744857642525457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.594799,Bambara,richest,195147,57,kanifing - urban,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,7.973995,0.0,0.02302987329284863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.594799,Jola/Karoninka,richest,195147,57,kanifing - urban,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,7.973995,0.0,0.0,0.0,0.0,0.0019764659998410708,0.0,0.0,0.0,0.0
1.594799,Jola/Karoninka,richest,195147,57,kanifing - urban,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,7.973995,0.0,0.0,0.0,0.0,0.0019764659998410708,0.0,0.0,0.0,0.0
1.594799,Jola/Karoninka,richest,195147,57,kanifing - urban,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,7.973995,0.0,0.0,0.0,0.0,0.0019764659998410708,0.0,0.0,0.0,0.0
1.459148,Fula/Tukulur/Lorobo,richest,164996,58,kanifing - urban,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,7.2957399999999994,0.0016235509013597157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.459148,Serere,richest,164996,58,kanifing - urban,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5.0,7.2957399999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00488112815769675,0.0
1.459148,Serere,richest,164996,58,kanifing - urban,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5.0,7.2957399999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00488112815769675,0.0
1.459148,Mandinka/Jahanka,richer,125682,58,kanifing - urban,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,5.836592,0.0,0.0,0.0,0.0,0.0,0.0,0.00020692830672680674,0.0,0.0
1.459148,Mandinka/Jahanka,richer,125682,58,kanifing - urban,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,5.836592,0.0,0.0,0.0,0.0,0.0,0.0,0.00020692830672680674,0.0,0.0
1.459148,Mandinka/Jahanka,richer,125682,58,kanifing - urban,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,5.836592,0.0,0.0,0.0,0.0,0.0,0.0,0.00020692830672680674,0.0,0.0
1.459148,Non-Gambian,richer,126028,58,kanifing - urban,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,5.836592,0.0,0.0,0.0012979804043807132,0.0,0.0,0.0,0.0,0.0,0.0
1.459148,Fula/Tukulur/Lorobo,richest,155757,58,kanifing - urban,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,7.2957399999999994,0.0016235509013597157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.459148,Fula/Tukulur/Lorobo,richest,155757,58,kanifing - urban,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,7.2957399999999994,0.0016235509013597157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.459148,Wollof,richest,155757,58,kanifing - urban,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.0,7.2957399999999994,0.0,0.0,0.0,0.0019170891920543215,0.0,0.0,0.0,0.0,0.0
1.459148,Non-Gambian,middle,6448,58,kanifing - urban,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,4.377444,0.0,0.0,8.306422331684434e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.459148,Serere,richer,112231,58,kanifing - urban,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,5.836592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014479503201727311,0.0
1.459148,Serere,richer,103133,58,kanifing - urban,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,5.836592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014479503201727311,0.0
1.459148,Serere,richer,103133,58,kanifing - urban,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,5.836592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014479503201727311,0.0
1.459148,Serere,richer,103133,58,kanifing - urban,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,5.836592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014479503201727311,0.0
1.459148,Non-Gambian,richer,103133,58,kanifing - urban,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,5.836592,0.0,0.0,0.0012979804043807132,0.0,0.0,0.0,0.0,0.0,0.0
1.459148,Fula/Tukulur/Lorobo,poorer,-67343,58,kanifing - urban,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.918296,-0.0004071239331507046,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.459148,Sarahule,richer,110196,58,kanifing - urban,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,5.836592,0.0,0.0,0.0,0.0,0.0,0.0009853958984003864,0.0,0.0,0.0
1.459148,Mandinka/Jahanka,middle,49322,58,kanifing - urban,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.0,4.377444,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.00016140452496991867,-0.0,-0.0
1.459148,Mandinka/Jahanka,richer,85604,58,kanifing - urban,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,5.836592,0.0,0.0,0.0,0.0,0.0,0.0,0.00020692830672680674,0.0,0.0
1.459148,Serere,richest,148848,58,kanifing - urban,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5.0,7.2957399999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00488112815769675,0.0
1.459148,Bambara,richest,148848,58,kanifing - urban,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,7.2957399999999994,0.0,0.021070989858605057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.459148,Non-Gambian,richest,148848,58,kanifing - urban,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,7.2957399999999994,0.0,0.0,0.002512896585444582,0.0,0.0,0.0,0.0,0.0,0.0
1.459148,Mandinka/Jahanka,richest,148848,58,kanifing - urban,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,7.2957399999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0005752611384235321,0.0,0.0
1.459148,Bambara,richest,148848,58,kanifing - urban,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,7.2957399999999994,0.0,0.021070989858605057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.459148,Mandinka/Jahanka,richest,148848,58,kanifing - urban,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,7.2957399999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0005752611384235321,0.0,0.0
1.459148,Sarahule,richest,159599,58,kanifing - urban,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,7.2957399999999994,0.0,0.0,0.0,0.0,0.0,0.0026656451695913383,0.0,0.0,0.0
1.459148,Sarahule,richest,159599,58,kanifing - urban,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,7.2957399999999994,0.0,0.0,0.0,0.0,0.0,0.0026656451695913383,0.0,0.0,0.0
1.459148,Fula/Tukulur/Lorobo,richest,132514,58,kanifing - urban,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,7.2957399999999994,0.0016235509013597157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.459148,Jola/Karoninka,richest,132514,58,kanifing - urban,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,7.2957399999999994,0.0,0.0,0.0,0.0,0.0018083510277697057,0.0,0.0,0.0,0.0
1.459148,Fula/Tukulur/Lorobo,richest,132514,58,kanifing - urban,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,7.2957399999999994,0.0016235509013597157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.459148,Wollof,richer,93425,58,kanifing - urban,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,5.836592,0.0,0.0,0.0,0.0009358677116270961,0.0,0.0,0.0,0.0,0.0
1.459148,Mandinka/Jahanka,richest,139930,58,kanifing - urban,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,7.2957399999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0005752611384235321,0.0,0.0
1.459148,Mandinka/Jahanka,richest,139930,58,kanifing - urban,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,7.2957399999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0005752611384235321,0.0,0.0
1.459148,Bambara,richest,139930,58,kanifing - urban,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,7.2957399999999994,0.0,0.021070989858605057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.459148,Mandinka/Jahanka,richest,139930,58,kanifing - urban,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,7.2957399999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0005752611384235321,0.0,0.0
1.459148,Mandinka/Jahanka,richest,139930,58,kanifing - urban,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,7.2957399999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0005752611384235321,0.0,0.0
1.459148,Manjago,richer,108944,58,kanifing - urban,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.0,5.836592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007043688814262375
1.459148,Fula/Tukulur/Lorobo,middle,6630,58,kanifing - urban,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,4.377444,0.00026976767835276883,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.062408,Wollof,richest,171186,59,kanifing - urban,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.0,5.31204,0.0,0.0,0.0,0.0013958357167004635,0.0,0.0,0.0,0.0,0.0
1.062408,Fula/Tukulur/Lorobo,richest,171186,59,kanifing - urban,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,5.31204,0.0011821100162641301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.062408,Mandinka/Jahanka,richer,115062,59,kanifing - urban,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,4.249632,0.0,0.0,0.0,0.0,0.0,0.0,0.00015066483214383553,0.0,0.0
1.062408,Serere,richer,123618,59,kanifing - urban,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,4.249632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001054254951351111,0.0
1.062408,Mandinka/Jahanka,richest,171074,59,kanifing - urban,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,5.31204,0.0,0.0,0.0,0.0,0.0,0.0,0.00041884855789150105,0.0,0.0
1.062408,Wollof,richest,179662,59,kanifing - urban,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.0,5.31204,0.0,0.0,0.0,0.0013958357167004635,0.0,0.0,0.0,0.0,0.0
1.062408,Non-Gambian,richest,155872,59,kanifing - urban,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,5.31204,0.0,0.0,0.0018296440357996639,0.0,0.0,0.0,0.0,0.0,0.0
1.062408,Serere,richest,155872,59,kanifing - urban,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5.0,5.31204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035539572433792113,0.0
1.062408,Wollof,richest,155872,59,kanifing - urban,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.0,5.31204,0.0,0.0,0.0,0.0013958357167004635,0.0,0.0,0.0,0.0,0.0
1.062408,Non-Gambian,richer,89040,59,kanifing - urban,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,4.249632,0.0,0.0,0.0009450616150365179,0.0,0.0,0.0,0.0,0.0,0.0
1.062408,Jola/Karoninka,richer,123073,59,kanifing - urban,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,4.249632,0.0,0.0,0.0,0.0,0.0005065491531442226,0.0,0.0,0.0,0.0
1.062408,Mandinka/Jahanka,richer,94631,59,kanifing - urban,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,4.249632,0.0,0.0,0.0,0.0,0.0,0.0,0.00015066483214383553,0.0,0.0
1.062408,Mandinka/Jahanka,richer,94631,59,kanifing - urban,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,4.249632,0.0,0.0,0.0,0.0,0.0,0.0,0.00015066483214383553,0.0,0.0
1.062408,Wollof,richer,122764,59,kanifing - urban,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,4.249632,0.0,0.0,0.0,0.0006814067824335297,0.0,0.0,0.0,0.0,0.0
1.062408,Non-Gambian,richer,122764,59,kanifing - urban,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,4.249632,0.0,0.0,0.0009450616150365179,0.0,0.0,0.0,0.0,0.0,0.0
1.062408,Sarahule,richest,190686,59,kanifing - urban,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,5.31204,0.0,0.0,0.0,0.0,0.0,0.0019408605250017096,0.0,0.0,0.0
1.062408,Sarahule,richest,190686,59,kanifing - urban,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,5.31204,0.0,0.0,0.0,0.0,0.0,0.0019408605250017096,0.0,0.0,0.0
1.062408,Sarahule,richest,190686,59,kanifing - urban,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,5.31204,0.0,0.0,0.0,0.0,0.0,0.0019408605250017096,0.0,0.0,0.0
1.062408,Sarahule,richest,190686,59,kanifing - urban,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,5.31204,0.0,0.0,0.0,0.0,0.0,0.0019408605250017096,0.0,0.0,0.0
1.062408,Sarahule,richest,190686,59,kanifing - urban,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,5.31204,0.0,0.0,0.0,0.0,0.0,0.0019408605250017096,0.0,0.0,0.0
1.062408,Sarahule,richest,190686,59,kanifing - urban,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,5.31204,0.0,0.0,0.0,0.0,0.0,0.0019408605250017096,0.0,0.0,0.0
1.062408,Sarahule,richest,160436,59,kanifing - urban,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,5.31204,0.0,0.0,0.0,0.0,0.0,0.0019408605250017096,0.0,0.0,0.0
1.062408,Sarahule,richest,160436,59,kanifing - urban,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,5.31204,0.0,0.0,0.0,0.0,0.0,0.0019408605250017096,0.0,0.0,0.0
1.062408,Non-Gambian,richest,160436,59,kanifing - urban,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,5.31204,0.0,0.0,0.0018296440357996639,0.0,0.0,0.0,0.0,0.0,0.0
1.062408,Sarahule,richest,160436,59,kanifing - urban,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,5.31204,0.0,0.0,0.0,0.0,0.0,0.0019408605250017096,0.0,0.0,0.0
1.062408,Non-Gambian,richest,160436,59,kanifing - urban,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,5.31204,0.0,0.0,0.0018296440357996639,0.0,0.0,0.0,0.0,0.0,0.0
1.062408,Mandinka/Jahanka,richest,160436,59,kanifing - urban,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,5.31204,0.0,0.0,0.0,0.0,0.0,0.0,0.00041884855789150105,0.0,0.0
1.062408,Mandinka/Jahanka,richest,160436,59,kanifing - urban,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,5.31204,0.0,0.0,0.0,0.0,0.0,0.0,0.00041884855789150105,0.0,0.0
1.062408,Sarahule,richest,160436,59,kanifing - urban,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,5.31204,0.0,0.0,0.0,0.0,0.0,0.0019408605250017096,0.0,0.0,0.0
1.062408,Sarahule,richest,160436,59,kanifing - urban,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,5.31204,0.0,0.0,0.0,0.0,0.0,0.0019408605250017096,0.0,0.0,0.0
1.062408,Sarahule,richest,160436,59,kanifing - urban,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,5.31204,0.0,0.0,0.0,0.0,0.0,0.0019408605250017096,0.0,0.0,0.0
1.062408,Sarahule,richest,160436,59,kanifing - urban,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,5.31204,0.0,0.0,0.0,0.0,0.0,0.0019408605250017096,0.0,0.0,0.0
1.062408,Non-Gambian,richest,128962,59,kanifing - urban,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,5.31204,0.0,0.0,0.0018296440357996639,0.0,0.0,0.0,0.0,0.0,0.0
1.647355,Fula/Tukulur/Lorobo,richest,145752,60,kanifing - urban,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,8.236775,0.001832963273848461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.647355,Non-Gambian,richest,145752,60,kanifing - urban,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,8.236775,0.0,0.0,0.0028370204766857503,0.0,0.0,0.0,0.0,0.0,0.0
1.647355,Fula/Tukulur/Lorobo,poorer,-7355,60,kanifing - urban,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,3.29471,-0.0004596364775166597,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.647355,Wollof,poorer,-62221,60,kanifing - urban,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,3.29471,-0.0,-0.0,-0.0,-0.001158987210132851,-0.0,-0.0,-0.0,-0.0,-0.0
