sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Chinese-Tibetan,ethnicity_Hmong-Mien,ethnicity_Lao-Tai,ethnicity_Mon-Khmer,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2,IF_3
1.190693983250765,Lao-Tai,richest,1.5799913029243724,6.0,1.0,0,0,1,0,0,0,0,0,1,5.0,5.953469916253825,0.0,0.0,0.0,0.0001044182570083246
1.190693983250765,Lao-Tai,richest,1.5799913029243724,6.0,1.0,0,0,1,0,0,0,0,0,1,5.0,5.953469916253825,0.0,0.0,0.0,0.0001044182570083246
1.190693983250765,Lao-Tai,richest,1.3458114983717588,6.0,1.0,0,0,1,0,0,0,0,0,1,5.0,5.953469916253825,0.0,0.0,0.0,0.0001044182570083246
2.2811199802124484,Lao-Tai,richest,1.499371161998794,7.0,1.0,0,0,1,0,0,0,0,0,1,5.0,11.405599901062242,0.0,0.0,0.0,0.0002000434836416603
2.2811199802124484,Lao-Tai,richest,1.696812193266017,7.0,1.0,0,0,1,0,0,0,0,0,1,5.0,11.405599901062242,0.0,0.0,0.0,0.0002000434836416603
2.2811199802124484,Lao-Tai,richest,1.696812193266017,7.0,1.0,0,0,1,0,0,0,0,0,1,5.0,11.405599901062242,0.0,0.0,0.0,0.0002000434836416603
2.2811199802124484,Lao-Tai,richest,1.7656504038742011,7.0,1.0,0,0,1,0,0,0,0,0,1,5.0,11.405599901062242,0.0,0.0,0.0,0.0002000434836416603
2.2811199802124484,Lao-Tai,richest,1.7656504038742011,7.0,1.0,0,0,1,0,0,0,0,0,1,5.0,11.405599901062242,0.0,0.0,0.0,0.0002000434836416603
2.2811199802124484,Lao-Tai,richest,1.2179882521062297,7.0,1.0,0,0,1,0,0,0,0,0,1,5.0,11.405599901062242,0.0,0.0,0.0,0.0002000434836416603
2.2811199802124484,Lao-Tai,richest,1.2179882521062297,7.0,1.0,0,0,1,0,0,0,0,0,1,5.0,11.405599901062242,0.0,0.0,0.0,0.0002000434836416603
2.2811199802124484,Lao-Tai,richest,1.6845045695266556,7.0,1.0,0,0,1,0,0,0,0,0,1,5.0,11.405599901062242,0.0,0.0,0.0,0.0002000434836416603
2.2811199802124484,Mon-Khmer,richest,1.1105625086865945,7.0,1.0,0,0,0,1,0,0,0,0,1,5.0,11.405599901062242,0.0013407339052485337,0.0,0.0,0.0
2.2811199802124484,Mon-Khmer,richest,1.1105625086865945,7.0,1.0,0,0,0,1,0,0,0,0,1,5.0,11.405599901062242,0.0013407339052485337,0.0,0.0,0.0
2.2811199802124484,Lao-Tai,richest,1.5938034431755113,7.0,1.0,0,0,1,0,0,0,0,0,1,5.0,11.405599901062242,0.0,0.0,0.0,0.0002000434836416603
