sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Garifuna,ethnicity_Lenca,ethnicity_Maya Chorti,ethnicity_Misquito,ethnicity_Ninguno/No Sabe/No Responde,ethnicity_Otros Pueblos,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2,IF_3,IF_4,IF_5
1.100384797703537,Garifuna,richer,0.8785270893126249,3.0,3.0,1,0,0,0,0,0,0,0,0,1,0,4.0,4.401539190814148,0.0,0.0,0.0,0.0,0.0,0.0004938601692220743
0.9138788997876832,Ninguno/No Sabe/No Responde,richest,1.7200067979058162,4.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,4.569394498938416,0.0,0.0,0.00010171063059806929,0.0,0.0,0.0
0.9138788997876832,Ninguno/No Sabe/No Responde,richest,1.6462736700147969,4.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,4.569394498938416,0.0,0.0,0.00010171063059806929,0.0,0.0,0.0
0.9138788997876832,Ninguno/No Sabe/No Responde,richest,1.4323012645154969,4.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,4.569394498938416,0.0,0.0,0.00010171063059806929,0.0,0.0,0.0
0.9138788997876832,Ninguno/No Sabe/No Responde,richest,1.2380643012573342,4.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,4.569394498938416,0.0,0.0,0.00010171063059806929,0.0,0.0,0.0
0.9138788997876832,Ninguno/No Sabe/No Responde,richest,1.2380643012573342,4.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,4.569394498938416,0.0,0.0,0.00010171063059806929,0.0,0.0,0.0
0.9138788997876832,Ninguno/No Sabe/No Responde,richest,1.2380643012573342,4.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,4.569394498938416,0.0,0.0,0.00010171063059806929,0.0,0.0,0.0
0.9138788997876832,Ninguno/No Sabe/No Responde,richest,1.778087464955545,4.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,4.569394498938416,0.0,0.0,0.00010171063059806929,0.0,0.0,0.0
0.9138788997876832,Ninguno/No Sabe/No Responde,richest,1.778087464955545,4.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,4.569394498938416,0.0,0.0,0.00010171063059806929,0.0,0.0,0.0
0.9138788997876832,Ninguno/No Sabe/No Responde,richest,1.778087464955545,4.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,4.569394498938416,0.0,0.0,0.00010171063059806929,0.0,0.0,0.0
0.9024554135403375,Ninguno/No Sabe/No Responde,richer,0.588253082792985,5.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,3.60982165416135,0.0,0.0,4.649123349928572e-05,0.0,0.0,0.0
0.9024554135403375,Ninguno/No Sabe/No Responde,richer,0.588253082792985,5.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,3.60982165416135,0.0,0.0,4.649123349928572e-05,0.0,0.0,0.0
0.9024554135403375,Ninguno/No Sabe/No Responde,richer,0.8871297818836822,5.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,3.60982165416135,0.0,0.0,4.649123349928572e-05,0.0,0.0,0.0
0.9024554135403375,Ninguno/No Sabe/No Responde,richer,0.7946110543373265,5.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,3.60982165416135,0.0,0.0,4.649123349928572e-05,0.0,0.0,0.0
0.9024554135403375,Ninguno/No Sabe/No Responde,richer,0.7946110543373265,5.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,3.60982165416135,0.0,0.0,4.649123349928572e-05,0.0,0.0,0.0
0.9024554135403375,Otros Pueblos,richest,1.1357426586067612,5.0,3.0,0,0,0,0,0,1,0,0,0,0,1,5.0,4.512277067701688,0.0,0.0,0.0,0.0,0.0015175534385533172,0.0
0.9024554135403375,Misquito,middle,-0.001084377585999552,5.0,3.0,0,0,0,1,0,0,0,0,1,0,0,3.0,2.7073662406210124,0.004519514785059045,0.0,-0.0,-0.0,-0.0,-0.0
0.9024554135403375,Otros Pueblos,middle,-0.0643035279424119,5.0,3.0,0,0,0,0,0,1,0,0,1,0,0,3.0,2.7073662406210124,0.0,0.0,-0.0,-0.0,-0.0010536615829717386,-0.0
0.9024554135403375,Otros Pueblos,richest,1.213809189141649,5.0,3.0,0,0,0,0,0,1,0,0,0,0,1,5.0,4.512277067701688,0.0,0.0,0.0,0.0,0.0015175534385533172,0.0
0.9024554135403375,Garifuna,richest,1.0875160493640523,5.0,3.0,1,0,0,0,0,0,0,0,0,0,1,5.0,4.512277067701688,0.0,0.0,0.0,0.0,0.0,0.004634882730802296
0.9024554135403375,Garifuna,richest,1.0875160493640523,5.0,3.0,1,0,0,0,0,0,0,0,0,0,1,5.0,4.512277067701688,0.0,0.0,0.0,0.0,0.0,0.004634882730802296
0.9024554135403375,Misquito,richer,0.9806507214265017,5.0,3.0,0,0,0,1,0,0,0,0,0,1,0,4.0,3.60982165416135,0.008702559153201162,0.0,0.0,0.0,0.0,0.0
0.9024554135403375,Misquito,richer,0.9806507214265017,5.0,3.0,0,0,0,1,0,0,0,0,0,1,0,4.0,3.60982165416135,0.008702559153201162,0.0,0.0,0.0,0.0,0.0
0.733677426590112,Ninguno/No Sabe/No Responde,richer,0.576996057305853,6.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,2.934709706360448,0.0,0.0,3.779640305878817e-05,0.0,0.0,0.0
0.733677426590112,Ninguno/No Sabe/No Responde,richest,1.4552769821521578,6.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,3.66838713295056,0.0,0.0,8.165501329704156e-05,0.0,0.0,0.0
0.733677426590112,Ninguno/No Sabe/No Responde,richer,0.5438574821818505,6.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,2.934709706360448,0.0,0.0,3.779640305878817e-05,0.0,0.0,0.0
0.733677426590112,Ninguno/No Sabe/No Responde,richest,1.1204252187728265,6.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,3.66838713295056,0.0,0.0,8.165501329704156e-05,0.0,0.0,0.0
0.733677426590112,Ninguno/No Sabe/No Responde,richest,1.368903878993461,6.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,3.66838713295056,0.0,0.0,8.165501329704156e-05,0.0,0.0,0.0
0.733677426590112,Ninguno/No Sabe/No Responde,richer,1.038473500032737,6.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,2.934709706360448,0.0,0.0,3.779640305878817e-05,0.0,0.0,0.0
0.733677426590112,Ninguno/No Sabe/No Responde,richer,1.038473500032737,6.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,2.934709706360448,0.0,0.0,3.779640305878817e-05,0.0,0.0,0.0
0.733677426590112,Ninguno/No Sabe/No Responde,richer,0.7564790028938856,6.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,2.934709706360448,0.0,0.0,3.779640305878817e-05,0.0,0.0,0.0
0.733677426590112,Ninguno/No Sabe/No Responde,richer,0.6907983778395436,6.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,2.934709706360448,0.0,0.0,3.779640305878817e-05,0.0,0.0,0.0
0.733677426590112,Ninguno/No Sabe/No Responde,richer,0.7342847844158826,6.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,2.934709706360448,0.0,0.0,3.779640305878817e-05,0.0,0.0,0.0
0.733677426590112,Ninguno/No Sabe/No Responde,richer,0.817677024430022,6.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,2.934709706360448,0.0,0.0,3.779640305878817e-05,0.0,0.0,0.0
0.733677426590112,Ninguno/No Sabe/No Responde,richest,1.2849626980358717,6.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,3.66838713295056,0.0,0.0,8.165501329704156e-05,0.0,0.0,0.0
0.733677426590112,Ninguno/No Sabe/No Responde,richer,0.6914641757859171,6.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,2.934709706360448,0.0,0.0,3.779640305878817e-05,0.0,0.0,0.0
0.733677426590112,Ninguno/No Sabe/No Responde,richer,0.6914641757859171,6.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,2.934709706360448,0.0,0.0,3.779640305878817e-05,0.0,0.0,0.0
0.733677426590112,Ninguno/No Sabe/No Responde,middle,0.5350086353499862,6.0,3.0,0,0,0,0,1,0,0,0,1,0,0,3.0,2.2010322797703363,0.0,0.0,-6.062207179465216e-06,-0.0,-0.0,-0.0
0.9257474569277833,Ninguno/No Sabe/No Responde,middle,0.4177611484241232,7.0,3.0,0,0,0,0,1,0,0,0,1,0,0,3.0,2.77724237078335,0.0,0.0,-7.649237493706624e-06,-0.0,-0.0,-0.0
0.9257474569277833,Ninguno/No Sabe/No Responde,poorer,-0.5674214338463124,7.0,3.0,0,0,0,0,1,0,0,1,0,0,0,2.0,1.8514949138555665,0.0,-0.0,-6.298963017984181e-05,-0.0,-0.0,-0.0
0.9257474569277833,Ninguno/No Sabe/No Responde,poorer,-0.18163818199270954,7.0,3.0,0,0,0,0,1,0,0,1,0,0,0,2.0,1.8514949138555665,0.0,-0.0,-6.298963017984181e-05,-0.0,-0.0,-0.0
0.9257474569277833,Ninguno/No Sabe/No Responde,poorer,-0.18163818199270954,7.0,3.0,0,0,0,0,1,0,0,1,0,0,0,2.0,1.8514949138555665,0.0,-0.0,-6.298963017984181e-05,-0.0,-0.0,-0.0
0.9257474569277833,Ninguno/No Sabe/No Responde,richer,0.6298432833575363,7.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,3.702989827711133,0.0,0.0,4.769115519242855e-05,0.0,0.0,0.0
0.9257474569277833,Ninguno/No Sabe/No Responde,richer,0.9360396249226939,7.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,3.702989827711133,0.0,0.0,4.769115519242855e-05,0.0,0.0,0.0
0.9257474569277833,Ninguno/No Sabe/No Responde,richer,0.5834711145912392,7.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,3.702989827711133,0.0,0.0,4.769115519242855e-05,0.0,0.0,0.0
0.9257474569277833,Ninguno/No Sabe/No Responde,middle,0.006956263833131526,7.0,3.0,0,0,0,0,1,0,0,0,1,0,0,3.0,2.77724237078335,0.0,0.0,-7.649237493706624e-06,-0.0,-0.0,-0.0
0.9257474569277833,Ninguno/No Sabe/No Responde,richest,1.1731546165242883,7.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,4.628737284638916,0.0,0.0,0.00010303154787856372,0.0,0.0,0.0
0.9257474569277833,Ninguno/No Sabe/No Responde,richest,1.1731546165242883,7.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,4.628737284638916,0.0,0.0,0.00010303154787856372,0.0,0.0,0.0
0.9257474569277833,Ninguno/No Sabe/No Responde,richest,1.2785172753133334,7.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,4.628737284638916,0.0,0.0,0.00010303154787856372,0.0,0.0,0.0
0.9257474569277833,Ninguno/No Sabe/No Responde,richest,1.2785172753133334,7.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,4.628737284638916,0.0,0.0,0.00010303154787856372,0.0,0.0,0.0
0.9257474569277833,Ninguno/No Sabe/No Responde,richer,0.9158510135697853,7.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,3.702989827711133,0.0,0.0,4.769115519242855e-05,0.0,0.0,0.0
0.9257474569277833,Ninguno/No Sabe/No Responde,richer,0.9158510135697853,7.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,3.702989827711133,0.0,0.0,4.769115519242855e-05,0.0,0.0,0.0
0.9257474569277833,Ninguno/No Sabe/No Responde,richer,0.9727547067017192,7.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,3.702989827711133,0.0,0.0,4.769115519242855e-05,0.0,0.0,0.0
0.9257474569277833,Ninguno/No Sabe/No Responde,richer,0.6148497765698419,7.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,3.702989827711133,0.0,0.0,4.769115519242855e-05,0.0,0.0,0.0
0.9257474569277833,Ninguno/No Sabe/No Responde,poorer,-0.3836418070079053,7.0,3.0,0,0,0,0,1,0,0,1,0,0,0,2.0,1.8514949138555665,0.0,-0.0,-6.298963017984181e-05,-0.0,-0.0,-0.0
0.9257474569277833,Ninguno/No Sabe/No Responde,richest,1.1039837606737657,7.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,4.628737284638916,0.0,0.0,0.00010303154787856372,0.0,0.0,0.0
0.9257474569277833,Ninguno/No Sabe/No Responde,richer,0.6193046298077046,7.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,3.702989827711133,0.0,0.0,4.769115519242855e-05,0.0,0.0,0.0
0.9257474569277833,Ninguno/No Sabe/No Responde,richer,0.6193046298077046,7.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,3.702989827711133,0.0,0.0,4.769115519242855e-05,0.0,0.0,0.0
1.1056806441875677,Ninguno/No Sabe/No Responde,richest,1.498956001853378,8.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,5.528403220937839,0.0,0.0,0.0001230573061556888,0.0,0.0,0.0
1.1056806441875677,Ninguno/No Sabe/No Responde,middle,-0.03679131210575004,8.0,3.0,0,0,0,0,1,0,0,0,1,0,0,3.0,3.317041932562703,0.0,0.0,-9.135983875832571e-06,-0.0,-0.0,-0.0
1.1056806441875677,Ninguno/No Sabe/No Responde,richest,1.1252767458704158,8.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,5.528403220937839,0.0,0.0,0.0001230573061556888,0.0,0.0,0.0
1.1056806441875677,Ninguno/No Sabe/No Responde,richer,1.0016534493207616,8.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,4.422722576750271,0.0,0.0,5.696066113992812e-05,0.0,0.0,0.0
1.1056806441875677,Ninguno/No Sabe/No Responde,richer,0.991204115272887,8.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,4.422722576750271,0.0,0.0,5.696066113992812e-05,0.0,0.0,0.0
1.1056806441875677,Ninguno/No Sabe/No Responde,richest,1.1876886995870404,8.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,5.528403220937839,0.0,0.0,0.0001230573061556888,0.0,0.0,0.0
1.1056806441875677,Ninguno/No Sabe/No Responde,richest,1.2966343307641848,8.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,5.528403220937839,0.0,0.0,0.0001230573061556888,0.0,0.0,0.0
1.1056806441875677,Ninguno/No Sabe/No Responde,richest,1.2955110667838063,8.0,3.0,0,0,0,0,1,0,0,0,0,0,1,5.0,5.528403220937839,0.0,0.0,0.0001230573061556888,0.0,0.0,0.0
0.9732216854881822,Ninguno/No Sabe/No Responde,richer,0.6349343794562204,9.0,3.0,0,0,0,0,1,0,0,0,0,1,0,4.0,3.892886741952729,0.0,0.0,5.0136855458706926e-05,0.0,0.0,0.0
