sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Black/African,ethnicity_Coloured,ethnicity_White,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2
0.254889,Coloured,richer,68227,201,urban - northern cape,0,1,0,0,0,0,1,0,4.0,1.019556,0.0,3.4075234708522183e-06,-0.0
0.254889,Coloured,richer,104752,201,urban - northern cape,0,1,0,0,0,0,1,0,4.0,1.019556,0.0,3.4075234708522183e-06,-0.0
0.254889,Coloured,richer,61929,201,urban - northern cape,0,1,0,0,0,0,1,0,4.0,1.019556,0.0,3.4075234708522183e-06,-0.0
0.254889,Coloured,richest,126603,201,urban - northern cape,0,1,0,0,0,0,0,1,5.0,1.2744449999999998,0.0,0.00035260288940261117,0.0
0.254889,Coloured,poorer,-82540,201,urban - northern cape,0,1,0,0,1,0,0,0,2.0,0.509778,-0.0,-0.0006949832083926657,-0.0
0.254889,Coloured,richer,97297,201,urban - northern cape,0,1,0,0,0,0,1,0,4.0,1.019556,0.0,3.4075234708522183e-06,-0.0
0.532481,Black/African,poorer,-63091,202,traditional - north west,1,0,0,0,1,0,0,0,2.0,1.064962,-5.709515040380384e-05,-0.0,-0.0
0.532481,Black/African,poorer,-24096,202,traditional - north west,1,0,0,0,1,0,0,0,2.0,1.064962,-5.709515040380384e-05,-0.0,-0.0
0.532481,Black/African,poorer,-24096,202,traditional - north west,1,0,0,0,1,0,0,0,2.0,1.064962,-5.709515040380384e-05,-0.0,-0.0
0.532481,Black/African,poorer,-30598,202,traditional - north west,1,0,0,0,1,0,0,0,2.0,1.064962,-5.709515040380384e-05,-0.0,-0.0
0.532481,Black/African,middle,-2274,202,traditional - north west,1,0,0,0,0,1,0,0,3.0,1.597443,1.498067613731796e-05,-0.0,-0.0
0.532481,Black/African,middle,-2274,202,traditional - north west,1,0,0,0,0,1,0,0,3.0,1.597443,1.498067613731796e-05,-0.0,-0.0
0.532481,Black/African,poorer,-62564,202,traditional - north west,1,0,0,0,1,0,0,0,2.0,1.064962,-5.709515040380384e-05,-0.0,-0.0
0.532481,Black/African,poorer,-52063,202,traditional - north west,1,0,0,0,1,0,0,0,2.0,1.064962,-5.709515040380384e-05,-0.0,-0.0
0.532481,Black/African,poorer,-50965,202,traditional - north west,1,0,0,0,1,0,0,0,2.0,1.064962,-5.709515040380384e-05,-0.0,-0.0
0.532481,Black/African,middle,-6963,202,traditional - north west,1,0,0,0,0,1,0,0,3.0,1.597443,1.498067613731796e-05,-0.0,-0.0
0.532481,Black/African,poorer,-49210,202,traditional - north west,1,0,0,0,1,0,0,0,2.0,1.064962,-5.709515040380384e-05,-0.0,-0.0
0.532481,Black/African,poorest,-89288,202,traditional - north west,1,0,0,1,0,0,0,0,1.0,0.532481,-0.00012917097694492563,-0.0,-0.0
0.40732,Coloured,richest,143705,203,urban - north west,0,1,0,0,0,0,0,1,5.0,2.0366,0.0,0.0005634696236851006,0.0
0.40732,Black/African,middle,42879,203,urban - north west,1,0,0,0,0,1,0,0,3.0,1.2219600000000002,1.1459430485317508e-05,-0.0,-0.0
0.40732,Coloured,richest,137105,203,urban - north west,0,1,0,0,0,0,0,1,5.0,2.0366,0.0,0.0005634696236851006,0.0
0.40732,Coloured,richer,67143,203,urban - north west,0,1,0,0,0,0,1,0,4.0,1.62928,0.0,5.445321140369046e-06,-0.0
0.40732,Coloured,middle,-4744,203,urban - north west,0,1,0,0,0,1,0,0,3.0,1.2219600000000002,0.0,-0.0005525789814043625,-0.0
0.40732,Coloured,richer,96541,203,urban - north west,0,1,0,0,0,0,1,0,4.0,1.62928,0.0,5.445321140369046e-06,-0.0
0.40732,Coloured,richer,96541,203,urban - north west,0,1,0,0,0,0,1,0,4.0,1.62928,0.0,5.445321140369046e-06,-0.0
0.40732,Coloured,richer,67563,203,urban - north west,0,1,0,0,0,0,1,0,4.0,1.62928,0.0,5.445321140369046e-06,-0.0
0.40732,Coloured,richer,89835,203,urban - north west,0,1,0,0,0,0,1,0,4.0,1.62928,0.0,5.445321140369046e-06,-0.0
0.40732,Coloured,richer,89835,203,urban - north west,0,1,0,0,0,0,1,0,4.0,1.62928,0.0,5.445321140369046e-06,-0.0
0.40732,Coloured,richer,49084,203,urban - north west,0,1,0,0,0,0,1,0,4.0,1.62928,0.0,5.445321140369046e-06,-0.0
0.40732,Coloured,middle,43940,203,urban - north west,0,1,0,0,0,1,0,0,3.0,1.2219600000000002,0.0,-0.0005525789814043625,-0.0
0.40732,Coloured,middle,43940,203,urban - north west,0,1,0,0,0,1,0,0,3.0,1.2219600000000002,0.0,-0.0005525789814043625,-0.0
0.444615,Black/African,richest,125078,204,urban - free state,1,0,0,0,0,0,0,1,5.0,2.2230749999999997,0.00013287351202381935,0.0,0.0
0.444615,Black/African,richest,125078,204,urban - free state,1,0,0,0,0,0,0,1,5.0,2.2230749999999997,0.00013287351202381935,0.0,0.0
0.444615,Black/African,richer,85937,204,urban - free state,1,0,0,0,0,0,1,0,4.0,1.77846,7.269109496559406e-05,0.0,-0.0
0.444615,Black/African,richer,80239,204,urban - free state,1,0,0,0,0,0,1,0,4.0,1.77846,7.269109496559406e-05,0.0,-0.0
0.444615,Black/African,middle,30238,204,urban - free state,1,0,0,0,0,1,0,0,3.0,1.333845,1.2508677907368762e-05,-0.0,-0.0
0.444615,Black/African,richer,69999,204,urban - free state,1,0,0,0,0,0,1,0,4.0,1.77846,7.269109496559406e-05,0.0,-0.0
0.444615,Black/African,richer,69999,204,urban - free state,1,0,0,0,0,0,1,0,4.0,1.77846,7.269109496559406e-05,0.0,-0.0
0.444615,Black/African,richest,117429,204,urban - free state,1,0,0,0,0,0,0,1,5.0,2.2230749999999997,0.00013287351202381935,0.0,0.0
0.444615,Black/African,richest,117429,204,urban - free state,1,0,0,0,0,0,0,1,5.0,2.2230749999999997,0.00013287351202381935,0.0,0.0
0.444615,Black/African,richer,60064,204,urban - free state,1,0,0,0,0,0,1,0,4.0,1.77846,7.269109496559406e-05,0.0,-0.0
0.444615,Black/African,richest,140181,204,urban - free state,1,0,0,0,0,0,0,1,5.0,2.2230749999999997,0.00013287351202381935,0.0,0.0
0.507679,Black/African,richest,127225,205,urban - free state,1,0,0,0,0,0,0,1,5.0,2.538395,0.0001517202337094803,0.0,0.0
0.507679,Black/African,richest,128408,205,urban - free state,1,0,0,0,0,0,0,1,5.0,2.538395,0.0001517202337094803,0.0,0.0
0.507679,Black/African,richest,128408,205,urban - free state,1,0,0,0,0,0,0,1,5.0,2.538395,0.0001517202337094803,0.0,0.0
0.507679,Black/African,richer,71935,205,urban - free state,1,0,0,0,0,0,1,0,4.0,2.030716,8.30015685504039e-05,0.0,-0.0
0.507679,Black/African,richest,161343,205,urban - free state,1,0,0,0,0,0,0,1,5.0,2.538395,0.0001517202337094803,0.0,0.0
0.507679,White,richer,96299,205,urban - free state,0,0,1,0,0,0,1,0,4.0,2.030716,0.0,0.0,-0.0016689852526691653
0.507679,White,richest,156581,205,urban - free state,0,0,1,0,0,0,0,1,5.0,2.538395,0.0,0.0,0.00025023087694973353
0.507679,Black/African,richest,153932,205,urban - free state,1,0,0,0,0,0,0,1,5.0,2.538395,0.0001517202337094803,0.0,0.0
0.480539,Black/African,richer,94440,206,urban - free state,1,0,0,0,0,0,1,0,4.0,1.922156,7.856438960375068e-05,0.0,-0.0
0.480539,Black/African,richer,94440,206,urban - free state,1,0,0,0,0,0,1,0,4.0,1.922156,7.856438960375068e-05,0.0,-0.0
0.480539,Black/African,richer,104473,206,urban - free state,1,0,0,0,0,0,1,0,4.0,1.922156,7.856438960375068e-05,0.0,-0.0
0.480539,Black/African,richer,84063,206,urban - free state,1,0,0,0,0,0,1,0,4.0,1.922156,7.856438960375068e-05,0.0,-0.0
0.480539,Black/African,richer,94806,206,urban - free state,1,0,0,0,0,0,1,0,4.0,1.922156,7.856438960375068e-05,0.0,-0.0
0.480539,Black/African,richer,94806,206,urban - free state,1,0,0,0,0,0,1,0,4.0,1.922156,7.856438960375068e-05,0.0,-0.0
0.480539,Black/African,richer,104500,206,urban - free state,1,0,0,0,0,0,1,0,4.0,1.922156,7.856438960375068e-05,0.0,-0.0
0.480539,Black/African,richer,103696,206,urban - free state,1,0,0,0,0,0,1,0,4.0,1.922156,7.856438960375068e-05,0.0,-0.0
0.480539,Black/African,richest,128739,206,urban - free state,1,0,0,0,0,0,0,1,5.0,2.402695,0.00014360942522050345,0.0,0.0
0.480539,Black/African,richest,128739,206,urban - free state,1,0,0,0,0,0,0,1,5.0,2.402695,0.00014360942522050345,0.0,0.0
0.480539,Black/African,richest,123509,206,urban - free state,1,0,0,0,0,0,0,1,5.0,2.402695,0.00014360942522050345,0.0,0.0
0.480539,Black/African,richest,123509,206,urban - free state,1,0,0,0,0,0,0,1,5.0,2.402695,0.00014360942522050345,0.0,0.0
0.480539,Black/African,richest,123509,206,urban - free state,1,0,0,0,0,0,0,1,5.0,2.402695,0.00014360942522050345,0.0,0.0
0.480539,Black/African,richest,111254,206,urban - free state,1,0,0,0,0,0,0,1,5.0,2.402695,0.00014360942522050345,0.0,0.0
0.480539,Black/African,richer,99919,206,urban - free state,1,0,0,0,0,0,1,0,4.0,1.922156,7.856438960375068e-05,0.0,-0.0
0.480539,Black/African,richer,99919,206,urban - free state,1,0,0,0,0,0,1,0,4.0,1.922156,7.856438960375068e-05,0.0,-0.0
2.589098,Black/African,richest,147066,207,urban - gauteng,1,0,0,0,0,0,0,1,5.0,12.94549,0.0007737537965067456,0.0,0.0
2.589098,Black/African,richer,51336,207,urban - gauteng,1,0,0,0,0,0,1,0,4.0,10.356392,0.00042329738896175267,0.0,-0.0
2.589098,Black/African,richer,97681,207,urban - gauteng,1,0,0,0,0,0,1,0,4.0,10.356392,0.00042329738896175267,0.0,-0.0
2.589098,Black/African,richest,135422,207,urban - gauteng,1,0,0,0,0,0,0,1,5.0,12.94549,0.0007737537965067456,0.0,0.0
2.589098,Black/African,richest,108025,207,urban - gauteng,1,0,0,0,0,0,0,1,5.0,12.94549,0.0007737537965067456,0.0,0.0
2.589098,Black/African,richest,137343,207,urban - gauteng,1,0,0,0,0,0,0,1,5.0,12.94549,0.0007737537965067456,0.0,0.0
2.589098,Black/African,richer,100031,207,urban - gauteng,1,0,0,0,0,0,1,0,4.0,10.356392,0.00042329738896175267,0.0,-0.0
2.589098,Black/African,richest,108706,207,urban - gauteng,1,0,0,0,0,0,0,1,5.0,12.94549,0.0007737537965067456,0.0,0.0
2.589098,Black/African,richest,108706,207,urban - gauteng,1,0,0,0,0,0,0,1,5.0,12.94549,0.0007737537965067456,0.0,0.0
2.589098,Black/African,richest,108706,207,urban - gauteng,1,0,0,0,0,0,0,1,5.0,12.94549,0.0007737537965067456,0.0,0.0
2.589098,Black/African,richest,121181,207,urban - gauteng,1,0,0,0,0,0,0,1,5.0,12.94549,0.0007737537965067456,0.0,0.0
0.733976,Black/African,poorer,-31326,208,traditional - mpumalanga,1,0,0,0,1,0,0,0,2.0,1.467952,-7.87004045454811e-05,-0.0,-0.0
0.733976,Black/African,richer,51076,208,traditional - mpumalanga,1,0,0,0,0,0,1,0,4.0,2.935904,0.00011999936825898106,0.0,-0.0
0.733976,Black/African,middle,1147,208,traditional - mpumalanga,1,0,0,0,0,1,0,0,3.0,2.2019279999999997,2.064948185674998e-05,-0.0,-0.0
0.733976,Black/African,middle,1147,208,traditional - mpumalanga,1,0,0,0,0,1,0,0,3.0,2.2019279999999997,2.064948185674998e-05,-0.0,-0.0
0.733976,Black/African,poorest,-118869,208,traditional - mpumalanga,1,0,0,1,0,0,0,0,1.0,0.733976,-0.0001780502909477122,-0.0,-0.0
0.733976,Black/African,middle,2816,208,traditional - mpumalanga,1,0,0,0,0,1,0,0,3.0,2.2019279999999997,2.064948185674998e-05,-0.0,-0.0
0.733976,Black/African,middle,2816,208,traditional - mpumalanga,1,0,0,0,0,1,0,0,3.0,2.2019279999999997,2.064948185674998e-05,-0.0,-0.0
0.733976,Black/African,middle,2816,208,traditional - mpumalanga,1,0,0,0,0,1,0,0,3.0,2.2019279999999997,2.064948185674998e-05,-0.0,-0.0
0.733976,Black/African,poorer,-50126,208,traditional - mpumalanga,1,0,0,0,1,0,0,0,2.0,1.467952,-7.87004045454811e-05,-0.0,-0.0
0.733976,Black/African,middle,-479,208,traditional - mpumalanga,1,0,0,0,0,1,0,0,3.0,2.2019279999999997,2.064948185674998e-05,-0.0,-0.0
0.733976,Black/African,middle,-479,208,traditional - mpumalanga,1,0,0,0,0,1,0,0,3.0,2.2019279999999997,2.064948185674998e-05,-0.0,-0.0
0.733976,Black/African,poorer,-31480,208,traditional - mpumalanga,1,0,0,0,1,0,0,0,2.0,1.467952,-7.87004045454811e-05,-0.0,-0.0
0.733976,Black/African,poorer,-41471,208,traditional - mpumalanga,1,0,0,0,1,0,0,0,2.0,1.467952,-7.87004045454811e-05,-0.0,-0.0
0.733976,Black/African,poorer,-30301,208,traditional - mpumalanga,1,0,0,0,1,0,0,0,2.0,1.467952,-7.87004045454811e-05,-0.0,-0.0
0.733976,Black/African,middle,15326,208,traditional - mpumalanga,1,0,0,0,0,1,0,0,3.0,2.2019279999999997,2.064948185674998e-05,-0.0,-0.0
0.733976,Black/African,middle,-5276,208,traditional - mpumalanga,1,0,0,0,0,1,0,0,3.0,2.2019279999999997,2.064948185674998e-05,-0.0,-0.0
0.733976,Black/African,middle,21523,208,traditional - mpumalanga,1,0,0,0,0,1,0,0,3.0,2.2019279999999997,2.064948185674998e-05,-0.0,-0.0
0.733976,Black/African,middle,21523,208,traditional - mpumalanga,1,0,0,0,0,1,0,0,3.0,2.2019279999999997,2.064948185674998e-05,-0.0,-0.0
0.733976,Black/African,poorer,-17607,208,traditional - mpumalanga,1,0,0,0,1,0,0,0,2.0,1.467952,-7.87004045454811e-05,-0.0,-0.0
0.733976,Black/African,middle,-15155,208,traditional - mpumalanga,1,0,0,0,0,1,0,0,3.0,2.2019279999999997,2.064948185674998e-05,-0.0,-0.0
0.733976,Black/African,middle,-15155,208,traditional - mpumalanga,1,0,0,0,0,1,0,0,3.0,2.2019279999999997,2.064948185674998e-05,-0.0,-0.0
0.733976,Black/African,middle,-15155,208,traditional - mpumalanga,1,0,0,0,0,1,0,0,3.0,2.2019279999999997,2.064948185674998e-05,-0.0,-0.0
0.705354,Black/African,poorer,-69894,209,traditional - eastern cape,1,0,0,0,1,0,0,0,2.0,1.410708,-7.56314173048891e-05,-0.0,-0.0
0.705354,Black/African,poorer,-81190,209,traditional - eastern cape,1,0,0,0,1,0,0,0,2.0,1.410708,-7.56314173048891e-05,-0.0,-0.0
0.705354,Black/African,poorer,-34633,209,traditional - eastern cape,1,0,0,0,1,0,0,0,2.0,1.410708,-7.56314173048891e-05,-0.0,-0.0
0.705354,Black/African,poorer,-34633,209,traditional - eastern cape,1,0,0,0,1,0,0,0,2.0,1.410708,-7.56314173048891e-05,-0.0,-0.0
0.705354,Black/African,poorer,-50505,209,traditional - eastern cape,1,0,0,0,1,0,0,0,2.0,1.410708,-7.56314173048891e-05,-0.0,-0.0
0.705354,Black/African,poorer,-38249,209,traditional - eastern cape,1,0,0,0,1,0,0,0,2.0,1.410708,-7.56314173048891e-05,-0.0,-0.0
0.705354,Black/African,poorer,-44460,209,traditional - eastern cape,1,0,0,0,1,0,0,0,2.0,1.410708,-7.56314173048891e-05,-0.0,-0.0
0.705354,Black/African,poorer,-44460,209,traditional - eastern cape,1,0,0,0,1,0,0,0,2.0,1.410708,-7.56314173048891e-05,-0.0,-0.0
0.705354,Black/African,poorer,-44460,209,traditional - eastern cape,1,0,0,0,1,0,0,0,2.0,1.410708,-7.56314173048891e-05,-0.0,-0.0
0.705354,Black/African,poorer,-74642,209,traditional - eastern cape,1,0,0,0,1,0,0,0,2.0,1.410708,-7.56314173048891e-05,-0.0,-0.0
0.705354,Black/African,poorest,-89257,209,traditional - eastern cape,1,0,0,1,0,0,0,0,1.0,0.705354,-0.00017110707287586052,-0.0,-0.0
0.705354,Black/African,poorest,-96923,209,traditional - eastern cape,1,0,0,1,0,0,0,0,1.0,0.705354,-0.00017110707287586052,-0.0,-0.0
0.705354,Black/African,poorest,-96923,209,traditional - eastern cape,1,0,0,1,0,0,0,0,1.0,0.705354,-0.00017110707287586052,-0.0,-0.0
0.705354,Black/African,poorest,-96923,209,traditional - eastern cape,1,0,0,1,0,0,0,0,1.0,0.705354,-0.00017110707287586052,-0.0,-0.0
2.445241,Black/African,richest,148946,210,urban - gauteng,1,0,0,0,0,0,0,1,5.0,12.226205,0.0007307620287543968,0.0,0.0
2.445241,White,richest,153499,210,urban - gauteng,0,0,1,0,0,0,0,1,5.0,12.226205,0.0,0.0,0.0012052395308520608
2.445241,White,richest,153499,210,urban - gauteng,0,0,1,0,0,0,0,1,5.0,12.226205,0.0,0.0,0.0012052395308520608
2.445241,White,richest,177031,210,urban - gauteng,0,0,1,0,0,0,0,1,5.0,12.226205,0.0,0.0,0.0012052395308520608
1.503681,White,richest,132812,211,urban - western cape,0,0,1,0,0,0,0,1,5.0,7.5184050000000004,0.0,0.0,0.0007411522148496437
3.74618,Black/African,richer,67856,212,urban - gauteng,1,0,0,0,0,0,1,0,4.0,14.98472,0.0006124712979503821,0.0,-0.0
3.74618,Black/African,richer,67856,212,urban - gauteng,1,0,0,0,0,0,1,0,4.0,14.98472,0.0006124712979503821,0.0,-0.0
3.74618,Black/African,middle,7730,212,urban - gauteng,1,0,0,0,0,1,0,0,3.0,11.23854,0.0001053940128043964,-0.0,-0.0
3.74618,Black/African,middle,7730,212,urban - gauteng,1,0,0,0,0,1,0,0,3.0,11.23854,0.0001053940128043964,-0.0,-0.0
3.74618,Black/African,richer,70999,212,urban - gauteng,1,0,0,0,0,0,1,0,4.0,14.98472,0.0006124712979503821,0.0,-0.0
3.74618,Black/African,middle,34654,212,urban - gauteng,1,0,0,0,0,1,0,0,3.0,11.23854,0.0001053940128043964,-0.0,-0.0
3.74618,Black/African,middle,34654,212,urban - gauteng,1,0,0,0,0,1,0,0,3.0,11.23854,0.0001053940128043964,-0.0,-0.0
3.74618,Black/African,middle,38762,212,urban - gauteng,1,0,0,0,0,1,0,0,3.0,11.23854,0.0001053940128043964,-0.0,-0.0
3.74618,Black/African,richer,85935,212,urban - gauteng,1,0,0,0,0,0,1,0,4.0,14.98472,0.0006124712979503821,0.0,-0.0
3.74618,Black/African,middle,46130,212,urban - gauteng,1,0,0,0,0,1,0,0,3.0,11.23854,0.0001053940128043964,-0.0,-0.0
3.74618,Black/African,middle,46130,212,urban - gauteng,1,0,0,0,0,1,0,0,3.0,11.23854,0.0001053940128043964,-0.0,-0.0
0.507346,Black/African,poorer,-26609,213,farms - north west,1,0,0,0,1,0,0,0,2.0,1.014692,-5.440005592080893e-05,-0.0,-0.0
0.507346,Black/African,poorest,-201839,213,farms - north west,1,0,0,1,0,0,0,0,1.0,0.507346,-0.0001230736467011973,-0.0,-0.0
0.507346,Black/African,poorest,-181359,213,farms - north west,1,0,0,1,0,0,0,0,1.0,0.507346,-0.0001230736467011973,-0.0,-0.0
0.507346,Black/African,poorest,-214249,213,farms - north west,1,0,0,1,0,0,0,0,1.0,0.507346,-0.0001230736467011973,-0.0,-0.0
0.463571,Black/African,middle,22197,214,urban - free state,1,0,0,0,0,1,0,0,3.0,1.390713,1.3041980873782587e-05,-0.0,-0.0
0.463571,Black/African,richer,66694,214,urban - free state,1,0,0,0,0,0,1,0,4.0,1.854284,7.579025355486298e-05,0.0,-0.0
0.463571,Black/African,richest,119188,214,urban - free state,1,0,0,0,0,0,0,1,5.0,2.317855,0.0001385385262359434,0.0,0.0
0.463571,Black/African,poorest,-220908,214,urban - free state,1,0,0,1,0,0,0,0,1.0,0.463571,-0.00011245456448837822,-0.0,-0.0
0.463571,Black/African,poorest,-220908,214,urban - free state,1,0,0,1,0,0,0,0,1.0,0.463571,-0.00011245456448837822,-0.0,-0.0
0.463571,Black/African,poorest,-118429,214,urban - free state,1,0,0,1,0,0,0,0,1.0,0.463571,-0.00011245456448837822,-0.0,-0.0
0.463571,Black/African,middle,45351,214,urban - free state,1,0,0,0,0,1,0,0,3.0,1.390713,1.3041980873782587e-05,-0.0,-0.0
0.463571,Black/African,richer,92759,214,urban - free state,1,0,0,0,0,0,1,0,4.0,1.854284,7.579025355486298e-05,0.0,-0.0
0.463571,Black/African,poorest,-193673,214,urban - free state,1,0,0,1,0,0,0,0,1.0,0.463571,-0.00011245456448837822,-0.0,-0.0
0.463571,Black/African,poorest,-164639,214,urban - free state,1,0,0,1,0,0,0,0,1.0,0.463571,-0.00011245456448837822,-0.0,-0.0
0.463571,Black/African,richer,91881,214,urban - free state,1,0,0,0,0,0,1,0,4.0,1.854284,7.579025355486298e-05,0.0,-0.0
0.463571,Black/African,poorest,-166277,214,urban - free state,1,0,0,1,0,0,0,0,1.0,0.463571,-0.00011245456448837822,-0.0,-0.0
0.463571,Black/African,middle,44252,214,urban - free state,1,0,0,0,0,1,0,0,3.0,1.390713,1.3041980873782587e-05,-0.0,-0.0
1.859283,White,richest,166935,215,urban - western cape,0,0,1,0,0,0,0,1,5.0,9.296415,0.0,0.0,0.0009164255673126747
1.859283,White,richest,148670,215,urban - western cape,0,0,1,0,0,0,0,1,5.0,9.296415,0.0,0.0,0.0009164255673126747
1.859283,White,richest,158836,215,urban - western cape,0,0,1,0,0,0,0,1,5.0,9.296415,0.0,0.0,0.0009164255673126747
0.841321,Black/African,poorest,-159170,216,traditional - eastern cape,1,0,0,1,0,0,0,0,1.0,0.841321,-0.00020409039100790786,-0.0,-0.0
0.841321,Black/African,poorest,-151876,216,traditional - eastern cape,1,0,0,1,0,0,0,0,1.0,0.841321,-0.00020409039100790786,-0.0,-0.0
0.841321,Black/African,middle,-269,216,traditional - eastern cape,1,0,0,0,0,1,0,0,3.0,2.523963,2.3669496993365932e-05,-0.0,-0.0
0.841321,Black/African,poorest,-150328,216,traditional - eastern cape,1,0,0,1,0,0,0,0,1.0,0.841321,-0.00020409039100790786,-0.0,-0.0
0.841321,Black/African,poorest,-150328,216,traditional - eastern cape,1,0,0,1,0,0,0,0,1.0,0.841321,-0.00020409039100790786,-0.0,-0.0
0.841321,Black/African,middle,13262,216,traditional - eastern cape,1,0,0,0,0,1,0,0,3.0,2.523963,2.3669496993365932e-05,-0.0,-0.0
0.841321,Black/African,middle,13262,216,traditional - eastern cape,1,0,0,0,0,1,0,0,3.0,2.523963,2.3669496993365932e-05,-0.0,-0.0
0.841321,Black/African,middle,13262,216,traditional - eastern cape,1,0,0,0,0,1,0,0,3.0,2.523963,2.3669496993365932e-05,-0.0,-0.0
0.841321,Black/African,poorest,-220738,216,traditional - eastern cape,1,0,0,1,0,0,0,0,1.0,0.841321,-0.00020409039100790786,-0.0,-0.0
0.841321,Black/African,poorest,-203702,216,traditional - eastern cape,1,0,0,1,0,0,0,0,1.0,0.841321,-0.00020409039100790786,-0.0,-0.0
0.841321,Black/African,poorest,-154891,216,traditional - eastern cape,1,0,0,1,0,0,0,0,1.0,0.841321,-0.00020409039100790786,-0.0,-0.0
0.841321,Black/African,poorest,-248745,216,traditional - eastern cape,1,0,0,1,0,0,0,0,1.0,0.841321,-0.00020409039100790786,-0.0,-0.0
0.841321,Black/African,poorest,-105271,216,traditional - eastern cape,1,0,0,1,0,0,0,0,1.0,0.841321,-0.00020409039100790786,-0.0,-0.0
0.841321,Black/African,poorest,-137316,216,traditional - eastern cape,1,0,0,1,0,0,0,0,1.0,0.841321,-0.00020409039100790786,-0.0,-0.0
0.953109,Black/African,poorest,-267863,217,traditional - eastern cape,1,0,0,1,0,0,0,0,1.0,0.953109,-0.00023120828849292486,-0.0,-0.0
0.953109,Black/African,poorest,-201504,217,traditional - eastern cape,1,0,0,1,0,0,0,0,1.0,0.953109,-0.00023120828849292486,-0.0,-0.0
0.953109,Black/African,poorest,-227765,217,traditional - eastern cape,1,0,0,1,0,0,0,0,1.0,0.953109,-0.00023120828849292486,-0.0,-0.0
0.953109,Black/African,poorest,-171982,217,traditional - eastern cape,1,0,0,1,0,0,0,0,1.0,0.953109,-0.00023120828849292486,-0.0,-0.0
0.953109,Black/African,poorest,-219335,217,traditional - eastern cape,1,0,0,1,0,0,0,0,1.0,0.953109,-0.00023120828849292486,-0.0,-0.0
0.953109,Black/African,poorest,-242370,217,traditional - eastern cape,1,0,0,1,0,0,0,0,1.0,0.953109,-0.00023120828849292486,-0.0,-0.0
0.953109,Black/African,poorest,-169286,217,traditional - eastern cape,1,0,0,1,0,0,0,0,1.0,0.953109,-0.00023120828849292486,-0.0,-0.0
0.953109,Black/African,poorest,-169286,217,traditional - eastern cape,1,0,0,1,0,0,0,0,1.0,0.953109,-0.00023120828849292486,-0.0,-0.0
0.953109,Black/African,poorest,-235206,217,traditional - eastern cape,1,0,0,1,0,0,0,0,1.0,0.953109,-0.00023120828849292486,-0.0,-0.0
0.646816,Black/African,poorest,-190295,218,farms - north west,1,0,0,1,0,0,0,0,1.0,0.646816,-0.00015690673399353032,-0.0,-0.0
0.646816,Black/African,poorest,-190295,218,farms - north west,1,0,0,1,0,0,0,0,1.0,0.646816,-0.00015690673399353032,-0.0,-0.0
0.646816,Black/African,poorest,-118251,218,farms - north west,1,0,0,1,0,0,0,0,1.0,0.646816,-0.00015690673399353032,-0.0,-0.0
0.646816,Black/African,poorest,-176619,218,farms - north west,1,0,0,1,0,0,0,0,1.0,0.646816,-0.00015690673399353032,-0.0,-0.0
0.646816,Black/African,poorest,-162480,218,farms - north west,1,0,0,1,0,0,0,0,1.0,0.646816,-0.00015690673399353032,-0.0,-0.0
0.559767,Black/African,middle,44377,219,urban - free state,1,0,0,0,0,1,0,0,3.0,1.6793010000000002,1.5748333066077596e-05,-0.0,-0.0
0.559767,Black/African,richer,73507,219,urban - free state,1,0,0,0,0,0,1,0,4.0,2.239068,9.151755148972862e-05,0.0,-0.0
0.559767,Black/African,richer,98362,219,urban - free state,1,0,0,0,0,0,1,0,4.0,2.239068,9.151755148972862e-05,0.0,-0.0
0.559767,Black/African,middle,34875,219,urban - free state,1,0,0,0,0,1,0,0,3.0,1.6793010000000002,1.5748333066077596e-05,-0.0,-0.0
0.559767,Black/African,middle,34875,219,urban - free state,1,0,0,0,0,1,0,0,3.0,1.6793010000000002,1.5748333066077596e-05,-0.0,-0.0
0.559767,Black/African,middle,34875,219,urban - free state,1,0,0,0,0,1,0,0,3.0,1.6793010000000002,1.5748333066077596e-05,-0.0,-0.0
0.559767,Black/African,richer,89908,219,urban - free state,1,0,0,0,0,0,1,0,4.0,2.239068,9.151755148972862e-05,0.0,-0.0
0.559767,Black/African,richer,89908,219,urban - free state,1,0,0,0,0,0,1,0,4.0,2.239068,9.151755148972862e-05,0.0,-0.0
0.559767,Black/African,richest,114452,219,urban - free state,1,0,0,0,0,0,0,1,5.0,2.798835,0.00016728676991337966,0.0,0.0
0.559767,Black/African,richer,62406,219,urban - free state,1,0,0,0,0,0,1,0,4.0,2.239068,9.151755148972862e-05,0.0,-0.0
0.559767,Black/African,richer,99285,219,urban - free state,1,0,0,0,0,0,1,0,4.0,2.239068,9.151755148972862e-05,0.0,-0.0
0.559767,Black/African,richer,96679,219,urban - free state,1,0,0,0,0,0,1,0,4.0,2.239068,9.151755148972862e-05,0.0,-0.0
0.559767,Black/African,richer,63691,219,urban - free state,1,0,0,0,0,0,1,0,4.0,2.239068,9.151755148972862e-05,0.0,-0.0
0.559767,Black/African,richer,63691,219,urban - free state,1,0,0,0,0,0,1,0,4.0,2.239068,9.151755148972862e-05,0.0,-0.0
0.559767,Black/African,richest,133653,219,urban - free state,1,0,0,0,0,0,0,1,5.0,2.798835,0.00016728676991337966,0.0,0.0
