sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Diola,ethnicity_Mandinka,ethnicity_Poular,ethnicity_Serer,ethnicity_Soninke,ethnicity_Wolof,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2,IF_3,IF_4,IF_5
1.44958,Wolof,richer,112922,1,1,0,0,0,0,0,1,0,0,0,1,0,4.0,5.79832,0.0,0.0,0.0,0.0,0.00012107758867286007,0.0
1.44958,Wolof,richer,112922,1,1,0,0,0,0,0,1,0,0,0,1,0,4.0,5.79832,0.0,0.0,0.0,0.0,0.00012107758867286007,0.0
1.44958,Poular,richest,121004,1,1,0,0,1,0,0,0,0,0,0,0,1,5.0,7.2479000000000005,0.0,0.0006318480133726258,0.0,0.0,0.0,0.0
1.44958,Soninke,richest,121004,1,1,0,0,0,0,1,0,0,0,0,0,1,5.0,7.2479000000000005,0.0,0.0,0.0,0.0,0.0,0.007602746421469552
1.44958,Wolof,richer,109154,1,1,0,0,0,0,0,1,0,0,0,1,0,4.0,5.79832,0.0,0.0,0.0,0.0,0.00012107758867286007,0.0
1.44958,Serer,richest,137154,1,1,0,0,0,1,0,0,0,0,0,0,1,5.0,7.2479000000000005,0.0,0.0,0.0010570033208028456,0.0,0.0,0.0
1.44958,Serer,middle,-1071,1,1,0,0,0,1,0,0,0,0,1,0,0,3.0,4.34874,0.0,0.0,-0.00010388998766314697,-0.0,-0.0,-0.0
1.44958,Serer,middle,-1071,1,1,0,0,0,1,0,0,0,0,1,0,0,3.0,4.34874,0.0,0.0,-0.00010388998766314697,-0.0,-0.0,-0.0
1.44958,Wolof,middle,-1071,1,1,0,0,0,0,0,1,0,0,1,0,0,3.0,4.34874,0.0,0.0,-0.0,-0.0,-0.00010119677640284189,-0.0
1.44958,Diola,richer,108505,1,1,1,0,0,0,0,0,0,0,0,1,0,4.0,5.79832,0.0,0.0,0.0,0.0014980807533443183,0.0,0.0
1.44958,Wolof,richest,173035,1,1,0,0,0,0,0,1,0,0,0,0,1,5.0,7.2479000000000005,0.0,0.0,0.0,0.0,0.00034335195374856205,0.0
1.44958,Serer,richest,173035,1,1,0,0,0,1,0,0,0,0,0,0,1,5.0,7.2479000000000005,0.0,0.0,0.0010570033208028456,0.0,0.0,0.0
1.44958,Poular,richest,150650,1,1,0,0,1,0,0,0,0,0,0,0,1,5.0,7.2479000000000005,0.0,0.0006318480133726258,0.0,0.0,0.0,0.0
1.44958,Poular,richest,121641,1,1,0,0,1,0,0,0,0,0,0,0,1,5.0,7.2479000000000005,0.0,0.0006318480133726258,0.0,0.0,0.0,0.0
1.44958,Serer,richest,121641,1,1,0,0,0,1,0,0,0,0,0,0,1,5.0,7.2479000000000005,0.0,0.0,0.0010570033208028456,0.0,0.0,0.0
1.44958,Poular,richest,150924,1,1,0,0,1,0,0,0,0,0,0,0,1,5.0,7.2479000000000005,0.0,0.0006318480133726258,0.0,0.0,0.0,0.0
1.44958,Poular,richest,136404,1,1,0,0,1,0,0,0,0,0,0,0,1,5.0,7.2479000000000005,0.0,0.0006318480133726258,0.0,0.0,0.0,0.0
1.44958,Poular,richest,136404,1,1,0,0,1,0,0,0,0,0,0,0,1,5.0,7.2479000000000005,0.0,0.0006318480133726258,0.0,0.0,0.0,0.0
1.44958,Poular,richest,136404,1,1,0,0,1,0,0,0,0,0,0,0,1,5.0,7.2479000000000005,0.0,0.0006318480133726258,0.0,0.0,0.0,0.0
1.44958,Poular,richest,136404,1,1,0,0,1,0,0,0,0,0,0,0,1,5.0,7.2479000000000005,0.0,0.0006318480133726258,0.0,0.0,0.0,0.0
4.15686,Poular,richest,231810,2,1,0,0,1,0,0,0,0,0,0,0,1,5.0,20.7843,0.0,0.0018119067128879627,0.0,0.0,0.0,0.0
4.15686,Poular,richest,123214,2,1,0,0,1,0,0,0,0,0,0,0,1,5.0,20.7843,0.0,0.0018119067128879627,0.0,0.0,0.0,0.0
4.15686,Wolof,richest,123214,2,1,0,0,0,0,0,1,0,0,0,0,1,5.0,20.7843,0.0,0.0,0.0,0.0,0.0009846065773943125,0.0
4.15686,Wolof,richest,123214,2,1,0,0,0,0,0,1,0,0,0,0,1,5.0,20.7843,0.0,0.0,0.0,0.0,0.0009846065773943125,0.0
4.15686,Diola,richest,123214,2,1,1,0,0,0,0,0,0,0,0,0,1,5.0,20.7843,0.0,0.0,0.0,0.010687919775125624,0.0,0.0
4.15686,Serer,richest,172440,2,1,0,0,0,1,0,0,0,0,0,0,1,5.0,20.7843,0.0,0.0,0.0030310950924492034,0.0,0.0,0.0
4.15686,Wolof,richest,131471,2,1,0,0,0,0,0,1,0,0,0,0,1,5.0,20.7843,0.0,0.0,0.0,0.0,0.0009846065773943125,0.0
4.15686,Diola,richest,131471,2,1,1,0,0,0,0,0,0,0,0,0,1,5.0,20.7843,0.0,0.0,0.0,0.010687919775125624,0.0,0.0
4.15686,Serer,richest,170204,2,1,0,0,0,1,0,0,0,0,0,0,1,5.0,20.7843,0.0,0.0,0.0030310950924492034,0.0,0.0,0.0
4.15686,Wolof,richest,172479,2,1,0,0,0,0,0,1,0,0,0,0,1,5.0,20.7843,0.0,0.0,0.0,0.0,0.0009846065773943125,0.0
4.15686,Wolof,richest,172479,2,1,0,0,0,0,0,1,0,0,0,0,1,5.0,20.7843,0.0,0.0,0.0,0.0,0.0009846065773943125,0.0
4.15686,Serer,richest,172479,2,1,0,0,0,1,0,0,0,0,0,0,1,5.0,20.7843,0.0,0.0,0.0030310950924492034,0.0,0.0,0.0
4.15686,Diola,richest,168126,2,1,1,0,0,0,0,0,0,0,0,0,1,5.0,20.7843,0.0,0.0,0.0,0.010687919775125624,0.0,0.0
4.15686,Wolof,richest,143448,2,1,0,0,0,0,0,1,0,0,0,0,1,5.0,20.7843,0.0,0.0,0.0,0.0,0.0009846065773943125,0.0
4.15686,Wolof,richest,143448,2,1,0,0,0,0,0,1,0,0,0,0,1,5.0,20.7843,0.0,0.0,0.0,0.0,0.0009846065773943125,0.0
4.15686,Serer,richest,132981,2,1,0,0,0,1,0,0,0,0,0,0,1,5.0,20.7843,0.0,0.0,0.0030310950924492034,0.0,0.0,0.0
4.15686,Wolof,richest,159290,2,1,0,0,0,0,0,1,0,0,0,0,1,5.0,20.7843,0.0,0.0,0.0,0.0,0.0009846065773943125,0.0
4.15686,Diola,richest,138785,2,1,1,0,0,0,0,0,0,0,0,0,1,5.0,20.7843,0.0,0.0,0.0,0.010687919775125624,0.0,0.0
4.15686,Poular,richest,147131,2,1,0,0,1,0,0,0,0,0,0,0,1,5.0,20.7843,0.0,0.0018119067128879627,0.0,0.0,0.0,0.0
4.15686,Poular,richest,147131,2,1,0,0,1,0,0,0,0,0,0,0,1,5.0,20.7843,0.0,0.0018119067128879627,0.0,0.0,0.0,0.0
4.15686,Poular,richest,147131,2,1,0,0,1,0,0,0,0,0,0,0,1,5.0,20.7843,0.0,0.0018119067128879627,0.0,0.0,0.0,0.0
4.15686,Poular,richest,147131,2,1,0,0,1,0,0,0,0,0,0,0,1,5.0,20.7843,0.0,0.0018119067128879627,0.0,0.0,0.0,0.0
4.15686,Poular,richest,147131,2,1,0,0,1,0,0,0,0,0,0,0,1,5.0,20.7843,0.0,0.0018119067128879627,0.0,0.0,0.0,0.0
4.15686,Poular,richest,147131,2,1,0,0,1,0,0,0,0,0,0,0,1,5.0,20.7843,0.0,0.0018119067128879627,0.0,0.0,0.0,0.0
1.582289,Serer,richer,110530,3,1,0,0,0,1,0,0,0,0,0,1,0,4.0,6.329156,0.0,0.0,0.0005201854132853242,0.0,0.0,0.0
1.582289,Diola,richest,212719,3,1,1,0,0,0,0,0,0,0,0,0,1,5.0,7.9114450000000005,0.0,0.0,0.0,0.004068305859005054,0.0,0.0
1.582289,Poular,richer,109139,3,1,0,0,1,0,0,0,0,0,0,1,0,4.0,6.329156,0.0,0.00037928059663692277,0.0,0.0,0.0,0.0
1.582289,Wolof,richer,109139,3,1,0,0,0,0,0,1,0,0,0,1,0,4.0,6.329156,0.0,0.0,0.0,0.0,0.00013216223782308744,0.0
1.582289,Diola,richer,109139,3,1,1,0,0,0,0,0,0,0,0,1,0,4.0,6.329156,0.0,0.0,0.0,0.0016352299956735247,0.0,0.0
1.582289,Serer,richer,104302,3,1,0,0,0,1,0,0,0,0,0,1,0,4.0,6.329156,0.0,0.0,0.0005201854132853242,0.0,0.0,0.0
1.582289,Wolof,richer,91586,3,1,0,0,0,0,0,1,0,0,0,1,0,4.0,6.329156,0.0,0.0,0.0,0.0,0.00013216223782308744,0.0
1.582289,Wolof,richer,91586,3,1,0,0,0,0,0,1,0,0,0,1,0,4.0,6.329156,0.0,0.0,0.0,0.0,0.00013216223782308744,0.0
1.582289,Serer,richer,107314,3,1,0,0,0,1,0,0,0,0,0,1,0,4.0,6.329156,0.0,0.0,0.0005201854132853242,0.0,0.0,0.0
1.582289,Wolof,richest,202059,3,1,0,0,0,0,0,1,0,0,0,0,1,5.0,7.9114450000000005,0.0,0.0,0.0,0.0,0.000374785813507953,0.0
1.582289,Wolof,richest,202059,3,1,0,0,0,0,0,1,0,0,0,0,1,5.0,7.9114450000000005,0.0,0.0,0.0,0.0,0.000374785813507953,0.0
1.582289,Wolof,richest,202059,3,1,0,0,0,0,0,1,0,0,0,0,1,5.0,7.9114450000000005,0.0,0.0,0.0,0.0,0.000374785813507953,0.0
2.758118,Wolof,richest,174084,4,1,0,0,0,0,0,1,0,0,0,0,1,5.0,13.79059,0.0,0.0,0.0,0.0,0.0006532962678631579,0.0
2.758118,Poular,richest,126608,4,1,0,0,1,0,0,0,0,0,0,0,1,5.0,13.79059,0.0,0.001202218145219498,0.0,0.0,0.0,0.0
2.758118,Poular,richest,126608,4,1,0,0,1,0,0,0,0,0,0,0,1,5.0,13.79059,0.0,0.001202218145219498,0.0,0.0,0.0,0.0
2.758118,Poular,richer,92480,4,1,0,0,1,0,0,0,0,0,0,1,0,4.0,11.032472,0.0,0.0006611312096810608,0.0,0.0,0.0,0.0
2.758118,Poular,richer,67365,4,1,0,0,1,0,0,0,0,0,0,1,0,4.0,11.032472,0.0,0.0006611312096810608,0.0,0.0,0.0,0.0
2.758118,Serer,middle,27358,4,1,0,0,0,1,0,0,0,0,1,0,0,3.0,8.274354,0.0,0.0,-0.0001976716324683726,-0.0,-0.0,-0.0
2.758118,Wolof,richest,161363,4,1,0,0,0,0,0,1,0,0,0,0,1,5.0,13.79059,0.0,0.0,0.0,0.0,0.0006532962678631579,0.0
2.758118,Poular,richest,161363,4,1,0,0,1,0,0,0,0,0,0,0,1,5.0,13.79059,0.0,0.001202218145219498,0.0,0.0,0.0,0.0
2.758118,Poular,richest,161363,4,1,0,0,1,0,0,0,0,0,0,0,1,5.0,13.79059,0.0,0.001202218145219498,0.0,0.0,0.0,0.0
2.758118,Poular,richest,161363,4,1,0,0,1,0,0,0,0,0,0,0,1,5.0,13.79059,0.0,0.001202218145219498,0.0,0.0,0.0,0.0
2.758118,Diola,richest,162144,4,1,1,0,0,0,0,0,0,0,0,0,1,5.0,13.79059,0.0,0.0,0.0,0.0070915411907858175,0.0,0.0
2.758118,Serer,richest,132153,4,1,0,0,0,1,0,0,0,0,0,0,1,5.0,13.79059,0.0,0.0,0.0020111617745595983,0.0,0.0,0.0
2.758118,Poular,richest,235722,4,1,0,0,1,0,0,0,0,0,0,0,1,5.0,13.79059,0.0,0.001202218145219498,0.0,0.0,0.0,0.0
2.758118,Poular,richest,130037,4,1,0,0,1,0,0,0,0,0,0,0,1,5.0,13.79059,0.0,0.001202218145219498,0.0,0.0,0.0,0.0
2.758118,Poular,richest,130037,4,1,0,0,1,0,0,0,0,0,0,0,1,5.0,13.79059,0.0,0.001202218145219498,0.0,0.0,0.0,0.0
1.571669,Soninke,richest,168851,5,1,0,0,0,0,1,0,0,0,0,0,1,5.0,7.858345,0.0,0.0,0.0,0.0,0.0,0.008243077902209349
1.571669,Diola,richest,181700,5,1,1,0,0,0,0,0,0,0,0,0,1,5.0,7.858345,0.0,0.0,0.0,0.00404100022253622,0.0,0.0
1.571669,Wolof,richest,181700,5,1,0,0,0,0,0,1,0,0,0,0,1,5.0,7.858345,0.0,0.0,0.0,0.0,0.0003722703278163666,0.0
1.571669,Poular,richest,120334,5,1,0,0,1,0,0,0,0,0,0,0,1,5.0,7.858345,0.0,0.0006850645947994186,0.0,0.0,0.0,0.0
1.571669,Serer,richer,111104,5,1,0,0,0,1,0,0,0,0,0,1,0,4.0,6.286676,0.0,0.0,0.0005166940352317005,0.0,0.0,0.0
1.571669,Poular,richer,93743,5,1,0,0,1,0,0,0,0,0,0,1,0,4.0,6.286676,0.0,0.0003767349428806974,0.0,0.0,0.0,0.0
1.571669,Serer,richest,122563,5,1,0,0,0,1,0,0,0,0,0,0,1,5.0,7.858345,0.0,0.0,0.0011460280579222168,0.0,0.0,0.0
1.571669,Poular,richer,93625,5,1,0,0,1,0,0,0,0,0,0,1,0,4.0,6.286676,0.0,0.0003767349428806974,0.0,0.0,0.0,0.0
1.571669,Wolof,richest,123569,5,1,0,0,0,0,0,1,0,0,0,0,1,5.0,7.858345,0.0,0.0,0.0,0.0,0.0003722703278163666,0.0
1.571669,Wolof,richest,123569,5,1,0,0,0,0,0,1,0,0,0,0,1,5.0,7.858345,0.0,0.0,0.0,0.0,0.0003722703278163666,0.0
1.814358,Poular,richer,92714,6,1,0,0,1,0,0,0,0,0,0,1,0,4.0,7.257432,0.0,0.0004349084046928051,0.0,0.0,0.0,0.0
1.814358,Soninke,richest,133943,6,1,0,0,0,0,1,0,0,0,0,0,1,5.0,9.07179,0.0,0.0,0.0,0.0,0.0,0.009515931367544151
1.814358,Soninke,richest,133943,6,1,0,0,0,0,1,0,0,0,0,0,1,5.0,9.07179,0.0,0.0,0.0,0.0,0.0,0.009515931367544151
1.814358,Soninke,richest,133943,6,1,0,0,0,0,1,0,0,0,0,0,1,5.0,9.07179,0.0,0.0,0.0,0.0,0.0,0.009515931367544151
1.814358,Soninke,richest,133943,6,1,0,0,0,0,1,0,0,0,0,0,1,5.0,9.07179,0.0,0.0,0.0,0.0,0.0,0.009515931367544151
1.814358,Wolof,richer,91731,6,1,0,0,0,0,0,1,0,0,0,1,0,4.0,7.257432,0.0,0.0,0.0,0.0,0.00015154602824908803,0.0
1.814358,Wolof,richer,91731,6,1,0,0,0,0,0,1,0,0,0,1,0,4.0,7.257432,0.0,0.0,0.0,0.0,0.00015154602824908803,0.0
1.814358,Wolof,richer,91731,6,1,0,0,0,0,0,1,0,0,0,1,0,4.0,7.257432,0.0,0.0,0.0,0.0,0.00015154602824908803,0.0
1.814358,Wolof,richer,91731,6,1,0,0,0,0,0,1,0,0,0,1,0,4.0,7.257432,0.0,0.0,0.0,0.0,0.00015154602824908803,0.0
1.814358,Wolof,richer,91731,6,1,0,0,0,0,0,1,0,0,0,1,0,4.0,7.257432,0.0,0.0,0.0,0.0,0.00015154602824908803,0.0
1.814358,Serer,richest,138839,6,1,0,0,0,1,0,0,0,0,0,0,1,5.0,9.07179,0.0,0.0,0.0013229917846032707,0.0,0.0,0.0
1.814358,Wolof,richest,143507,6,1,0,0,0,0,0,1,0,0,0,0,1,5.0,9.07179,0.0,0.0,0.0,0.0,0.00042975438685642284,0.0
1.814358,Wolof,richest,143507,6,1,0,0,0,0,0,1,0,0,0,0,1,5.0,9.07179,0.0,0.0,0.0,0.0,0.00042975438685642284,0.0
1.814358,Poular,richer,94028,6,1,0,0,1,0,0,0,0,0,0,1,0,4.0,7.257432,0.0,0.0004349084046928051,0.0,0.0,0.0,0.0
1.814358,Serer,middle,28329,6,1,0,0,0,1,0,0,0,0,1,0,0,3.0,5.443073999999999,0.0,0.0,-0.0001300332718694601,-0.0,-0.0,-0.0
1.814358,Serer,middle,28329,6,1,0,0,0,1,0,0,0,0,1,0,0,3.0,5.443073999999999,0.0,0.0,-0.0001300332718694601,-0.0,-0.0,-0.0
1.814358,Serer,middle,28329,6,1,0,0,0,1,0,0,0,0,1,0,0,3.0,5.443073999999999,0.0,0.0,-0.0001300332718694601,-0.0,-0.0,-0.0
1.814358,Wolof,richer,114992,6,1,0,0,0,0,0,1,0,0,0,1,0,4.0,7.257432,0.0,0.0,0.0,0.0,0.00015154602824908803,0.0
1.814358,Wolof,richer,114992,6,1,0,0,0,0,0,1,0,0,0,1,0,4.0,7.257432,0.0,0.0,0.0,0.0,0.00015154602824908803,0.0
1.814358,Poular,richer,114992,6,1,0,0,1,0,0,0,0,0,0,1,0,4.0,7.257432,0.0,0.0004349084046928051,0.0,0.0,0.0,0.0
1.814358,Wolof,richer,114992,6,1,0,0,0,0,0,1,0,0,0,1,0,4.0,7.257432,0.0,0.0,0.0,0.0,0.00015154602824908803,0.0
1.814358,Wolof,richer,114992,6,1,0,0,0,0,0,1,0,0,0,1,0,4.0,7.257432,0.0,0.0,0.0,0.0,0.00015154602824908803,0.0
1.814358,Serer,richer,114992,6,1,0,0,0,1,0,0,0,0,0,1,0,4.0,7.257432,0.0,0.0,0.0005964792563669053,0.0,0.0,0.0
1.814358,Wolof,richer,114992,6,1,0,0,0,0,0,1,0,0,0,1,0,4.0,7.257432,0.0,0.0,0.0,0.0,0.00015154602824908803,0.0
1.814358,Wolof,richer,114992,6,1,0,0,0,0,0,1,0,0,0,1,0,4.0,7.257432,0.0,0.0,0.0,0.0,0.00015154602824908803,0.0
1.814358,Poular,richer,114992,6,1,0,0,1,0,0,0,0,0,0,1,0,4.0,7.257432,0.0,0.0004349084046928051,0.0,0.0,0.0,0.0
1.814358,Serer,richest,140248,6,1,0,0,0,1,0,0,0,0,0,0,1,5.0,9.07179,0.0,0.0,0.0013229917846032707,0.0,0.0,0.0
1.814358,Serer,richest,140248,6,1,0,0,0,1,0,0,0,0,0,0,1,5.0,9.07179,0.0,0.0,0.0013229917846032707,0.0,0.0,0.0
1.814358,Poular,richest,153894,6,1,0,0,1,0,0,0,0,0,0,0,1,5.0,9.07179,0.0,0.000790848727111805,0.0,0.0,0.0,0.0
1.814358,Serer,richest,136254,6,1,0,0,0,1,0,0,0,0,0,0,1,5.0,9.07179,0.0,0.0,0.0013229917846032707,0.0,0.0,0.0
1.814358,Serer,richest,136254,6,1,0,0,0,1,0,0,0,0,0,0,1,5.0,9.07179,0.0,0.0,0.0013229917846032707,0.0,0.0,0.0
1.814358,Serer,richest,136254,6,1,0,0,0,1,0,0,0,0,0,0,1,5.0,9.07179,0.0,0.0,0.0013229917846032707,0.0,0.0,0.0
1.814358,Wolof,richer,102055,6,1,0,0,0,0,0,1,0,0,0,1,0,4.0,7.257432,0.0,0.0,0.0,0.0,0.00015154602824908803,0.0
1.814358,Poular,richer,102055,6,1,0,0,1,0,0,0,0,0,0,1,0,4.0,7.257432,0.0,0.0004349084046928051,0.0,0.0,0.0,0.0
1.814358,Poular,richer,102055,6,1,0,0,1,0,0,0,0,0,0,1,0,4.0,7.257432,0.0,0.0004349084046928051,0.0,0.0,0.0,0.0
1.814358,Poular,richer,102055,6,1,0,0,1,0,0,0,0,0,0,1,0,4.0,7.257432,0.0,0.0004349084046928051,0.0,0.0,0.0,0.0
1.814358,Wolof,richer,102055,6,1,0,0,0,0,0,1,0,0,0,1,0,4.0,7.257432,0.0,0.0,0.0,0.0,0.00015154602824908803,0.0
1.814358,Wolof,richer,80971,6,1,0,0,0,0,0,1,0,0,0,1,0,4.0,7.257432,0.0,0.0,0.0,0.0,0.00015154602824908803,0.0
1.814358,Serer,richer,80971,6,1,0,0,0,1,0,0,0,0,0,1,0,4.0,7.257432,0.0,0.0,0.0005964792563669053,0.0,0.0,0.0
1.814358,Wolof,richer,80971,6,1,0,0,0,0,0,1,0,0,0,1,0,4.0,7.257432,0.0,0.0,0.0,0.0,0.00015154602824908803,0.0
2.024649,Mandinka,middle,65070,7,1,0,1,0,0,0,0,0,0,1,0,0,3.0,6.073947,0.000628217944824159,0.0,-0.0,-0.0,-0.0,-0.0
2.024649,Mandinka,middle,65070,7,1,0,1,0,0,0,0,0,0,1,0,0,3.0,6.073947,0.000628217944824159,0.0,-0.0,-0.0,-0.0,-0.0
2.024649,Mandinka,middle,65070,7,1,0,1,0,0,0,0,0,0,1,0,0,3.0,6.073947,0.000628217944824159,0.0,-0.0,-0.0,-0.0,-0.0
2.024649,Mandinka,middle,65070,7,1,0,1,0,0,0,0,0,0,1,0,0,3.0,6.073947,0.000628217944824159,0.0,-0.0,-0.0,-0.0,-0.0
2.024649,Wolof,richest,134241,7,1,0,0,0,0,0,1,0,0,0,0,1,5.0,10.123245,0.0,0.0,0.0,0.0,0.00047956455649572453,0.0
2.024649,Wolof,richest,134241,7,1,0,0,0,0,0,1,0,0,0,0,1,5.0,10.123245,0.0,0.0,0.0,0.0,0.00047956455649572453,0.0
2.024649,Wolof,richest,134241,7,1,0,0,0,0,0,1,0,0,0,0,1,5.0,10.123245,0.0,0.0,0.0,0.0,0.00047956455649572453,0.0
2.024649,Wolof,richest,134241,7,1,0,0,0,0,0,1,0,0,0,0,1,5.0,10.123245,0.0,0.0,0.0,0.0,0.00047956455649572453,0.0
2.024649,Poular,richest,134241,7,1,0,0,1,0,0,0,0,0,0,0,1,5.0,10.123245,0.0,0.0008825111055801498,0.0,0.0,0.0,0.0
2.024649,Poular,richest,118965,7,1,0,0,1,0,0,0,0,0,0,0,1,5.0,10.123245,0.0,0.0008825111055801498,0.0,0.0,0.0,0.0
2.024649,Poular,richer,109004,7,1,0,0,1,0,0,0,0,0,0,1,0,4.0,8.098596,0.0,0.0004853159446222208,0.0,0.0,0.0,0.0
2.024649,Wolof,richer,93994,7,1,0,0,0,0,0,1,0,0,0,1,0,4.0,8.098596,0.0,0.0,0.0,0.0,0.00016911078990391524,0.0
2.024649,Poular,richest,135385,7,1,0,0,1,0,0,0,0,0,0,0,1,5.0,10.123245,0.0,0.0008825111055801498,0.0,0.0,0.0,0.0
2.024649,Poular,richest,135385,7,1,0,0,1,0,0,0,0,0,0,0,1,5.0,10.123245,0.0,0.0008825111055801498,0.0,0.0,0.0,0.0
2.024649,Wolof,richest,128361,7,1,0,0,0,0,0,1,0,0,0,0,1,5.0,10.123245,0.0,0.0,0.0,0.0,0.00047956455649572453,0.0
2.024649,Serer,richest,166301,7,1,0,0,0,1,0,0,0,0,0,0,1,5.0,10.123245,0.0,0.0,0.0014763315694616098,0.0,0.0,0.0
2.024649,Poular,middle,65608,7,1,0,0,1,0,0,0,0,0,1,0,0,3.0,6.073947,0.0,8.812078366429186e-05,-0.0,-0.0,-0.0,-0.0
2.024649,Poular,middle,65608,7,1,0,0,1,0,0,0,0,0,1,0,0,3.0,6.073947,0.0,8.812078366429186e-05,-0.0,-0.0,-0.0,-0.0
2.024649,Serer,richest,164091,7,1,0,0,0,1,0,0,0,0,0,0,1,5.0,10.123245,0.0,0.0,0.0014763315694616098,0.0,0.0,0.0
2.024649,Serer,richest,164091,7,1,0,0,0,1,0,0,0,0,0,0,1,5.0,10.123245,0.0,0.0,0.0014763315694616098,0.0,0.0,0.0
2.024649,Poular,middle,40614,7,1,0,0,1,0,0,0,0,0,1,0,0,3.0,6.073947,0.0,8.812078366429186e-05,-0.0,-0.0,-0.0,-0.0
2.024649,Poular,richest,121102,7,1,0,0,1,0,0,0,0,0,0,0,1,5.0,10.123245,0.0,0.0008825111055801498,0.0,0.0,0.0,0.0
2.964287,Wolof,richest,177549,8,1,0,0,0,0,0,1,0,0,0,0,1,5.0,14.821435000000001,0.0,0.0,0.0,0.0,0.0007021300879713184,0.0
2.964287,Wolof,richest,177549,8,1,0,0,0,0,0,1,0,0,0,0,1,5.0,14.821435000000001,0.0,0.0,0.0,0.0,0.0007021300879713184,0.0
2.964287,Diola,richest,177549,8,1,1,0,0,0,0,0,0,0,0,0,1,5.0,14.821435000000001,0.0,0.0,0.0,0.007621633070742774,0.0,0.0
2.964287,Serer,richest,124430,8,1,0,0,0,1,0,0,0,0,0,0,1,5.0,14.821435000000001,0.0,0.0,0.0021614958835060533,0.0,0.0,0.0
2.964287,Wolof,richest,166588,8,1,0,0,0,0,0,1,0,0,0,0,1,5.0,14.821435000000001,0.0,0.0,0.0,0.0,0.0007021300879713184,0.0
2.964287,Poular,richest,200769,8,1,0,0,1,0,0,0,0,0,0,0,1,5.0,14.821435000000001,0.0,0.0012920838118739915,0.0,0.0,0.0,0.0
2.964287,Wolof,richest,200769,8,1,0,0,0,0,0,1,0,0,0,0,1,5.0,14.821435000000001,0.0,0.0,0.0,0.0,0.0007021300879713184,0.0
2.964287,Wolof,richest,200769,8,1,0,0,0,0,0,1,0,0,0,0,1,5.0,14.821435000000001,0.0,0.0,0.0,0.0,0.0007021300879713184,0.0
2.964287,Serer,richest,200769,8,1,0,0,0,1,0,0,0,0,0,0,1,5.0,14.821435000000001,0.0,0.0,0.0021614958835060533,0.0,0.0,0.0
2.964287,Serer,richer,113496,8,1,0,0,0,1,0,0,0,0,0,1,0,4.0,11.857148,0.0,0.0,0.0009745241597402963,0.0,0.0,0.0
2.964287,Wolof,richest,177423,8,1,0,0,0,0,0,1,0,0,0,0,1,5.0,14.821435000000001,0.0,0.0,0.0,0.0,0.0007021300879713184,0.0
2.964287,Diola,richest,177423,8,1,1,0,0,0,0,0,0,0,0,0,1,5.0,14.821435000000001,0.0,0.0,0.0,0.007621633070742774,0.0,0.0
2.964287,Diola,richest,181380,8,1,1,0,0,0,0,0,0,0,0,0,1,5.0,14.821435000000001,0.0,0.0,0.0,0.007621633070742774,0.0,0.0
2.964287,Mandinka,richest,181380,8,1,0,1,0,0,0,0,0,0,0,0,1,5.0,14.821435000000001,0.0088659054667766,0.0,0.0,0.0,0.0,0.0
2.964287,Serer,richest,181380,8,1,0,0,0,1,0,0,0,0,0,0,1,5.0,14.821435000000001,0.0,0.0,0.0021614958835060533,0.0,0.0,0.0
2.964287,Wolof,richest,149042,8,1,0,0,0,0,0,1,0,0,0,0,1,5.0,14.821435000000001,0.0,0.0,0.0,0.0,0.0007021300879713184,0.0
2.964287,Serer,richest,204611,8,1,0,0,0,1,0,0,0,0,0,0,1,5.0,14.821435000000001,0.0,0.0,0.0021614958835060533,0.0,0.0,0.0
2.964287,Poular,richest,204611,8,1,0,0,1,0,0,0,0,0,0,0,1,5.0,14.821435000000001,0.0,0.0012920838118739915,0.0,0.0,0.0,0.0
2.964287,Serer,richest,204611,8,1,0,0,0,1,0,0,0,0,0,0,1,5.0,14.821435000000001,0.0,0.0,0.0021614958835060533,0.0,0.0,0.0
2.964287,Wolof,richest,204611,8,1,0,0,0,0,0,1,0,0,0,0,1,5.0,14.821435000000001,0.0,0.0,0.0,0.0,0.0007021300879713184,0.0
2.964287,Diola,richest,170799,8,1,1,0,0,0,0,0,0,0,0,0,1,5.0,14.821435000000001,0.0,0.0,0.0,0.007621633070742774,0.0,0.0
2.964287,Poular,richest,198225,8,1,0,0,1,0,0,0,0,0,0,0,1,5.0,14.821435000000001,0.0,0.0012920838118739915,0.0,0.0,0.0,0.0
2.964287,Wolof,richest,163758,8,1,0,0,0,0,0,1,0,0,0,0,1,5.0,14.821435000000001,0.0,0.0,0.0,0.0,0.0007021300879713184,0.0
2.964287,Wolof,richer,113490,8,1,0,0,0,0,0,1,0,0,0,1,0,4.0,11.857148,0.0,0.0,0.0,0.0,0.0002475949737815825,0.0
2.46307,Wolof,richest,151450,9,1,0,0,0,0,0,1,0,0,0,0,1,5.0,12.31535,0.0,0.0,0.0,0.0,0.0005834102958922383,0.0
2.46307,Wolof,richest,151450,9,1,0,0,0,0,0,1,0,0,0,0,1,5.0,12.31535,0.0,0.0,0.0,0.0,0.0005834102958922383,0.0
