sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Hill Brahmin,ethnicity_Hill Chhetri,ethnicity_Hill Dalit,ethnicity_Hill Janajati,ethnicity_Muslim,ethnicity_Newar,ethnicity_Terai Brahmin/Chhetri,ethnicity_Terai Dalit,ethnicity_Terai Janajati,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2,IF_3,IF_4,IF_5,IF_6,IF_7,IF_8
0.916093,Hill Janajati,poorest,-104560,1,koshi - rural,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.916093,-0.0,-0.0,-0.0,-0.0005175090669419484,-0.0,-0.0,-0.0,-0.0,-0.0
0.916093,Hill Chhetri,poorest,-103378,1,koshi - rural,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.916093,-0.0,-0.0,-0.0006415545376167158,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.916093,Hill Chhetri,poorest,-98744,1,koshi - rural,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.916093,-0.0,-0.0,-0.0006415545376167158,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.916093,Hill Chhetri,poorest,-125297,1,koshi - rural,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.916093,-0.0,-0.0,-0.0006415545376167158,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.916093,Hill Chhetri,poorer,-39437,1,koshi - rural,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1.832186,-0.0,-0.0,-0.0003021256812624184,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.916093,Hill Janajati,poorest,-72414,1,koshi - rural,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.916093,-0.0,-0.0,-0.0,-0.0005175090669419484,-0.0,-0.0,-0.0,-0.0,-0.0
0.916093,Hill Janajati,poorer,-57921,1,koshi - rural,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,1.832186,-0.0,-0.0,-0.0,-0.0002450690610115554,-0.0,-0.0,-0.0,-0.0,-0.0
0.916093,Hill Chhetri,poorest,-95404,1,koshi - rural,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.916093,-0.0,-0.0,-0.0006415545376167158,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.916093,Hill Janajati,poorer,-58728,1,koshi - rural,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,1.832186,-0.0,-0.0,-0.0,-0.0002450690610115554,-0.0,-0.0,-0.0,-0.0,-0.0
0.916093,Hill Janajati,poorer,-58728,1,koshi - rural,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,1.832186,-0.0,-0.0,-0.0,-0.0002450690610115554,-0.0,-0.0,-0.0,-0.0,-0.0
0.916093,Hill Janajati,poorer,-58728,1,koshi - rural,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,1.832186,-0.0,-0.0,-0.0,-0.0002450690610115554,-0.0,-0.0,-0.0,-0.0,-0.0
0.916093,Hill Chhetri,poorer,-32166,1,koshi - rural,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1.832186,-0.0,-0.0,-0.0003021256812624184,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.916093,Hill Janajati,poorest,-93121,1,koshi - rural,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.916093,-0.0,-0.0,-0.0,-0.0005175090669419484,-0.0,-0.0,-0.0,-0.0,-0.0
0.916093,Hill Janajati,poorest,-86288,1,koshi - rural,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.916093,-0.0,-0.0,-0.0,-0.0005175090669419484,-0.0,-0.0,-0.0,-0.0,-0.0
0.916093,Hill Janajati,poorer,-61740,1,koshi - rural,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,1.832186,-0.0,-0.0,-0.0,-0.0002450690610115554,-0.0,-0.0,-0.0,-0.0,-0.0
0.916093,Hill Janajati,poorer,-61740,1,koshi - rural,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,1.832186,-0.0,-0.0,-0.0,-0.0002450690610115554,-0.0,-0.0,-0.0,-0.0,-0.0
0.916093,Hill Janajati,poorer,-61740,1,koshi - rural,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,1.832186,-0.0,-0.0,-0.0,-0.0002450690610115554,-0.0,-0.0,-0.0,-0.0,-0.0
0.916093,Hill Chhetri,poorest,-90019,1,koshi - rural,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.916093,-0.0,-0.0,-0.0006415545376167158,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.916093,Hill Janajati,poorest,-89862,1,koshi - rural,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.916093,-0.0,-0.0,-0.0,-0.0005175090669419484,-0.0,-0.0,-0.0,-0.0,-0.0
0.916093,Hill Chhetri,poorest,-84352,1,koshi - rural,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.916093,-0.0,-0.0,-0.0006415545376167158,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.916093,Hill Janajati,poorer,-56995,1,koshi - rural,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,1.832186,-0.0,-0.0,-0.0,-0.0002450690610115554,-0.0,-0.0,-0.0,-0.0,-0.0
0.96866,Hill Janajati,poorer,-57512,2,koshi - rural,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,1.93732,-0.0,-0.0,-0.0,-0.00025913154738596756,-0.0,-0.0,-0.0,-0.0,-0.0
0.96866,Hill Janajati,poorer,-48655,2,koshi - rural,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,1.93732,-0.0,-0.0,-0.0,-0.00025913154738596756,-0.0,-0.0,-0.0,-0.0,-0.0
0.96866,Hill Janajati,poorest,-93164,2,koshi - rural,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.96866,-0.0,-0.0,-0.0,-0.0005472046318266679,-0.0,-0.0,-0.0,-0.0,-0.0
0.96866,Hill Janajati,poorest,-87915,2,koshi - rural,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.96866,-0.0,-0.0,-0.0,-0.0005472046318266679,-0.0,-0.0,-0.0,-0.0,-0.0
0.96866,Hill Janajati,poorest,-92860,2,koshi - rural,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.96866,-0.0,-0.0,-0.0,-0.0005472046318266679,-0.0,-0.0,-0.0,-0.0,-0.0
0.96866,Hill Janajati,poorest,-154475,2,koshi - rural,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.96866,-0.0,-0.0,-0.0,-0.0005472046318266679,-0.0,-0.0,-0.0,-0.0,-0.0
0.96866,Hill Janajati,poorer,-37228,2,koshi - rural,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,1.93732,-0.0,-0.0,-0.0,-0.00025913154738596756,-0.0,-0.0,-0.0,-0.0,-0.0
0.96866,Hill Janajati,poorest,-97844,2,koshi - rural,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.96866,-0.0,-0.0,-0.0,-0.0005472046318266679,-0.0,-0.0,-0.0,-0.0,-0.0
0.96866,Hill Janajati,poorer,-27640,2,koshi - rural,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,1.93732,-0.0,-0.0,-0.0,-0.00025913154738596756,-0.0,-0.0,-0.0,-0.0,-0.0
0.96866,Hill Janajati,poorer,-60077,2,koshi - rural,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,1.93732,-0.0,-0.0,-0.0,-0.00025913154738596756,-0.0,-0.0,-0.0,-0.0,-0.0
0.96866,Hill Janajati,poorer,-42811,2,koshi - rural,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,1.93732,-0.0,-0.0,-0.0,-0.00025913154738596756,-0.0,-0.0,-0.0,-0.0,-0.0
0.96866,Hill Janajati,poorer,-42811,2,koshi - rural,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,1.93732,-0.0,-0.0,-0.0,-0.00025913154738596756,-0.0,-0.0,-0.0,-0.0,-0.0
0.96866,Hill Janajati,poorest,-69592,2,koshi - rural,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.96866,-0.0,-0.0,-0.0,-0.0005472046318266679,-0.0,-0.0,-0.0,-0.0,-0.0
0.96866,Hill Janajati,poorest,-69592,2,koshi - rural,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.96866,-0.0,-0.0,-0.0,-0.0005472046318266679,-0.0,-0.0,-0.0,-0.0,-0.0
0.96866,Hill Janajati,poorest,-87420,2,koshi - rural,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.96866,-0.0,-0.0,-0.0,-0.0005472046318266679,-0.0,-0.0,-0.0,-0.0,-0.0
0.96866,Hill Janajati,poorest,-87420,2,koshi - rural,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.96866,-0.0,-0.0,-0.0,-0.0005472046318266679,-0.0,-0.0,-0.0,-0.0,-0.0
0.96866,Hill Janajati,poorest,-99124,2,koshi - rural,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.96866,-0.0,-0.0,-0.0,-0.0005472046318266679,-0.0,-0.0,-0.0,-0.0,-0.0
0.96866,Hill Janajati,poorest,-80729,2,koshi - rural,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.96866,-0.0,-0.0,-0.0,-0.0005472046318266679,-0.0,-0.0,-0.0,-0.0,-0.0
0.96866,Hill Janajati,poorest,-80116,2,koshi - rural,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.96866,-0.0,-0.0,-0.0,-0.0005472046318266679,-0.0,-0.0,-0.0,-0.0,-0.0
0.96866,Hill Janajati,poorer,-57047,2,koshi - rural,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,1.93732,-0.0,-0.0,-0.0,-0.00025913154738596756,-0.0,-0.0,-0.0,-0.0,-0.0
0.96866,Hill Janajati,poorest,-87040,2,koshi - rural,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.96866,-0.0,-0.0,-0.0,-0.0005472046318266679,-0.0,-0.0,-0.0,-0.0,-0.0
0.96866,Hill Janajati,poorest,-83001,2,koshi - rural,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.96866,-0.0,-0.0,-0.0,-0.0005472046318266679,-0.0,-0.0,-0.0,-0.0,-0.0
0.96866,Hill Janajati,poorest,-87737,2,koshi - rural,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.96866,-0.0,-0.0,-0.0,-0.0005472046318266679,-0.0,-0.0,-0.0,-0.0,-0.0
1.299935,Hill Janajati,poorest,-78172,3,koshi - urban,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,1.299935,-0.0,-0.0,-0.0,-0.0007343448197237417,-0.0,-0.0,-0.0,-0.0,-0.0
1.299935,Hill Janajati,poorer,-42996,3,koshi - urban,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,2.59987,-0.0,-0.0,-0.0,-0.0003477527388879254,-0.0,-0.0,-0.0,-0.0,-0.0
1.299935,Hill Chhetri,richer,51650,3,koshi - urban,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,5.19974,0.0,0.0,0.0005345823549552122,0.0,0.0,0.0,0.0,0.0,-0.0
1.299935,Hill Brahmin,middle,-8765,3,koshi - urban,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,3.899805,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0008253773135520045,-0.0,-0.0
1.299935,Hill Janajati,poorer,-41983,3,koshi - urban,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,2.59987,-0.0,-0.0,-0.0,-0.0003477527388879254,-0.0,-0.0,-0.0,-0.0,-0.0
1.299935,Hill Brahmin,poorer,-54766,3,koshi - urban,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.59987,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0017198104182193747,-0.0,-0.0
1.299935,Hill Brahmin,poorer,-19520,3,koshi - urban,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.59987,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0017198104182193747,-0.0,-0.0
1.299935,Hill Chhetri,poorer,-29805,3,koshi - urban,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.59987,-0.0,-0.0,-0.00042871602279666136,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.299935,Hill Chhetri,poorer,-29805,3,koshi - urban,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.59987,-0.0,-0.0,-0.00042871602279666136,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.299935,Hill Janajati,poorest,-98492,3,koshi - urban,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,1.299935,-0.0,-0.0,-0.0,-0.0007343448197237417,-0.0,-0.0,-0.0,-0.0,-0.0
1.299935,Hill Chhetri,middle,40992,3,koshi - urban,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,3.899805,0.0,0.0,5.29331660792754e-05,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.299935,Hill Janajati,poorest,-84506,3,koshi - urban,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,1.299935,-0.0,-0.0,-0.0,-0.0007343448197237417,-0.0,-0.0,-0.0,-0.0,-0.0
1.299935,Hill Chhetri,richer,50624,3,koshi - urban,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,5.19974,0.0,0.0,0.0005345823549552122,0.0,0.0,0.0,0.0,0.0,-0.0
1.299935,Hill Chhetri,richer,50624,3,koshi - urban,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,5.19974,0.0,0.0,0.0005345823549552122,0.0,0.0,0.0,0.0,0.0,-0.0
1.299935,Hill Dalit,poorer,-25893,3,koshi - urban,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.59987,-0.0,-0.0006124838019510525,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.299935,Hill Dalit,poorer,-25893,3,koshi - urban,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.59987,-0.0,-0.0006124838019510525,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.299935,Hill Chhetri,poorest,-75480,3,koshi - urban,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.299935,-0.0,-0.0,-0.0009103652116725981,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.299935,Hill Chhetri,poorest,-75480,3,koshi - urban,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.299935,-0.0,-0.0,-0.0009103652116725981,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.299935,Hill Chhetri,poorest,-75480,3,koshi - urban,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.299935,-0.0,-0.0,-0.0009103652116725981,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.299935,Hill Chhetri,poorer,-21350,3,koshi - urban,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.59987,-0.0,-0.0,-0.00042871602279666136,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.299935,Hill Chhetri,poorer,-21350,3,koshi - urban,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.59987,-0.0,-0.0,-0.00042871602279666136,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.299935,Hill Chhetri,middle,-5517,3,koshi - urban,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,3.899805,0.0,0.0,5.29331660792754e-05,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.299935,Hill Chhetri,middle,44050,3,koshi - urban,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,3.899805,0.0,0.0,5.29331660792754e-05,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.299935,Hill Janajati,poorer,-15197,3,koshi - urban,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,2.59987,-0.0,-0.0,-0.0,-0.0003477527388879254,-0.0,-0.0,-0.0,-0.0,-0.0
1.299935,Hill Janajati,richer,55684,3,koshi - urban,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,5.19974,0.0,0.0,0.0,0.0004254314227837073,0.0,0.0,0.0,0.0,-0.0
1.299935,Hill Janajati,richer,55684,3,koshi - urban,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,5.19974,0.0,0.0,0.0,0.0004254314227837073,0.0,0.0,0.0,0.0,-0.0
1.299935,Hill Chhetri,middle,-8083,3,koshi - urban,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,3.899805,0.0,0.0,5.29331660792754e-05,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.287542,Hill Janajati,poorest,-98089,4,koshi - urban,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,1.287542,-0.0,-0.0,-0.0,-0.0007273439040234673,-0.0,-0.0,-0.0,-0.0,-0.0
1.287542,Hill Janajati,poorest,-98089,4,koshi - urban,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,1.287542,-0.0,-0.0,-0.0,-0.0007273439040234673,-0.0,-0.0,-0.0,-0.0,-0.0
1.287542,Hill Janajati,poorer,-45097,4,koshi - urban,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,2.575084,-0.0,-0.0,-0.0,-0.00034443741951192727,-0.0,-0.0,-0.0,-0.0,-0.0
1.287542,Hill Janajati,poorest,-81795,4,koshi - urban,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,1.287542,-0.0,-0.0,-0.0,-0.0007273439040234673,-0.0,-0.0,-0.0,-0.0,-0.0
1.287542,Hill Janajati,poorest,-73736,4,koshi - urban,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,1.287542,-0.0,-0.0,-0.0,-0.0007273439040234673,-0.0,-0.0,-0.0,-0.0,-0.0
1.287542,Hill Janajati,poorer,-62000,4,koshi - urban,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,2.575084,-0.0,-0.0,-0.0,-0.00034443741951192727,-0.0,-0.0,-0.0,-0.0,-0.0
1.287542,Hill Janajati,poorer,-62000,4,koshi - urban,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,2.575084,-0.0,-0.0,-0.0,-0.00034443741951192727,-0.0,-0.0,-0.0,-0.0,-0.0
1.287542,Hill Janajati,poorest,-129854,4,koshi - urban,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,1.287542,-0.0,-0.0,-0.0,-0.0007273439040234673,-0.0,-0.0,-0.0,-0.0,-0.0
1.287542,Hill Janajati,poorer,-29544,4,koshi - urban,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,2.575084,-0.0,-0.0,-0.0,-0.00034443741951192727,-0.0,-0.0,-0.0,-0.0,-0.0
1.287542,Hill Janajati,poorer,-50056,4,koshi - urban,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,2.575084,-0.0,-0.0,-0.0,-0.00034443741951192727,-0.0,-0.0,-0.0,-0.0,-0.0
1.287542,Hill Janajati,middle,13006,4,koshi - urban,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.0,3.8626259999999997,0.0,0.0,0.0,3.846906499961262e-05,-0.0,-0.0,-0.0,-0.0,-0.0
1.287542,Hill Janajati,poorer,-42659,4,koshi - urban,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,2.575084,-0.0,-0.0,-0.0,-0.00034443741951192727,-0.0,-0.0,-0.0,-0.0,-0.0
1.287542,Hill Dalit,poorer,-37979,4,koshi - urban,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.575084,-0.0,-0.0006066446547955567,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.287542,Hill Dalit,poorest,-90328,4,koshi - urban,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,1.287542,-0.0,-0.0015728867673267433,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.287542,Hill Janajati,poorer,-54882,4,koshi - urban,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,2.575084,-0.0,-0.0,-0.0,-0.00034443741951192727,-0.0,-0.0,-0.0,-0.0,-0.0
1.287542,Hill Janajati,poorer,-43942,4,koshi - urban,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,2.575084,-0.0,-0.0,-0.0,-0.00034443741951192727,-0.0,-0.0,-0.0,-0.0,-0.0
1.287542,Hill Janajati,middle,4641,4,koshi - urban,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.0,3.8626259999999997,0.0,0.0,0.0,3.846906499961262e-05,-0.0,-0.0,-0.0,-0.0,-0.0
1.287542,Newar,poorer,-40709,4,koshi - urban,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,2.575084,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.005765981388509627
1.287542,Hill Janajati,poorer,-34163,4,koshi - urban,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,2.575084,-0.0,-0.0,-0.0,-0.00034443741951192727,-0.0,-0.0,-0.0,-0.0,-0.0
1.287542,Hill Janajati,poorer,-34163,4,koshi - urban,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,2.575084,-0.0,-0.0,-0.0,-0.00034443741951192727,-0.0,-0.0,-0.0,-0.0,-0.0
1.287542,Hill Chhetri,poorest,-77687,4,koshi - urban,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.287542,-0.0,-0.0,-0.0009016861961308528,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.287542,Hill Chhetri,poorer,-38256,4,koshi - urban,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.575084,-0.0,-0.0,-0.000424628835613826,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.287542,Hill Chhetri,poorer,-21657,4,koshi - urban,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.575084,-0.0,-0.0,-0.000424628835613826,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.287542,Hill Chhetri,poorer,-21657,4,koshi - urban,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.575084,-0.0,-0.0,-0.000424628835613826,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.287542,Hill Chhetri,poorer,-21657,4,koshi - urban,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.575084,-0.0,-0.0,-0.000424628835613826,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.287542,Hill Chhetri,poorer,-41019,4,koshi - urban,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.575084,-0.0,-0.0,-0.000424628835613826,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.287542,Hill Chhetri,poorer,-52637,4,koshi - urban,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.575084,-0.0,-0.0,-0.000424628835613826,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.287542,Hill Chhetri,poorest,-76282,4,koshi - urban,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.287542,-0.0,-0.0,-0.0009016861961308528,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.857476,Hill Janajati,poorest,-171326,5,koshi - rural,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.857476,-0.0,-0.0,-0.0,-0.00048439580335742565,-0.0,-0.0,-0.0,-0.0,-0.0
0.857476,Hill Chhetri,poorest,-103077,5,koshi - rural,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.857476,-0.0,-0.0,-0.0006005041177014025,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.857476,Hill Chhetri,poorest,-89803,5,koshi - rural,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.857476,-0.0,-0.0,-0.0006005041177014025,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.857476,Hill Chhetri,poorest,-89803,5,koshi - rural,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.857476,-0.0,-0.0,-0.0006005041177014025,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.857476,Hill Chhetri,poorest,-112779,5,koshi - rural,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.857476,-0.0,-0.0,-0.0006005041177014025,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.857476,Hill Chhetri,poorest,-106519,5,koshi - rural,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.857476,-0.0,-0.0,-0.0006005041177014025,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.857476,Hill Chhetri,poorest,-65956,5,koshi - rural,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.857476,-0.0,-0.0,-0.0006005041177014025,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.857476,Hill Janajati,poorest,-89963,5,koshi - rural,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.857476,-0.0,-0.0,-0.0,-0.00048439580335742565,-0.0,-0.0,-0.0,-0.0,-0.0
0.857476,Hill Janajati,richest,127356,5,koshi - rural,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,4.28738,0.0,0.0,0.0,0.0005356349862028906,0.0,0.0,0.0,0.0,0.0
0.857476,Hill Janajati,poorest,-95062,5,koshi - rural,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.857476,-0.0,-0.0,-0.0,-0.00048439580335742565,-0.0,-0.0,-0.0,-0.0,-0.0
0.857476,Hill Dalit,poorest,-117787,5,koshi - rural,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0.857476,-0.0,-0.001047509637511061,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.857476,Hill Janajati,poorest,-74185,5,koshi - rural,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.857476,-0.0,-0.0,-0.0,-0.00048439580335742565,-0.0,-0.0,-0.0,-0.0,-0.0
0.857476,Hill Dalit,poorer,-59693,5,koshi - rural,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1.714952,-0.0,-0.0004040126318329614,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.857476,Hill Janajati,poorest,-107635,5,koshi - rural,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.857476,-0.0,-0.0,-0.0,-0.00048439580335742565,-0.0,-0.0,-0.0,-0.0,-0.0
0.857476,Hill Janajati,poorest,-80717,5,koshi - rural,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.857476,-0.0,-0.0,-0.0,-0.00048439580335742565,-0.0,-0.0,-0.0,-0.0,-0.0
0.857476,Hill Chhetri,poorest,-104429,5,koshi - rural,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.857476,-0.0,-0.0,-0.0006005041177014025,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.857476,Hill Janajati,poorest,-80764,5,koshi - rural,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.857476,-0.0,-0.0,-0.0,-0.00048439580335742565,-0.0,-0.0,-0.0,-0.0,-0.0
