sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Balanta,ethnicity_Beafada,ethnicity_Felupe,ethnicity_Fula,ethnicity_Mancanha,ethnicity_Mandinga,ethnicity_Manjaco,ethnicity_Papel,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2,IF_3,IF_4,IF_5,IF_6,IF_7
0.7006032624808186,Balanta,poorer,-0.4857578943439964,5.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1.4012065249616372,-0.0002896794085693977,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.7006032624808186,Balanta,poorer,-0.4857578943439964,5.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1.4012065249616372,-0.0002896794085693977,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.7006032624808186,Fula,poorer,-0.4682293713772545,5.0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.0,1.4012065249616372,-0.0,-0.0,-0.00022056632543514097,-0.0,-0.0,-0.0,-0.0,-0.0
0.7006032624808186,Fula,richer,0.14582536186767492,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.0,2.8024130499232744,0.0,0.0,0.00017491701653438827,0.0,0.0,0.0,0.0,-0.0
0.7006032624808186,Fula,richer,0.14582536186767492,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.0,2.8024130499232744,0.0,0.0,0.00017491701653438827,0.0,0.0,0.0,0.0,-0.0
0.7006032624808186,Fula,richer,0.14582536186767492,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.0,2.8024130499232744,0.0,0.0,0.00017491701653438827,0.0,0.0,0.0,0.0,-0.0
0.7006032624808186,Fula,poorest,-0.5935957485762575,5.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.7006032624808186,-0.0,-0.0,-0.0004183079964199056,-0.0,-0.0,-0.0,-0.0,-0.0
0.7006032624808186,Fula,poorest,-0.5935957485762575,5.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.7006032624808186,-0.0,-0.0,-0.0004183079964199056,-0.0,-0.0,-0.0,-0.0,-0.0
0.7006032624808186,Fula,poorest,-0.5935957485762575,5.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.7006032624808186,-0.0,-0.0,-0.0004183079964199056,-0.0,-0.0,-0.0,-0.0,-0.0
0.7006032624808186,Mandinga,middle,-0.38258925645702413,5.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.0,2.101809787442456,0.0,-0.0,-0.0,-0.0,-9.421484759933726e-05,-0.0,-0.0,-0.0
0.7006032624808186,Fula,poorer,-0.44336571650620016,5.0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.0,1.4012065249616372,-0.0,-0.0,-0.00022056632543514097,-0.0,-0.0,-0.0,-0.0,-0.0
0.7006032624808186,Fula,richer,0.26750360047789823,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.0,2.8024130499232744,0.0,0.0,0.00017491701653438827,0.0,0.0,0.0,0.0,-0.0
0.7006032624808186,Fula,richer,0.26750360047789823,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.0,2.8024130499232744,0.0,0.0,0.00017491701653438827,0.0,0.0,0.0,0.0,-0.0
0.7006032624808186,Fula,middle,-0.2540376877042374,5.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.0,2.101809787442456,0.0,-0.0,-2.2824654450376355e-05,-0.0,-0.0,-0.0,-0.0,-0.0
0.7006032624808186,Fula,middle,-0.1761950931524643,5.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.0,2.101809787442456,0.0,-0.0,-2.2824654450376355e-05,-0.0,-0.0,-0.0,-0.0,-0.0
0.7006032624808186,Fula,richer,-0.016739808052645966,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.0,2.8024130499232744,0.0,0.0,0.00017491701653438827,0.0,0.0,0.0,0.0,-0.0
0.7006032624808186,Fula,poorest,-0.8140544937839371,5.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.7006032624808186,-0.0,-0.0,-0.0004183079964199056,-0.0,-0.0,-0.0,-0.0,-0.0
0.7006032624808186,Fula,richer,0.4723713469491385,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.0,2.8024130499232744,0.0,0.0,0.00017491701653438827,0.0,0.0,0.0,0.0,-0.0
0.7006032624808186,Fula,middle,-0.35919084437620175,5.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.0,2.101809787442456,0.0,-0.0,-2.2824654450376355e-05,-0.0,-0.0,-0.0,-0.0,-0.0
0.7006032624808186,Fula,middle,-0.35919084437620175,5.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.0,2.101809787442456,0.0,-0.0,-2.2824654450376355e-05,-0.0,-0.0,-0.0,-0.0,-0.0
0.7006032624808186,Fula,poorest,-0.6097823159070423,5.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.7006032624808186,-0.0,-0.0,-0.0004183079964199056,-0.0,-0.0,-0.0,-0.0,-0.0
0.38471477326798176,Balanta,middle,-0.3496350287806883,6.0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,1.1541443198039452,3.3160614145683305e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.38471477326798176,Balanta,middle,-0.3496350287806883,6.0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,1.1541443198039452,3.3160614145683305e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.38471477326798176,Balanta,middle,-0.3496350287806883,6.0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,1.1541443198039452,3.3160614145683305e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.38471477326798176,Balanta,poorest,-0.6182945213520031,6.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.38471477326798176,-0.0003512977224245077,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.38471477326798176,Balanta,poorest,-0.638543876020165,6.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.38471477326798176,-0.0003512977224245077,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.38471477326798176,Balanta,middle,-0.3801761506427234,6.0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,1.1541443198039452,3.3160614145683305e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.38471477326798176,Balanta,poorest,-0.5907233317185792,6.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.38471477326798176,-0.0003512977224245077,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.38471477326798176,Balanta,poorer,-0.505607694852182,6.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0.7694295465359635,-0.0001590685541394122,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.38471477326798176,Balanta,poorer,-0.505607694852182,6.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0.7694295465359635,-0.0001590685541394122,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.38471477326798176,Balanta,middle,-0.3912962765452247,6.0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,1.1541443198039452,3.3160614145683305e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.38471477326798176,Balanta,middle,-0.3912962765452247,6.0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,1.1541443198039452,3.3160614145683305e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.38471477326798176,Balanta,poorest,-0.5929604899010859,6.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.38471477326798176,-0.0003512977224245077,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.38471477326798176,Balanta,poorest,-0.5929604899010859,6.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.38471477326798176,-0.0003512977224245077,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.38471477326798176,Balanta,poorer,-0.5605479978546721,6.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0.7694295465359635,-0.0001590685541394122,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.38471477326798176,Balanta,poorer,-0.5605479978546721,6.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0.7694295465359635,-0.0001590685541394122,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
