sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Albanian,ethnicity_Egyptian,ethnicity_Roma,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2
0.557349,Egyptian,poorer,11624,1,berat (urban),0,1,0,0,1,0,0,0,2.0,1.114698,-0.0,-0.001616471355341517,-0.0
0.557349,Albanian,middle,47841,1,berat (urban),1,0,0,0,0,1,0,0,3.0,1.672047,0.0,0.0,-1.3958585296042776e-06
0.557349,Albanian,richer,78985,1,berat (urban),1,0,0,0,0,0,1,0,4.0,2.229396,0.0,0.0,3.692774879004056e-05
0.557349,Albanian,richer,90661,1,berat (urban),1,0,0,0,0,0,1,0,4.0,2.229396,0.0,0.0,3.692774879004056e-05
0.557349,Albanian,middle,27844,1,berat (urban),1,0,0,0,0,1,0,0,3.0,1.672047,0.0,0.0,-1.3958585296042776e-06
0.557349,Albanian,richest,110681,1,berat (urban),1,0,0,0,0,0,0,1,5.0,2.786745,0.0,0.0,7.52513561096854e-05
0.557349,Albanian,richest,158447,1,berat (urban),1,0,0,0,0,0,0,1,5.0,2.786745,0.0,0.0,7.52513561096854e-05
0.557349,Albanian,richest,158447,1,berat (urban),1,0,0,0,0,0,0,1,5.0,2.786745,0.0,0.0,7.52513561096854e-05
0.557349,Albanian,richest,158447,1,berat (urban),1,0,0,0,0,0,0,1,5.0,2.786745,0.0,0.0,7.52513561096854e-05
0.557349,Albanian,richer,95420,1,berat (urban),1,0,0,0,0,0,1,0,4.0,2.229396,0.0,0.0,3.692774879004056e-05
0.557349,Albanian,richer,94149,1,berat (urban),1,0,0,0,0,0,1,0,4.0,2.229396,0.0,0.0,3.692774879004056e-05
0.557349,Albanian,poorer,11796,1,berat (urban),1,0,0,0,1,0,0,0,2.0,1.114698,-0.0,-0.0,-3.971946584924911e-05
0.557349,Albanian,richer,89045,1,berat (urban),1,0,0,0,0,0,1,0,4.0,2.229396,0.0,0.0,3.692774879004056e-05
0.557349,Albanian,richer,107334,1,berat (urban),1,0,0,0,0,0,1,0,4.0,2.229396,0.0,0.0,3.692774879004056e-05
0.557349,Albanian,richer,107334,1,berat (urban),1,0,0,0,0,0,1,0,4.0,2.229396,0.0,0.0,3.692774879004056e-05
0.557349,Albanian,richest,145084,1,berat (urban),1,0,0,0,0,0,0,1,5.0,2.786745,0.0,0.0,7.52513561096854e-05
0.557349,Albanian,richest,145084,1,berat (urban),1,0,0,0,0,0,0,1,5.0,2.786745,0.0,0.0,7.52513561096854e-05
0.557349,Albanian,richer,98894,1,berat (urban),1,0,0,0,0,0,1,0,4.0,2.229396,0.0,0.0,3.692774879004056e-05
0.557349,Albanian,richer,96047,1,berat (urban),1,0,0,0,0,0,1,0,4.0,2.229396,0.0,0.0,3.692774879004056e-05
0.557349,Albanian,richer,96047,1,berat (urban),1,0,0,0,0,0,1,0,4.0,2.229396,0.0,0.0,3.692774879004056e-05
0.282883,Albanian,richer,89604,2,berat (urban),1,0,0,0,0,0,1,0,4.0,1.131532,0.0,0.0,1.8742713023568795e-05
0.282883,Albanian,richer,63666,2,berat (urban),1,0,0,0,0,0,1,0,4.0,1.131532,0.0,0.0,1.8742713023568795e-05
0.282883,Albanian,richer,63666,2,berat (urban),1,0,0,0,0,0,1,0,4.0,1.131532,0.0,0.0,1.8742713023568795e-05
0.282883,Albanian,richer,99759,2,berat (urban),1,0,0,0,0,0,1,0,4.0,1.131532,0.0,0.0,1.8742713023568795e-05
0.282883,Albanian,richer,65340,2,berat (urban),1,0,0,0,0,0,1,0,4.0,1.131532,0.0,0.0,1.8742713023568795e-05
0.282883,Albanian,middle,31882,2,berat (urban),1,0,0,0,0,1,0,0,3.0,0.848649,0.0,0.0,-7.084692866230079e-07
0.282883,Albanian,richer,66895,2,berat (urban),1,0,0,0,0,0,1,0,4.0,1.131532,0.0,0.0,1.8742713023568795e-05
0.282883,Albanian,poorer,7328,2,berat (urban),1,0,0,0,1,0,0,0,2.0,0.565766,-0.0,-0.0,-2.015965159681481e-05
0.282883,Albanian,richest,116955,2,berat (urban),1,0,0,0,0,0,0,1,5.0,1.414415,0.0,0.0,3.8193895333760593e-05
0.282883,Albanian,richest,116955,2,berat (urban),1,0,0,0,0,0,0,1,5.0,1.414415,0.0,0.0,3.8193895333760593e-05
0.282883,Albanian,richer,92618,2,berat (urban),1,0,0,0,0,0,1,0,4.0,1.131532,0.0,0.0,1.8742713023568795e-05
0.282883,Albanian,richest,110151,2,berat (urban),1,0,0,0,0,0,0,1,5.0,1.414415,0.0,0.0,3.8193895333760593e-05
0.282883,Albanian,richer,67002,2,berat (urban),1,0,0,0,0,0,1,0,4.0,1.131532,0.0,0.0,1.8742713023568795e-05
0.7204,Albanian,richer,77041,3,berat (urban),1,0,0,0,0,0,1,0,4.0,2.8816,0.0,0.0,4.7730865630592724e-05
0.7204,Albanian,richer,85238,3,berat (urban),1,0,0,0,0,0,1,0,4.0,2.8816,0.0,0.0,4.7730865630592724e-05
0.7204,Albanian,richer,78274,3,berat (urban),1,0,0,0,0,0,1,0,4.0,2.8816,0.0,0.0,4.7730865630592724e-05
0.7204,Albanian,richer,71234,3,berat (urban),1,0,0,0,0,0,1,0,4.0,2.8816,0.0,0.0,4.7730865630592724e-05
0.7204,Albanian,richest,123275,3,berat (urban),1,0,0,0,0,0,0,1,5.0,3.6020000000000003,0.0,0.0,9.7265944572283e-05
0.7204,Albanian,middle,43307,3,berat (urban),1,0,0,0,0,1,0,0,3.0,2.1612,0.0,0.0,-1.8042133110975739e-06
0.7204,Albanian,richest,176188,3,berat (urban),1,0,0,0,0,0,0,1,5.0,3.6020000000000003,0.0,0.0,9.7265944572283e-05
0.7204,Albanian,richer,85741,3,berat (urban),1,0,0,0,0,0,1,0,4.0,2.8816,0.0,0.0,4.7730865630592724e-05
0.7204,Albanian,middle,60863,3,berat (urban),1,0,0,0,0,1,0,0,3.0,2.1612,0.0,0.0,-1.8042133110975739e-06
0.7204,Albanian,richer,85064,3,berat (urban),1,0,0,0,0,0,1,0,4.0,2.8816,0.0,0.0,4.7730865630592724e-05
0.7204,Albanian,richer,100218,3,berat (urban),1,0,0,0,0,0,1,0,4.0,2.8816,0.0,0.0,4.7730865630592724e-05
0.425257,Albanian,richer,75305,4,berat (urban),1,0,0,0,0,0,1,0,4.0,1.701028,0.0,0.0,2.8175853311311727e-05
0.425257,Albanian,richer,75305,4,berat (urban),1,0,0,0,0,0,1,0,4.0,1.701028,0.0,0.0,2.8175853311311727e-05
0.425257,Albanian,poorer,-4537,4,berat (urban),1,0,0,0,1,0,0,0,2.0,0.850514,-0.0,-0.0,-3.030593198992755e-05
0.425257,Albanian,richer,61381,4,berat (urban),1,0,0,0,0,0,1,0,4.0,1.701028,0.0,0.0,2.8175853311311727e-05
0.425257,Albanian,richer,106217,4,berat (urban),1,0,0,0,0,0,1,0,4.0,1.701028,0.0,0.0,2.8175853311311727e-05
0.425257,Albanian,richer,74211,4,berat (urban),1,0,0,0,0,0,1,0,4.0,1.701028,0.0,0.0,2.8175853311311727e-05
0.425257,Albanian,richer,94131,4,berat (urban),1,0,0,0,0,0,1,0,4.0,1.701028,0.0,0.0,2.8175853311311727e-05
0.425257,Albanian,richer,75359,4,berat (urban),1,0,0,0,0,0,1,0,4.0,1.701028,0.0,0.0,2.8175853311311727e-05
0.425257,Albanian,middle,30627,4,berat (urban),1,0,0,0,0,1,0,0,3.0,1.275771,0.0,0.0,-1.0650393393079135e-06
0.425257,Egyptian,middle,24468,4,berat (urban),0,1,0,0,0,1,0,0,3.0,1.275771,0.0,0.0006182068591180387,-0.0
0.425257,Albanian,richer,86463,4,berat (urban),1,0,0,0,0,0,1,0,4.0,1.701028,0.0,0.0,2.8175853311311727e-05
0.425257,Albanian,richer,86463,4,berat (urban),1,0,0,0,0,0,1,0,4.0,1.701028,0.0,0.0,2.8175853311311727e-05
0.425257,Albanian,richer,90443,4,berat (urban),1,0,0,0,0,0,1,0,4.0,1.701028,0.0,0.0,2.8175853311311727e-05
0.425257,Albanian,richest,138601,4,berat (urban),1,0,0,0,0,0,0,1,5.0,2.126285,0.0,0.0,5.7416745961931366e-05
0.425257,Albanian,richest,159199,4,berat (urban),1,0,0,0,0,0,0,1,5.0,2.126285,0.0,0.0,5.7416745961931366e-05
0.425257,Albanian,richest,159199,4,berat (urban),1,0,0,0,0,0,0,1,5.0,2.126285,0.0,0.0,5.7416745961931366e-05
0.688978,Albanian,middle,40586,5,berat (urban),1,0,0,0,0,1,0,0,3.0,2.066934,0.0,0.0,-1.7255181547104163e-06
0.688978,Albanian,richer,65755,5,berat (urban),1,0,0,0,0,0,1,0,4.0,2.755912,0.0,0.0,4.564896771298516e-05
0.688978,Albanian,richest,140436,5,berat (urban),1,0,0,0,0,0,0,1,5.0,3.44489,0.0,0.0,9.302345358068074e-05
0.688978,Albanian,richest,140436,5,berat (urban),1,0,0,0,0,0,0,1,5.0,3.44489,0.0,0.0,9.302345358068074e-05
0.688978,Albanian,richer,105607,5,berat (urban),1,0,0,0,0,0,1,0,4.0,2.755912,0.0,0.0,4.564896771298516e-05
0.688978,Albanian,richer,105607,5,berat (urban),1,0,0,0,0,0,1,0,4.0,2.755912,0.0,0.0,4.564896771298516e-05
0.688978,Albanian,richest,152896,5,berat (urban),1,0,0,0,0,0,0,1,5.0,3.44489,0.0,0.0,9.302345358068074e-05
0.688978,Albanian,richer,81144,5,berat (urban),1,0,0,0,0,0,1,0,4.0,2.755912,0.0,0.0,4.564896771298516e-05
0.688978,Albanian,richer,101058,5,berat (urban),1,0,0,0,0,0,1,0,4.0,2.755912,0.0,0.0,4.564896771298516e-05
0.688978,Albanian,richest,143547,5,berat (urban),1,0,0,0,0,0,0,1,5.0,3.44489,0.0,0.0,9.302345358068074e-05
0.688978,Albanian,richer,103399,5,berat (urban),1,0,0,0,0,0,1,0,4.0,2.755912,0.0,0.0,4.564896771298516e-05
0.496753,Albanian,richer,81968,6,berat (urban),1,0,0,0,0,0,1,0,4.0,1.987012,0.0,0.0,3.2912896577726015e-05
0.496753,Albanian,richest,150184,6,berat (urban),1,0,0,0,0,0,0,1,5.0,2.483765,0.0,0.0,6.706989139938271e-05
0.496753,Albanian,poorer,5163,6,berat (urban),1,0,0,0,1,0,0,0,2.0,0.993506,-0.0,-0.0,-3.540109306558735e-05
0.496753,Albanian,poorer,5163,6,berat (urban),1,0,0,0,1,0,0,0,2.0,0.993506,-0.0,-0.0,-3.540109306558735e-05
0.496753,Albanian,middle,47765,6,berat (urban),1,0,0,0,0,1,0,0,3.0,1.490259,0.0,0.0,-1.2440982439306677e-06
0.496753,Albanian,richest,149166,6,berat (urban),1,0,0,0,0,0,0,1,5.0,2.483765,0.0,0.0,6.706989139938271e-05
0.496753,Albanian,richer,108816,6,berat (urban),1,0,0,0,0,0,1,0,4.0,1.987012,0.0,0.0,3.2912896577726015e-05
0.496753,Albanian,richer,66000,6,berat (urban),1,0,0,0,0,0,1,0,4.0,1.987012,0.0,0.0,3.2912896577726015e-05
0.496753,Albanian,middle,53606,6,berat (urban),1,0,0,0,0,1,0,0,3.0,1.490259,0.0,0.0,-1.2440982439306677e-06
0.496753,Albanian,middle,53606,6,berat (urban),1,0,0,0,0,1,0,0,3.0,1.490259,0.0,0.0,-1.2440982439306677e-06
0.496753,Albanian,richest,171187,6,berat (urban),1,0,0,0,0,0,0,1,5.0,2.483765,0.0,0.0,6.706989139938271e-05
0.496753,Albanian,richest,141811,6,berat (urban),1,0,0,0,0,0,0,1,5.0,2.483765,0.0,0.0,6.706989139938271e-05
0.496753,Albanian,richer,66122,6,berat (urban),1,0,0,0,0,0,1,0,4.0,1.987012,0.0,0.0,3.2912896577726015e-05
0.496753,Albanian,richest,124116,6,berat (urban),1,0,0,0,0,0,0,1,5.0,2.483765,0.0,0.0,6.706989139938271e-05
0.496753,Albanian,middle,46585,6,berat (urban),1,0,0,0,0,1,0,0,3.0,1.490259,0.0,0.0,-1.2440982439306677e-06
0.496753,Albanian,richer,73037,6,berat (urban),1,0,0,0,0,0,1,0,4.0,1.987012,0.0,0.0,3.2912896577726015e-05
0.496753,Albanian,middle,49966,6,berat (urban),1,0,0,0,0,1,0,0,3.0,1.490259,0.0,0.0,-1.2440982439306677e-06
0.496753,Albanian,richest,143499,6,berat (urban),1,0,0,0,0,0,0,1,5.0,2.483765,0.0,0.0,6.706989139938271e-05
0.496753,Albanian,richest,143499,6,berat (urban),1,0,0,0,0,0,0,1,5.0,2.483765,0.0,0.0,6.706989139938271e-05
0.496753,Albanian,richest,167603,6,berat (urban),1,0,0,0,0,0,0,1,5.0,2.483765,0.0,0.0,6.706989139938271e-05
0.496753,Albanian,richest,167603,6,berat (urban),1,0,0,0,0,0,0,1,5.0,2.483765,0.0,0.0,6.706989139938271e-05
0.825405,Albanian,poorer,11796,7,berat (urban),1,0,0,0,1,0,0,0,2.0,1.65081,-0.0,-0.0,-5.8822471574003846e-05
0.825405,Albanian,middle,37530,7,berat (urban),1,0,0,0,0,1,0,0,3.0,2.4762150000000003,0.0,0.0,-2.067194181075087e-06
0.825405,Albanian,richer,80784,7,berat (urban),1,0,0,0,0,0,1,0,4.0,3.30162,0.0,0.0,5.468808321185367e-05
0.825405,Albanian,richest,149432,7,berat (urban),1,0,0,0,0,0,0,1,5.0,4.127025000000001,0.0,0.0,0.00011144336060478243
0.825405,Albanian,richest,133490,7,berat (urban),1,0,0,0,0,0,0,1,5.0,4.127025000000001,0.0,0.0,0.00011144336060478243
0.825405,Albanian,richer,80027,7,berat (urban),1,0,0,0,0,0,1,0,4.0,3.30162,0.0,0.0,5.468808321185367e-05
0.825405,Albanian,richer,73963,7,berat (urban),1,0,0,0,0,0,1,0,4.0,3.30162,0.0,0.0,5.468808321185367e-05
0.825405,Albanian,richer,73963,7,berat (urban),1,0,0,0,0,0,1,0,4.0,3.30162,0.0,0.0,5.468808321185367e-05
0.825405,Albanian,middle,54055,7,berat (urban),1,0,0,0,0,1,0,0,3.0,2.4762150000000003,0.0,0.0,-2.067194181075087e-06
0.825405,Albanian,richest,134316,7,berat (urban),1,0,0,0,0,0,0,1,5.0,4.127025000000001,0.0,0.0,0.00011144336060478243
0.825405,Albanian,richer,83173,7,berat (urban),1,0,0,0,0,0,1,0,4.0,3.30162,0.0,0.0,5.468808321185367e-05
0.825405,Albanian,richer,104050,7,berat (urban),1,0,0,0,0,0,1,0,4.0,3.30162,0.0,0.0,5.468808321185367e-05
0.825405,Albanian,richer,100401,7,berat (urban),1,0,0,0,0,0,1,0,4.0,3.30162,0.0,0.0,5.468808321185367e-05
0.825405,Albanian,richest,145414,7,berat (urban),1,0,0,0,0,0,0,1,5.0,4.127025000000001,0.0,0.0,0.00011144336060478243
0.825405,Albanian,richest,128179,7,berat (urban),1,0,0,0,0,0,0,1,5.0,4.127025000000001,0.0,0.0,0.00011144336060478243
0.825405,Albanian,richest,128179,7,berat (urban),1,0,0,0,0,0,0,1,5.0,4.127025000000001,0.0,0.0,0.00011144336060478243
0.61454,Albanian,richest,119818,8,berat (urban),1,0,0,0,0,0,0,1,5.0,3.0726999999999998,0.0,0.0,8.297308936347972e-05
0.61454,Albanian,richest,144766,8,berat (urban),1,0,0,0,0,0,0,1,5.0,3.0726999999999998,0.0,0.0,8.297308936347972e-05
0.61454,Albanian,richer,79617,8,berat (urban),1,0,0,0,0,0,1,0,4.0,2.45816,0.0,0.0,4.071699911802394e-05
0.61454,Albanian,middle,60935,8,berat (urban),1,0,0,0,0,1,0,0,3.0,1.84362,0.0,0.0,-1.5390911274318474e-06
0.61454,Albanian,middle,60935,8,berat (urban),1,0,0,0,0,1,0,0,3.0,1.84362,0.0,0.0,-1.5390911274318474e-06
0.61454,Albanian,richest,154781,8,berat (urban),1,0,0,0,0,0,0,1,5.0,3.0726999999999998,0.0,0.0,8.297308936347972e-05
0.61454,Roma,middle,27053,8,berat (urban),0,0,1,0,0,1,0,0,3.0,1.84362,0.0029385545301703676,0.0,-0.0
0.61454,Roma,middle,27053,8,berat (urban),0,0,1,0,0,1,0,0,3.0,1.84362,0.0029385545301703676,0.0,-0.0
0.61454,Roma,middle,27053,8,berat (urban),0,0,1,0,0,1,0,0,3.0,1.84362,0.0029385545301703676,0.0,-0.0
0.61454,Albanian,richer,73366,8,berat (urban),1,0,0,0,0,0,1,0,4.0,2.45816,0.0,0.0,4.071699911802394e-05
0.61454,Albanian,middle,55547,8,berat (urban),1,0,0,0,0,1,0,0,3.0,1.84362,0.0,0.0,-1.5390911274318474e-06
0.61454,Albanian,middle,31064,8,berat (urban),1,0,0,0,0,1,0,0,3.0,1.84362,0.0,0.0,-1.5390911274318474e-06
0.61454,Albanian,richer,86981,8,berat (urban),1,0,0,0,0,0,1,0,4.0,2.45816,0.0,0.0,4.071699911802394e-05
0.61454,Albanian,richer,69624,8,berat (urban),1,0,0,0,0,0,1,0,4.0,2.45816,0.0,0.0,4.071699911802394e-05
0.61454,Albanian,richer,86981,8,berat (urban),1,0,0,0,0,0,1,0,4.0,2.45816,0.0,0.0,4.071699911802394e-05
0.61454,Albanian,middle,50549,8,berat (urban),1,0,0,0,0,1,0,0,3.0,1.84362,0.0,0.0,-1.5390911274318474e-06
0.61454,Albanian,richest,140114,8,berat (urban),1,0,0,0,0,0,0,1,5.0,3.0726999999999998,0.0,0.0,8.297308936347972e-05
0.61454,Albanian,richest,140114,8,berat (urban),1,0,0,0,0,0,0,1,5.0,3.0726999999999998,0.0,0.0,8.297308936347972e-05
0.61454,Albanian,richest,113798,8,berat (urban),1,0,0,0,0,0,0,1,5.0,3.0726999999999998,0.0,0.0,8.297308936347972e-05
0.61454,Albanian,richest,160438,8,berat (urban),1,0,0,0,0,0,0,1,5.0,3.0726999999999998,0.0,0.0,8.297308936347972e-05
0.653326,Albanian,middle,13185,9,berat (urban),1,0,0,0,0,1,0,0,3.0,1.959978,0.0,0.0,-1.6362291306026283e-06
0.653326,Albanian,richer,68539,9,berat (urban),1,0,0,0,0,0,1,0,4.0,2.613304,0.0,0.0,4.328680666153889e-05
0.653326,Albanian,poorer,1633,9,berat (urban),1,0,0,0,1,0,0,0,2.0,1.306652,-0.0,-0.0,-4.655926492274414e-05
0.653326,Albanian,middle,50430,9,berat (urban),1,0,0,0,0,1,0,0,3.0,1.959978,0.0,0.0,-1.6362291306026283e-06
0.653326,Albanian,richer,94545,9,berat (urban),1,0,0,0,0,0,1,0,4.0,2.613304,0.0,0.0,4.328680666153889e-05
0.653326,Albanian,richer,94545,9,berat (urban),1,0,0,0,0,0,1,0,4.0,2.613304,0.0,0.0,4.328680666153889e-05
0.653326,Albanian,middle,29392,9,berat (urban),1,0,0,0,0,1,0,0,3.0,1.959978,0.0,0.0,-1.6362291306026283e-06
0.653326,Albanian,poorer,-15194,9,berat (urban),1,0,0,0,1,0,0,0,2.0,1.306652,-0.0,-0.0,-4.655926492274414e-05
0.653326,Albanian,middle,50217,9,berat (urban),1,0,0,0,0,1,0,0,3.0,1.959978,0.0,0.0,-1.6362291306026283e-06
0.653326,Albanian,middle,56309,9,berat (urban),1,0,0,0,0,1,0,0,3.0,1.959978,0.0,0.0,-1.6362291306026283e-06
0.653326,Albanian,middle,19114,9,berat (urban),1,0,0,0,0,1,0,0,3.0,1.959978,0.0,0.0,-1.6362291306026283e-06
0.653326,Albanian,middle,19114,9,berat (urban),1,0,0,0,0,1,0,0,3.0,1.959978,0.0,0.0,-1.6362291306026283e-06
0.653326,Albanian,richer,104219,9,berat (urban),1,0,0,0,0,0,1,0,4.0,2.613304,0.0,0.0,4.328680666153889e-05
0.653326,Albanian,richer,104219,9,berat (urban),1,0,0,0,0,0,1,0,4.0,2.613304,0.0,0.0,4.328680666153889e-05
0.653326,Albanian,middle,48452,9,berat (urban),1,0,0,0,0,1,0,0,3.0,1.959978,0.0,0.0,-1.6362291306026283e-06
0.653326,Albanian,richer,71895,9,berat (urban),1,0,0,0,0,0,1,0,4.0,2.613304,0.0,0.0,4.328680666153889e-05
0.653326,Albanian,richer,71895,9,berat (urban),1,0,0,0,0,0,1,0,4.0,2.613304,0.0,0.0,4.328680666153889e-05
0.653326,Albanian,richer,77566,9,berat (urban),1,0,0,0,0,0,1,0,4.0,2.613304,0.0,0.0,4.328680666153889e-05
0.653326,Egyptian,poorer,-45959,9,berat (urban),0,1,0,0,1,0,0,0,2.0,1.306652,-0.0,-0.0018948320795405607,-0.0
0.653326,Albanian,middle,42197,9,berat (urban),1,0,0,0,0,1,0,0,3.0,1.959978,0.0,0.0,-1.6362291306026283e-06
0.653326,Albanian,middle,42197,9,berat (urban),1,0,0,0,0,1,0,0,3.0,1.959978,0.0,0.0,-1.6362291306026283e-06
0.653326,Albanian,middle,42197,9,berat (urban),1,0,0,0,0,1,0,0,3.0,1.959978,0.0,0.0,-1.6362291306026283e-06
0.653326,Albanian,richer,77724,9,berat (urban),1,0,0,0,0,0,1,0,4.0,2.613304,0.0,0.0,4.328680666153889e-05
0.653326,Albanian,middle,33332,9,berat (urban),1,0,0,0,0,1,0,0,3.0,1.959978,0.0,0.0,-1.6362291306026283e-06
0.653326,Albanian,middle,33332,9,berat (urban),1,0,0,0,0,1,0,0,3.0,1.959978,0.0,0.0,-1.6362291306026283e-06
0.653326,Albanian,richer,68124,9,berat (urban),1,0,0,0,0,0,1,0,4.0,2.613304,0.0,0.0,4.328680666153889e-05
0.653326,Albanian,richer,80736,9,berat (urban),1,0,0,0,0,0,1,0,4.0,2.613304,0.0,0.0,4.328680666153889e-05
0.653326,Albanian,poorer,-12284,9,berat (urban),1,0,0,0,1,0,0,0,2.0,1.306652,-0.0,-0.0,-4.655926492274414e-05
0.653326,Albanian,poorer,-12284,9,berat (urban),1,0,0,0,1,0,0,0,2.0,1.306652,-0.0,-0.0,-4.655926492274414e-05
0.653326,Albanian,richer,82036,9,berat (urban),1,0,0,0,0,0,1,0,4.0,2.613304,0.0,0.0,4.328680666153889e-05
0.653326,Albanian,middle,45640,9,berat (urban),1,0,0,0,0,1,0,0,3.0,1.959978,0.0,0.0,-1.6362291306026283e-06
0.634153,Albanian,middle,36163,10,berat (urban),1,0,0,0,0,1,0,0,3.0,1.902459,0.0,0.0,-1.5882111103171287e-06
0.634153,Albanian,middle,36163,10,berat (urban),1,0,0,0,0,1,0,0,3.0,1.902459,0.0,0.0,-1.5882111103171287e-06
0.634153,Albanian,richer,103000,10,berat (urban),1,0,0,0,0,0,1,0,4.0,2.536612,0.0,0.0,4.201647922298343e-05
0.634153,Albanian,middle,58656,10,berat (urban),1,0,0,0,0,1,0,0,3.0,1.902459,0.0,0.0,-1.5882111103171287e-06
0.634153,Albanian,richest,113620,10,berat (urban),1,0,0,0,0,0,0,1,5.0,3.170765,0.0,0.0,8.562116955628398e-05
0.634153,Albanian,richer,69267,10,berat (urban),1,0,0,0,0,0,1,0,4.0,2.536612,0.0,0.0,4.201647922298343e-05
0.634153,Albanian,middle,32775,10,berat (urban),1,0,0,0,0,1,0,0,3.0,1.902459,0.0,0.0,-1.5882111103171287e-06
0.634153,Albanian,middle,32775,10,berat (urban),1,0,0,0,0,1,0,0,3.0,1.902459,0.0,0.0,-1.5882111103171287e-06
0.634153,Albanian,middle,20928,10,berat (urban),1,0,0,0,0,1,0,0,3.0,1.902459,0.0,0.0,-1.5882111103171287e-06
0.634153,Albanian,middle,20928,10,berat (urban),1,0,0,0,0,1,0,0,3.0,1.902459,0.0,0.0,-1.5882111103171287e-06
0.634153,Albanian,middle,35666,10,berat (urban),1,0,0,0,0,1,0,0,3.0,1.902459,0.0,0.0,-1.5882111103171287e-06
0.634153,Albanian,middle,45408,10,berat (urban),1,0,0,0,0,1,0,0,3.0,1.902459,0.0,0.0,-1.5882111103171287e-06
0.634153,Albanian,middle,45408,10,berat (urban),1,0,0,0,0,1,0,0,3.0,1.902459,0.0,0.0,-1.5882111103171287e-06
0.634153,Albanian,middle,45010,10,berat (urban),1,0,0,0,0,1,0,0,3.0,1.902459,0.0,0.0,-1.5882111103171287e-06
0.634153,Albanian,middle,45010,10,berat (urban),1,0,0,0,0,1,0,0,3.0,1.902459,0.0,0.0,-1.5882111103171287e-06
0.634153,Albanian,richer,94043,10,berat (urban),1,0,0,0,0,0,1,0,4.0,2.536612,0.0,0.0,4.201647922298343e-05
0.634153,Albanian,richer,94043,10,berat (urban),1,0,0,0,0,0,1,0,4.0,2.536612,0.0,0.0,4.201647922298343e-05
0.634153,Albanian,richest,162851,10,berat (urban),1,0,0,0,0,0,0,1,5.0,3.170765,0.0,0.0,8.562116955628398e-05
0.634153,Albanian,middle,17979,10,berat (urban),1,0,0,0,0,1,0,0,3.0,1.902459,0.0,0.0,-1.5882111103171287e-06
0.634153,Albanian,richer,89386,10,berat (urban),1,0,0,0,0,0,1,0,4.0,2.536612,0.0,0.0,4.201647922298343e-05
0.634153,Albanian,richer,70365,10,berat (urban),1,0,0,0,0,0,1,0,4.0,2.536612,0.0,0.0,4.201647922298343e-05
0.634153,Albanian,middle,28841,10,berat (urban),1,0,0,0,0,1,0,0,3.0,1.902459,0.0,0.0,-1.5882111103171287e-06
0.836637,Albanian,richest,141156,11,berat (urban),1,0,0,0,0,0,0,1,5.0,4.183185,0.0,0.0,0.00011295986683664787
0.836637,Albanian,middle,42709,11,berat (urban),1,0,0,0,0,1,0,0,3.0,2.509911,0.0,0.0,-2.095324280894976e-06
0.836637,Albanian,middle,47060,11,berat (urban),1,0,0,0,0,1,0,0,3.0,2.509911,0.0,0.0,-2.095324280894976e-06
0.836637,Albanian,richer,82280,11,berat (urban),1,0,0,0,0,0,1,0,4.0,3.346548,0.0,0.0,5.543227127787645e-05
0.836637,Albanian,richer,82280,11,berat (urban),1,0,0,0,0,0,1,0,4.0,3.346548,0.0,0.0,5.543227127787645e-05
0.836637,Albanian,middle,58343,11,berat (urban),1,0,0,0,0,1,0,0,3.0,2.509911,0.0,0.0,-2.095324280894976e-06
0.836637,Albanian,richer,92843,11,berat (urban),1,0,0,0,0,0,1,0,4.0,3.346548,0.0,0.0,5.543227127787645e-05
0.836637,Albanian,richer,63030,11,berat (urban),1,0,0,0,0,0,1,0,4.0,3.346548,0.0,0.0,5.543227127787645e-05
0.836637,Albanian,richer,96776,11,berat (urban),1,0,0,0,0,0,1,0,4.0,3.346548,0.0,0.0,5.543227127787645e-05
0.836637,Albanian,richer,96776,11,berat (urban),1,0,0,0,0,0,1,0,4.0,3.346548,0.0,0.0,5.543227127787645e-05
0.836637,Albanian,richer,68822,11,berat (urban),1,0,0,0,0,0,1,0,4.0,3.346548,0.0,0.0,5.543227127787645e-05
0.26318,Albanian,richest,142367,12,berat (urban),1,0,0,0,0,0,0,1,5.0,1.3159,0.0,0.0,3.5533663648713824e-05
0.26318,Egyptian,poorest,-132207,12,berat (urban),0,1,0,1,0,0,0,0,1.0,0.26318,-0.0,-0.001909185824600257,-0.0
0.26318,Egyptian,poorest,-132207,12,berat (urban),0,1,0,1,0,0,0,0,1.0,0.26318,-0.0,-0.001909185824600257,-0.0
0.26318,Albanian,richer,107076,12,berat (urban),1,0,0,0,0,0,1,0,4.0,1.05272,0.0,0.0,1.7437269873208483e-05
0.26318,Egyptian,richer,107076,12,berat (urban),0,1,0,0,0,0,1,0,4.0,1.05272,0.0,0.0015284800482532773,0.0
0.26318,Albanian,middle,59322,12,berat (urban),1,0,0,0,0,1,0,0,3.0,0.7895400000000001,0.0,0.0,-6.591239022968621e-07
0.26318,Egyptian,poorer,-49079,12,berat (urban),0,1,0,0,1,0,0,0,2.0,0.52636,-0.0,-0.0007632972003157457,-0.0
0.26318,Albanian,richer,75481,12,berat (urban),1,0,0,0,0,0,1,0,4.0,1.05272,0.0,0.0,1.7437269873208483e-05
