sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Fulani,ethnicity_Guerze,ethnicity_Kissi,ethnicity_Malinké,ethnicity_Soussou,ethnicity_Toma,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2,IF_3,IF_4,IF_5
1.042749,Malinké,richer,84959,9,boké rural,0,0,0,1,0,0,0,0,0,1,0,4.0,4.170996,0.0,0.0,0.0,0.0,0.0005522366495240227,0.0
1.042749,Malinké,richer,84959,9,boké rural,0,0,0,1,0,0,0,0,0,1,0,4.0,4.170996,0.0,0.0,0.0,0.0,0.0005522366495240227,0.0
1.042749,Malinké,richer,104778,9,boké rural,0,0,0,1,0,0,0,0,0,1,0,4.0,4.170996,0.0,0.0,0.0,0.0,0.0005522366495240227,0.0
1.042749,Malinké,richer,104778,9,boké rural,0,0,0,1,0,0,0,0,0,1,0,4.0,4.170996,0.0,0.0,0.0,0.0,0.0005522366495240227,0.0
1.042749,Malinké,richest,111639,9,boké rural,0,0,0,1,0,0,0,0,0,0,1,5.0,5.213744999999999,0.0,0.0,0.0,0.0,0.0011644716778541006,0.0
1.042749,Malinké,richest,111639,9,boké rural,0,0,0,1,0,0,0,0,0,0,1,5.0,5.213744999999999,0.0,0.0,0.0,0.0,0.0011644716778541006,0.0
1.042749,Malinké,richest,111639,9,boké rural,0,0,0,1,0,0,0,0,0,0,1,5.0,5.213744999999999,0.0,0.0,0.0,0.0,0.0011644716778541006,0.0
1.042749,Malinké,richest,111639,9,boké rural,0,0,0,1,0,0,0,0,0,0,1,5.0,5.213744999999999,0.0,0.0,0.0,0.0,0.0011644716778541006,0.0
1.042749,Malinké,richer,81442,9,boké rural,0,0,0,1,0,0,0,0,0,1,0,4.0,4.170996,0.0,0.0,0.0,0.0,0.0005522366495240227,0.0
1.042749,Malinké,richer,81442,9,boké rural,0,0,0,1,0,0,0,0,0,1,0,4.0,4.170996,0.0,0.0,0.0,0.0,0.0005522366495240227,0.0
1.042749,Fulani,richer,81442,9,boké rural,1,0,0,0,0,0,0,0,0,1,0,4.0,4.170996,0.0,0.0,0.0,0.0004890233920627542,0.0,0.0
1.042749,Soussou,richer,17394,9,boké rural,0,0,0,0,1,0,0,0,0,1,0,4.0,4.170996,0.0,0.0,0.0,0.0,0.0,0.00027220996442199976
1.042749,Malinké,richer,17394,9,boké rural,0,0,0,1,0,0,0,0,0,1,0,4.0,4.170996,0.0,0.0,0.0,0.0,0.0005522366495240227,0.0
1.042749,Malinké,richer,17394,9,boké rural,0,0,0,1,0,0,0,0,0,1,0,4.0,4.170996,0.0,0.0,0.0,0.0,0.0005522366495240227,0.0
1.042749,Malinké,richer,17394,9,boké rural,0,0,0,1,0,0,0,0,0,1,0,4.0,4.170996,0.0,0.0,0.0,0.0,0.0005522366495240227,0.0
1.042749,Malinké,richer,17394,9,boké rural,0,0,0,1,0,0,0,0,0,1,0,4.0,4.170996,0.0,0.0,0.0,0.0,0.0005522366495240227,0.0
1.042749,Malinké,richer,17394,9,boké rural,0,0,0,1,0,0,0,0,0,1,0,4.0,4.170996,0.0,0.0,0.0,0.0,0.0005522366495240227,0.0
1.042749,Malinké,richer,27495,9,boké rural,0,0,0,1,0,0,0,0,0,1,0,4.0,4.170996,0.0,0.0,0.0,0.0,0.0005522366495240227,0.0
1.042749,Malinké,richer,20524,9,boké rural,0,0,0,1,0,0,0,0,0,1,0,4.0,4.170996,0.0,0.0,0.0,0.0,0.0005522366495240227,0.0
1.042749,Malinké,richer,20524,9,boké rural,0,0,0,1,0,0,0,0,0,1,0,4.0,4.170996,0.0,0.0,0.0,0.0,0.0005522366495240227,0.0
1.042749,Malinké,richer,20524,9,boké rural,0,0,0,1,0,0,0,0,0,1,0,4.0,4.170996,0.0,0.0,0.0,0.0,0.0005522366495240227,0.0
1.042749,Malinké,middle,-31034,9,boké rural,0,0,0,1,0,0,0,0,1,0,0,3.0,3.128247,0.0,0.0,0.0,-0.0,-5.9998378806055334e-05,-0.0
1.042749,Malinké,middle,-31034,9,boké rural,0,0,0,1,0,0,0,0,1,0,0,3.0,3.128247,0.0,0.0,0.0,-0.0,-5.9998378806055334e-05,-0.0
1.042749,Malinké,middle,-31034,9,boké rural,0,0,0,1,0,0,0,0,1,0,0,3.0,3.128247,0.0,0.0,0.0,-0.0,-5.9998378806055334e-05,-0.0
1.042749,Fulani,richer,76498,9,boké rural,1,0,0,0,0,0,0,0,0,1,0,4.0,4.170996,0.0,0.0,0.0,0.0004890233920627542,0.0,0.0
1.042749,Malinké,richer,29907,9,boké rural,0,0,0,1,0,0,0,0,0,1,0,4.0,4.170996,0.0,0.0,0.0,0.0,0.0005522366495240227,0.0
1.042749,Soussou,middle,444,9,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,3.128247,0.0,0.0,0.0,-0.0,-0.0,-0.0005976181392784264
1.042749,Malinké,middle,444,9,boké rural,0,0,0,1,0,0,0,0,1,0,0,3.0,3.128247,0.0,0.0,0.0,-0.0,-5.9998378806055334e-05,-0.0
1.042749,Malinké,middle,-26298,9,boké rural,0,0,0,1,0,0,0,0,1,0,0,3.0,3.128247,0.0,0.0,0.0,-0.0,-5.9998378806055334e-05,-0.0
1.042749,Malinké,middle,-26298,9,boké rural,0,0,0,1,0,0,0,0,1,0,0,3.0,3.128247,0.0,0.0,0.0,-0.0,-5.9998378806055334e-05,-0.0
1.042749,Malinké,middle,-26298,9,boké rural,0,0,0,1,0,0,0,0,1,0,0,3.0,3.128247,0.0,0.0,0.0,-0.0,-5.9998378806055334e-05,-0.0
1.042749,Malinké,middle,-7221,9,boké rural,0,0,0,1,0,0,0,0,1,0,0,3.0,3.128247,0.0,0.0,0.0,-0.0,-5.9998378806055334e-05,-0.0
1.042749,Malinké,richer,36676,9,boké rural,0,0,0,1,0,0,0,0,0,1,0,4.0,4.170996,0.0,0.0,0.0,0.0,0.0005522366495240227,0.0
1.042749,Soussou,richest,139905,9,boké rural,0,0,0,0,1,0,0,0,0,0,1,5.0,5.213744999999999,0.0,0.0,0.0,0.0,0.0,0.001142038068122426
1.042749,Malinké,richest,139905,9,boké rural,0,0,0,1,0,0,0,0,0,0,1,5.0,5.213744999999999,0.0,0.0,0.0,0.0,0.0011644716778541006,0.0
1.042749,Malinké,richest,139905,9,boké rural,0,0,0,1,0,0,0,0,0,0,1,5.0,5.213744999999999,0.0,0.0,0.0,0.0,0.0011644716778541006,0.0
1.042749,Malinké,richest,139905,9,boké rural,0,0,0,1,0,0,0,0,0,0,1,5.0,5.213744999999999,0.0,0.0,0.0,0.0,0.0011644716778541006,0.0
1.042749,Malinké,richest,139905,9,boké rural,0,0,0,1,0,0,0,0,0,0,1,5.0,5.213744999999999,0.0,0.0,0.0,0.0,0.0011644716778541006,0.0
1.042749,Malinké,richest,139905,9,boké rural,0,0,0,1,0,0,0,0,0,0,1,5.0,5.213744999999999,0.0,0.0,0.0,0.0,0.0011644716778541006,0.0
1.042749,Malinké,richest,139905,9,boké rural,0,0,0,1,0,0,0,0,0,0,1,5.0,5.213744999999999,0.0,0.0,0.0,0.0,0.0011644716778541006,0.0
1.042749,Soussou,richest,139905,9,boké rural,0,0,0,0,1,0,0,0,0,0,1,5.0,5.213744999999999,0.0,0.0,0.0,0.0,0.0,0.001142038068122426
1.042749,Malinké,richest,139905,9,boké rural,0,0,0,1,0,0,0,0,0,0,1,5.0,5.213744999999999,0.0,0.0,0.0,0.0,0.0011644716778541006,0.0
1.042749,Malinké,richest,139905,9,boké rural,0,0,0,1,0,0,0,0,0,0,1,5.0,5.213744999999999,0.0,0.0,0.0,0.0,0.0011644716778541006,0.0
1.042749,Malinké,richest,139905,9,boké rural,0,0,0,1,0,0,0,0,0,0,1,5.0,5.213744999999999,0.0,0.0,0.0,0.0,0.0011644716778541006,0.0
1.042749,Malinké,richest,139905,9,boké rural,0,0,0,1,0,0,0,0,0,0,1,5.0,5.213744999999999,0.0,0.0,0.0,0.0,0.0011644716778541006,0.0
1.042749,Malinké,richest,139905,9,boké rural,0,0,0,1,0,0,0,0,0,0,1,5.0,5.213744999999999,0.0,0.0,0.0,0.0,0.0011644716778541006,0.0
1.042749,Malinké,richer,7580,9,boké rural,0,0,0,1,0,0,0,0,0,1,0,4.0,4.170996,0.0,0.0,0.0,0.0,0.0005522366495240227,0.0
1.042749,Malinké,richer,7580,9,boké rural,0,0,0,1,0,0,0,0,0,1,0,4.0,4.170996,0.0,0.0,0.0,0.0,0.0005522366495240227,0.0
1.042749,Malinké,richer,27197,9,boké rural,0,0,0,1,0,0,0,0,0,1,0,4.0,4.170996,0.0,0.0,0.0,0.0,0.0005522366495240227,0.0
1.448175,Soussou,middle,-43094,10,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,4.344525,0.0,0.0,0.0,-0.0,-0.0,-0.0008299750456241486
1.448175,Soussou,middle,-43094,10,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,4.344525,0.0,0.0,0.0,-0.0,-0.0,-0.0008299750456241486
1.448175,Soussou,middle,-53625,10,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,4.344525,0.0,0.0,0.0,-0.0,-0.0,-0.0008299750456241486
1.448175,Soussou,middle,-53625,10,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,4.344525,0.0,0.0,0.0,-0.0,-0.0,-0.0008299750456241486
1.448175,Soussou,middle,-33479,10,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,4.344525,0.0,0.0,0.0,-0.0,-0.0,-0.0008299750456241486
1.448175,Soussou,poorer,-66205,10,boké rural,0,0,0,0,1,0,0,1,0,0,0,2.0,2.89635,0.0,-0.0,-0.0,-0.0,-0.0,-0.0020379966443754925
1.448175,Soussou,middle,-46476,10,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,4.344525,0.0,0.0,0.0,-0.0,-0.0,-0.0008299750456241486
1.448175,Soussou,poorer,-59583,10,boké rural,0,0,0,0,1,0,0,1,0,0,0,2.0,2.89635,0.0,-0.0,-0.0,-0.0,-0.0,-0.0020379966443754925
1.448175,Soussou,poorer,-59583,10,boké rural,0,0,0,0,1,0,0,1,0,0,0,2.0,2.89635,0.0,-0.0,-0.0,-0.0,-0.0,-0.0020379966443754925
1.448175,Soussou,middle,-51415,10,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,4.344525,0.0,0.0,0.0,-0.0,-0.0,-0.0008299750456241486
1.448175,Soussou,middle,-51415,10,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,4.344525,0.0,0.0,0.0,-0.0,-0.0,-0.0008299750456241486
1.448175,Soussou,poorer,-63751,10,boké rural,0,0,0,0,1,0,0,1,0,0,0,2.0,2.89635,0.0,-0.0,-0.0,-0.0,-0.0,-0.0020379966443754925
1.448175,Soussou,poorer,-63751,10,boké rural,0,0,0,0,1,0,0,1,0,0,0,2.0,2.89635,0.0,-0.0,-0.0,-0.0,-0.0,-0.0020379966443754925
1.448175,Soussou,middle,-38546,10,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,4.344525,0.0,0.0,0.0,-0.0,-0.0,-0.0008299750456241486
1.448175,Soussou,middle,-38546,10,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,4.344525,0.0,0.0,0.0,-0.0,-0.0,-0.0008299750456241486
1.448175,Soussou,middle,-38546,10,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,4.344525,0.0,0.0,0.0,-0.0,-0.0,-0.0008299750456241486
1.448175,Soussou,poorer,-63276,10,boké rural,0,0,0,0,1,0,0,1,0,0,0,2.0,2.89635,0.0,-0.0,-0.0,-0.0,-0.0,-0.0020379966443754925
1.448175,Soussou,poorer,-78703,10,boké rural,0,0,0,0,1,0,0,1,0,0,0,2.0,2.89635,0.0,-0.0,-0.0,-0.0,-0.0,-0.0020379966443754925
1.448175,Soussou,poorer,-57721,10,boké rural,0,0,0,0,1,0,0,1,0,0,0,2.0,2.89635,0.0,-0.0,-0.0,-0.0,-0.0,-0.0020379966443754925
1.448175,Soussou,poorer,-57721,10,boké rural,0,0,0,0,1,0,0,1,0,0,0,2.0,2.89635,0.0,-0.0,-0.0,-0.0,-0.0,-0.0020379966443754925
1.448175,Toma,poorest,-120210,10,boké rural,0,0,0,0,0,1,1,0,0,0,0,1.0,1.448175,-0.0050900916636053995,-0.0,-0.0,-0.0,-0.0,-0.0
1.448175,Toma,poorer,-57382,10,boké rural,0,0,0,0,0,1,0,1,0,0,0,2.0,2.89635,0.0020933499606653576,-0.0,-0.0,-0.0,-0.0,-0.0
1.448175,Toma,poorer,-57382,10,boké rural,0,0,0,0,0,1,0,1,0,0,0,2.0,2.89635,0.0020933499606653576,-0.0,-0.0,-0.0,-0.0,-0.0
1.448175,Toma,poorer,-57382,10,boké rural,0,0,0,0,0,1,0,1,0,0,0,2.0,2.89635,0.0020933499606653576,-0.0,-0.0,-0.0,-0.0,-0.0
1.448175,Toma,poorest,-90034,10,boké rural,0,0,0,0,0,1,1,0,0,0,0,1.0,1.448175,-0.0050900916636053995,-0.0,-0.0,-0.0,-0.0,-0.0
1.448175,Fulani,poorest,-90034,10,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,1.448175,-0.0,-0.0,-0.0,-0.0015110127332771586,-0.0,-0.0
1.448175,Fulani,poorest,-90034,10,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,1.448175,-0.0,-0.0,-0.0,-0.0015110127332771586,-0.0,-0.0
1.448175,Fulani,poorest,-103195,10,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,1.448175,-0.0,-0.0,-0.0,-0.0015110127332771586,-0.0,-0.0
1.448175,Fulani,poorest,-103195,10,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,1.448175,-0.0,-0.0,-0.0,-0.0015110127332771586,-0.0,-0.0
1.448175,Fulani,poorest,-101570,10,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,1.448175,-0.0,-0.0,-0.0,-0.0015110127332771586,-0.0,-0.0
1.448175,Fulani,poorest,-101570,10,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,1.448175,-0.0,-0.0,-0.0,-0.0015110127332771586,-0.0,-0.0
1.448175,Fulani,poorest,-100387,10,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,1.448175,-0.0,-0.0,-0.0,-0.0015110127332771586,-0.0,-0.0
1.448175,Fulani,poorest,-100387,10,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,1.448175,-0.0,-0.0,-0.0,-0.0015110127332771586,-0.0,-0.0
1.448175,Fulani,poorest,-100387,10,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,1.448175,-0.0,-0.0,-0.0,-0.0015110127332771586,-0.0,-0.0
1.448175,Toma,poorer,-76658,10,boké rural,0,0,0,0,0,1,0,1,0,0,0,2.0,2.89635,0.0020933499606653576,-0.0,-0.0,-0.0,-0.0,-0.0
1.448175,Toma,poorer,-84246,10,boké rural,0,0,0,0,0,1,0,1,0,0,0,2.0,2.89635,0.0020933499606653576,-0.0,-0.0,-0.0,-0.0,-0.0
1.448175,Toma,poorer,-84246,10,boké rural,0,0,0,0,0,1,0,1,0,0,0,2.0,2.89635,0.0020933499606653576,-0.0,-0.0,-0.0,-0.0,-0.0
1.448175,Toma,poorer,-68797,10,boké rural,0,0,0,0,0,1,0,1,0,0,0,2.0,2.89635,0.0020933499606653576,-0.0,-0.0,-0.0,-0.0,-0.0
0.738167,Malinké,poorer,-84941,11,boké rural,0,0,0,1,0,0,0,1,0,0,0,2.0,1.476334,0.0,-0.0,-0.0,-0.0,-0.00047587724125888216,-0.0
0.738167,Toma,poorer,-83547,11,boké rural,0,0,0,0,0,1,0,1,0,0,0,2.0,1.476334,0.001067027023953918,-0.0,-0.0,-0.0,-0.0,-0.0
0.444758,Fulani,poorer,-69206,12,boké rural,1,0,0,0,0,0,0,1,0,0,0,2.0,0.889516,0.0,-0.0,-0.0,-0.00023984417057760043,-0.0,-0.0
0.444758,Fulani,poorer,-60061,12,boké rural,1,0,0,0,0,0,0,1,0,0,0,2.0,0.889516,0.0,-0.0,-0.0,-0.00023984417057760043,-0.0,-0.0
0.444758,Fulani,middle,-35119,12,boké rural,1,0,0,0,0,0,0,0,1,0,0,3.0,1.334274,0.0,0.0,0.0,-1.5631855421858853e-05,-0.0,-0.0
0.444758,Fulani,middle,-51640,12,boké rural,1,0,0,0,0,0,0,0,1,0,0,3.0,1.334274,0.0,0.0,0.0,-1.5631855421858853e-05,-0.0,-0.0
0.444758,Fulani,poorer,-72467,12,boké rural,1,0,0,0,0,0,0,1,0,0,0,2.0,0.889516,0.0,-0.0,-0.0,-0.00023984417057760043,-0.0,-0.0
0.444758,Fulani,poorest,-94908,12,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,0.444758,-0.0,-0.0,-0.0,-0.000464056485733342,-0.0,-0.0
0.444758,Fulani,poorest,-102737,12,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,0.444758,-0.0,-0.0,-0.0,-0.000464056485733342,-0.0,-0.0
0.444758,Fulani,poorest,-101271,12,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,0.444758,-0.0,-0.0,-0.0,-0.000464056485733342,-0.0,-0.0
0.444758,Fulani,poorer,-59827,12,boké rural,1,0,0,0,0,0,0,1,0,0,0,2.0,0.889516,0.0,-0.0,-0.0,-0.00023984417057760043,-0.0,-0.0
0.444758,Fulani,poorer,-59827,12,boké rural,1,0,0,0,0,0,0,1,0,0,0,2.0,0.889516,0.0,-0.0,-0.0,-0.00023984417057760043,-0.0,-0.0
0.444758,Fulani,poorest,-93461,12,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,0.444758,-0.0,-0.0,-0.0,-0.000464056485733342,-0.0,-0.0
0.444758,Soussou,poorest,-104704,12,boké rural,0,0,0,0,1,0,1,0,0,0,0,1.0,0.444758,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0009969047813811211
0.444758,Fulani,poorest,-104704,12,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,0.444758,-0.0,-0.0,-0.0,-0.000464056485733342,-0.0,-0.0
0.444758,Soussou,poorest,-104704,12,boké rural,0,0,0,0,1,0,1,0,0,0,0,1.0,0.444758,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0009969047813811211
0.444758,Fulani,poorer,-70898,12,boké rural,1,0,0,0,0,0,0,1,0,0,0,2.0,0.889516,0.0,-0.0,-0.0,-0.00023984417057760043,-0.0,-0.0
0.444758,Fulani,poorer,-70898,12,boké rural,1,0,0,0,0,0,0,1,0,0,0,2.0,0.889516,0.0,-0.0,-0.0,-0.00023984417057760043,-0.0,-0.0
0.444758,Fulani,middle,-28934,12,boké rural,1,0,0,0,0,0,0,0,1,0,0,3.0,1.334274,0.0,0.0,0.0,-1.5631855421858853e-05,-0.0,-0.0
0.444758,Fulani,richer,45825,12,boké rural,1,0,0,0,0,0,0,0,0,1,0,4.0,1.779032,0.0,0.0,0.0,0.00020858045973388273,0.0,0.0
0.444758,Soussou,middle,-28122,12,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,1.334274,0.0,0.0,0.0,-0.0,-0.0,-0.000254898780424814
0.444758,Soussou,middle,-28122,12,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,1.334274,0.0,0.0,0.0,-0.0,-0.0,-0.000254898780424814
0.444758,Fulani,poorer,-77728,12,boké rural,1,0,0,0,0,0,0,1,0,0,0,2.0,0.889516,0.0,-0.0,-0.0,-0.00023984417057760043,-0.0,-0.0
0.444758,Fulani,poorer,-75994,12,boké rural,1,0,0,0,0,0,0,1,0,0,0,2.0,0.889516,0.0,-0.0,-0.0,-0.00023984417057760043,-0.0,-0.0
0.444758,Soussou,poorest,-120529,12,boké rural,0,0,0,0,1,0,1,0,0,0,0,1.0,0.444758,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0009969047813811211
0.444758,Soussou,poorest,-120529,12,boké rural,0,0,0,0,1,0,1,0,0,0,0,1.0,0.444758,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0009969047813811211
0.444758,Soussou,poorest,-110506,12,boké rural,0,0,0,0,1,0,1,0,0,0,0,1.0,0.444758,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0009969047813811211
1.172956,Soussou,richest,170713,13,boké urban,0,0,0,0,1,0,0,0,0,0,1,5.0,5.8647800000000005,0.0,0.0,0.0,0.0,0.0,0.0012846431924006722
1.172956,Soussou,richer,108396,13,boké urban,0,0,0,0,1,0,0,0,0,1,0,4.0,4.691824,0.0,0.0,0.0,0.0,0.0,0.00030620054397421736
1.172956,Soussou,richer,80593,13,boké urban,0,0,0,0,1,0,0,0,0,1,0,4.0,4.691824,0.0,0.0,0.0,0.0,0.0,0.00030620054397421736
1.172956,Fulani,richest,110866,13,boké urban,1,0,0,0,0,0,0,0,0,0,1,5.0,5.8647800000000005,0.0,0.0,0.0,0.0011414002267827318,0.0,0.0
1.172956,Fulani,richest,110866,13,boké urban,1,0,0,0,0,0,0,0,0,0,1,5.0,5.8647800000000005,0.0,0.0,0.0,0.0011414002267827318,0.0,0.0
1.172956,Soussou,richest,131080,13,boké urban,0,0,0,0,1,0,0,0,0,0,1,5.0,5.8647800000000005,0.0,0.0,0.0,0.0,0.0,0.0012846431924006722
1.172956,Soussou,richest,131080,13,boké urban,0,0,0,0,1,0,0,0,0,0,1,5.0,5.8647800000000005,0.0,0.0,0.0,0.0,0.0,0.0012846431924006722
1.172956,Soussou,richest,119807,13,boké urban,0,0,0,0,1,0,0,0,0,0,1,5.0,5.8647800000000005,0.0,0.0,0.0,0.0,0.0,0.0012846431924006722
1.172956,Soussou,richer,103183,13,boké urban,0,0,0,0,1,0,0,0,0,1,0,4.0,4.691824,0.0,0.0,0.0,0.0,0.0,0.00030620054397421736
1.172956,Soussou,richer,103183,13,boké urban,0,0,0,0,1,0,0,0,0,1,0,4.0,4.691824,0.0,0.0,0.0,0.0,0.0,0.00030620054397421736
1.172956,Soussou,richer,105858,13,boké urban,0,0,0,0,1,0,0,0,0,1,0,4.0,4.691824,0.0,0.0,0.0,0.0,0.0,0.00030620054397421736
1.172956,Soussou,richer,100109,13,boké urban,0,0,0,0,1,0,0,0,0,1,0,4.0,4.691824,0.0,0.0,0.0,0.0,0.0,0.00030620054397421736
1.172956,Soussou,richer,100109,13,boké urban,0,0,0,0,1,0,0,0,0,1,0,4.0,4.691824,0.0,0.0,0.0,0.0,0.0,0.00030620054397421736
1.172956,Soussou,richer,100109,13,boké urban,0,0,0,0,1,0,0,0,0,1,0,4.0,4.691824,0.0,0.0,0.0,0.0,0.0,0.00030620054397421736
1.172956,Soussou,richest,160940,13,boké urban,0,0,0,0,1,0,0,0,0,0,1,5.0,5.8647800000000005,0.0,0.0,0.0,0.0,0.0,0.0012846431924006722
1.172956,Fulani,richer,72377,13,boké urban,1,0,0,0,0,0,0,0,0,1,0,4.0,4.691824,0.0,0.0,0.0,0.0005500872423376672,0.0,0.0
1.172956,Fulani,richer,72377,13,boké urban,1,0,0,0,0,0,0,0,0,1,0,4.0,4.691824,0.0,0.0,0.0,0.0005500872423376672,0.0,0.0
1.172956,Soussou,richest,196980,13,boké urban,0,0,0,0,1,0,0,0,0,0,1,5.0,5.8647800000000005,0.0,0.0,0.0,0.0,0.0,0.0012846431924006722
1.172956,Guerze,richest,231189,13,boké urban,0,1,0,0,0,0,0,0,0,0,1,5.0,5.8647800000000005,0.0,0.0,0.007705296961594107,0.0,0.0,0.0
1.172956,Fulani,richest,231189,13,boké urban,1,0,0,0,0,0,0,0,0,0,1,5.0,5.8647800000000005,0.0,0.0,0.0,0.0011414002267827318,0.0,0.0
1.172956,Fulani,richest,167507,13,boké urban,1,0,0,0,0,0,0,0,0,0,1,5.0,5.8647800000000005,0.0,0.0,0.0,0.0011414002267827318,0.0,0.0
1.172956,Soussou,richer,36996,13,boké urban,0,0,0,0,1,0,0,0,0,1,0,4.0,4.691824,0.0,0.0,0.0,0.0,0.0,0.00030620054397421736
1.172956,Fulani,richest,208988,13,boké urban,1,0,0,0,0,0,0,0,0,0,1,5.0,5.8647800000000005,0.0,0.0,0.0,0.0011414002267827318,0.0,0.0
1.172956,Fulani,richest,208988,13,boké urban,1,0,0,0,0,0,0,0,0,0,1,5.0,5.8647800000000005,0.0,0.0,0.0,0.0011414002267827318,0.0,0.0
1.172956,Fulani,richest,208988,13,boké urban,1,0,0,0,0,0,0,0,0,0,1,5.0,5.8647800000000005,0.0,0.0,0.0,0.0011414002267827318,0.0,0.0
1.172956,Fulani,richest,157921,13,boké urban,1,0,0,0,0,0,0,0,0,0,1,5.0,5.8647800000000005,0.0,0.0,0.0,0.0011414002267827318,0.0,0.0
1.172956,Fulani,richest,157921,13,boké urban,1,0,0,0,0,0,0,0,0,0,1,5.0,5.8647800000000005,0.0,0.0,0.0,0.0011414002267827318,0.0,0.0
1.172956,Fulani,richest,157921,13,boké urban,1,0,0,0,0,0,0,0,0,0,1,5.0,5.8647800000000005,0.0,0.0,0.0,0.0011414002267827318,0.0,0.0
1.172956,Soussou,richer,57705,13,boké urban,0,0,0,0,1,0,0,0,0,1,0,4.0,4.691824,0.0,0.0,0.0,0.0,0.0,0.00030620054397421736
1.172956,Fulani,richer,57705,13,boké urban,1,0,0,0,0,0,0,0,0,1,0,4.0,4.691824,0.0,0.0,0.0,0.0005500872423376672,0.0,0.0
1.172956,Fulani,richest,126628,13,boké urban,1,0,0,0,0,0,0,0,0,0,1,5.0,5.8647800000000005,0.0,0.0,0.0,0.0011414002267827318,0.0,0.0
0.806977,Soussou,poorer,-75252,14,boké urban,0,0,0,0,1,0,0,1,0,0,0,2.0,1.613954,0.0,-0.0,-0.0,-0.0,-0.0,-0.0011356475688975446
0.806977,Soussou,richest,116368,14,boké urban,0,0,0,0,1,0,0,0,0,0,1,5.0,4.034885,0.0,0.0,0.0,0.0,0.0,0.0008838161955554319
0.806977,Kissi,richest,157792,14,boké urban,0,0,1,0,0,0,0,0,0,0,1,5.0,4.034885,0.0,0.004778712681304441,0.0,0.0,0.0,0.0
0.806977,Kissi,richest,157792,14,boké urban,0,0,1,0,0,0,0,0,0,0,1,5.0,4.034885,0.0,0.004778712681304441,0.0,0.0,0.0,0.0
0.806977,Fulani,richer,54580,14,boké urban,1,0,0,0,0,0,0,0,0,1,0,4.0,3.227908,0.0,0.0,0.0,0.0003784521777116308,0.0,0.0
0.806977,Fulani,richer,54580,14,boké urban,1,0,0,0,0,0,0,0,0,1,0,4.0,3.227908,0.0,0.0,0.0,0.0003784521777116308,0.0,0.0
0.806977,Fulani,richer,54580,14,boké urban,1,0,0,0,0,0,0,0,0,1,0,4.0,3.227908,0.0,0.0,0.0,0.0003784521777116308,0.0,0.0
0.806977,Fulani,richest,192031,14,boké urban,1,0,0,0,0,0,0,0,0,0,1,5.0,4.034885,0.0,0.0,0.0,0.0007852670780561662,0.0,0.0
0.806977,Malinké,richest,191638,14,boké urban,0,0,0,1,0,0,0,0,0,0,1,5.0,4.034885,0.0,0.0,0.0,0.0,0.0009011774273383803,0.0
0.806977,Soussou,richest,191638,14,boké urban,0,0,0,0,1,0,0,0,0,0,1,5.0,4.034885,0.0,0.0,0.0,0.0,0.0,0.0008838161955554319
0.806977,Soussou,richest,191638,14,boké urban,0,0,0,0,1,0,0,0,0,0,1,5.0,4.034885,0.0,0.0,0.0,0.0,0.0,0.0008838161955554319
0.806977,Soussou,richest,116511,14,boké urban,0,0,0,0,1,0,0,0,0,0,1,5.0,4.034885,0.0,0.0,0.0,0.0,0.0,0.0008838161955554319
