sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Fulani,ethnicity_Guerze,ethnicity_Kissi,ethnicity_Malinké,ethnicity_Soussou,ethnicity_Toma,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2,IF_3,IF_4,IF_5
1.189678,Soussou,middle,-40547,1,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,3.5690340000000003,0.0,0.0,0.0,-0.0,-0.0,-0.0006818257823315868
1.189678,Soussou,middle,-40547,1,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,3.5690340000000003,0.0,0.0,0.0,-0.0,-0.0,-0.0006818257823315868
1.189678,Soussou,middle,-40547,1,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,3.5690340000000003,0.0,0.0,0.0,-0.0,-0.0,-0.0006818257823315868
1.189678,Fulani,poorest,-100525,1,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0012412992949745049,-0.0,-0.0
1.189678,Fulani,poorest,-100525,1,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0012412992949745049,-0.0,-0.0
1.189678,Fulani,poorest,-100525,1,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0012412992949745049,-0.0,-0.0
1.189678,Malinké,poorest,-100525,1,boké rural,0,0,0,1,0,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0,-0.001465457017334537,-0.0
1.189678,Fulani,poorest,-95059,1,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0012412992949745049,-0.0,-0.0
1.189678,Fulani,poorer,-79356,1,boké rural,1,0,0,0,0,0,0,1,0,0,0,2.0,2.379356,0.0,-0.0,-0.0,-0.0006415563815927281,-0.0,-0.0
1.189678,Fulani,richer,34280,1,boké rural,1,0,0,0,0,0,0,0,0,1,0,4.0,4.758712,0.0,0.0,0.0,0.0005579294451708257,0.0,0.0
1.189678,Fulani,poorest,-97644,1,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0012412992949745049,-0.0,-0.0
1.189678,Fulani,poorest,-97644,1,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0012412992949745049,-0.0,-0.0
1.189678,Fulani,poorest,-92119,1,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0012412992949745049,-0.0,-0.0
1.189678,Fulani,poorest,-92119,1,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0012412992949745049,-0.0,-0.0
1.189678,Fulani,poorer,-86122,1,boké rural,1,0,0,0,0,0,0,1,0,0,0,2.0,2.379356,0.0,-0.0,-0.0,-0.0006415563815927281,-0.0,-0.0
1.189678,Fulani,poorest,-91846,1,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0012412992949745049,-0.0,-0.0
1.189678,Fulani,poorest,-91846,1,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0012412992949745049,-0.0,-0.0
1.189678,Fulani,poorest,-91556,1,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0012412992949745049,-0.0,-0.0
1.189678,Fulani,poorest,-91556,1,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0012412992949745049,-0.0,-0.0
1.189678,Fulani,poorer,-58425,1,boké rural,1,0,0,0,0,0,0,1,0,0,0,2.0,2.379356,0.0,-0.0,-0.0,-0.0006415563815927281,-0.0,-0.0
1.189678,Fulani,poorer,-58425,1,boké rural,1,0,0,0,0,0,0,1,0,0,0,2.0,2.379356,0.0,-0.0,-0.0,-0.0006415563815927281,-0.0,-0.0
1.189678,Soussou,poorest,-113409,1,boké rural,0,0,0,0,1,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0026666090019829424
1.189678,Soussou,poorest,-113409,1,boké rural,0,0,0,0,1,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0026666090019829424
1.189678,Soussou,poorest,-113409,1,boké rural,0,0,0,0,1,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0026666090019829424
1.189678,Soussou,poorest,-113409,1,boké rural,0,0,0,0,1,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0026666090019829424
1.189678,Soussou,poorest,-105305,1,boké rural,0,0,0,0,1,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0026666090019829424
1.189678,Soussou,poorest,-106096,1,boké rural,0,0,0,0,1,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0026666090019829424
1.189678,Soussou,poorest,-106096,1,boké rural,0,0,0,0,1,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0026666090019829424
1.189678,Malinké,poorest,-112669,1,boké rural,0,0,0,1,0,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0,-0.001465457017334537,-0.0
1.189678,Soussou,poorest,-112669,1,boké rural,0,0,0,0,1,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0026666090019829424
1.189678,Soussou,poorer,-67855,1,boké rural,0,0,0,0,1,0,0,1,0,0,0,2.0,2.379356,0.0,-0.0,-0.0,-0.0,-0.0,-0.0016742173921572648
1.189678,Soussou,poorest,-101427,1,boké rural,0,0,0,0,1,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0026666090019829424
1.189678,Soussou,poorest,-101427,1,boké rural,0,0,0,0,1,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0026666090019829424
1.189678,Fulani,poorest,-127408,1,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0012412992949745049,-0.0,-0.0
1.189678,Fulani,poorest,-114202,1,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0012412992949745049,-0.0,-0.0
1.189678,Fulani,poorest,-114202,1,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0012412992949745049,-0.0,-0.0
1.189678,Fulani,poorest,-103936,1,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0012412992949745049,-0.0,-0.0
1.189678,Fulani,poorest,-120538,1,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0012412992949745049,-0.0,-0.0
1.189678,Fulani,poorest,-120538,1,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0012412992949745049,-0.0,-0.0
1.189678,Fulani,poorest,-111382,1,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,1.189678,-0.0,-0.0,-0.0,-0.0012412992949745049,-0.0,-0.0
1.297138,Soussou,middle,-454,2,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,3.8914139999999997,0.0,0.0,0.0,-0.0,-0.0,-0.0007434130341504423
1.297138,Soussou,middle,-454,2,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,3.8914139999999997,0.0,0.0,0.0,-0.0,-0.0,-0.0007434130341504423
1.297138,Soussou,middle,-47846,2,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,3.8914139999999997,0.0,0.0,0.0,-0.0,-0.0,-0.0007434130341504423
1.297138,Soussou,poorer,-74394,2,boké rural,0,0,0,0,1,0,0,1,0,0,0,2.0,2.594276,0.0,-0.0,-0.0,-0.0,-0.0,-0.0018254443636245186
1.297138,Soussou,middle,-54705,2,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,3.8914139999999997,0.0,0.0,0.0,-0.0,-0.0,-0.0007434130341504423
1.297138,Soussou,middle,-54705,2,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,3.8914139999999997,0.0,0.0,0.0,-0.0,-0.0,-0.0007434130341504423
1.297138,Soussou,richer,1242,2,boké rural,0,0,0,0,1,0,0,0,0,1,0,4.0,5.188552,0.0,0.0,0.0,0.0,0.0,0.0003386182953236339
1.297138,Malinké,middle,-48863,2,boké rural,0,0,0,1,0,0,0,0,1,0,0,3.0,3.8914139999999997,0.0,0.0,0.0,-0.0,-7.463558065050075e-05,-0.0
1.297138,Soussou,middle,-48863,2,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,3.8914139999999997,0.0,0.0,0.0,-0.0,-0.0,-0.0007434130341504423
1.297138,Soussou,poorest,-93275,2,boké rural,0,0,0,0,1,0,1,0,0,0,0,1.0,1.297138,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0029074756930985947
1.297138,Soussou,poorest,-93275,2,boké rural,0,0,0,0,1,0,1,0,0,0,0,1.0,1.297138,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0029074756930985947
1.297138,Soussou,middle,-51714,2,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,3.8914139999999997,0.0,0.0,0.0,-0.0,-0.0,-0.0007434130341504423
1.297138,Soussou,poorer,-68641,2,boké rural,0,0,0,0,1,0,0,1,0,0,0,2.0,2.594276,0.0,-0.0,-0.0,-0.0,-0.0,-0.0018254443636245186
1.297138,Soussou,middle,-50846,2,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,3.8914139999999997,0.0,0.0,0.0,-0.0,-0.0,-0.0007434130341504423
1.297138,Soussou,middle,-8972,2,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,3.8914139999999997,0.0,0.0,0.0,-0.0,-0.0,-0.0007434130341504423
1.297138,Fulani,poorer,-64214,2,boké rural,1,0,0,0,0,0,0,1,0,0,0,2.0,2.594276,0.0,-0.0,-0.0,-0.0006995062207642976,-0.0,-0.0
1.297138,Malinké,middle,-2844,2,boké rural,0,0,0,1,0,0,0,0,1,0,0,3.0,3.8914139999999997,0.0,0.0,0.0,-0.0,-7.463558065050075e-05,-0.0
1.297138,Soussou,middle,-2844,2,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,3.8914139999999997,0.0,0.0,0.0,-0.0,-0.0,-0.0007434130341504423
1.297138,Fulani,poorest,-102376,2,boké rural,1,0,0,0,0,0,1,0,0,0,0,1.0,1.297138,-0.0,-0.0,-0.0,-0.0013534220897458299,-0.0,-0.0
1.297138,Soussou,poorer,-72523,2,boké rural,0,0,0,0,1,0,0,1,0,0,0,2.0,2.594276,0.0,-0.0,-0.0,-0.0,-0.0,-0.0018254443636245186
1.297138,Fulani,richer,15826,2,boké rural,1,0,0,0,0,0,0,0,0,1,0,4.0,5.188552,0.0,0.0,0.0,0.0006083255171987668,0.0,0.0
1.297138,Toma,poorer,-58443,2,boké rural,0,0,0,0,0,1,0,1,0,0,0,2.0,2.594276,0.001875024621525396,-0.0,-0.0,-0.0,-0.0,-0.0
1.297138,Soussou,middle,-49304,2,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,3.8914139999999997,0.0,0.0,0.0,-0.0,-0.0,-0.0007434130341504423
1.297138,Soussou,middle,-20583,2,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,3.8914139999999997,0.0,0.0,0.0,-0.0,-0.0,-0.0007434130341504423
1.297138,Soussou,middle,-945,2,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,3.8914139999999997,0.0,0.0,0.0,-0.0,-0.0,-0.0007434130341504423
1.297138,Soussou,middle,-945,2,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,3.8914139999999997,0.0,0.0,0.0,-0.0,-0.0,-0.0007434130341504423
1.297138,Soussou,middle,-945,2,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,3.8914139999999997,0.0,0.0,0.0,-0.0,-0.0,-0.0007434130341504423
1.297138,Soussou,middle,-945,2,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,3.8914139999999997,0.0,0.0,0.0,-0.0,-0.0,-0.0007434130341504423
1.297138,Soussou,middle,-945,2,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,3.8914139999999997,0.0,0.0,0.0,-0.0,-0.0,-0.0007434130341504423
1.297138,Soussou,middle,-34604,2,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,3.8914139999999997,0.0,0.0,0.0,-0.0,-0.0,-0.0007434130341504423
0.81902,Soussou,poorer,-69193,3,boké rural,0,0,0,0,1,0,0,1,0,0,0,2.0,1.63804,0.0,-0.0,-0.0,-0.0,-0.0,-0.0011525955162024033
0.81902,Soussou,poorer,-69193,3,boké rural,0,0,0,0,1,0,0,1,0,0,0,2.0,1.63804,0.0,-0.0,-0.0,-0.0,-0.0,-0.0011525955162024033
0.81902,Soussou,poorer,-67602,3,boké rural,0,0,0,0,1,0,0,1,0,0,0,2.0,1.63804,0.0,-0.0,-0.0,-0.0,-0.0,-0.0011525955162024033
0.81902,Soussou,middle,-49270,3,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-0.0,-0.0,-0.0004693950398723153
0.81902,Soussou,middle,-49270,3,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-0.0,-0.0,-0.0004693950398723153
0.81902,Soussou,middle,-49270,3,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-0.0,-0.0,-0.0004693950398723153
0.81902,Soussou,poorer,-75425,3,boké rural,0,0,0,0,1,0,0,1,0,0,0,2.0,1.63804,0.0,-0.0,-0.0,-0.0,-0.0,-0.0011525955162024033
0.81902,Soussou,poorer,-75425,3,boké rural,0,0,0,0,1,0,0,1,0,0,0,2.0,1.63804,0.0,-0.0,-0.0,-0.0,-0.0,-0.0011525955162024033
0.81902,Soussou,poorer,-75425,3,boké rural,0,0,0,0,1,0,0,1,0,0,0,2.0,1.63804,0.0,-0.0,-0.0,-0.0,-0.0,-0.0011525955162024033
0.81902,Malinké,middle,-46149,3,boké rural,0,0,0,1,0,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-0.0,-4.712531223691937e-05,-0.0
0.81902,Soussou,middle,-46149,3,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-0.0,-0.0,-0.0004693950398723153
0.81902,Soussou,middle,-46149,3,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-0.0,-0.0,-0.0004693950398723153
0.81902,Soussou,poorer,-56532,3,boké rural,0,0,0,0,1,0,0,1,0,0,0,2.0,1.63804,0.0,-0.0,-0.0,-0.0,-0.0,-0.0011525955162024033
0.81902,Soussou,poorer,-56532,3,boké rural,0,0,0,0,1,0,0,1,0,0,0,2.0,1.63804,0.0,-0.0,-0.0,-0.0,-0.0,-0.0011525955162024033
0.81902,Soussou,poorer,-56532,3,boké rural,0,0,0,0,1,0,0,1,0,0,0,2.0,1.63804,0.0,-0.0,-0.0,-0.0,-0.0,-0.0011525955162024033
0.81902,Soussou,poorer,-56532,3,boké rural,0,0,0,0,1,0,0,1,0,0,0,2.0,1.63804,0.0,-0.0,-0.0,-0.0,-0.0,-0.0011525955162024033
0.81902,Soussou,poorest,-111511,3,boké rural,0,0,0,0,1,0,1,0,0,0,0,1.0,0.81902,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0018357959925324914
0.81902,Soussou,poorest,-111268,3,boké rural,0,0,0,0,1,0,1,0,0,0,0,1.0,0.81902,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0018357959925324914
0.81902,Fulani,middle,-17820,3,boké rural,1,0,0,0,0,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-2.8785996491599556e-05,-0.0,-0.0
0.81902,Soussou,middle,-53422,3,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-0.0,-0.0,-0.0004693950398723153
0.81902,Malinké,middle,-53422,3,boké rural,0,0,0,1,0,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-0.0,-4.712531223691937e-05,-0.0
0.81902,Malinké,middle,-42222,3,boké rural,0,0,0,1,0,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-0.0,-4.712531223691937e-05,-0.0
0.81902,Malinké,middle,-42222,3,boké rural,0,0,0,1,0,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-0.0,-4.712531223691937e-05,-0.0
0.81902,Soussou,middle,-45355,3,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-0.0,-0.0,-0.0004693950398723153
0.81902,Soussou,middle,-26651,3,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-0.0,-0.0,-0.0004693950398723153
0.81902,Soussou,middle,-26651,3,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-0.0,-0.0,-0.0004693950398723153
0.81902,Soussou,middle,-26651,3,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-0.0,-0.0,-0.0004693950398723153
0.81902,Soussou,middle,-26651,3,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-0.0,-0.0,-0.0004693950398723153
0.81902,Soussou,middle,-26651,3,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-0.0,-0.0,-0.0004693950398723153
0.81902,Soussou,middle,-26651,3,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-0.0,-0.0,-0.0004693950398723153
0.81902,Soussou,middle,-26651,3,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-0.0,-0.0,-0.0004693950398723153
0.81902,Soussou,middle,-52028,3,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-0.0,-0.0,-0.0004693950398723153
0.81902,Soussou,middle,-52028,3,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-0.0,-0.0,-0.0004693950398723153
0.81902,Soussou,middle,-48084,3,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-0.0,-0.0,-0.0004693950398723153
0.81902,Soussou,middle,-48084,3,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-0.0,-0.0,-0.0004693950398723153
0.81902,Soussou,middle,-48084,3,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-0.0,-0.0,-0.0004693950398723153
0.81902,Soussou,middle,-48084,3,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-0.0,-0.0,-0.0004693950398723153
0.81902,Soussou,richer,36437,3,boké rural,0,0,0,0,1,0,0,0,0,1,0,4.0,3.27608,0.0,0.0,0.0,0.0,0.0,0.00021380543645777294
0.81902,Soussou,middle,-24311,3,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-0.0,-0.0,-0.0004693950398723153
0.81902,Soussou,middle,-39377,3,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-0.0,-0.0,-0.0004693950398723153
0.81902,Soussou,middle,-39377,3,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-0.0,-0.0,-0.0004693950398723153
0.81902,Soussou,poorest,-93985,3,boké rural,0,0,0,0,1,0,1,0,0,0,0,1.0,0.81902,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0018357959925324914
0.81902,Toma,poorest,-93985,3,boké rural,0,0,0,0,0,1,1,0,0,0,0,1.0,0.81902,-0.0028787176096301166,-0.0,-0.0,-0.0,-0.0,-0.0
0.81902,Soussou,poorest,-93401,3,boké rural,0,0,0,0,1,0,1,0,0,0,0,1.0,0.81902,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0018357959925324914
0.81902,Fulani,middle,-17739,3,boké rural,1,0,0,0,0,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-2.8785996491599556e-05,-0.0,-0.0
0.81902,Fulani,middle,-17739,3,boké rural,1,0,0,0,0,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-2.8785996491599556e-05,-0.0,-0.0
0.81902,Fulani,middle,-18160,3,boké rural,1,0,0,0,0,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-2.8785996491599556e-05,-0.0,-0.0
0.81902,Fulani,middle,-19497,3,boké rural,1,0,0,0,0,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-2.8785996491599556e-05,-0.0,-0.0
0.81902,Fulani,middle,-19497,3,boké rural,1,0,0,0,0,0,0,0,1,0,0,3.0,2.45706,0.0,0.0,0.0,-2.8785996491599556e-05,-0.0,-0.0
2.75385,Soussou,middle,-47229,4,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,8.26155,0.0,0.0,0.0,-0.0,-0.0,-0.0015782807874684078
2.75385,Soussou,middle,-47229,4,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,8.26155,0.0,0.0,0.0,-0.0,-0.0,-0.0015782807874684078
2.75385,Soussou,middle,-47229,4,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,8.26155,0.0,0.0,0.0,-0.0,-0.0,-0.0015782807874684078
2.75385,Soussou,middle,-15307,4,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,8.26155,0.0,0.0,0.0,-0.0,-0.0,-0.0015782807874684078
2.75385,Fulani,richer,7344,4,boké rural,1,0,0,0,0,0,0,0,0,1,0,4.0,11.0154,0.0,0.0,0.0,0.0012914872785608194,0.0,0.0
2.75385,Soussou,richer,7344,4,boké rural,0,0,0,0,1,0,0,0,0,1,0,4.0,11.0154,0.0,0.0,0.0,0.0,0.0,0.0007188934350678102
2.75385,Soussou,middle,-31177,4,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,8.26155,0.0,0.0,0.0,-0.0,-0.0,-0.0015782807874684078
2.75385,Soussou,poorer,-74316,4,boké rural,0,0,0,0,1,0,0,1,0,0,0,2.0,5.5077,0.0,-0.0,-0.0,-0.0,-0.0,-0.0038754550100046263
2.75385,Soussou,richer,75209,4,boké rural,0,0,0,0,1,0,0,0,0,1,0,4.0,11.0154,0.0,0.0,0.0,0.0,0.0,0.0007188934350678102
2.75385,Soussou,richer,75209,4,boké rural,0,0,0,0,1,0,0,0,0,1,0,4.0,11.0154,0.0,0.0,0.0,0.0,0.0,0.0007188934350678102
2.75385,Soussou,richer,75209,4,boké rural,0,0,0,0,1,0,0,0,0,1,0,4.0,11.0154,0.0,0.0,0.0,0.0,0.0,0.0007188934350678102
2.75385,Soussou,richer,75209,4,boké rural,0,0,0,0,1,0,0,0,0,1,0,4.0,11.0154,0.0,0.0,0.0,0.0,0.0,0.0007188934350678102
2.75385,Soussou,richer,75209,4,boké rural,0,0,0,0,1,0,0,0,0,1,0,4.0,11.0154,0.0,0.0,0.0,0.0,0.0,0.0007188934350678102
2.75385,Soussou,richer,39044,4,boké rural,0,0,0,0,1,0,0,0,0,1,0,4.0,11.0154,0.0,0.0,0.0,0.0,0.0,0.0007188934350678102
2.75385,Soussou,richer,39044,4,boké rural,0,0,0,0,1,0,0,0,0,1,0,4.0,11.0154,0.0,0.0,0.0,0.0,0.0,0.0007188934350678102
2.75385,Soussou,richer,11674,4,boké rural,0,0,0,0,1,0,0,0,0,1,0,4.0,11.0154,0.0,0.0,0.0,0.0,0.0,0.0007188934350678102
2.75385,Soussou,middle,-28147,4,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,8.26155,0.0,0.0,0.0,-0.0,-0.0,-0.0015782807874684078
2.75385,Soussou,middle,-28147,4,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,8.26155,0.0,0.0,0.0,-0.0,-0.0,-0.0015782807874684078
2.75385,Soussou,poorest,-98586,4,boké rural,0,0,0,0,1,0,1,0,0,0,0,1.0,2.75385,-0.0,-0.0,-0.0,-0.0,-0.0,-0.006172629232540844
2.75385,Soussou,richer,26210,4,boké rural,0,0,0,0,1,0,0,0,0,1,0,4.0,11.0154,0.0,0.0,0.0,0.0,0.0,0.0007188934350678102
2.75385,Soussou,richer,26210,4,boké rural,0,0,0,0,1,0,0,0,0,1,0,4.0,11.0154,0.0,0.0,0.0,0.0,0.0,0.0007188934350678102
2.75385,Soussou,richer,26210,4,boké rural,0,0,0,0,1,0,0,0,0,1,0,4.0,11.0154,0.0,0.0,0.0,0.0,0.0,0.0007188934350678102
2.75385,Soussou,richer,26210,4,boké rural,0,0,0,0,1,0,0,0,0,1,0,4.0,11.0154,0.0,0.0,0.0,0.0,0.0,0.0007188934350678102
2.75385,Malinké,richer,26210,4,boké rural,0,0,0,1,0,0,0,0,0,1,0,4.0,11.0154,0.0,0.0,0.0,0.0,0.001458430453821322,0.0
2.75385,Malinké,richer,26210,4,boké rural,0,0,0,1,0,0,0,0,0,1,0,4.0,11.0154,0.0,0.0,0.0,0.0,0.001458430453821322,0.0
2.75385,Soussou,richer,26210,4,boké rural,0,0,0,0,1,0,0,0,0,1,0,4.0,11.0154,0.0,0.0,0.0,0.0,0.0,0.0007188934350678102
2.75385,Malinké,richer,26210,4,boké rural,0,0,0,1,0,0,0,0,0,1,0,4.0,11.0154,0.0,0.0,0.0,0.0,0.001458430453821322,0.0
2.75385,Soussou,middle,-19784,4,boké rural,0,0,0,0,1,0,0,0,1,0,0,3.0,8.26155,0.0,0.0,0.0,-0.0,-0.0,-0.0015782807874684078
2.75385,Soussou,poorer,-58276,4,boké rural,0,0,0,0,1,0,0,1,0,0,0,2.0,5.5077,0.0,-0.0,-0.0,-0.0,-0.0,-0.0038754550100046263
2.75385,Malinké,poorer,-58276,4,boké rural,0,0,0,1,0,0,0,1,0,0,0,2.0,5.5077,0.0,-0.0,-0.0,-0.0,-0.0017753361242656101,-0.0
2.75385,Soussou,poorer,-83517,4,boké rural,0,0,0,0,1,0,0,1,0,0,0,2.0,5.5077,0.0,-0.0,-0.0,-0.0,-0.0,-0.0038754550100046263
2.75385,Soussou,poorer,-58007,4,boké rural,0,0,0,0,1,0,0,1,0,0,0,2.0,5.5077,0.0,-0.0,-0.0,-0.0,-0.0,-0.0038754550100046263
2.75385,Soussou,poorest,-89292,4,boké rural,0,0,0,0,1,0,1,0,0,0,0,1.0,2.75385,-0.0,-0.0,-0.0,-0.0,-0.0,-0.006172629232540844
2.75385,Soussou,poorest,-89292,4,boké rural,0,0,0,0,1,0,1,0,0,0,0,1.0,2.75385,-0.0,-0.0,-0.0,-0.0,-0.0,-0.006172629232540844
2.75385,Malinké,poorest,-93751,4,boké rural,0,0,0,1,0,0,1,0,0,0,0,1.0,2.75385,-0.0,-0.0,-0.0,-0.0,-0.0033922194133090763,-0.0
