sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Banda,ethnicity_Gbaya,ethnicity_Hausa,ethnicity_Mandja,ethnicity_Mboum,ethnicity_Ngbaka/Bantou,ethnicity_Sara,ethnicity_Yakoma/Sango,ethnicity_Zandé/Nzakara,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2,IF_3,IF_4,IF_5,IF_6,IF_7,IF_8
1.9592865191711517,Yakoma/Sango,richest,0.3277423583399059,3.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5.0,9.796432595855759,0.0,0.0,0.0,0.0,0.0,0.0,0.0036184078976148394,0.0,0.0
1.9592865191711517,Yakoma/Sango,richest,0.9911433795210758,3.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5.0,9.796432595855759,0.0,0.0,0.0,0.0,0.0,0.0,0.0036184078976148394,0.0,0.0
1.9592865191711517,Yakoma/Sango,richest,2.81848857656541,3.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5.0,9.796432595855759,0.0,0.0,0.0,0.0,0.0,0.0,0.0036184078976148394,0.0,0.0
1.9592865191711517,Yakoma/Sango,richest,2.81848857656541,3.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5.0,9.796432595855759,0.0,0.0,0.0,0.0,0.0,0.0,0.0036184078976148394,0.0,0.0
1.9592865191711517,Gbaya,richest,4.19355801872455,3.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,9.796432595855759,0.0,0.0,0.001427569348118124,0.0,0.0,0.0,0.0,0.0,0.0
1.9592865191711517,Gbaya,richest,4.19355801872455,3.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,9.796432595855759,0.0,0.0,0.001427569348118124,0.0,0.0,0.0,0.0,0.0,0.0
1.9592865191711517,Ngbaka/Bantou,richest,0.27330265756014005,3.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,9.796432595855759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040315002055856496,0.0
1.9592865191711517,Yakoma/Sango,richest,1.3737626401676142,3.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5.0,9.796432595855759,0.0,0.0,0.0,0.0,0.0,0.0,0.0036184078976148394,0.0,0.0
1.9592865191711517,Yakoma/Sango,richest,1.3737626401676142,3.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5.0,9.796432595855759,0.0,0.0,0.0,0.0,0.0,0.0,0.0036184078976148394,0.0,0.0
1.9592865191711517,Yakoma/Sango,richest,1.3737626401676142,3.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5.0,9.796432595855759,0.0,0.0,0.0,0.0,0.0,0.0,0.0036184078976148394,0.0,0.0
1.9592865191711517,Gbaya,richest,0.46161215978565706,3.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,9.796432595855759,0.0,0.0,0.001427569348118124,0.0,0.0,0.0,0.0,0.0,0.0
1.9592865191711517,Gbaya,richest,0.46161215978565706,3.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,9.796432595855759,0.0,0.0,0.001427569348118124,0.0,0.0,0.0,0.0,0.0,0.0
1.9592865191711517,Gbaya,richer,0.2490043861022847,3.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,7.837146076684607,0.0,0.0,0.0007549120341216,0.0,0.0,0.0,0.0,0.0,0.0
1.9592865191711517,Ngbaka/Bantou,richest,5.38721719372342,3.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,9.796432595855759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040315002055856496,0.0
1.9592865191711517,Ngbaka/Bantou,richest,5.38721719372342,3.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,9.796432595855759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040315002055856496,0.0
1.9592865191711517,Gbaya,richest,0.6186046549539114,3.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,9.796432595855759,0.0,0.0,0.001427569348118124,0.0,0.0,0.0,0.0,0.0,0.0
1.9592865191711517,Ngbaka/Bantou,richest,0.3088523366621512,3.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,9.796432595855759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040315002055856496,0.0
1.9592865191711517,Gbaya,richest,1.0846017287912937,3.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,9.796432595855759,0.0,0.0,0.001427569348118124,0.0,0.0,0.0,0.0,0.0,0.0
1.9592865191711517,Ngbaka/Bantou,richer,0.1675312710854081,3.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,7.837146076684607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010954675306609775,0.0
1.9592865191711517,Gbaya,richest,1.2006893427318666,3.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,9.796432595855759,0.0,0.0,0.001427569348118124,0.0,0.0,0.0,0.0,0.0,0.0
1.2959060441761947,Mandja,richest,0.6240972312121098,4.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,6.4795302208809735,0.0,0.0,0.0,0.0,0.0,0.0028223140473968996,0.0,0.0,0.0
1.2959060441761947,Ngbaka/Bantou,richest,0.86284052146566,4.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,6.4795302208809735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026665040729857837,0.0
1.2959060441761947,Ngbaka/Bantou,richest,0.86284052146566,4.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,6.4795302208809735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026665040729857837,0.0
1.2959060441761947,Ngbaka/Bantou,richest,0.86284052146566,4.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,6.4795302208809735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026665040729857837,0.0
1.2959060441761947,Ngbaka/Bantou,richest,0.86284052146566,4.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,6.4795302208809735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026665040729857837,0.0
1.2959060441761947,Ngbaka/Bantou,richest,0.86284052146566,4.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,6.4795302208809735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026665040729857837,0.0
1.2959060441761947,Ngbaka/Bantou,richest,0.7195173546546881,4.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,6.4795302208809735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026665040729857837,0.0
1.2959060441761947,Ngbaka/Bantou,richest,0.7195173546546881,4.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,6.4795302208809735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026665040729857837,0.0
1.2959060441761947,Ngbaka/Bantou,richest,0.31304134264707856,4.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,6.4795302208809735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026665040729857837,0.0
1.2959060441761947,Ngbaka/Bantou,richest,0.31304134264707856,4.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,6.4795302208809735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026665040729857837,0.0
1.2959060441761947,Gbaya,richer,0.08757613720380875,4.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,5.183624176704779,0.0,0.0,0.0004993118965843652,0.0,0.0,0.0,0.0,0.0,0.0
1.2959060441761947,Gbaya,richer,0.08757613720380875,4.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,5.183624176704779,0.0,0.0,0.0004993118965843652,0.0,0.0,0.0,0.0,0.0,0.0
1.2959060441761947,Yakoma/Sango,richer,-0.2517120693898346,4.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,5.183624176704779,0.0,0.0,0.0,0.0,0.0,0.0,0.0007252333963620749,0.0,0.0
1.2959060441761947,Yakoma/Sango,richer,-0.2517120693898346,4.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,5.183624176704779,0.0,0.0,0.0,0.0,0.0,0.0,0.0007252333963620749,0.0,0.0
1.2959060441761947,Gbaya,richer,0.24372505791037585,4.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,5.183624176704779,0.0,0.0,0.0004993118965843652,0.0,0.0,0.0,0.0,0.0,0.0
1.2959060441761947,Gbaya,richest,0.3690627995945834,4.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,6.4795302208809735,0.0,0.0,0.0009442190963930897,0.0,0.0,0.0,0.0,0.0,0.0
