sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Adja And Related,ethnicity_Bariba And Related..,ethnicity_Betamaribe And Related,ethnicity_Dendi And Related..,ethnicity_Fon And Related..,ethnicity_Peulh And Related,"ethnicity_Yoa, Lokpa And Related.",ethnicity_Yoruba And Related..,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2,IF_3,IF_4,IF_5,IF_6,IF_7
1.134416,Bariba And Related..,middle,-34116,1,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.4032480000000005,0.0,0.0,0.0001180826422376557,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,middle,-34116,1,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.4032480000000005,0.0,0.0,0.0001180826422376557,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,middle,-51108,1,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.4032480000000005,0.0,0.0,0.0001180826422376557,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,middle,-51108,1,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.4032480000000005,0.0,0.0,0.0001180826422376557,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,middle,-51108,1,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.4032480000000005,0.0,0.0,0.0001180826422376557,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,middle,-51108,1,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.4032480000000005,0.0,0.0,0.0001180826422376557,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,middle,-51108,1,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.4032480000000005,0.0,0.0,0.0001180826422376557,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,richer,-8492,1,alibori rural,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,4.537664,0.0,0.0,0.0007380661367543772,0.0,0.0,0.0,0.0,0.0
1.134416,Peulh And Related,richer,-8492,1,alibori rural,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,4.537664,0.0021420444899509835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.134416,Peulh And Related,richer,-8492,1,alibori rural,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,4.537664,0.0021420444899509835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.134416,Bariba And Related..,richer,-8492,1,alibori rural,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,4.537664,0.0,0.0,0.0007380661367543772,0.0,0.0,0.0,0.0,0.0
1.134416,Peulh And Related,richer,-8492,1,alibori rural,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,4.537664,0.0021420444899509835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.134416,Peulh And Related,richer,-8492,1,alibori rural,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,4.537664,0.0021420444899509835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.134416,Bariba And Related..,poorer,-78127,1,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.268832,0.0,-0.0,-0.0005019008522790658,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,poorer,-78127,1,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.268832,0.0,-0.0,-0.0005019008522790658,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,middle,-43869,1,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.4032480000000005,0.0,0.0,0.0001180826422376557,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,middle,-43869,1,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.4032480000000005,0.0,0.0,0.0001180826422376557,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,poorer,-71684,1,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.268832,0.0,-0.0,-0.0005019008522790658,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,poorer,-71684,1,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.268832,0.0,-0.0,-0.0005019008522790658,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,poorer,-59017,1,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.268832,0.0,-0.0,-0.0005019008522790658,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,poorer,-59017,1,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.268832,0.0,-0.0,-0.0005019008522790658,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,poorer,-59017,1,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.268832,0.0,-0.0,-0.0005019008522790658,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Peulh And Related,poorer,-78821,1,alibori rural,0,0,0,0,0,1,0,0,0,1,0,0,0,2.0,2.268832,0.00025909967537706855,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,poorer,-78821,1,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.268832,0.0,-0.0,-0.0005019008522790658,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,middle,-27514,1,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.4032480000000005,0.0,0.0,0.0001180826422376557,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,middle,-27514,1,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.4032480000000005,0.0,0.0,0.0001180826422376557,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Peulh And Related,poorer,-67241,1,alibori rural,0,0,0,0,0,1,0,0,0,1,0,0,0,2.0,2.268832,0.00025909967537706855,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Peulh And Related,poorer,-67241,1,alibori rural,0,0,0,0,0,1,0,0,0,1,0,0,0,2.0,2.268832,0.00025909967537706855,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Peulh And Related,poorer,-67241,1,alibori rural,0,0,0,0,0,1,0,0,0,1,0,0,0,2.0,2.268832,0.00025909967537706855,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Peulh And Related,poorer,-55042,1,alibori rural,0,0,0,0,0,1,0,0,0,1,0,0,0,2.0,2.268832,0.00025909967537706855,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,poorer,-76874,1,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.268832,0.0,-0.0,-0.0005019008522790658,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,poorer,-76874,1,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.268832,0.0,-0.0,-0.0005019008522790658,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,poorer,-76874,1,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.268832,0.0,-0.0,-0.0005019008522790658,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,poorer,-76874,1,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.268832,0.0,-0.0,-0.0005019008522790658,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,poorer,-76874,1,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.268832,0.0,-0.0,-0.0005019008522790658,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,poorer,-76874,1,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.268832,0.0,-0.0,-0.0005019008522790658,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,poorer,-76874,1,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.268832,0.0,-0.0,-0.0005019008522790658,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,poorer,-76874,1,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.268832,0.0,-0.0,-0.0005019008522790658,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,poorer,-76874,1,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.268832,0.0,-0.0,-0.0005019008522790658,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,poorer,-76874,1,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.268832,0.0,-0.0,-0.0005019008522790658,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,poorer,-76874,1,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.268832,0.0,-0.0,-0.0005019008522790658,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,middle,-39259,1,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.4032480000000005,0.0,0.0,0.0001180826422376557,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,middle,-39259,1,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.4032480000000005,0.0,0.0,0.0001180826422376557,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,middle,-39259,1,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.4032480000000005,0.0,0.0,0.0001180826422376557,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,middle,-39259,1,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.4032480000000005,0.0,0.0,0.0001180826422376557,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,middle,-39259,1,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.4032480000000005,0.0,0.0,0.0001180826422376557,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Peulh And Related,poorer,-79154,1,alibori rural,0,0,0,0,0,1,0,0,0,1,0,0,0,2.0,2.268832,0.00025909967537706855,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Peulh And Related,poorer,-79154,1,alibori rural,0,0,0,0,0,1,0,0,0,1,0,0,0,2.0,2.268832,0.00025909967537706855,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Peulh And Related,poorer,-79154,1,alibori rural,0,0,0,0,0,1,0,0,0,1,0,0,0,2.0,2.268832,0.00025909967537706855,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Peulh And Related,poorer,-75310,1,alibori rural,0,0,0,0,0,1,0,0,0,1,0,0,0,2.0,2.268832,0.00025909967537706855,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,middle,-49009,1,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.4032480000000005,0.0,0.0,0.0001180826422376557,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,richer,60,1,alibori rural,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,4.537664,0.0,0.0,0.0007380661367543772,0.0,0.0,0.0,0.0,0.0
1.134416,Bariba And Related..,richer,60,1,alibori rural,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,4.537664,0.0,0.0,0.0007380661367543772,0.0,0.0,0.0,0.0,0.0
1.134416,Bariba And Related..,richer,60,1,alibori rural,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,4.537664,0.0,0.0,0.0007380661367543772,0.0,0.0,0.0,0.0,0.0
1.134416,Bariba And Related..,richer,60,1,alibori rural,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,4.537664,0.0,0.0,0.0007380661367543772,0.0,0.0,0.0,0.0,0.0
1.134416,Bariba And Related..,poorest,-89503,1,alibori rural,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,1.134416,-0.0,-0.0,-0.0011218843467957873,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,middle,-21776,1,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.4032480000000005,0.0,0.0,0.0001180826422376557,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,middle,-47231,1,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.4032480000000005,0.0,0.0,0.0001180826422376557,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Peulh And Related,poorest,-94309,1,alibori rural,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,1.134416,-0.000682372731909889,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,poorer,-69597,1,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.268832,0.0,-0.0,-0.0005019008522790658,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,middle,-47410,1,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.4032480000000005,0.0,0.0,0.0001180826422376557,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,middle,-47410,1,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.4032480000000005,0.0,0.0,0.0001180826422376557,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,middle,-47410,1,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.4032480000000005,0.0,0.0,0.0001180826422376557,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,poorer,-65922,1,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.268832,0.0,-0.0,-0.0005019008522790658,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,poorer,-65922,1,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.268832,0.0,-0.0,-0.0005019008522790658,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,middle,-36776,1,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.4032480000000005,0.0,0.0,0.0001180826422376557,-0.0,-0.0,-0.0,-0.0,-0.0
1.134416,Bariba And Related..,middle,-36776,1,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.4032480000000005,0.0,0.0,0.0001180826422376557,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,middle,-46104,2,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.234393,0.0,0.0,0.00011222387303980725,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,middle,-46104,2,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.234393,0.0,0.0,0.00011222387303980725,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,middle,-46104,2,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.234393,0.0,0.0,0.00011222387303980725,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,middle,-46104,2,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.234393,0.0,0.0,0.00011222387303980725,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,middle,-46104,2,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.234393,0.0,0.0,0.00011222387303980725,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,poorest,-95133,2,alibori rural,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,1.078131,-0.0,-0.0,-0.0010662211152657303,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Peulh And Related,poorest,-101637,2,alibori rural,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,1.078131,-0.0006485162372769252,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Peulh And Related,poorer,-61408,2,alibori rural,0,0,0,0,0,1,0,0,0,1,0,0,0,2.0,2.156262,0.00024624422796747775,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Peulh And Related,poorer,-61408,2,alibori rural,0,0,0,0,0,1,0,0,0,1,0,0,0,2.0,2.156262,0.00024624422796747775,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Peulh And Related,poorest,-88702,2,alibori rural,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,1.078131,-0.0006485162372769252,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Peulh And Related,poorest,-88702,2,alibori rural,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,1.078131,-0.0006485162372769252,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Peulh And Related,poorest,-88702,2,alibori rural,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,1.078131,-0.0006485162372769252,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Peulh And Related,poorest,-88702,2,alibori rural,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,1.078131,-0.0006485162372769252,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Peulh And Related,poorest,-90881,2,alibori rural,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,1.078131,-0.0006485162372769252,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Peulh And Related,poorest,-90881,2,alibori rural,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,1.078131,-0.0006485162372769252,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Peulh And Related,poorest,-90881,2,alibori rural,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,1.078131,-0.0006485162372769252,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Peulh And Related,poorest,-90881,2,alibori rural,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,1.078131,-0.0006485162372769252,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Peulh And Related,poorest,-90881,2,alibori rural,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,1.078131,-0.0006485162372769252,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Peulh And Related,poorest,-95343,2,alibori rural,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,1.078131,-0.0006485162372769252,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Peulh And Related,poorest,-95343,2,alibori rural,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,1.078131,-0.0006485162372769252,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Peulh And Related,poorest,-95343,2,alibori rural,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,1.078131,-0.0006485162372769252,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,poorest,-88801,2,alibori rural,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,1.078131,-0.0,-0.0,-0.0010662211152657303,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Peulh And Related,poorest,-85602,2,alibori rural,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,1.078131,-0.0006485162372769252,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Peulh And Related,poorest,-85602,2,alibori rural,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,1.078131,-0.0006485162372769252,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Peulh And Related,poorest,-89746,2,alibori rural,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,1.078131,-0.0006485162372769252,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,poorer,-55220,2,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.156262,0.0,-0.0,-0.0004769986211129616,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,poorest,-81210,2,alibori rural,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,1.078131,-0.0,-0.0,-0.0010662211152657303,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,poorest,-81210,2,alibori rural,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,1.078131,-0.0,-0.0,-0.0010662211152657303,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,poorest,-81210,2,alibori rural,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,1.078131,-0.0,-0.0,-0.0010662211152657303,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,poorest,-81210,2,alibori rural,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,1.078131,-0.0,-0.0,-0.0010662211152657303,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,poorest,-81210,2,alibori rural,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,1.078131,-0.0,-0.0,-0.0010662211152657303,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Peulh And Related,middle,-33155,2,alibori rural,0,0,0,0,0,1,0,0,0,0,1,0,0,3.0,3.234393,0.0011410046932118808,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Peulh And Related,middle,-33155,2,alibori rural,0,0,0,0,0,1,0,0,0,0,1,0,0,3.0,3.234393,0.0011410046932118808,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Peulh And Related,middle,-33155,2,alibori rural,0,0,0,0,0,1,0,0,0,0,1,0,0,3.0,3.234393,0.0011410046932118808,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Peulh And Related,middle,-33155,2,alibori rural,0,0,0,0,0,1,0,0,0,0,1,0,0,3.0,3.234393,0.0011410046932118808,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Peulh And Related,middle,-33155,2,alibori rural,0,0,0,0,0,1,0,0,0,0,1,0,0,3.0,3.234393,0.0011410046932118808,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Peulh And Related,middle,-33155,2,alibori rural,0,0,0,0,0,1,0,0,0,0,1,0,0,3.0,3.234393,0.0011410046932118808,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Peulh And Related,middle,-33155,2,alibori rural,0,0,0,0,0,1,0,0,0,0,1,0,0,3.0,3.234393,0.0011410046932118808,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Peulh And Related,middle,-33155,2,alibori rural,0,0,0,0,0,1,0,0,0,0,1,0,0,3.0,3.234393,0.0011410046932118808,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,poorest,-88982,2,alibori rural,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,1.078131,-0.0,-0.0,-0.0010662211152657303,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,poorest,-88982,2,alibori rural,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,1.078131,-0.0,-0.0,-0.0010662211152657303,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,middle,-33002,2,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.234393,0.0,0.0,0.00011222387303980725,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,middle,-33002,2,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.234393,0.0,0.0,0.00011222387303980725,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,middle,-33002,2,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.234393,0.0,0.0,0.00011222387303980725,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,poorer,-62143,2,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.156262,0.0,-0.0,-0.0004769986211129616,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,poorest,-93975,2,alibori rural,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,1.078131,-0.0,-0.0,-0.0010662211152657303,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,poorest,-85242,2,alibori rural,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,1.078131,-0.0,-0.0,-0.0010662211152657303,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Peulh And Related,poorest,-90030,2,alibori rural,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,1.078131,-0.0006485162372769252,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Peulh And Related,poorest,-88263,2,alibori rural,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,1.078131,-0.0006485162372769252,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,poorer,-62034,2,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.156262,0.0,-0.0,-0.0004769986211129616,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,poorer,-62034,2,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.156262,0.0,-0.0,-0.0004769986211129616,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,poorer,-75880,2,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.156262,0.0,-0.0,-0.0004769986211129616,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Peulh And Related,poorer,-75880,2,alibori rural,0,0,0,0,0,1,0,0,0,1,0,0,0,2.0,2.156262,0.00024624422796747775,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,poorer,-75880,2,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.156262,0.0,-0.0,-0.0004769986211129616,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,poorer,-75880,2,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.156262,0.0,-0.0,-0.0004769986211129616,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,poorer,-75880,2,alibori rural,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,2.156262,0.0,-0.0,-0.0004769986211129616,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,middle,-26408,2,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.234393,0.0,0.0,0.00011222387303980725,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,middle,-26408,2,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.234393,0.0,0.0,0.00011222387303980725,-0.0,-0.0,-0.0,-0.0,-0.0
1.078131,Bariba And Related..,middle,-26408,2,alibori rural,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,3.234393,0.0,0.0,0.00011222387303980725,-0.0,-0.0,-0.0,-0.0,-0.0
