sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Jordanian,ethnicity_Syrian,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1
0.203551,Syrian,poorest,-334084,257,7,0,1,1,0,0,0,0,1.0,0.203551,-0.0001053655694896972,-0.0
0.174583,Syrian,poorest,-334145,258,7,0,1,1,0,0,0,0,1.0,0.174583,-9.037065510962757e-05,-0.0
0.174583,Syrian,poorest,-330298,258,7,0,1,1,0,0,0,0,1.0,0.174583,-9.037065510962757e-05,-0.0
0.174583,Syrian,poorest,-337869,258,7,0,1,1,0,0,0,0,1.0,0.174583,-9.037065510962757e-05,-0.0
0.174583,Syrian,poorest,-363245,258,7,0,1,1,0,0,0,0,1.0,0.174583,-9.037065510962757e-05,-0.0
0.174583,Syrian,poorest,-330298,258,7,0,1,1,0,0,0,0,1.0,0.174583,-9.037065510962757e-05,-0.0
0.174583,Syrian,poorest,-330298,258,7,0,1,1,0,0,0,0,1.0,0.174583,-9.037065510962757e-05,-0.0
0.174583,Syrian,poorest,-330298,258,7,0,1,1,0,0,0,0,1.0,0.174583,-9.037065510962757e-05,-0.0
0.174583,Syrian,poorest,-420846,258,7,0,1,1,0,0,0,0,1.0,0.174583,-9.037065510962757e-05,-0.0
0.174583,Syrian,poorest,-295924,258,7,0,1,1,0,0,0,0,1.0,0.174583,-9.037065510962757e-05,-0.0
0.174583,Syrian,poorest,-318245,258,7,0,1,1,0,0,0,0,1.0,0.174583,-9.037065510962757e-05,-0.0
0.174583,Syrian,poorest,-280040,258,7,0,1,1,0,0,0,0,1.0,0.174583,-9.037065510962757e-05,-0.0
0.174583,Syrian,poorest,-326513,258,7,0,1,1,0,0,0,0,1.0,0.174583,-9.037065510962757e-05,-0.0
0.174583,Syrian,poorest,-336050,258,7,0,1,1,0,0,0,0,1.0,0.174583,-9.037065510962757e-05,-0.0
0.174583,Syrian,poorest,-306767,258,7,0,1,1,0,0,0,0,1.0,0.174583,-9.037065510962757e-05,-0.0
0.174583,Syrian,poorest,-396044,258,7,0,1,1,0,0,0,0,1.0,0.174583,-9.037065510962757e-05,-0.0
0.174583,Syrian,poorest,-358379,258,7,0,1,1,0,0,0,0,1.0,0.174583,-9.037065510962757e-05,-0.0
0.174583,Syrian,poorest,-272144,258,7,0,1,1,0,0,0,0,1.0,0.174583,-9.037065510962757e-05,-0.0
0.174583,Syrian,poorest,-424692,258,7,0,1,1,0,0,0,0,1.0,0.174583,-9.037065510962757e-05,-0.0
0.177589,Syrian,poorest,-330420,259,7,0,1,1,0,0,0,0,1.0,0.177589,-9.192667252976322e-05,-0.0
0.177589,Syrian,poorest,-326574,259,7,0,1,1,0,0,0,0,1.0,0.177589,-9.192667252976322e-05,-0.0
0.177589,Syrian,poorest,-337869,259,7,0,1,1,0,0,0,0,1.0,0.177589,-9.192667252976322e-05,-0.0
0.177589,Syrian,poorest,-330359,259,7,0,1,1,0,0,0,0,1.0,0.177589,-9.192667252976322e-05,-0.0
0.177589,Syrian,poorest,-341715,259,7,0,1,1,0,0,0,0,1.0,0.177589,-9.192667252976322e-05,-0.0
0.177589,Syrian,poorest,-391848,259,7,0,1,1,0,0,0,0,1.0,0.177589,-9.192667252976322e-05,-0.0
0.177589,Syrian,poorest,-312868,259,7,0,1,1,0,0,0,0,1.0,0.177589,-9.192667252976322e-05,-0.0
0.177589,Syrian,poorest,-346077,259,7,0,1,1,0,0,0,0,1.0,0.177589,-9.192667252976322e-05,-0.0
0.177589,Syrian,poorest,-334084,259,7,0,1,1,0,0,0,0,1.0,0.177589,-9.192667252976322e-05,-0.0
0.177589,Syrian,poorest,-370769,259,7,0,1,1,0,0,0,0,1.0,0.177589,-9.192667252976322e-05,-0.0
0.177589,Syrian,poorest,-340180,259,7,0,1,1,0,0,0,0,1.0,0.177589,-9.192667252976322e-05,-0.0
0.177589,Syrian,poorest,-381984,259,7,0,1,1,0,0,0,0,1.0,0.177589,-9.192667252976322e-05,-0.0
0.177589,Syrian,poorest,-474301,259,7,0,1,1,0,0,0,0,1.0,0.177589,-9.192667252976322e-05,-0.0
0.177589,Syrian,poorest,-330359,259,7,0,1,1,0,0,0,0,1.0,0.177589,-9.192667252976322e-05,-0.0
0.177589,Syrian,poorest,-337869,259,7,0,1,1,0,0,0,0,1.0,0.177589,-9.192667252976322e-05,-0.0
0.177589,Syrian,poorest,-402980,259,7,0,1,1,0,0,0,0,1.0,0.177589,-9.192667252976322e-05,-0.0
0.177589,Syrian,poorest,-355735,259,7,0,1,1,0,0,0,0,1.0,0.177589,-9.192667252976322e-05,-0.0
0.283261,Syrian,poorest,-476700,260,7,0,1,1,0,0,0,0,1.0,0.283261,-0.00014662643062043966,-0.0
0.283261,Syrian,poorest,-346569,260,7,0,1,1,0,0,0,0,1.0,0.283261,-0.00014662643062043966,-0.0
0.283261,Syrian,poorest,-385321,260,7,0,1,1,0,0,0,0,1.0,0.283261,-0.00014662643062043966,-0.0
0.283261,Syrian,poorest,-442861,260,7,0,1,1,0,0,0,0,1.0,0.283261,-0.00014662643062043966,-0.0
0.283261,Syrian,poorest,-495643,260,7,0,1,1,0,0,0,0,1.0,0.283261,-0.00014662643062043966,-0.0
0.283261,Syrian,poorest,-355735,260,7,0,1,1,0,0,0,0,1.0,0.283261,-0.00014662643062043966,-0.0
0.283261,Syrian,poorest,-363730,260,7,0,1,1,0,0,0,0,1.0,0.283261,-0.00014662643062043966,-0.0
0.283261,Syrian,poorest,-348683,260,7,0,1,1,0,0,0,0,1.0,0.283261,-0.00014662643062043966,-0.0
0.283261,Syrian,poorest,-413215,260,7,0,1,1,0,0,0,0,1.0,0.283261,-0.00014662643062043966,-0.0
0.283261,Syrian,poorest,-380577,260,7,0,1,1,0,0,0,0,1.0,0.283261,-0.00014662643062043966,-0.0
0.283261,Syrian,poorest,-389216,260,7,0,1,1,0,0,0,0,1.0,0.283261,-0.00014662643062043966,-0.0
0.283261,Syrian,poorest,-350415,260,7,0,1,1,0,0,0,0,1.0,0.283261,-0.00014662643062043966,-0.0
0.283261,Syrian,poorest,-432776,260,7,0,1,1,0,0,0,0,1.0,0.283261,-0.00014662643062043966,-0.0
0.283261,Syrian,poorest,-450493,260,7,0,1,1,0,0,0,0,1.0,0.283261,-0.00014662643062043966,-0.0
0.283261,Syrian,poorest,-491919,260,7,0,1,1,0,0,0,0,1.0,0.283261,-0.00014662643062043966,-0.0
0.283261,Syrian,poorest,-409490,260,7,0,1,1,0,0,0,0,1.0,0.283261,-0.00014662643062043966,-0.0
0.283261,Syrian,poorest,-371453,260,7,0,1,1,0,0,0,0,1.0,0.283261,-0.00014662643062043966,-0.0
0.177208,Syrian,poorest,-448540,261,7,0,1,1,0,0,0,0,1.0,0.177208,-9.172945275695162e-05,-0.0
0.177208,Syrian,poorest,-422986,261,7,0,1,1,0,0,0,0,1.0,0.177208,-9.172945275695162e-05,-0.0
0.177208,Syrian,poorest,-337702,261,7,0,1,1,0,0,0,0,1.0,0.177208,-9.172945275695162e-05,-0.0
0.177208,Syrian,poorest,-367516,261,7,0,1,1,0,0,0,0,1.0,0.177208,-9.172945275695162e-05,-0.0
0.177208,Syrian,poorest,-417000,261,7,0,1,1,0,0,0,0,1.0,0.177208,-9.172945275695162e-05,-0.0
0.177208,Syrian,poorest,-393380,261,7,0,1,1,0,0,0,0,1.0,0.177208,-9.172945275695162e-05,-0.0
0.177208,Syrian,poorest,-369161,261,7,0,1,1,0,0,0,0,1.0,0.177208,-9.172945275695162e-05,-0.0
0.177208,Syrian,poorest,-375492,261,7,0,1,1,0,0,0,0,1.0,0.177208,-9.172945275695162e-05,-0.0
0.177208,Syrian,poorest,-400523,261,7,0,1,1,0,0,0,0,1.0,0.177208,-9.172945275695162e-05,-0.0
0.177208,Syrian,poorest,-385321,261,7,0,1,1,0,0,0,0,1.0,0.177208,-9.172945275695162e-05,-0.0
0.177208,Syrian,poorest,-348103,261,7,0,1,1,0,0,0,0,1.0,0.177208,-9.172945275695162e-05,-0.0
0.177208,Syrian,poorest,-395470,261,7,0,1,1,0,0,0,0,1.0,0.177208,-9.172945275695162e-05,-0.0
0.177208,Syrian,poorest,-356099,261,7,0,1,1,0,0,0,0,1.0,0.177208,-9.172945275695162e-05,-0.0
0.177208,Syrian,poorest,-351742,261,7,0,1,1,0,0,0,0,1.0,0.177208,-9.172945275695162e-05,-0.0
0.177208,Syrian,poorest,-385810,261,7,0,1,1,0,0,0,0,1.0,0.177208,-9.172945275695162e-05,-0.0
1.184357,Jordanian,poorest,-17464,262,5,1,0,1,0,0,0,0,1.0,1.184357,-0.0,-0.00019249561490280155
1.184357,Jordanian,poorer,6736,262,5,1,0,0,1,0,0,0,2.0,2.368714,0.0,-9.9706442204054e-05
1.184357,Syrian,poorest,-30170,262,5,0,1,1,0,0,0,0,1.0,1.184357,-0.0006130672400730496,-0.0
1.184357,Jordanian,poorest,-30394,262,5,1,0,1,0,0,0,0,1.0,1.184357,-0.0,-0.00019249561490280155
1.184357,Jordanian,poorer,-14317,262,5,1,0,0,1,0,0,0,2.0,2.368714,0.0,-9.9706442204054e-05
1.184357,Jordanian,poorest,-35283,262,5,1,0,1,0,0,0,0,1.0,1.184357,-0.0,-0.00019249561490280155
1.184357,Jordanian,middle,24453,262,5,1,0,0,0,1,0,0,3.0,3.553071,0.0,-6.917269505306479e-06
1.184357,Jordanian,middle,34471,262,5,1,0,0,0,1,0,0,3.0,3.553071,0.0,-6.917269505306479e-06
1.184357,Jordanian,middle,33391,262,5,1,0,0,0,1,0,0,3.0,3.553071,0.0,-6.917269505306479e-06
1.184357,Jordanian,poorer,-3977,262,5,1,0,0,1,0,0,0,2.0,2.368714,0.0,-9.9706442204054e-05
1.184357,Jordanian,poorer,8859,262,5,1,0,0,1,0,0,0,2.0,2.368714,0.0,-9.9706442204054e-05
1.184357,Jordanian,poorest,-19375,262,5,1,0,1,0,0,0,0,1.0,1.184357,-0.0,-0.00019249561490280155
1.184357,Jordanian,middle,24538,262,5,1,0,0,0,1,0,0,3.0,3.553071,0.0,-6.917269505306479e-06
1.184357,Syrian,poorest,-43387,262,5,0,1,1,0,0,0,0,1.0,1.184357,-0.0006130672400730496,-0.0
1.38713,Jordanian,middle,23915,263,5,1,0,0,0,1,0,0,3.0,4.16139,0.0,-8.10157076700334e-06
1.38713,Jordanian,poorest,-27247,263,5,1,0,1,0,0,0,0,1.0,1.38713,-0.0,-0.00022545266528599322
1.38713,Jordanian,middle,46116,263,5,1,0,0,0,1,0,0,3.0,4.16139,0.0,-8.10157076700334e-06
1.38713,Jordanian,poorer,11112,263,5,1,0,0,1,0,0,0,2.0,2.77426,0.0,-0.00011677711802649827
1.38713,Jordanian,poorer,3864,263,5,1,0,0,1,0,0,0,2.0,2.77426,0.0,-0.00011677711802649827
1.38713,Jordanian,poorer,6983,263,5,1,0,0,1,0,0,0,2.0,2.77426,0.0,-0.00011677711802649827
1.38713,Jordanian,richer,77902,263,5,1,0,0,0,0,1,0,4.0,5.54852,0.0,0.0001005739764924916
1.38713,Jordanian,middle,27848,263,5,1,0,0,0,1,0,0,3.0,4.16139,0.0,-8.10157076700334e-06
1.38713,Jordanian,middle,20156,263,5,1,0,0,0,1,0,0,3.0,4.16139,0.0,-8.10157076700334e-06
1.38713,Jordanian,poorer,13829,263,5,1,0,0,1,0,0,0,2.0,2.77426,0.0,-0.00011677711802649827
1.38713,Jordanian,poorer,-1158,263,5,1,0,0,1,0,0,0,2.0,2.77426,0.0,-0.00011677711802649827
1.38713,Jordanian,poorer,2657,263,5,1,0,0,1,0,0,0,2.0,2.77426,0.0,-0.00011677711802649827
1.38713,Jordanian,middle,19876,263,5,1,0,0,0,1,0,0,3.0,4.16139,0.0,-8.10157076700334e-06
1.38713,Jordanian,middle,36137,263,5,1,0,0,0,1,0,0,3.0,4.16139,0.0,-8.10157076700334e-06
1.38713,Jordanian,poorer,980,263,5,1,0,0,1,0,0,0,2.0,2.77426,0.0,-0.00011677711802649827
1.38713,Jordanian,richer,58304,263,5,1,0,0,0,0,1,0,4.0,5.54852,0.0,0.0001005739764924916
1.38713,Jordanian,richer,58304,263,5,1,0,0,0,0,1,0,4.0,5.54852,0.0,0.0001005739764924916
1.314515,Jordanian,poorest,-15965,264,5,1,0,1,0,0,0,0,1.0,1.314515,-0.0,-0.00021365042231688265
1.314515,Jordanian,poorer,3210,264,5,1,0,0,1,0,0,0,2.0,2.62903,0.0,-0.00011066394159350775
1.314515,Jordanian,poorest,-24148,264,5,1,0,1,0,0,0,0,1.0,1.314515,-0.0,-0.00021365042231688265
1.314515,Jordanian,poorest,-18108,264,5,1,0,1,0,0,0,0,1.0,1.314515,-0.0,-0.00021365042231688265
1.314515,Jordanian,poorest,-21954,264,5,1,0,1,0,0,0,0,1.0,1.314515,-0.0,-0.00021365042231688265
1.314515,Jordanian,middle,38972,264,5,1,0,0,0,1,0,0,3.0,3.9435450000000003,0.0,-7.677460870132862e-06
1.314515,Jordanian,poorest,-22869,264,5,1,0,1,0,0,0,0,1.0,1.314515,-0.0,-0.00021365042231688265
1.314515,Jordanian,poorest,-64103,264,5,1,0,1,0,0,0,0,1.0,1.314515,-0.0,-0.00021365042231688265
1.314515,Jordanian,poorest,-29678,264,5,1,0,1,0,0,0,0,1.0,1.314515,-0.0,-0.00021365042231688265
1.314515,Jordanian,poorer,-896,264,5,1,0,0,1,0,0,0,2.0,2.62903,0.0,-0.00011066394159350775
1.314515,Jordanian,middle,30832,264,5,1,0,0,0,1,0,0,3.0,3.9435450000000003,0.0,-7.677460870132862e-06
1.314515,Jordanian,poorest,-22930,264,5,1,0,1,0,0,0,0,1.0,1.314515,-0.0,-0.00021365042231688265
1.314515,Jordanian,middle,32462,264,5,1,0,0,0,1,0,0,3.0,3.9435450000000003,0.0,-7.677460870132862e-06
1.314515,Jordanian,poorer,-10431,264,5,1,0,0,1,0,0,0,2.0,2.62903,0.0,-0.00011066394159350775
1.314515,Jordanian,middle,40387,264,5,1,0,0,0,1,0,0,3.0,3.9435450000000003,0.0,-7.677460870132862e-06
1.314515,Jordanian,poorer,-1061,264,5,1,0,0,1,0,0,0,2.0,2.62903,0.0,-0.00011066394159350775
1.314515,Jordanian,poorer,-1061,264,5,1,0,0,1,0,0,0,2.0,2.62903,0.0,-0.00011066394159350775
1.447204,Jordanian,poorer,-3742,265,5,1,0,0,1,0,0,0,2.0,2.894408,0.0,-0.00012183451609901048
1.447204,Jordanian,middle,35731,265,5,1,0,0,0,1,0,0,3.0,4.341612,0.0,-8.452434609798867e-06
1.447204,Jordanian,poorer,8808,265,5,1,0,0,1,0,0,0,2.0,2.894408,0.0,-0.00012183451609901048
1.447204,Jordanian,middle,20346,265,5,1,0,0,0,1,0,0,3.0,4.341612,0.0,-8.452434609798867e-06
1.447204,Jordanian,middle,24009,265,5,1,0,0,0,1,0,0,3.0,4.341612,0.0,-8.452434609798867e-06
1.447204,Jordanian,richest,98607,265,5,1,0,0,0,0,0,1,5.0,7.23602,0.0,0.00021831172836862434
1.447204,Jordanian,richest,98607,265,5,1,0,0,0,0,0,1,5.0,7.23602,0.0,0.00021831172836862434
1.447204,Jordanian,poorer,7607,265,5,1,0,0,1,0,0,0,2.0,2.894408,0.0,-0.00012183451609901048
1.447204,Jordanian,middle,19752,265,5,1,0,0,0,1,0,0,3.0,4.341612,0.0,-8.452434609798867e-06
1.447204,Jordanian,poorer,11505,265,5,1,0,0,1,0,0,0,2.0,2.894408,0.0,-0.00012183451609901048
1.447204,Jordanian,poorer,16216,265,5,1,0,0,1,0,0,0,2.0,2.894408,0.0,-0.00012183451609901048
1.447204,Jordanian,poorest,-26715,265,5,1,0,1,0,0,0,0,1.0,1.447204,-0.0,-0.0002352165975882221
1.447204,Jordanian,middle,34267,265,5,1,0,0,0,1,0,0,3.0,4.341612,0.0,-8.452434609798867e-06
1.447204,Jordanian,poorer,10572,265,5,1,0,0,1,0,0,0,2.0,2.894408,0.0,-0.00012183451609901048
1.447204,Jordanian,poorer,10572,265,5,1,0,0,1,0,0,0,2.0,2.894408,0.0,-0.00012183451609901048
1.447204,Jordanian,poorer,10572,265,5,1,0,0,1,0,0,0,2.0,2.894408,0.0,-0.00012183451609901048
1.447204,Jordanian,middle,24996,265,5,1,0,0,0,1,0,0,3.0,4.341612,0.0,-8.452434609798867e-06
1.447204,Jordanian,poorest,-17407,265,5,1,0,1,0,0,0,0,1.0,1.447204,-0.0,-0.0002352165975882221
1.447204,Syrian,richer,59995,265,5,0,1,0,0,0,1,0,4.0,5.788816,0.0027049977659040487,0.0
1.447204,Jordanian,richer,59995,265,5,1,0,0,0,0,1,0,4.0,5.788816,0.0,0.00010492964687941276
1.447204,Jordanian,richest,98765,265,5,1,0,0,0,0,0,1,5.0,7.23602,0.0,0.00021831172836862434
1.447204,Jordanian,poorer,-11199,265,5,1,0,0,1,0,0,0,2.0,2.894408,0.0,-0.00012183451609901048
1.501513,Jordanian,poorer,1640,266,5,1,0,0,1,0,0,0,2.0,3.003026,0.0,-0.00012640658108419652
1.501513,Jordanian,poorest,-52128,266,5,1,0,1,0,0,0,0,1.0,1.501513,-0.0,-0.00024404353435623737
1.501513,Jordanian,richer,76400,266,5,1,0,0,0,0,1,0,4.0,6.006052,0.0,0.0001088673254598852
1.501513,Jordanian,richer,76400,266,5,1,0,0,0,0,1,0,4.0,6.006052,0.0,0.0001088673254598852
1.501513,Jordanian,poorer,15801,266,5,1,0,0,1,0,0,0,2.0,3.003026,0.0,-0.00012640658108419652
1.501513,Jordanian,richer,87404,266,5,1,0,0,0,0,1,0,4.0,6.006052,0.0,0.0001088673254598852
1.501513,Jordanian,richer,87404,266,5,1,0,0,0,0,1,0,4.0,6.006052,0.0,0.0001088673254598852
1.501513,Jordanian,poorer,-2749,266,5,1,0,0,1,0,0,0,2.0,3.003026,0.0,-0.00012640658108419652
1.501513,Jordanian,richest,93271,266,5,1,0,0,0,0,0,1,5.0,7.5075650000000005,0.0,0.00022650427873192606
1.501513,Jordanian,poorer,-51,266,5,1,0,0,1,0,0,0,2.0,3.003026,0.0,-0.00012640658108419652
1.501513,Jordanian,poorer,16216,266,5,1,0,0,1,0,0,0,2.0,3.003026,0.0,-0.00012640658108419652
1.501513,Syrian,poorer,12170,266,5,0,1,0,1,0,0,0,2.0,3.003026,0.0004173432767756309,-0.0
1.501513,Jordanian,middle,20578,266,5,1,0,0,0,1,0,0,3.0,4.504539,0.0,-8.769627812155665e-06
1.501513,Jordanian,middle,20579,266,5,1,0,0,0,1,0,0,3.0,4.504539,0.0,-8.769627812155665e-06
1.501513,Jordanian,poorest,-17147,266,5,1,0,1,0,0,0,0,1.0,1.501513,-0.0,-0.00024404353435623737
1.501513,Jordanian,poorest,-28210,266,5,1,0,1,0,0,0,0,1.0,1.501513,-0.0,-0.00024404353435623737
1.501513,Jordanian,richer,74976,266,5,1,0,0,0,0,1,0,4.0,6.006052,0.0,0.0001088673254598852
1.501513,Jordanian,middle,42629,266,5,1,0,0,0,1,0,0,3.0,4.504539,0.0,-8.769627812155665e-06
1.304505,Jordanian,middle,27551,267,5,1,0,0,0,1,0,0,3.0,3.9135150000000003,0.0,-7.618997190897531e-06
1.304505,Jordanian,poorest,-27526,267,5,1,0,1,0,0,0,0,1.0,1.304505,-0.0,-0.0002120234795072593
1.304505,Jordanian,poorer,-14732,267,5,1,0,0,1,0,0,0,2.0,2.60901,0.0,-0.00010982123834907842
1.304505,Jordanian,poorest,-15694,267,5,1,0,1,0,0,0,0,1.0,1.304505,-0.0,-0.0002120234795072593
1.304505,Jordanian,middle,32160,267,5,1,0,0,0,1,0,0,3.0,3.9135150000000003,0.0,-7.618997190897531e-06
1.304505,Syrian,poorer,5465,267,5,0,1,0,1,0,0,0,2.0,2.60901,0.0003625851999084885,-0.0
1.304505,Jordanian,richer,75241,267,5,1,0,0,0,0,1,0,4.0,5.21802,0.0,9.458324396728335e-05
1.304505,Jordanian,middle,27098,267,5,1,0,0,0,1,0,0,3.0,3.9135150000000003,0.0,-7.618997190897531e-06
1.304505,Jordanian,middle,37668,267,5,1,0,0,0,1,0,0,3.0,3.9135150000000003,0.0,-7.618997190897531e-06
1.304505,Jordanian,poorest,-129593,267,5,1,0,1,0,0,0,0,1.0,1.304505,-0.0,-0.0002120234795072593
1.304505,Jordanian,poorer,-9143,267,5,1,0,0,1,0,0,0,2.0,2.60901,0.0,-0.00010982123834907842
1.304505,Jordanian,poorer,-12524,267,5,1,0,0,1,0,0,0,2.0,2.60901,0.0,-0.00010982123834907842
1.304505,Jordanian,richer,84699,267,5,1,0,0,0,0,1,0,4.0,5.21802,0.0,9.458324396728335e-05
1.304505,Jordanian,poorer,-7527,267,5,1,0,0,1,0,0,0,2.0,2.60901,0.0,-0.00010982123834907842
1.266248,Jordanian,middle,16806,268,5,1,0,0,0,1,0,0,3.0,3.798744,0.0,-7.395556134303523e-06
1.266248,Syrian,middle,30068,268,5,0,1,0,0,1,0,0,3.0,3.798744,0.0013593605166969025,-0.0
1.266248,Jordanian,poorer,-5269,268,5,1,0,0,1,0,0,0,2.0,2.532496,0.0,-0.00010660052925595828
1.266248,Jordanian,poorer,10773,268,5,1,0,0,1,0,0,0,2.0,2.532496,0.0,-0.00010660052925595828
1.266248,Jordanian,poorer,10773,268,5,1,0,0,1,0,0,0,2.0,2.532496,0.0,-0.00010660052925595828
1.266248,Jordanian,poorest,-122628,268,5,1,0,1,0,0,0,0,1.0,1.266248,-0.0,-0.00020580550237761302
1.266248,Jordanian,middle,21936,268,5,1,0,0,0,1,0,0,3.0,3.798744,0.0,-7.395556134303523e-06
1.266248,Jordanian,middle,46246,268,5,1,0,0,0,1,0,0,3.0,3.798744,0.0,-7.395556134303523e-06
1.266248,Jordanian,poorest,-15314,268,5,1,0,1,0,0,0,0,1.0,1.266248,-0.0,-0.00020580550237761302
1.266248,Jordanian,poorer,-6534,268,5,1,0,0,1,0,0,0,2.0,2.532496,0.0,-0.00010660052925595828
1.266248,Jordanian,poorest,-82377,268,5,1,0,1,0,0,0,0,1.0,1.266248,-0.0,-0.00020580550237761302
1.266248,Jordanian,poorer,-6948,268,5,1,0,0,1,0,0,0,2.0,2.532496,0.0,-0.00010660052925595828
1.266248,Jordanian,poorer,9863,268,5,1,0,0,1,0,0,0,2.0,2.532496,0.0,-0.00010660052925595828
1.266248,Jordanian,middle,25581,268,5,1,0,0,0,1,0,0,3.0,3.798744,0.0,-7.395556134303523e-06
1.266248,Jordanian,middle,44001,268,5,1,0,0,0,1,0,0,3.0,3.798744,0.0,-7.395556134303523e-06
1.266248,Jordanian,middle,28577,268,5,1,0,0,0,1,0,0,3.0,3.798744,0.0,-7.395556134303523e-06
1.266248,Jordanian,poorer,-508,268,5,1,0,0,1,0,0,0,2.0,2.532496,0.0,-0.00010660052925595828
2.274184,Jordanian,middle,31056,269,5,1,0,0,0,1,0,0,3.0,6.822552,0.0,-1.3282433955856137e-05
2.274184,Jordanian,poorest,-37456,269,5,1,0,1,0,0,0,0,1.0,2.274184,-0.0,-0.00036962710355248693
2.274184,Jordanian,poorer,14186,269,5,1,0,0,1,0,0,0,2.0,4.548368,0.0,-0.0001914547687541715
2.274184,Jordanian,poorer,-11122,269,5,1,0,0,1,0,0,0,2.0,4.548368,0.0,-0.0001914547687541715
2.274184,Jordanian,poorest,-41242,269,5,1,0,1,0,0,0,0,1.0,2.274184,-0.0,-0.00036962710355248693
2.274184,Jordanian,poorer,-11909,269,5,1,0,0,1,0,0,0,2.0,4.548368,0.0,-0.0001914547687541715
2.274184,Jordanian,middle,39591,269,5,1,0,0,0,1,0,0,3.0,6.822552,0.0,-1.3282433955856137e-05
2.274184,Jordanian,poorest,-21294,269,5,1,0,1,0,0,0,0,1.0,2.274184,-0.0,-0.00036962710355248693
2.274184,Jordanian,poorer,-3768,269,5,1,0,0,1,0,0,0,2.0,4.548368,0.0,-0.0001914547687541715
2.274184,Jordanian,middle,25646,269,5,1,0,0,0,1,0,0,3.0,6.822552,0.0,-1.3282433955856137e-05
0.809573,Jordanian,poorer,-11909,270,5,1,0,0,1,0,0,0,2.0,1.619146,0.0,-6.815482454569238e-05
0.809573,Jordanian,middle,20025,270,5,1,0,0,0,1,0,0,3.0,2.428719,0.0,-4.728333285672717e-06
0.809573,Jordanian,poorer,-2982,270,5,1,0,0,1,0,0,0,2.0,1.619146,0.0,-6.815482454569238e-05
0.809573,Jordanian,poorest,-16941,270,5,1,0,1,0,0,0,0,1.0,0.809573,-0.0,-0.00013158131580571207
0.809573,Jordanian,poorer,-14907,270,5,1,0,0,1,0,0,0,2.0,1.619146,0.0,-6.815482454569238e-05
0.809573,Jordanian,poorest,-41856,270,5,1,0,1,0,0,0,0,1.0,0.809573,-0.0,-0.00013158131580571207
0.809573,Jordanian,richer,51629,270,5,1,0,0,0,0,1,0,4.0,3.238292,0.0,5.869815797434696e-05
0.809573,Jordanian,poorer,-9714,270,5,1,0,0,1,0,0,0,2.0,1.619146,0.0,-6.815482454569238e-05
0.809573,Jordanian,poorest,-26715,270,5,1,0,1,0,0,0,0,1.0,0.809573,-0.0,-0.00013158131580571207
0.809573,Jordanian,poorer,-3888,270,5,1,0,0,1,0,0,0,2.0,1.619146,0.0,-6.815482454569238e-05
0.809573,Jordanian,poorer,2898,270,5,1,0,0,1,0,0,0,2.0,1.619146,0.0,-6.815482454569238e-05
0.809573,Jordanian,poorer,-11468,270,5,1,0,0,1,0,0,0,2.0,1.619146,0.0,-6.815482454569238e-05
0.809573,Jordanian,poorer,6068,270,5,1,0,0,1,0,0,0,2.0,1.619146,0.0,-6.815482454569238e-05
1.622243,Jordanian,poorer,3319,271,5,1,0,0,1,0,0,0,2.0,3.244486,0.0,-0.00013657037356171422
1.622243,Jordanian,middle,24856,271,5,1,0,0,0,1,0,0,3.0,4.866729,0.0,-9.47475468469127e-06
1.622243,Jordanian,richer,56138,271,5,1,0,0,0,0,1,0,4.0,6.488972,0.0,0.0001176208641923317
1.622243,Jordanian,richer,73177,271,5,1,0,0,0,0,1,0,4.0,6.488972,0.0,0.0001176208641923317
1.622243,Jordanian,middle,31711,271,5,1,0,0,0,1,0,0,3.0,4.866729,0.0,-9.47475468469127e-06
1.622243,Jordanian,poorer,6814,271,5,1,0,0,1,0,0,0,2.0,3.244486,0.0,-0.00013657037356171422
1.622243,Jordanian,middle,28554,271,5,1,0,0,0,1,0,0,3.0,4.866729,0.0,-9.47475468469127e-06
1.622243,Jordanian,richer,79321,271,5,1,0,0,0,0,1,0,4.0,6.488972,0.0,0.0001176208641923317
1.622243,Jordanian,richest,93225,271,5,1,0,0,0,0,0,1,5.0,8.111215000000001,0.0,0.0002447164830693546
1.622243,Jordanian,poorer,-252,271,5,1,0,0,1,0,0,0,2.0,3.244486,0.0,-0.00013657037356171422
1.622243,Jordanian,richer,76515,271,5,1,0,0,0,0,1,0,4.0,6.488972,0.0,0.0001176208641923317
1.622243,Jordanian,richer,48772,271,5,1,0,0,0,0,1,0,4.0,6.488972,0.0,0.0001176208641923317
1.622243,Jordanian,middle,26552,271,5,1,0,0,0,1,0,0,3.0,4.866729,0.0,-9.47475468469127e-06
1.622243,Jordanian,middle,17392,271,5,1,0,0,0,1,0,0,3.0,4.866729,0.0,-9.47475468469127e-06
1.293016,Jordanian,poorest,-25155,272,5,1,0,1,0,0,0,0,1.0,1.293016,-0.0,-0.00021015615224054975
1.293016,Jordanian,richer,79400,272,5,1,0,0,0,0,1,0,4.0,5.172064,0.0,9.375023306280991e-05
1.293016,Jordanian,middle,39891,272,5,1,0,0,0,1,0,0,3.0,3.879048,0.0,-7.551895371643314e-06
