sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Jordanian,ethnicity_Syrian,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1
2.328007,Jordanian,richest,123562,1,1,1,0,0,0,0,0,1,5.0,11.640035,0.0,0.0003511814725665878
2.328007,Jordanian,richest,110484,1,1,1,0,0,0,0,0,1,5.0,11.640035,0.0,0.0003511814725665878
2.328007,Jordanian,richer,65231,1,1,1,0,0,0,0,1,0,4.0,9.312028,0.0,0.0001687923419523447
2.328007,Jordanian,richest,108181,1,1,1,0,0,0,0,0,1,5.0,11.640035,0.0,0.0003511814725665878
2.328007,Jordanian,richer,58059,1,1,1,0,0,0,0,1,0,4.0,9.312028,0.0,0.0001687923419523447
2.328007,Jordanian,richest,97988,1,1,1,0,0,0,0,0,1,5.0,11.640035,0.0,0.0003511814725665878
2.328007,Jordanian,richest,101033,1,1,1,0,0,0,0,0,1,5.0,11.640035,0.0,0.0003511814725665878
2.328007,Jordanian,richest,106537,1,1,1,0,0,0,0,0,1,5.0,11.640035,0.0,0.0003511814725665878
2.328007,Jordanian,richest,136151,1,1,1,0,0,0,0,0,1,5.0,11.640035,0.0,0.0003511814725665878
6.218308,Jordanian,richest,180320,2,1,1,0,0,0,0,0,1,5.0,31.091540000000002,0.0,0.000938036079922695
6.218308,Jordanian,richest,180320,2,1,1,0,0,0,0,0,1,5.0,31.091540000000002,0.0,0.000938036079922695
6.218308,Jordanian,richer,78921,2,1,1,0,0,0,0,1,0,4.0,24.873232,0.0,0.000450858940845539
6.218308,Jordanian,richest,145382,2,1,1,0,0,0,0,0,1,5.0,31.091540000000002,0.0,0.000938036079922695
6.218308,Jordanian,richer,73683,2,1,1,0,0,0,0,1,0,4.0,24.873232,0.0,0.000450858940845539
6.218308,Syrian,middle,28106,2,1,0,1,0,0,1,0,0,3.0,18.654924,0.006675566220724916,-0.0
6.218308,Jordanian,poorer,8304,2,1,1,0,0,1,0,0,0,2.0,12.436616,0.0,-0.0005234953373087732
6.218308,Jordanian,richest,92356,2,1,1,0,0,0,0,0,1,5.0,31.091540000000002,0.0,0.000938036079922695
6.218308,Jordanian,richest,92356,2,1,1,0,0,0,0,0,1,5.0,31.091540000000002,0.0,0.000938036079922695
6.218308,Jordanian,richer,58877,2,1,1,0,0,0,0,1,0,4.0,24.873232,0.0,0.000450858940845539
6.218308,Jordanian,richer,57403,2,1,1,0,0,0,0,1,0,4.0,24.873232,0.0,0.000450858940845539
6.218308,Jordanian,middle,34068,2,1,1,0,0,0,1,0,0,3.0,18.654924,0.0,-3.631819823161708e-05
6.218308,Jordanian,middle,31355,2,1,1,0,0,0,1,0,0,3.0,18.654924,0.0,-3.631819823161708e-05
6.218308,Jordanian,richest,129840,2,1,1,0,0,0,0,0,1,5.0,31.091540000000002,0.0,0.000938036079922695
6.218308,Jordanian,poorer,-6416,2,1,1,0,0,1,0,0,0,2.0,12.436616,0.0,-0.0005234953373087732
3.063111,Jordanian,richer,87336,3,1,1,0,0,0,0,1,0,4.0,12.252444,0.0,0.00022209111886261016
3.063111,Jordanian,richer,73323,3,1,1,0,0,0,0,1,0,4.0,12.252444,0.0,0.00022209111886261016
3.063111,Jordanian,richest,91456,3,1,1,0,0,0,0,0,1,5.0,15.315555,0.0,0.00046207242143812854
3.063111,Jordanian,poorer,11512,3,1,1,0,0,1,0,0,0,2.0,6.126222,0.0,-0.0002578714862884266
3.063111,Jordanian,richer,86743,3,1,1,0,0,0,0,1,0,4.0,12.252444,0.0,0.00022209111886261016
3.063111,Jordanian,richer,52939,3,1,1,0,0,0,0,1,0,4.0,12.252444,0.0,0.00022209111886261016
3.063111,Jordanian,richest,110559,3,1,1,0,0,0,0,0,1,5.0,15.315555,0.0,0.00046207242143812854
3.063111,Jordanian,richest,140622,3,1,1,0,0,0,0,0,1,5.0,15.315555,0.0,0.00046207242143812854
3.063111,Jordanian,poorer,10989,3,1,1,0,0,1,0,0,0,2.0,6.126222,0.0,-0.0002578714862884266
3.063111,Jordanian,middle,17405,3,1,1,0,0,0,1,0,0,3.0,9.189333000000001,0.0,-1.7890183712908215e-05
4.316203,Jordanian,richer,63436,4,1,1,0,0,0,0,1,0,4.0,17.264812,0.0,0.0003129466589712728
4.316203,Syrian,richer,51180,4,1,0,1,0,0,0,1,0,4.0,17.264812,0.00806750083069723,0.0
4.316203,Jordanian,richer,71634,4,1,1,0,0,0,0,1,0,4.0,17.264812,0.0,0.0003129466589712728
4.316203,Jordanian,middle,46600,4,1,1,0,0,0,1,0,0,3.0,12.948609,0.0,-2.5208901868788156e-05
4.316203,Jordanian,middle,43990,4,1,1,0,0,0,1,0,0,3.0,12.948609,0.0,-2.5208901868788156e-05
4.316203,Jordanian,richest,95141,4,1,1,0,0,0,0,0,1,5.0,21.581015,0.0,0.0006511022198113338
4.316203,Jordanian,richer,56706,4,1,1,0,0,0,0,1,0,4.0,17.264812,0.0,0.0003129466589712728
4.316203,Jordanian,middle,42371,4,1,1,0,0,0,1,0,0,3.0,12.948609,0.0,-2.5208901868788156e-05
4.316203,Jordanian,middle,37481,4,1,1,0,0,0,1,0,0,3.0,12.948609,0.0,-2.5208901868788156e-05
4.316203,Jordanian,richest,109395,4,1,1,0,0,0,0,0,1,5.0,21.581015,0.0,0.0006511022198113338
4.389013,Jordanian,middle,21968,5,1,1,0,0,0,1,0,0,3.0,13.167039,0.0,-2.5634150668500885e-05
4.389013,Jordanian,middle,28191,5,1,1,0,0,0,1,0,0,3.0,13.167039,0.0,-2.5634150668500885e-05
4.389013,Jordanian,richer,72799,5,1,1,0,0,0,0,1,0,4.0,17.556052,0.0,0.0003182257541018074
4.389013,Jordanian,richer,64980,5,1,1,0,0,0,0,1,0,4.0,17.556052,0.0,0.0003182257541018074
4.389013,Jordanian,richer,69008,5,1,1,0,0,0,0,1,0,4.0,17.556052,0.0,0.0003182257541018074
4.389013,Jordanian,middle,21884,5,1,1,0,0,0,1,0,0,3.0,13.167039,0.0,-2.5634150668500885e-05
4.389013,Jordanian,middle,37437,5,1,1,0,0,0,1,0,0,3.0,13.167039,0.0,-2.5634150668500885e-05
4.389013,Jordanian,richer,52079,5,1,1,0,0,0,0,1,0,4.0,17.556052,0.0,0.0003182257541018074
4.389013,Jordanian,poorer,-13926,5,1,1,0,0,1,0,0,0,2.0,8.778026,0.0,-0.0003694940554388091
4.389013,Jordanian,richest,105159,5,1,1,0,0,0,0,0,1,5.0,21.945065,0.0,0.0006620856588721156
4.389013,Jordanian,poorer,-122,5,1,1,0,0,1,0,0,0,2.0,8.778026,0.0,-0.0003694940554388091
4.389013,Jordanian,poorest,-18079,5,1,1,0,1,0,0,0,0,1.0,4.389013,-0.0,-0.0007133539602091174
4.389013,Syrian,poorest,-39108,5,1,0,1,1,0,0,0,0,1.0,4.389013,-0.002271916395609377,-0.0
4.389013,Syrian,poorer,-11156,5,1,0,1,0,1,0,0,0,2.0,8.778026,0.0012199195526318067,-0.0
2.257608,Jordanian,middle,42935,6,1,1,0,0,0,1,0,0,3.0,6.772824,0.0,-1.3185621373737772e-05
2.257608,Jordanian,middle,43227,6,1,1,0,0,0,1,0,0,3.0,6.772824,0.0,-1.3185621373737772e-05
2.257608,Jordanian,poorest,-26010,6,1,1,0,1,0,0,0,0,1.0,2.257608,-0.0,-0.00036693297727753027
2.257608,Jordanian,poorest,-40122,6,1,1,0,1,0,0,0,0,1.0,2.257608,-0.0,-0.00036693297727753027
2.257608,Jordanian,poorest,-19673,6,1,1,0,1,0,0,0,0,1.0,2.257608,-0.0,-0.00036693297727753027
2.257608,Jordanian,poorest,-40536,6,1,1,0,1,0,0,0,0,1.0,2.257608,-0.0,-0.00036693297727753027
2.257608,Jordanian,poorest,-17257,6,1,1,0,1,0,0,0,0,1.0,2.257608,-0.0,-0.00036693297727753027
2.257608,Jordanian,poorer,6157,6,1,1,0,0,1,0,0,0,2.0,4.515216,0.0,-0.00019005929932563399
2.257608,Jordanian,middle,28202,6,1,1,0,0,0,1,0,0,3.0,6.772824,0.0,-1.3185621373737772e-05
2.257608,Jordanian,middle,32141,6,1,1,0,0,0,1,0,0,3.0,6.772824,0.0,-1.3185621373737772e-05
2.257608,Jordanian,poorest,-48637,6,1,1,0,1,0,0,0,0,1.0,2.257608,-0.0,-0.00036693297727753027
2.257608,Jordanian,poorer,-11803,6,1,1,0,0,1,0,0,0,2.0,4.515216,0.0,-0.00019005929932563399
2.257608,Syrian,poorest,-16459,6,1,0,1,1,0,0,0,0,1.0,2.257608,-0.0011686218815161618,-0.0
4.447815,Jordanian,middle,19336,7,1,1,0,0,0,1,0,0,3.0,13.343445000000001,0.0,-2.5977585360448527e-05
4.447815,Jordanian,poorest,-28821,7,1,1,0,1,0,0,0,0,1.0,4.447815,-0.0,-0.0007229111521263472
4.447815,Jordanian,poorer,11190,7,1,1,0,0,1,0,0,0,2.0,8.89563,0.0,-0.0003744443687433979
4.447815,Jordanian,poorest,-22991,7,1,1,0,1,0,0,0,0,1.0,4.447815,-0.0,-0.0007229111521263472
4.447815,Jordanian,poorest,-19935,7,1,1,0,1,0,0,0,0,1.0,4.447815,-0.0,-0.0007229111521263472
4.447815,Jordanian,middle,31809,7,1,1,0,0,0,1,0,0,3.0,13.343445000000001,0.0,-2.5977585360448527e-05
4.447815,Jordanian,richer,85059,7,1,1,0,0,0,0,1,0,4.0,17.79126,0.0,0.0003224891980225008
4.447815,Jordanian,poorer,15155,7,1,1,0,0,1,0,0,0,2.0,8.89563,0.0,-0.0003744443687433979
4.447815,Jordanian,poorer,11053,7,1,1,0,0,1,0,0,0,2.0,8.89563,0.0,-0.0003744443687433979
4.447815,Jordanian,richer,74117,7,1,1,0,0,0,0,1,0,4.0,17.79126,0.0,0.0003224891980225008
4.447815,Jordanian,poorer,13345,7,1,1,0,0,1,0,0,0,2.0,8.89563,0.0,-0.0003744443687433979
4.447815,Jordanian,richer,63682,7,1,1,0,0,0,0,1,0,4.0,17.79126,0.0,0.0003224891980225008
4.447815,Jordanian,richer,56351,7,1,1,0,0,0,0,1,0,4.0,17.79126,0.0,0.0003224891980225008
4.447815,Syrian,poorest,-24194,7,1,0,1,1,0,0,0,0,1.0,4.447815,-0.0023023544981838335,-0.0
1.957785,Jordanian,richest,97694,8,1,1,0,0,0,0,0,1,5.0,9.788925,0.0,0.0002953332267767138
1.957785,Syrian,poorer,13271,8,1,0,1,0,1,0,0,0,2.0,3.91557,0.0005441633919401154,-0.0
1.957785,Syrian,middle,36873,8,1,0,1,0,0,1,0,0,3.0,5.873355,0.0021017491274864368,-0.0
1.957785,Jordanian,richest,235772,8,1,1,0,0,0,0,0,1,5.0,9.788925,0.0,0.0002953332267767138
1.957785,Jordanian,richest,106351,8,1,1,0,0,0,0,0,1,5.0,9.788925,0.0,0.0002953332267767138
1.957785,Jordanian,richest,134606,8,1,1,0,0,0,0,0,1,5.0,9.788925,0.0,0.0002953332267767138
1.957785,Jordanian,richest,192977,8,1,1,0,0,0,0,0,1,5.0,9.788925,0.0,0.0002953332267767138
1.957785,Jordanian,middle,26501,8,1,1,0,0,0,1,0,0,3.0,5.873355,0.0,-1.1434496928245829e-05
1.957785,Jordanian,middle,46376,8,1,1,0,0,0,1,0,0,3.0,5.873355,0.0,-1.1434496928245829e-05
1.957785,Jordanian,richest,169463,8,1,1,0,0,0,0,0,1,5.0,9.788925,0.0,0.0002953332267767138
1.792389,Jordanian,poorest,-356092,9,1,1,0,1,0,0,0,0,1.0,1.792389,-0.0,-0.00029132011944035243
3.592053,Jordanian,richest,102852,10,1,1,0,0,0,0,0,1,5.0,17.960265,0.0,0.000541863689446479
3.592053,Jordanian,richest,176222,10,1,1,0,0,0,0,0,1,5.0,17.960265,0.0,0.000541863689446479
3.592053,Jordanian,richest,104588,10,1,1,0,0,0,0,0,1,5.0,17.960265,0.0,0.000541863689446479
3.592053,Jordanian,richest,122958,10,1,1,0,0,0,0,0,1,5.0,17.960265,0.0,0.000541863689446479
3.592053,Jordanian,richest,219106,10,1,1,0,0,0,0,0,1,5.0,17.960265,0.0,0.000541863689446479
3.592053,Jordanian,richest,119011,10,1,1,0,0,0,0,0,1,5.0,17.960265,0.0,0.000541863689446479
3.797547,Jordanian,richest,172430,11,1,1,0,0,0,0,0,1,5.0,18.987735,0.0,0.0005728626020457961
3.797547,Jordanian,richer,69043,11,1,1,0,0,0,0,1,0,4.0,15.190188,0.0,0.0002753414623770894
3.797547,Jordanian,poorer,-530,11,1,1,0,0,1,0,0,0,2.0,7.595094,0.0,-0.00031970081696032417
3.797547,Jordanian,middle,34413,11,1,1,0,0,0,1,0,0,3.0,11.392641,0.0,-2.217967729161739e-05
3.797547,Jordanian,poorer,9426,11,1,1,0,0,1,0,0,0,2.0,7.595094,0.0,-0.00031970081696032417
3.797547,Jordanian,poorer,6436,11,1,1,0,0,1,0,0,0,2.0,7.595094,0.0,-0.00031970081696032417
3.797547,Jordanian,richer,80888,11,1,1,0,0,0,0,1,0,4.0,15.190188,0.0,0.0002753414623770894
3.797547,Jordanian,middle,28086,11,1,1,0,0,0,1,0,0,3.0,11.392641,0.0,-2.217967729161739e-05
3.797547,Jordanian,richest,121744,11,1,1,0,0,0,0,0,1,5.0,18.987735,0.0,0.0005728626020457961
3.797547,Jordanian,richest,94972,11,1,1,0,0,0,0,0,1,5.0,18.987735,0.0,0.0005728626020457961
3.797547,Jordanian,richest,126259,11,1,1,0,0,0,0,0,1,5.0,18.987735,0.0,0.0005728626020457961
3.797547,Syrian,middle,42743,11,1,0,1,0,0,1,0,0,3.0,11.392641,0.004076796529669363,-0.0
3.797547,Jordanian,richer,47567,11,1,1,0,0,0,0,1,0,4.0,15.190188,0.0,0.0002753414623770894
3.797547,Jordanian,richer,80457,11,1,1,0,0,0,0,1,0,4.0,15.190188,0.0,0.0002753414623770894
9.157933,Jordanian,middle,40938,12,1,1,0,0,0,1,0,0,3.0,27.473799,0.0,-5.348715857848594e-05
9.157933,Jordanian,poorer,-10343,12,1,1,0,0,1,0,0,0,2.0,18.315866,0.0,-0.0007709710141225144
9.157933,Jordanian,middle,16645,12,1,1,0,0,0,1,0,0,3.0,27.473799,0.0,-5.348715857848594e-05
9.157933,Jordanian,poorest,-27782,12,1,1,0,1,0,0,0,0,1.0,9.157933,-0.0,-0.001488454869666543
9.157933,Jordanian,poorer,-10141,12,1,1,0,0,1,0,0,0,2.0,18.315866,0.0,-0.0007709710141225144
9.157933,Jordanian,richer,62841,12,1,1,0,0,0,0,1,0,4.0,36.631732,0.0,0.0006639966969655426
3.622925,Jordanian,middle,41722,13,1,1,0,0,0,1,0,0,3.0,10.868775,0.0,-2.115979271664918e-05
3.622925,Jordanian,richer,58391,13,1,1,0,0,0,0,1,0,4.0,14.4917,0.0,0.0002626804796839951
3.622925,Jordanian,poorer,6178,13,1,1,0,0,1,0,0,0,2.0,7.24585,0.0,-0.0003050000651172935
3.622925,Jordanian,richest,152606,13,1,1,0,0,0,0,0,1,5.0,18.114625,0.0,0.0005465207520846393
3.622925,Jordanian,richer,87051,13,1,1,0,0,0,0,1,0,4.0,14.4917,0.0,0.0002626804796839951
3.622925,Jordanian,poorer,-13010,13,1,1,0,0,1,0,0,0,2.0,7.24585,0.0,-0.0003050000651172935
3.622925,Jordanian,poorer,12747,13,1,1,0,0,1,0,0,0,2.0,7.24585,0.0,-0.0003050000651172935
3.622925,Jordanian,poorer,-11329,13,1,1,0,0,1,0,0,0,2.0,7.24585,0.0,-0.0003050000651172935
3.622925,Jordanian,middle,28148,13,1,1,0,0,0,1,0,0,3.0,10.868775,0.0,-2.115979271664918e-05
3.622925,Jordanian,poorer,10083,13,1,1,0,0,1,0,0,0,2.0,7.24585,0.0,-0.0003050000651172935
3.622925,Jordanian,poorer,665,13,1,1,0,0,1,0,0,0,2.0,7.24585,0.0,-0.0003050000651172935
2.7588,Jordanian,richest,96521,14,1,1,0,0,0,0,0,1,5.0,13.794,0.0,0.0004161668957682268
2.7588,Jordanian,middle,34355,14,1,1,0,0,0,1,0,0,3.0,8.276399999999999,0.0,-1.6112846980462404e-05
2.7588,Jordanian,poorest,-17595,14,1,1,0,1,0,0,0,0,1.0,2.7588,-0.0,-0.0004483925897291516
2.7588,Jordanian,poorest,-50554,14,1,1,0,1,0,0,0,0,1.0,2.7588,-0.0,-0.0004483925897291516
2.7588,Jordanian,richer,49827,14,1,1,0,0,0,0,1,0,4.0,11.0352,0.0,0.0002000270243938822
2.7588,Jordanian,poorest,-70098,14,1,1,0,1,0,0,0,0,1.0,2.7588,-0.0,-0.0004483925897291516
2.7588,Jordanian,poorer,15801,14,1,1,0,0,1,0,0,0,2.0,5.5176,0.0,-0.000232252718354807
2.7588,Jordanian,poorer,-7021,14,1,1,0,0,1,0,0,0,2.0,5.5176,0.0,-0.000232252718354807
2.7588,Jordanian,poorest,-24887,14,1,1,0,1,0,0,0,0,1.0,2.7588,-0.0,-0.0004483925897291516
2.7588,Jordanian,middle,42209,14,1,1,0,0,0,1,0,0,3.0,8.276399999999999,0.0,-1.6112846980462404e-05
2.7588,Jordanian,middle,38094,14,1,1,0,0,0,1,0,0,3.0,8.276399999999999,0.0,-1.6112846980462404e-05
2.7588,Jordanian,middle,18474,14,1,1,0,0,0,1,0,0,3.0,8.276399999999999,0.0,-1.6112846980462404e-05
3.662925,Jordanian,poorest,-76410,15,1,1,0,1,0,0,0,0,1.0,3.662925,-0.0,-0.0005953416074864625
3.662925,Jordanian,richer,86247,15,1,1,0,0,0,0,1,0,4.0,14.6517,0.0,0.00026558068302448925
3.662925,Jordanian,poorer,-9351,15,1,1,0,0,1,0,0,0,2.0,7.32585,0.0,-0.0003083675106494786
3.662925,Jordanian,richer,70287,15,1,1,0,0,0,0,1,0,4.0,14.6517,0.0,0.00026558068302448925
3.662925,Jordanian,poorer,7985,15,1,1,0,0,1,0,0,0,2.0,7.32585,0.0,-0.0003083675106494786
3.662925,Syrian,poorest,-40160,15,1,0,1,1,0,0,0,0,1.0,3.662925,-0.0018960662370759616,-0.0
3.662925,Jordanian,richer,50184,15,1,1,0,0,0,0,1,0,4.0,14.6517,0.0,0.00026558068302448925
3.668821,Jordanian,richer,61623,16,1,1,0,0,0,0,1,0,4.0,14.675284,0.0,0.0002660081729968781
3.668821,Jordanian,richest,111256,16,1,1,0,0,0,0,0,1,5.0,18.344105,0.0,0.0005534441955557784
3.668821,Jordanian,middle,41575,16,1,1,0,0,0,1,0,0,3.0,11.006463,0.0,-2.1427849562022277e-05
3.668821,Jordanian,middle,19904,16,1,1,0,0,0,1,0,0,3.0,11.006463,0.0,-2.1427849562022277e-05
3.668821,Jordanian,richer,71854,16,1,1,0,0,0,0,1,0,4.0,14.675284,0.0,0.0002660081729968781
3.668821,Jordanian,richer,49267,16,1,1,0,0,0,0,1,0,4.0,14.675284,0.0,0.0002660081729968781
3.668821,Jordanian,middle,41250,16,1,1,0,0,0,1,0,0,3.0,11.006463,0.0,-2.1427849562022277e-05
3.668821,Jordanian,poorest,-31063,16,1,1,0,1,0,0,0,0,1.0,3.668821,-0.0,-0.0005962998946798231
3.668821,Jordanian,middle,25475,16,1,1,0,0,0,1,0,0,3.0,11.006463,0.0,-2.1427849562022277e-05
3.668821,Jordanian,middle,16805,16,1,1,0,0,0,1,0,0,3.0,11.006463,0.0,-2.1427849562022277e-05
3.668821,Jordanian,poorer,15141,16,1,1,0,0,1,0,0,0,2.0,7.337642,0.0,-0.00030886387212092267
3.668821,Syrian,poorer,140,16,1,0,1,0,1,0,0,0,2.0,7.337642,0.001019743270982833,-0.0
3.668821,Syrian,poorer,140,16,1,0,1,0,1,0,0,0,2.0,7.337642,0.001019743270982833,-0.0
3.668821,Syrian,middle,19223,16,1,0,1,0,0,1,0,0,3.0,11.006463,0.003938604767966817,-0.0
3.668821,Syrian,middle,19223,16,1,0,1,0,0,1,0,0,3.0,11.006463,0.003938604767966817,-0.0
3.726926,Jordanian,richest,121632,17,1,1,0,0,0,0,0,1,5.0,18.63463,0.0,0.0005622093751551017
3.726926,Jordanian,richest,123217,17,1,1,0,0,0,0,0,1,5.0,18.63463,0.0,0.0005622093751551017
3.726926,Jordanian,richest,146617,17,1,1,0,0,0,0,0,1,5.0,18.63463,0.0,0.0005622093751551017
3.726926,Jordanian,richer,82957,17,1,1,0,0,0,0,1,0,4.0,14.907704,0.0,0.0002702210808743634
3.726926,Jordanian,richer,67526,17,1,1,0,0,0,0,1,0,4.0,14.907704,0.0,0.0002702210808743634
3.726926,Jordanian,richest,95330,17,1,1,0,0,0,0,0,1,5.0,18.63463,0.0,0.0005622093751551017
3.726926,Jordanian,richest,95330,17,1,1,0,0,0,0,0,1,5.0,18.63463,0.0,0.0005622093751551017
3.726926,Jordanian,richest,215847,17,1,1,0,0,0,0,0,1,5.0,18.63463,0.0,0.0005622093751551017
3.726926,Syrian,poorer,-4394,17,1,0,1,0,1,0,0,0,2.0,7.453852,0.0010358934682152567,-0.0
3.726926,Syrian,poorer,-4394,17,1,0,1,0,1,0,0,0,2.0,7.453852,0.0010358934682152567,-0.0
2.844112,Jordanian,poorer,-6364,18,1,1,0,0,1,0,0,0,2.0,5.688224,0.0,-0.00023943480618585143
2.844112,Jordanian,richest,99408,18,1,1,0,0,0,0,0,1,5.0,14.220559999999999,0.0,0.00042903627021065793
2.844112,Jordanian,poorer,13554,18,1,1,0,0,1,0,0,0,2.0,5.688224,0.0,-0.00023943480618585143
2.844112,Syrian,middle,28332,18,1,0,1,0,0,1,0,0,3.0,8.532336,0.0030532514624811735,-0.0
2.844112,Jordanian,richer,65021,18,1,1,0,0,0,0,1,0,4.0,11.376448,0.0,0.00020621257807848812
2.844112,Jordanian,middle,43923,18,1,1,0,0,0,1,0,0,3.0,8.532336,0.0,-1.6611114053681634e-05
2.844112,Jordanian,middle,27947,18,1,1,0,0,0,1,0,0,3.0,8.532336,0.0,-1.6611114053681634e-05
2.844112,Jordanian,middle,21902,18,1,1,0,0,0,1,0,0,3.0,8.532336,0.0,-1.6611114053681634e-05
2.844112,Jordanian,middle,22998,18,1,1,0,0,0,1,0,0,3.0,8.532336,0.0,-1.6611114053681634e-05
2.844112,Syrian,poorest,-80383,18,1,0,1,1,0,0,0,0,1.0,2.844112,-0.0014722181692670712,-0.0
2.844112,Jordanian,poorest,-15708,18,1,1,0,1,0,0,0,0,1.0,2.844112,-0.0,-0.0004622584983180212
2.844112,Jordanian,richest,99125,18,1,1,0,0,0,0,0,1,5.0,14.220559999999999,0.0,0.00042903627021065793
2.844112,Jordanian,richest,98491,18,1,1,0,0,0,0,0,1,5.0,14.220559999999999,0.0,0.00042903627021065793
2.844112,Jordanian,poorer,-5599,18,1,1,0,0,1,0,0,0,2.0,5.688224,0.0,-0.00023943480618585143
2.844112,Jordanian,richer,55031,18,1,1,0,0,0,0,1,0,4.0,11.376448,0.0,0.00020621257807848812
2.288159,Jordanian,poorest,-23596,19,1,1,0,1,0,0,0,0,1.0,2.288159,-0.0,-0.0003718984847477402
2.288159,Jordanian,poorer,15832,19,1,1,0,0,1,0,0,0,2.0,4.576318,0.0,-0.00019263127003697872
2.288159,Jordanian,middle,35460,19,1,1,0,0,0,1,0,0,3.0,6.864476999999999,0.0,-1.3364055326217148e-05
2.288159,Jordanian,poorest,-18919,19,1,1,0,1,0,0,0,0,1.0,2.288159,-0.0,-0.0003718984847477402
2.288159,Jordanian,richer,58680,19,1,1,0,0,0,0,1,0,4.0,9.152636,0.0,0.00016590315938454437
2.288159,Jordanian,richer,58680,19,1,1,0,0,0,0,1,0,4.0,9.152636,0.0,0.00016590315938454437
2.288159,Jordanian,middle,16535,19,1,1,0,0,0,1,0,0,3.0,6.864476999999999,0.0,-1.3364055326217148e-05
2.288159,Jordanian,richer,84219,19,1,1,0,0,0,0,1,0,4.0,9.152636,0.0,0.00016590315938454437
2.288159,Jordanian,richest,91212,19,1,1,0,0,0,0,0,1,5.0,11.440795,0.0,0.00034517037409530595
2.288159,Jordanian,poorer,4636,19,1,1,0,0,1,0,0,0,2.0,4.576318,0.0,-0.00019263127003697872
2.288159,Jordanian,poorer,-2555,19,1,1,0,0,1,0,0,0,2.0,4.576318,0.0,-0.00019263127003697872
2.288159,Syrian,poorer,-14422,19,1,0,1,0,1,0,0,0,2.0,4.576318,0.0006359903476317891,-0.0
2.288159,Syrian,middle,42705,19,1,0,1,0,0,1,0,0,3.0,6.864476999999999,0.0024564169108457963,-0.0
2.288159,Jordanian,middle,36312,19,1,1,0,0,0,1,0,0,3.0,6.864476999999999,0.0,-1.3364055326217148e-05
2.288159,Jordanian,poorer,13811,19,1,1,0,0,1,0,0,0,2.0,4.576318,0.0,-0.00019263127003697872
2.288159,Jordanian,poorest,-51271,19,1,1,0,1,0,0,0,0,1.0,2.288159,-0.0,-0.0003718984847477402
2.288159,Jordanian,poorest,-22184,19,1,1,0,1,0,0,0,0,1.0,2.288159,-0.0,-0.0003718984847477402
2.288159,Jordanian,richer,57620,19,1,1,0,0,0,0,1,0,4.0,9.152636,0.0,0.00016590315938454437
2.39269,Jordanian,poorest,-33891,20,1,1,0,1,0,0,0,0,1.0,2.39269,-0.0,-0.00038888809102473673
2.39269,Jordanian,poorer,8565,20,1,1,0,0,1,0,0,0,2.0,4.78538,0.0,-0.00020143133126009974
2.39269,Jordanian,poorer,13458,20,1,1,0,0,1,0,0,0,2.0,4.78538,0.0,-0.00020143133126009974
2.39269,Syrian,poorest,-46489,20,1,0,1,1,0,0,0,0,1.0,2.39269,-0.0012385453496288575,-0.0
2.39269,Jordanian,poorer,-7320,20,1,1,0,0,1,0,0,0,2.0,4.78538,0.0,-0.00020143133126009974
2.39269,Jordanian,poorer,-10774,20,1,1,0,0,1,0,0,0,2.0,4.78538,0.0,-0.00020143133126009974
2.39269,Jordanian,richer,49905,20,1,1,0,0,0,0,1,0,4.0,9.57076,0.0,0.0001734821882691743
2.12831,Jordanian,richer,54087,21,1,1,0,0,0,0,1,0,4.0,8.51324,0.0,0.0001543132942901781
2.12831,Jordanian,middle,46268,21,1,1,0,0,0,1,0,0,3.0,6.38493,0.0,-1.2430452862472069e-05
2.12831,Jordanian,richest,128363,21,1,1,0,0,0,0,0,1,5.0,10.641549999999999,0.0,0.0003210570414428283
2.12831,Jordanian,richest,169613,21,1,1,0,0,0,0,0,1,5.0,10.641549999999999,0.0,0.0003210570414428283
2.12831,Jordanian,poorer,7443,21,1,1,0,0,1,0,0,0,2.0,4.25662,0.0,-0.00017917420001512224
2.12831,Jordanian,middle,25452,21,1,1,0,0,0,1,0,0,3.0,6.38493,0.0,-1.2430452862472069e-05
2.12831,Jordanian,richest,89949,21,1,1,0,0,0,0,0,1,5.0,10.641549999999999,0.0,0.0003210570414428283
2.12831,Jordanian,middle,17754,21,1,1,0,0,0,1,0,0,3.0,6.38493,0.0,-1.2430452862472069e-05
2.12831,Jordanian,poorer,10313,21,1,1,0,0,1,0,0,0,2.0,4.25662,0.0,-0.00017917420001512224
2.12831,Jordanian,richer,48092,21,1,1,0,0,0,0,1,0,4.0,8.51324,0.0,0.0001543132942901781
2.12831,Jordanian,richer,71743,21,1,1,0,0,0,0,1,0,4.0,8.51324,0.0,0.0001543132942901781
2.12831,Jordanian,richer,83063,21,1,1,0,0,0,0,1,0,4.0,8.51324,0.0,0.0001543132942901781
2.12831,Jordanian,richest,121098,21,1,1,0,0,0,0,0,1,5.0,10.641549999999999,0.0,0.0003210570414428283
2.220632,Jordanian,middle,20796,22,1,1,0,0,0,1,0,0,3.0,6.6618960000000005,0.0,-1.2969662032738216e-05
2.220632,Jordanian,richer,50493,22,1,1,0,0,0,0,1,0,4.0,8.882528,0.0,0.00016100710861020567
