sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Chewa,ethnicity_Lomwe,ethnicity_Ngoni,ethnicity_Tonga,ethnicity_Tumbuka,ethnicity_Yao,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2,IF_3,IF_4,IF_5
0.144394,Tumbuka,richer,-39942,42,"north, urban",0,0,0,0,1,0,0,0,0,1,0,4.0,0.577576,0.0,0.0,0.0,0.0,9.434737262482261e-05,0.0
0.144394,Tumbuka,richer,-14527,42,"north, urban",0,0,0,0,1,0,0,0,0,1,0,4.0,0.577576,0.0,0.0,0.0,0.0,9.434737262482261e-05,0.0
0.144394,Tumbuka,richest,85438,42,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.72197,0.0,0.0,0.0,0.0,0.0004894725004208913,0.0
0.144394,Ngoni,richest,42780,42,"north, urban",0,0,1,0,0,0,0,0,0,0,1,5.0,0.72197,0.0,0.0,0.0,0.0005063127829469769,0.0,0.0
0.144394,Ngoni,richest,11269,42,"north, urban",0,0,1,0,0,0,0,0,0,0,1,5.0,0.72197,0.0,0.0,0.0,0.0005063127829469769,0.0,0.0
0.144394,Yao,richest,98944,42,"north, urban",0,0,0,0,0,1,0,0,0,0,1,5.0,0.72197,0.0,0.0004818065965339905,0.0,0.0,0.0,0.0
0.144394,Chewa,richer,5831,42,"north, urban",1,0,0,0,0,0,0,0,0,1,0,4.0,0.577576,0.00013247278261564957,0.0,0.0,0.0,0.0,0.0
0.144394,Ngoni,richest,91178,42,"north, urban",0,0,1,0,0,0,0,0,0,0,1,5.0,0.72197,0.0,0.0,0.0,0.0005063127829469769,0.0,0.0
0.144394,Tumbuka,richest,92880,42,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.72197,0.0,0.0,0.0,0.0,0.0004894725004208913,0.0
0.144394,Tumbuka,richest,50962,42,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.72197,0.0,0.0,0.0,0.0,0.0004894725004208913,0.0
0.144394,Tumbuka,richest,50962,42,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.72197,0.0,0.0,0.0,0.0,0.0004894725004208913,0.0
0.143652,Tumbuka,richest,58660,43,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.71826,0.0,0.0,0.0,0.0,0.00048695723943142986,0.0
0.143652,Tumbuka,richest,58660,43,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.71826,0.0,0.0,0.0,0.0,0.00048695723943142986,0.0
0.143652,Tumbuka,richest,58660,43,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.71826,0.0,0.0,0.0,0.0,0.00048695723943142986,0.0
0.143652,Tonga,richest,13471,43,"north, urban",0,0,0,1,0,0,0,0,0,0,1,5.0,0.71826,0.0,0.0,0.0,0.0,0.0,0.0024441833243493503
0.143652,Tumbuka,richest,90788,43,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.71826,0.0,0.0,0.0,0.0,0.00048695723943142986,0.0
0.143652,Tumbuka,richest,90788,43,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.71826,0.0,0.0,0.0,0.0,0.00048695723943142986,0.0
0.143652,Yao,richer,-2245,43,"north, urban",0,0,0,0,0,1,0,0,0,1,0,4.0,0.574608,0.0,0.00024264578355005526,0.0,0.0,0.0,0.0
0.143652,Ngoni,richest,165543,43,"north, urban",0,0,1,0,0,0,0,0,0,0,1,5.0,0.71826,0.0,0.0,0.0,0.0005037109845000425,0.0,0.0
0.143652,Tumbuka,richest,43771,43,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.71826,0.0,0.0,0.0,0.0,0.00048695723943142986,0.0
0.143652,Tumbuka,richest,22484,43,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.71826,0.0,0.0,0.0,0.0,0.00048695723943142986,0.0
0.143652,Tumbuka,richest,205061,43,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.71826,0.0,0.0,0.0,0.0,0.00048695723943142986,0.0
0.143652,Tumbuka,richest,102038,43,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.71826,0.0,0.0,0.0,0.0,0.00048695723943142986,0.0
0.143652,Tumbuka,richest,132715,43,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.71826,0.0,0.0,0.0,0.0,0.00048695723943142986,0.0
0.143652,Tumbuka,richest,132715,43,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.71826,0.0,0.0,0.0,0.0,0.00048695723943142986,0.0
0.143652,Tumbuka,richest,132715,43,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.71826,0.0,0.0,0.0,0.0,0.00048695723943142986,0.0
0.143652,Tumbuka,richest,132715,43,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.71826,0.0,0.0,0.0,0.0,0.00048695723943142986,0.0
0.143652,Tumbuka,richest,157869,43,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.71826,0.0,0.0,0.0,0.0,0.00048695723943142986,0.0
0.143652,Tumbuka,richest,133784,43,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.71826,0.0,0.0,0.0,0.0,0.00048695723943142986,0.0
0.143652,Tonga,richest,52647,43,"north, urban",0,0,0,1,0,0,0,0,0,0,1,5.0,0.71826,0.0,0.0,0.0,0.0,0.0,0.0024441833243493503
0.143652,Tumbuka,richest,158688,43,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.71826,0.0,0.0,0.0,0.0,0.00048695723943142986,0.0
0.143652,Tumbuka,richer,1732,43,"north, urban",0,0,0,0,1,0,0,0,0,1,0,4.0,0.574608,0.0,0.0,0.0,0.0,9.386254811350207e-05,0.0
0.143652,Tumbuka,richest,172522,43,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.71826,0.0,0.0,0.0,0.0,0.00048695723943142986,0.0
0.143652,Tumbuka,richest,172522,43,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.71826,0.0,0.0,0.0,0.0,0.00048695723943142986,0.0
0.143652,Tumbuka,richest,238644,43,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.71826,0.0,0.0,0.0,0.0,0.00048695723943142986,0.0
0.143652,Chewa,richest,58293,43,"north, urban",1,0,0,0,0,0,0,0,0,0,1,5.0,0.71826,0.00023386994601063744,0.0,0.0,0.0,0.0,0.0
0.143652,Tumbuka,richest,143034,43,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.71826,0.0,0.0,0.0,0.0,0.00048695723943142986,0.0
0.143652,Tumbuka,richest,112613,43,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.71826,0.0,0.0,0.0,0.0,0.00048695723943142986,0.0
0.143652,Tumbuka,richest,163287,43,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.71826,0.0,0.0,0.0,0.0,0.00048695723943142986,0.0
0.143652,Tumbuka,richest,163287,43,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.71826,0.0,0.0,0.0,0.0,0.00048695723943142986,0.0
0.180085,Yao,richest,105887,44,"north, urban",0,0,0,0,0,1,0,0,0,0,1,5.0,0.900425,0.0,0.0006008985202766298,0.0,0.0,0.0,0.0
0.180085,Yao,richest,105887,44,"north, urban",0,0,0,0,0,1,0,0,0,0,1,5.0,0.900425,0.0,0.0006008985202766298,0.0,0.0,0.0,0.0
0.180085,Tumbuka,richest,189162,44,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.900425,0.0,0.0,0.0,0.0,0.0006104592658856754,0.0
0.180085,Tumbuka,richest,55297,44,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.900425,0.0,0.0,0.0,0.0,0.0006104592658856754,0.0
0.180085,Tumbuka,richest,146143,44,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.900425,0.0,0.0,0.0,0.0,0.0006104592658856754,0.0
0.180085,Tumbuka,richest,146143,44,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.900425,0.0,0.0,0.0,0.0,0.0006104592658856754,0.0
0.180085,Tonga,richest,118691,44,"north, urban",0,0,0,1,0,0,0,0,0,0,1,5.0,0.900425,0.0,0.0,0.0,0.0,0.0,0.003064076754695046
0.180085,Ngoni,richest,16705,44,"north, urban",0,0,1,0,0,0,0,0,0,0,1,5.0,0.900425,0.0,0.0,0.0,0.000631462093418053,0.0,0.0
0.180085,Ngoni,richest,16705,44,"north, urban",0,0,1,0,0,0,0,0,0,0,1,5.0,0.900425,0.0,0.0,0.0,0.000631462093418053,0.0,0.0
0.180085,Ngoni,richest,16705,44,"north, urban",0,0,1,0,0,0,0,0,0,0,1,5.0,0.900425,0.0,0.0,0.0,0.000631462093418053,0.0,0.0
0.180085,Tumbuka,richest,235701,44,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.900425,0.0,0.0,0.0,0.0,0.0006104592658856754,0.0
0.180085,Tumbuka,richest,235701,44,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.900425,0.0,0.0,0.0,0.0,0.0006104592658856754,0.0
0.180085,Tumbuka,richer,-48534,44,"north, urban",0,0,0,0,1,0,0,0,0,1,0,4.0,0.72034,0.0,0.0,0.0,0.0,0.00011766795434118579,0.0
0.180085,Tumbuka,richer,-29503,44,"north, urban",0,0,0,0,1,0,0,0,0,1,0,4.0,0.72034,0.0,0.0,0.0,0.0,0.00011766795434118579,0.0
0.180085,Tumbuka,richest,129810,44,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.900425,0.0,0.0,0.0,0.0,0.0006104592658856754,0.0
0.180085,Tumbuka,richest,50290,44,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.900425,0.0,0.0,0.0,0.0,0.0006104592658856754,0.0
0.180085,Tumbuka,richest,143554,44,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.900425,0.0,0.0,0.0,0.0,0.0006104592658856754,0.0
0.180085,Tumbuka,richest,217086,44,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.900425,0.0,0.0,0.0,0.0,0.0006104592658856754,0.0
0.180085,Tumbuka,richest,217086,44,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.900425,0.0,0.0,0.0,0.0,0.0006104592658856754,0.0
0.180085,Tumbuka,richest,217086,44,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.900425,0.0,0.0,0.0,0.0,0.0006104592658856754,0.0
0.180085,Tumbuka,richest,217086,44,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.900425,0.0,0.0,0.0,0.0,0.0006104592658856754,0.0
0.180085,Tumbuka,richest,217086,44,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.900425,0.0,0.0,0.0,0.0,0.0006104592658856754,0.0
0.180085,Chewa,richest,30631,44,"north, urban",1,0,0,0,0,0,0,0,0,0,1,5.0,0.900425,0.00029318400876650265,0.0,0.0,0.0,0.0,0.0
0.180085,Chewa,richest,14696,44,"north, urban",1,0,0,0,0,0,0,0,0,0,1,5.0,0.900425,0.00029318400876650265,0.0,0.0,0.0,0.0,0.0
0.180085,Tumbuka,richest,24388,44,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.900425,0.0,0.0,0.0,0.0,0.0006104592658856754,0.0
0.180085,Tumbuka,richest,24388,44,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.900425,0.0,0.0,0.0,0.0,0.0006104592658856754,0.0
0.180085,Tumbuka,richer,5223,44,"north, urban",0,0,0,0,1,0,0,0,0,1,0,4.0,0.72034,0.0,0.0,0.0,0.0,0.00011766795434118579,0.0
0.180085,Tumbuka,richer,5223,44,"north, urban",0,0,0,0,1,0,0,0,0,1,0,4.0,0.72034,0.0,0.0,0.0,0.0,0.00011766795434118579,0.0
0.180085,Tumbuka,richest,173125,44,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.900425,0.0,0.0,0.0,0.0,0.0006104592658856754,0.0
0.180085,Tumbuka,richest,173125,44,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.900425,0.0,0.0,0.0,0.0,0.0006104592658856754,0.0
0.180085,Tumbuka,richest,173125,44,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.900425,0.0,0.0,0.0,0.0,0.0006104592658856754,0.0
0.144455,Tumbuka,richest,88089,45,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.722275,0.0,0.0,0.0,0.0,0.0004896792806370061,0.0
0.144455,Chewa,richest,82005,45,"north, urban",1,0,0,0,0,0,0,0,0,0,1,5.0,0.722275,0.00023517725510933805,0.0,0.0,0.0,0.0,0.0
0.144455,Chewa,richest,180676,45,"north, urban",1,0,0,0,0,0,0,0,0,0,1,5.0,0.722275,0.00023517725510933805,0.0,0.0,0.0,0.0,0.0
0.144455,Lomwe,richest,180676,45,"north, urban",0,1,0,0,0,0,0,0,0,0,1,5.0,0.722275,0.0,0.0,0.0003980916889497242,0.0,0.0,0.0
0.144455,Tumbuka,richest,125976,45,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.722275,0.0,0.0,0.0,0.0,0.0004896792806370061,0.0
0.144455,Tumbuka,richest,126262,45,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.722275,0.0,0.0,0.0,0.0,0.0004896792806370061,0.0
0.144455,Tumbuka,richest,52546,45,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.722275,0.0,0.0,0.0,0.0,0.0004896792806370061,0.0
0.144455,Chewa,richest,137308,45,"north, urban",1,0,0,0,0,0,0,0,0,0,1,5.0,0.722275,0.00023517725510933805,0.0,0.0,0.0,0.0,0.0
0.144455,Tumbuka,richest,115505,45,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.722275,0.0,0.0,0.0,0.0,0.0004896792806370061,0.0
0.144455,Tumbuka,richest,115505,45,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.722275,0.0,0.0,0.0,0.0,0.0004896792806370061,0.0
0.144455,Chewa,richest,149407,45,"north, urban",1,0,0,0,0,0,0,0,0,0,1,5.0,0.722275,0.00023517725510933805,0.0,0.0,0.0,0.0,0.0
0.144455,Chewa,richest,149407,45,"north, urban",1,0,0,0,0,0,0,0,0,0,1,5.0,0.722275,0.00023517725510933805,0.0,0.0,0.0,0.0,0.0
0.144455,Tumbuka,richest,157596,45,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.722275,0.0,0.0,0.0,0.0,0.0004896792806370061,0.0
0.144455,Tumbuka,richest,188894,45,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.722275,0.0,0.0,0.0,0.0,0.0004896792806370061,0.0
0.144455,Tumbuka,richest,188894,45,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.722275,0.0,0.0,0.0,0.0,0.0004896792806370061,0.0
0.144455,Tumbuka,richest,95467,45,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.722275,0.0,0.0,0.0,0.0,0.0004896792806370061,0.0
0.144455,Tonga,richest,211827,45,"north, urban",0,0,0,1,0,0,0,0,0,0,1,5.0,0.722275,0.0,0.0,0.0,0.0,0.0,0.00245784605935793
0.144455,Tumbuka,richest,60886,45,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.722275,0.0,0.0,0.0,0.0,0.0004896792806370061,0.0
0.144455,Tumbuka,richest,93596,45,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.722275,0.0,0.0,0.0,0.0,0.0004896792806370061,0.0
0.144455,Tumbuka,richest,195134,45,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.722275,0.0,0.0,0.0,0.0,0.0004896792806370061,0.0
0.144455,Tumbuka,richest,195134,45,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.722275,0.0,0.0,0.0,0.0,0.0004896792806370061,0.0
0.144455,Tumbuka,richest,195134,45,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.722275,0.0,0.0,0.0,0.0,0.0004896792806370061,0.0
0.144455,Tumbuka,richest,58576,45,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.722275,0.0,0.0,0.0,0.0,0.0004896792806370061,0.0
0.144455,Tumbuka,richest,47541,45,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.722275,0.0,0.0,0.0,0.0,0.0004896792806370061,0.0
0.144455,Yao,richest,210330,45,"north, urban",0,0,0,0,0,1,0,0,0,0,1,5.0,0.722275,0.0,0.0004820101382489411,0.0,0.0,0.0,0.0
0.144455,Yao,richest,210330,45,"north, urban",0,0,0,0,0,1,0,0,0,0,1,5.0,0.722275,0.0,0.0004820101382489411,0.0,0.0,0.0,0.0
0.142611,Tumbuka,richest,39740,46,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.713055,0.0,0.0,0.0,0.0,0.0004834284163990452,0.0
0.142611,Tumbuka,richest,78331,46,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.713055,0.0,0.0,0.0,0.0,0.0004834284163990452,0.0
0.142611,Chewa,richest,142334,46,"north, urban",1,0,0,0,0,0,0,0,0,0,1,5.0,0.713055,0.00023217516547296947,0.0,0.0,0.0,0.0,0.0
0.142611,Chewa,richest,135159,46,"north, urban",1,0,0,0,0,0,0,0,0,0,1,5.0,0.713055,0.00023217516547296947,0.0,0.0,0.0,0.0,0.0
0.142611,Tumbuka,richest,147809,46,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.713055,0.0,0.0,0.0,0.0,0.0004834284163990452,0.0
0.142611,Tumbuka,richest,147809,46,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.713055,0.0,0.0,0.0,0.0,0.0004834284163990452,0.0
0.142611,Tumbuka,richest,153086,46,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.713055,0.0,0.0,0.0,0.0,0.0004834284163990452,0.0
0.142611,Tumbuka,richest,153086,46,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.713055,0.0,0.0,0.0,0.0,0.0004834284163990452,0.0
0.142611,Lomwe,richest,22582,46,"north, urban",0,1,0,0,0,0,0,0,0,0,1,5.0,0.713055,0.0,0.0,0.00039300996056079127,0.0,0.0,0.0
0.142611,Tumbuka,richest,70868,46,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.713055,0.0,0.0,0.0,0.0,0.0004834284163990452,0.0
0.142611,Tumbuka,richer,-26070,46,"north, urban",0,0,0,0,1,0,0,0,0,1,0,4.0,0.570444,0.0,0.0,0.0,0.0,9.31823563125793e-05,0.0
0.142611,Tumbuka,richest,59521,46,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.713055,0.0,0.0,0.0,0.0,0.0004834284163990452,0.0
0.142611,Tumbuka,richer,-42414,46,"north, urban",0,0,0,0,1,0,0,0,0,1,0,4.0,0.570444,0.0,0.0,0.0,0.0,9.31823563125793e-05,0.0
0.142611,Tumbuka,richest,125843,46,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.713055,0.0,0.0,0.0,0.0,0.0004834284163990452,0.0
0.142611,Tumbuka,richest,171436,46,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.713055,0.0,0.0,0.0,0.0,0.0004834284163990452,0.0
0.142611,Chewa,richest,156705,46,"north, urban",1,0,0,0,0,0,0,0,0,0,1,5.0,0.713055,0.00023217516547296947,0.0,0.0,0.0,0.0,0.0
0.142611,Chewa,richest,102346,46,"north, urban",1,0,0,0,0,0,0,0,0,0,1,5.0,0.713055,0.00023217516547296947,0.0,0.0,0.0,0.0,0.0
0.142611,Tumbuka,richest,67326,46,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.713055,0.0,0.0,0.0,0.0,0.0004834284163990452,0.0
0.142611,Tumbuka,richest,25449,46,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.713055,0.0,0.0,0.0,0.0,0.0004834284163990452,0.0
0.142611,Tumbuka,richest,25449,46,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.713055,0.0,0.0,0.0,0.0,0.0004834284163990452,0.0
0.142611,Ngoni,richest,108262,46,"north, urban",0,0,1,0,0,0,0,0,0,0,1,5.0,0.713055,0.0,0.0,0.0,0.000500060752447133,0.0,0.0
0.142611,Tumbuka,richest,38624,46,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.713055,0.0,0.0,0.0,0.0,0.0004834284163990452,0.0
0.142611,Tumbuka,richer,-1138,46,"north, urban",0,0,0,0,1,0,0,0,0,1,0,4.0,0.570444,0.0,0.0,0.0,0.0,9.31823563125793e-05,0.0
0.142611,Tumbuka,richer,-1138,46,"north, urban",0,0,0,0,1,0,0,0,0,1,0,4.0,0.570444,0.0,0.0,0.0,0.0,9.31823563125793e-05,0.0
0.142611,Tumbuka,richer,-1138,46,"north, urban",0,0,0,0,1,0,0,0,0,1,0,4.0,0.570444,0.0,0.0,0.0,0.0,9.31823563125793e-05,0.0
0.142611,Tonga,richest,77087,46,"north, urban",0,0,0,1,0,0,0,0,0,0,1,5.0,0.713055,0.0,0.0,0.0,0.0,0.0,0.0024264711112186757
0.142611,Tonga,richest,77087,46,"north, urban",0,0,0,1,0,0,0,0,0,0,1,5.0,0.713055,0.0,0.0,0.0,0.0,0.0,0.0024264711112186757
0.142611,Chewa,richest,97316,46,"north, urban",1,0,0,0,0,0,0,0,0,0,1,5.0,0.713055,0.00023217516547296947,0.0,0.0,0.0,0.0,0.0
0.151411,Tumbuka,richest,46597,47,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.7570549999999999,0.0,0.0,0.0,0.0,0.0005132590049533053,0.0
0.151411,Lomwe,richest,203185,47,"north, urban",0,1,0,0,0,0,0,0,0,0,1,5.0,0.7570549999999999,0.0,0.0,0.000417261158946154,0.0,0.0,0.0
0.151411,Tumbuka,richest,64511,47,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.7570549999999999,0.0,0.0,0.0,0.0,0.0005132590049533053,0.0
0.151411,Tumbuka,richest,211886,47,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.7570549999999999,0.0,0.0,0.0,0.0,0.0005132590049533053,0.0
0.151411,Tumbuka,richest,211886,47,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.7570549999999999,0.0,0.0,0.0,0.0,0.0005132590049533053,0.0
0.151411,Lomwe,richer,-11385,47,"north, urban",0,1,0,0,0,0,0,0,0,1,0,4.0,0.605644,0.0,0.0,0.00018763090249921608,0.0,0.0,0.0
0.151411,Tumbuka,richest,46570,47,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.7570549999999999,0.0,0.0,0.0,0.0,0.0005132590049533053,0.0
0.151411,Tumbuka,richest,103062,47,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.7570549999999999,0.0,0.0,0.0,0.0,0.0005132590049533053,0.0
0.151411,Chewa,richest,172723,47,"north, urban",1,0,0,0,0,0,0,0,0,0,1,5.0,0.7570549999999999,0.0002465018405272229,0.0,0.0,0.0,0.0,0.0
0.151411,Tonga,richest,231708,47,"north, urban",0,0,0,1,0,0,0,0,0,0,1,5.0,0.7570549999999999,0.0,0.0,0.0,0.0,0.0,0.0025761997140524282
0.151411,Lomwe,richest,231708,47,"north, urban",0,1,0,0,0,0,0,0,0,0,1,5.0,0.7570549999999999,0.0,0.0,0.000417261158946154,0.0,0.0,0.0
0.151411,Tumbuka,richest,91929,47,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.7570549999999999,0.0,0.0,0.0,0.0,0.0005132590049533053,0.0
0.151411,Tumbuka,richest,91929,47,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.7570549999999999,0.0,0.0,0.0,0.0,0.0005132590049533053,0.0
0.151411,Tumbuka,richest,241118,47,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.7570549999999999,0.0,0.0,0.0,0.0,0.0005132590049533053,0.0
0.151411,Tumbuka,richest,241118,47,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.7570549999999999,0.0,0.0,0.0,0.0,0.0005132590049533053,0.0
0.151411,Chewa,richest,68454,47,"north, urban",1,0,0,0,0,0,0,0,0,0,1,5.0,0.7570549999999999,0.0002465018405272229,0.0,0.0,0.0,0.0,0.0
0.151411,Chewa,richest,68454,47,"north, urban",1,0,0,0,0,0,0,0,0,0,1,5.0,0.7570549999999999,0.0002465018405272229,0.0,0.0,0.0,0.0,0.0
0.151411,Tumbuka,richest,179550,47,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.7570549999999999,0.0,0.0,0.0,0.0,0.0005132590049533053,0.0
0.151411,Yao,richest,148134,47,"north, urban",0,0,0,0,0,1,0,0,0,0,1,5.0,0.7570549999999999,0.0,0.0005052205672521576,0.0,0.0,0.0,0.0
0.151411,Tumbuka,richest,145224,47,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.7570549999999999,0.0,0.0,0.0,0.0,0.0005132590049533053,0.0
0.151411,Ngoni,richest,49664,47,"north, urban",0,0,1,0,0,0,0,0,0,0,1,5.0,0.7570549999999999,0.0,0.0,0.0,0.0005309176612517467,0.0,0.0
0.151411,Chewa,richest,105237,47,"north, urban",1,0,0,0,0,0,0,0,0,0,1,5.0,0.7570549999999999,0.0002465018405272229,0.0,0.0,0.0,0.0,0.0
0.151411,Chewa,richer,-47829,47,"north, urban",1,0,0,0,0,0,0,0,0,1,0,4.0,0.605644,0.00013891045672685925,0.0,0.0,0.0,0.0,0.0
0.151411,Tumbuka,richest,162379,47,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.7570549999999999,0.0,0.0,0.0,0.0,0.0005132590049533053,0.0
0.151411,Tumbuka,richest,162379,47,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.7570549999999999,0.0,0.0,0.0,0.0,0.0005132590049533053,0.0
0.151411,Chewa,richest,45695,47,"north, urban",1,0,0,0,0,0,0,0,0,0,1,5.0,0.7570549999999999,0.0002465018405272229,0.0,0.0,0.0,0.0,0.0
0.151411,Chewa,richest,45695,47,"north, urban",1,0,0,0,0,0,0,0,0,0,1,5.0,0.7570549999999999,0.0002465018405272229,0.0,0.0,0.0,0.0,0.0
0.151411,Tumbuka,richest,85808,47,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.7570549999999999,0.0,0.0,0.0,0.0,0.0005132590049533053,0.0
0.151411,Tumbuka,richest,26054,47,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.7570549999999999,0.0,0.0,0.0,0.0,0.0005132590049533053,0.0
0.151411,Tumbuka,richest,26054,47,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.7570549999999999,0.0,0.0,0.0,0.0,0.0005132590049533053,0.0
0.144058,Tumbuka,richest,241702,48,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.72029,0.0,0.0,0.0,0.0,0.0004883335143124559,0.0
0.144058,Tumbuka,richest,241702,48,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.72029,0.0,0.0,0.0,0.0,0.0004883335143124559,0.0
0.144058,Tumbuka,richest,298495,48,"north, urban",0,0,0,0,1,0,0,0,0,0,1,5.0,0.72029,0.0,0.0,0.0,0.0,0.0004883335143124559,0.0
