sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Chewa,ethnicity_Lomwe,ethnicity_Ngoni,ethnicity_Tonga,ethnicity_Tumbuka,ethnicity_Yao,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2,IF_3,IF_4,IF_5
0.567581,Chewa,richest,12543,1,"north, rural",1,0,0,0,0,0,0,0,0,0,1,5.0,2.837905,0.0009240396084054771,0.0,0.0,0.0,0.0,0.0
0.419024,Tumbuka,poorest,-98910,2,"north, rural",0,0,0,0,1,0,1,0,0,0,0,1.0,0.419024,-0.0,-0.0,-0.0,-0.0,-0.0031661074641752152,-0.0
0.317592,Chewa,richer,-42224,3,"north, rural",1,0,0,0,0,0,0,0,0,1,0,4.0,1.270368,0.00029137149726767995,0.0,0.0,0.0,0.0,0.0
0.317592,Tumbuka,richest,22965,3,"north, rural",0,0,0,0,1,0,0,0,0,0,1,5.0,1.5879599999999998,0.0,0.0,0.0,0.0,0.0010765859409232496,0.0
0.317592,Tumbuka,richest,22965,3,"north, rural",0,0,0,0,1,0,0,0,0,0,1,5.0,1.5879599999999998,0.0,0.0,0.0,0.0,0.0010765859409232496,0.0
0.438895,Tumbuka,poorest,-108857,4,"north, rural",0,0,0,0,1,0,1,0,0,0,0,1.0,0.438895,-0.0,-0.0,-0.0,-0.0,-0.003316250943834198,-0.0
0.438895,Tumbuka,richest,16751,4,"north, rural",0,0,0,0,1,0,0,0,0,0,1,5.0,2.1944749999999997,0.0,0.0,0.0,0.0,0.001487783654945684,0.0
0.438895,Tumbuka,middle,-74991,4,"north, rural",0,0,0,0,1,0,0,0,1,0,0,3.0,1.3166849999999999,0.0,0.0,-0.0,-0.0,-0.000914233644444257,-0.0
0.438895,Tumbuka,middle,-58088,4,"north, rural",0,0,0,0,1,0,0,0,1,0,0,3.0,1.3166849999999999,0.0,0.0,-0.0,-0.0,-0.000914233644444257,-0.0
0.438895,Tumbuka,richer,-53387,4,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,1.75558,0.0,0.0,0.0,0.0,0.0002867750052507134,0.0
0.438895,Tumbuka,richer,-53387,4,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,1.75558,0.0,0.0,0.0,0.0,0.0002867750052507134,0.0
0.438895,Tumbuka,richest,91470,4,"north, rural",0,0,0,0,1,0,0,0,0,0,1,5.0,2.1944749999999997,0.0,0.0,0.0,0.0,0.001487783654945684,0.0
0.438895,Tumbuka,richest,91470,4,"north, rural",0,0,0,0,1,0,0,0,0,0,1,5.0,2.1944749999999997,0.0,0.0,0.0,0.0,0.001487783654945684,0.0
0.438895,Tumbuka,richest,91470,4,"north, rural",0,0,0,0,1,0,0,0,0,0,1,5.0,2.1944749999999997,0.0,0.0,0.0,0.0,0.001487783654945684,0.0
0.438895,Tumbuka,richest,91470,4,"north, rural",0,0,0,0,1,0,0,0,0,0,1,5.0,2.1944749999999997,0.0,0.0,0.0,0.0,0.001487783654945684,0.0
0.438895,Tumbuka,richer,-11513,4,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,1.75558,0.0,0.0,0.0,0.0,0.0002867750052507134,0.0
0.438895,Tumbuka,richer,-11513,4,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,1.75558,0.0,0.0,0.0,0.0,0.0002867750052507134,0.0
0.438895,Tumbuka,richest,31379,4,"north, rural",0,0,0,0,1,0,0,0,0,0,1,5.0,2.1944749999999997,0.0,0.0,0.0,0.0,0.001487783654945684,0.0
0.438895,Tumbuka,richest,31379,4,"north, rural",0,0,0,0,1,0,0,0,0,0,1,5.0,2.1944749999999997,0.0,0.0,0.0,0.0,0.001487783654945684,0.0
0.438895,Tumbuka,richer,-43620,4,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,1.75558,0.0,0.0,0.0,0.0,0.0002867750052507134,0.0
0.438895,Tumbuka,poorer,-85038,4,"north, rural",0,0,0,0,1,0,0,1,0,0,0,2.0,0.87779,-0.0,-0.0,-0.0,-0.0,-0.0021152422941392275,-0.0
0.438895,Tumbuka,richer,975,4,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,1.75558,0.0,0.0,0.0,0.0,0.0002867750052507134,0.0
0.438895,Tumbuka,richer,975,4,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,1.75558,0.0,0.0,0.0,0.0,0.0002867750052507134,0.0
0.438895,Tumbuka,richer,-1269,4,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,1.75558,0.0,0.0,0.0,0.0,0.0002867750052507134,0.0
0.438895,Tumbuka,richer,-26856,4,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,1.75558,0.0,0.0,0.0,0.0,0.0002867750052507134,0.0
0.438895,Tumbuka,richer,-26856,4,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,1.75558,0.0,0.0,0.0,0.0,0.0002867750052507134,0.0
0.438895,Tumbuka,richer,-26856,4,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,1.75558,0.0,0.0,0.0,0.0,0.0002867750052507134,0.0
0.438895,Tumbuka,richest,22174,4,"north, rural",0,0,0,0,1,0,0,0,0,0,1,5.0,2.1944749999999997,0.0,0.0,0.0,0.0,0.001487783654945684,0.0
0.438895,Tumbuka,middle,-67685,4,"north, rural",0,0,0,0,1,0,0,0,1,0,0,3.0,1.3166849999999999,0.0,0.0,-0.0,-0.0,-0.000914233644444257,-0.0
0.438895,Tumbuka,middle,-67685,4,"north, rural",0,0,0,0,1,0,0,0,1,0,0,3.0,1.3166849999999999,0.0,0.0,-0.0,-0.0,-0.000914233644444257,-0.0
0.438895,Tumbuka,richest,66319,4,"north, rural",0,0,0,0,1,0,0,0,0,0,1,5.0,2.1944749999999997,0.0,0.0,0.0,0.0,0.001487783654945684,0.0
0.438895,Tumbuka,middle,-64972,4,"north, rural",0,0,0,0,1,0,0,0,1,0,0,3.0,1.3166849999999999,0.0,0.0,-0.0,-0.0,-0.000914233644444257,-0.0
0.438895,Tumbuka,richest,198606,4,"north, rural",0,0,0,0,1,0,0,0,0,0,1,5.0,2.1944749999999997,0.0,0.0,0.0,0.0,0.001487783654945684,0.0
0.521625,Chewa,poorer,-82318,5,"north, rural",1,0,0,0,0,0,0,1,0,0,0,2.0,1.04325,-0.00026276521626289603,-0.0,-0.0,-0.0,-0.0,-0.0
0.521625,Tumbuka,poorer,-92782,5,"north, rural",0,0,0,0,1,0,0,1,0,0,0,2.0,1.04325,-0.0,-0.0,-0.0,-0.0,-0.0025139572373355235,-0.0
0.521625,Tumbuka,middle,-68181,5,"north, rural",0,0,0,0,1,0,0,0,1,0,0,3.0,1.564875,0.0,0.0,-0.0,-0.0,-0.0010865631296397445,-0.0
0.521625,Yao,poorer,-96611,5,"north, rural",0,0,0,0,0,1,0,1,0,0,0,2.0,1.04325,-0.0,-0.0008377987214472889,-0.0,-0.0,-0.0,-0.0
0.512906,Tumbuka,poorest,-108586,6,"north, rural",0,0,0,0,1,0,1,0,0,0,0,1.0,0.512906,-0.0,-0.0,-0.0,-0.0,-0.0038754713692300507,-0.0
0.380336,Tumbuka,poorest,-108490,7,"north, rural",0,0,0,0,1,0,1,0,0,0,0,1.0,0.380336,-0.0,-0.0,-0.0,-0.0,-0.00287378443357551,-0.0
0.380336,Tumbuka,richer,-15200,7,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,1.521344,0.0,0.0,0.0,0.0,0.000248512419592466,0.0
0.380336,Tumbuka,middle,-67887,7,"north, rural",0,0,0,0,1,0,0,0,1,0,0,3.0,1.141008,0.0,0.0,-0.0,-0.0,-0.0007922531981301928,-0.0
0.380336,Tumbuka,middle,-79378,7,"north, rural",0,0,0,0,1,0,0,0,1,0,0,3.0,1.141008,0.0,0.0,-0.0,-0.0,-0.0007922531981301928,-0.0
0.380336,Tumbuka,middle,-79378,7,"north, rural",0,0,0,0,1,0,0,0,1,0,0,3.0,1.141008,0.0,0.0,-0.0,-0.0,-0.0007922531981301928,-0.0
0.380336,Tumbuka,middle,-70565,7,"north, rural",0,0,0,0,1,0,0,0,1,0,0,3.0,1.141008,0.0,0.0,-0.0,-0.0,-0.0007922531981301928,-0.0
0.380336,Tumbuka,poorer,-96469,7,"north, rural",0,0,0,0,1,0,0,1,0,0,0,2.0,0.760672,-0.0,-0.0,-0.0,-0.0,-0.0018330188158528517,-0.0
0.380336,Tumbuka,poorest,-101777,7,"north, rural",0,0,0,0,1,0,1,0,0,0,0,1.0,0.380336,-0.0,-0.0,-0.0,-0.0,-0.00287378443357551,-0.0
0.380336,Tumbuka,middle,-62600,7,"north, rural",0,0,0,0,1,0,0,0,1,0,0,3.0,1.141008,0.0,0.0,-0.0,-0.0,-0.0007922531981301928,-0.0
0.380336,Tumbuka,poorer,-83114,7,"north, rural",0,0,0,0,1,0,0,1,0,0,0,2.0,0.760672,-0.0,-0.0,-0.0,-0.0,-0.0018330188158528517,-0.0
0.380336,Tumbuka,poorer,-83114,7,"north, rural",0,0,0,0,1,0,0,1,0,0,0,2.0,0.760672,-0.0,-0.0,-0.0,-0.0,-0.0018330188158528517,-0.0
0.380336,Tumbuka,richer,-37129,7,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,1.521344,0.0,0.0,0.0,0.0,0.000248512419592466,0.0
0.380336,Tumbuka,richer,2487,7,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,1.521344,0.0,0.0,0.0,0.0,0.000248512419592466,0.0
0.380336,Tumbuka,poorer,-85640,7,"north, rural",0,0,0,0,1,0,0,1,0,0,0,2.0,0.760672,-0.0,-0.0,-0.0,-0.0,-0.0018330188158528517,-0.0
0.380336,Tumbuka,middle,-77224,7,"north, rural",0,0,0,0,1,0,0,0,1,0,0,3.0,1.141008,0.0,0.0,-0.0,-0.0,-0.0007922531981301928,-0.0
0.380336,Tumbuka,middle,-57575,7,"north, rural",0,0,0,0,1,0,0,0,1,0,0,3.0,1.141008,0.0,0.0,-0.0,-0.0,-0.0007922531981301928,-0.0
0.380336,Tumbuka,middle,-70217,7,"north, rural",0,0,0,0,1,0,0,0,1,0,0,3.0,1.141008,0.0,0.0,-0.0,-0.0,-0.0007922531981301928,-0.0
0.380336,Tumbuka,middle,-70217,7,"north, rural",0,0,0,0,1,0,0,0,1,0,0,3.0,1.141008,0.0,0.0,-0.0,-0.0,-0.0007922531981301928,-0.0
0.380336,Tumbuka,richest,48378,7,"north, rural",0,0,0,0,1,0,0,0,0,0,1,5.0,1.90168,0.0,0.0,0.0,0.0,0.0012892780373151248,0.0
0.539775,Tumbuka,richer,-13377,8,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,2.1591,0.0,0.0,0.0,0.0,0.00035269022991650365,0.0
0.539775,Tumbuka,middle,-65287,8,"north, rural",0,0,0,0,1,0,0,0,1,0,0,3.0,1.619325,0.0,0.0,-0.0,-0.0,-0.0011243702148119685,-0.0
0.539775,Tumbuka,poorer,-80068,8,"north, rural",0,0,0,0,1,0,0,1,0,0,0,2.0,1.07955,-0.0,-0.0,-0.0,-0.0,-0.00260143065954044,-0.0
0.539775,Tumbuka,middle,-58788,8,"north, rural",0,0,0,0,1,0,0,0,1,0,0,3.0,1.619325,0.0,0.0,-0.0,-0.0,-0.0011243702148119685,-0.0
0.539775,Tumbuka,richer,-27765,8,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,2.1591,0.0,0.0,0.0,0.0,0.00035269022991650365,0.0
0.539775,Tumbuka,richest,24471,8,"north, rural",0,0,0,0,1,0,0,0,0,0,1,5.0,2.698875,0.0,0.0,0.0,0.0,0.0018297506746449757,0.0
0.539775,Ngoni,richer,-53760,8,"north, rural",0,0,1,0,0,0,0,0,0,1,0,4.0,2.1591,0.0,0.0,0.0,0.0006585151110643579,0.0,0.0
0.539775,Tumbuka,middle,-68317,8,"north, rural",0,0,0,0,1,0,0,0,1,0,0,3.0,1.619325,0.0,0.0,-0.0,-0.0,-0.0011243702148119685,-0.0
0.539775,Tumbuka,richest,89295,8,"north, rural",0,0,0,0,1,0,0,0,0,0,1,5.0,2.698875,0.0,0.0,0.0,0.0,0.0018297506746449757,0.0
0.539775,Tumbuka,richer,-39714,8,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,2.1591,0.0,0.0,0.0,0.0,0.00035269022991650365,0.0
0.539775,Tumbuka,richer,-39714,8,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,2.1591,0.0,0.0,0.0,0.0,0.00035269022991650365,0.0
0.539775,Tumbuka,richer,-8896,8,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,2.1591,0.0,0.0,0.0,0.0,0.00035269022991650365,0.0
0.539775,Tumbuka,richer,-8896,8,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,2.1591,0.0,0.0,0.0,0.0,0.00035269022991650365,0.0
0.539775,Tumbuka,poorer,-80006,8,"north, rural",0,0,0,0,1,0,0,1,0,0,0,2.0,1.07955,-0.0,-0.0,-0.0,-0.0,-0.00260143065954044,-0.0
0.539775,Tumbuka,richer,-33302,8,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,2.1591,0.0,0.0,0.0,0.0,0.00035269022991650365,0.0
0.539775,Tumbuka,richer,-1344,8,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,2.1591,0.0,0.0,0.0,0.0,0.00035269022991650365,0.0
0.539775,Tumbuka,richer,-55806,8,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,2.1591,0.0,0.0,0.0,0.0,0.00035269022991650365,0.0
0.539775,Tumbuka,richest,110839,8,"north, rural",0,0,0,0,1,0,0,0,0,0,1,5.0,2.698875,0.0,0.0,0.0,0.0,0.0018297506746449757,0.0
0.539775,Tumbuka,richer,-16930,8,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,2.1591,0.0,0.0,0.0,0.0,0.00035269022991650365,0.0
0.539775,Tumbuka,richer,-37042,8,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,2.1591,0.0,0.0,0.0,0.0,0.00035269022991650365,0.0
0.494952,Tumbuka,middle,-77267,9,"north, rural",0,0,0,0,1,0,0,0,1,0,0,3.0,1.484856,0.0,0.0,-0.0,-0.0,-0.0010310023371990428,-0.0
0.494952,Tumbuka,poorer,-90523,9,"north, rural",0,0,0,0,1,0,0,1,0,0,0,2.0,0.989904,-0.0,-0.0,-0.0,-0.0,-0.0023854074527365292,-0.0
0.494952,Tumbuka,richest,50408,9,"north, rural",0,0,0,0,1,0,0,0,0,0,1,5.0,2.47476,0.0,0.0,0.0,0.0,0.0016778078938759298,0.0
0.494952,Tumbuka,richest,50408,9,"north, rural",0,0,0,0,1,0,0,0,0,0,1,5.0,2.47476,0.0,0.0,0.0,0.0,0.0016778078938759298,0.0
0.494952,Tumbuka,middle,-57105,9,"north, rural",0,0,0,0,1,0,0,0,1,0,0,3.0,1.484856,0.0,0.0,-0.0,-0.0,-0.0010310023371990428,-0.0
0.494952,Tumbuka,poorer,-86511,9,"north, rural",0,0,0,0,1,0,0,1,0,0,0,2.0,0.989904,-0.0,-0.0,-0.0,-0.0,-0.0023854074527365292,-0.0
0.494952,Tumbuka,poorer,-86511,9,"north, rural",0,0,0,0,1,0,0,1,0,0,0,2.0,0.989904,-0.0,-0.0,-0.0,-0.0,-0.0023854074527365292,-0.0
0.494952,Tumbuka,richer,-42044,9,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,1.979808,0.0,0.0,0.0,0.0,0.0003234027783384434,0.0
0.494952,Tumbuka,richer,-42044,9,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,1.979808,0.0,0.0,0.0,0.0,0.0003234027783384434,0.0
0.494952,Tumbuka,richer,-42044,9,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,1.979808,0.0,0.0,0.0,0.0,0.0003234027783384434,0.0
0.494952,Tonga,richer,-28545,9,"north, rural",0,0,0,1,0,0,0,0,0,1,0,4.0,1.979808,0.0,0.0,0.0,0.0,0.0,0.0008839926642942485
0.494952,Tumbuka,poorer,-86015,9,"north, rural",0,0,0,0,1,0,0,1,0,0,0,2.0,0.989904,-0.0,-0.0,-0.0,-0.0,-0.0023854074527365292,-0.0
0.494952,Tumbuka,richer,-45362,9,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,1.979808,0.0,0.0,0.0,0.0,0.0003234027783384434,0.0
0.494952,Tumbuka,richer,-45362,9,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,1.979808,0.0,0.0,0.0,0.0,0.0003234027783384434,0.0
0.494952,Tumbuka,richer,-45362,9,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,1.979808,0.0,0.0,0.0,0.0,0.0003234027783384434,0.0
0.494952,Tumbuka,richer,-45362,9,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,1.979808,0.0,0.0,0.0,0.0,0.0003234027783384434,0.0
0.494952,Tumbuka,poorer,-92819,9,"north, rural",0,0,0,0,1,0,0,1,0,0,0,2.0,0.989904,-0.0,-0.0,-0.0,-0.0,-0.0023854074527365292,-0.0
0.494952,Tumbuka,middle,-76929,9,"north, rural",0,0,0,0,1,0,0,0,1,0,0,3.0,1.484856,0.0,0.0,-0.0,-0.0,-0.0010310023371990428,-0.0
0.494952,Tumbuka,poorer,-90938,9,"north, rural",0,0,0,0,1,0,0,1,0,0,0,2.0,0.989904,-0.0,-0.0,-0.0,-0.0,-0.0023854074527365292,-0.0
0.494952,Tumbuka,poorer,-90938,9,"north, rural",0,0,0,0,1,0,0,1,0,0,0,2.0,0.989904,-0.0,-0.0,-0.0,-0.0,-0.0023854074527365292,-0.0
0.494952,Tumbuka,poorest,-104403,9,"north, rural",0,0,0,0,1,0,1,0,0,0,0,1.0,0.494952,-0.0,-0.0,-0.0,-0.0,-0.0037398125682740154,-0.0
0.494952,Tumbuka,poorest,-104403,9,"north, rural",0,0,0,0,1,0,1,0,0,0,0,1.0,0.494952,-0.0,-0.0,-0.0,-0.0,-0.0037398125682740154,-0.0
0.494952,Tumbuka,richer,-19895,9,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,1.979808,0.0,0.0,0.0,0.0,0.0003234027783384434,0.0
0.494952,Tumbuka,richer,-19895,9,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,1.979808,0.0,0.0,0.0,0.0,0.0003234027783384434,0.0
0.494952,Tumbuka,richer,-19895,9,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,1.979808,0.0,0.0,0.0,0.0,0.0003234027783384434,0.0
0.494952,Tumbuka,middle,-79787,9,"north, rural",0,0,0,0,1,0,0,0,1,0,0,3.0,1.484856,0.0,0.0,-0.0,-0.0,-0.0010310023371990428,-0.0
0.494952,Tumbuka,middle,-79787,9,"north, rural",0,0,0,0,1,0,0,0,1,0,0,3.0,1.484856,0.0,0.0,-0.0,-0.0,-0.0010310023371990428,-0.0
0.494952,Tumbuka,middle,-78974,9,"north, rural",0,0,0,0,1,0,0,0,1,0,0,3.0,1.484856,0.0,0.0,-0.0,-0.0,-0.0010310023371990428,-0.0
0.494952,Tumbuka,middle,-78974,9,"north, rural",0,0,0,0,1,0,0,0,1,0,0,3.0,1.484856,0.0,0.0,-0.0,-0.0,-0.0010310023371990428,-0.0
0.494952,Tumbuka,richest,54157,9,"north, rural",0,0,0,0,1,0,0,0,0,0,1,5.0,2.47476,0.0,0.0,0.0,0.0,0.0016778078938759298,0.0
0.494952,Tumbuka,richer,-45822,9,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,1.979808,0.0,0.0,0.0,0.0,0.0003234027783384434,0.0
0.494952,Ngoni,richer,-4489,9,"north, rural",0,0,1,0,0,0,0,0,0,1,0,4.0,1.979808,0.0,0.0,0.0,0.0006038319137631903,0.0,0.0
0.496724,Tonga,richest,40532,10,"north, rural",0,0,0,1,0,0,0,0,0,0,1,5.0,2.48362,0.0,0.0,0.0,0.0,0.0,0.008451567103862854
0.496724,Tonga,poorest,-99069,10,"north, rural",0,0,0,1,0,0,1,0,0,0,0,1.0,0.496724,-0.0,-0.0,-0.0,-0.0,-0.0,-0.021806071366229043
0.496724,Tonga,richer,-7969,10,"north, rural",0,0,0,1,0,0,0,0,0,1,0,4.0,1.986896,0.0,0.0,0.0,0.0,0.0,0.0008871574863398799
0.496724,Tonga,richer,-8465,10,"north, rural",0,0,0,1,0,0,0,0,0,1,0,4.0,1.986896,0.0,0.0,0.0,0.0,0.0,0.0008871574863398799
0.496724,Tonga,richer,-28951,10,"north, rural",0,0,0,1,0,0,0,0,0,1,0,4.0,1.986896,0.0,0.0,0.0,0.0,0.0,0.0008871574863398799
0.496724,Tonga,middle,-75141,10,"north, rural",0,0,0,1,0,0,0,0,1,0,0,3.0,1.490172,0.0,0.0,-0.0,-0.0,-0.0,-0.006677252131183094
0.496724,Tumbuka,middle,-75617,10,"north, rural",0,0,0,0,1,0,0,0,1,0,0,3.0,1.490172,0.0,0.0,-0.0,-0.0,-0.0010346934752114496,-0.0
0.496724,Tonga,richest,21088,10,"north, rural",0,0,0,1,0,0,0,0,0,0,1,5.0,2.48362,0.0,0.0,0.0,0.0,0.0,0.008451567103862854
0.496724,Tonga,poorer,-86508,10,"north, rural",0,0,0,1,0,0,0,1,0,0,0,2.0,0.993448,-0.0,-0.0,-0.0,-0.0,-0.0,-0.014241661748706069
0.496724,Tonga,poorest,-98910,10,"north, rural",0,0,0,1,0,0,1,0,0,0,0,1.0,0.496724,-0.0,-0.0,-0.0,-0.0,-0.0,-0.021806071366229043
0.496724,Tonga,poorest,-106002,10,"north, rural",0,0,0,1,0,0,1,0,0,0,0,1.0,0.496724,-0.0,-0.0,-0.0,-0.0,-0.0,-0.021806071366229043
0.496724,Tonga,richer,-6857,10,"north, rural",0,0,0,1,0,0,0,0,0,1,0,4.0,1.986896,0.0,0.0,0.0,0.0,0.0,0.0008871574863398799
0.496724,Tonga,middle,-76358,10,"north, rural",0,0,0,1,0,0,0,0,1,0,0,3.0,1.490172,0.0,0.0,-0.0,-0.0,-0.0,-0.006677252131183094
0.496724,Tonga,richer,-21339,10,"north, rural",0,0,0,1,0,0,0,0,0,1,0,4.0,1.986896,0.0,0.0,0.0,0.0,0.0,0.0008871574863398799
0.496724,Tumbuka,richer,-5876,10,"north, rural",0,0,0,0,1,0,0,0,0,1,0,4.0,1.986896,0.0,0.0,0.0,0.0,0.00032456060722531674,0.0
0.496724,Tonga,richer,-47285,10,"north, rural",0,0,0,1,0,0,0,0,0,1,0,4.0,1.986896,0.0,0.0,0.0,0.0,0.0,0.0008871574863398799
0.496724,Chewa,richer,-55743,10,"north, rural",1,0,0,0,0,0,0,0,0,1,0,4.0,1.986896,0.00045571429887651785,0.0,0.0,0.0,0.0,0.0
0.496724,Tonga,richer,-38694,10,"north, rural",0,0,0,1,0,0,0,0,0,1,0,4.0,1.986896,0.0,0.0,0.0,0.0,0.0,0.0008871574863398799
0.496724,Tonga,richer,-27621,10,"north, rural",0,0,0,1,0,0,0,0,0,1,0,4.0,1.986896,0.0,0.0,0.0,0.0,0.0,0.0008871574863398799
0.496724,Tonga,poorer,-95664,10,"north, rural",0,0,0,1,0,0,0,1,0,0,0,2.0,0.993448,-0.0,-0.0,-0.0,-0.0,-0.0,-0.014241661748706069
0.511045,Tonga,richer,-18117,11,"north, rural",0,0,0,1,0,0,0,0,0,1,0,4.0,2.04418,0.0,0.0,0.0,0.0,0.0,0.0009127350351635193
0.511045,Tonga,richer,-18117,11,"north, rural",0,0,0,1,0,0,0,0,0,1,0,4.0,2.04418,0.0,0.0,0.0,0.0,0.0,0.0009127350351635193
0.511045,Tonga,richer,-18117,11,"north, rural",0,0,0,1,0,0,0,0,0,1,0,4.0,2.04418,0.0,0.0,0.0,0.0,0.0,0.0009127350351635193
0.511045,Tonga,richer,-18117,11,"north, rural",0,0,0,1,0,0,0,0,0,1,0,4.0,2.04418,0.0,0.0,0.0,0.0,0.0,0.0009127350351635193
0.511045,Tonga,richer,-18267,11,"north, rural",0,0,0,1,0,0,0,0,0,1,0,4.0,2.04418,0.0,0.0,0.0,0.0,0.0,0.0009127350351635193
0.511045,Tonga,poorer,-92287,11,"north, rural",0,0,0,1,0,0,0,1,0,0,0,2.0,1.02209,-0.0,-0.0,-0.0,-0.0,-0.0,-0.014652261675231098
0.511045,Tonga,richer,-38365,11,"north, rural",0,0,0,1,0,0,0,0,0,1,0,4.0,2.04418,0.0,0.0,0.0,0.0,0.0,0.0009127350351635193
0.511045,Tumbuka,richest,25128,11,"north, rural",0,0,0,0,1,0,0,0,0,0,1,5.0,2.555225,0.0,0.0,0.0,0.0,0.0017323605826945329,0.0
0.511045,Tumbuka,richest,25128,11,"north, rural",0,0,0,0,1,0,0,0,0,0,1,5.0,2.555225,0.0,0.0,0.0,0.0,0.0017323605826945329,0.0
0.511045,Tonga,richer,-10292,11,"north, rural",0,0,0,1,0,0,0,0,0,1,0,4.0,2.04418,0.0,0.0,0.0,0.0,0.0,0.0009127350351635193
0.511045,Chewa,middle,-68675,11,"north, rural",1,0,0,0,0,0,0,0,1,0,0,3.0,1.533135,0.00010570867125718067,0.0,-0.0,-0.0,-0.0,-0.0
0.511045,Chewa,middle,-68675,11,"north, rural",1,0,0,0,0,0,0,0,1,0,0,3.0,1.533135,0.00010570867125718067,0.0,-0.0,-0.0,-0.0,-0.0
0.511045,Tonga,richest,70022,11,"north, rural",0,0,0,1,0,0,0,0,0,0,1,5.0,2.555225,0.0,0.0,0.0,0.0,0.0,0.008695233390360829
0.511045,Tonga,richer,-28695,11,"north, rural",0,0,0,1,0,0,0,0,0,1,0,4.0,2.04418,0.0,0.0,0.0,0.0,0.0,0.0009127350351635193
0.511045,Tonga,middle,-59441,11,"north, rural",0,0,0,1,0,0,0,0,1,0,0,3.0,1.533135,0.0,0.0,-0.0,-0.0,-0.0,-0.0068697633200337895
0.511045,Chewa,middle,-59441,11,"north, rural",1,0,0,0,0,0,0,0,1,0,0,3.0,1.533135,0.00010570867125718067,0.0,-0.0,-0.0,-0.0,-0.0
0.511045,Chewa,middle,-59441,11,"north, rural",1,0,0,0,0,0,0,0,1,0,0,3.0,1.533135,0.00010570867125718067,0.0,-0.0,-0.0,-0.0,-0.0
0.511045,Tonga,middle,-71312,11,"north, rural",0,0,0,1,0,0,0,0,1,0,0,3.0,1.533135,0.0,0.0,-0.0,-0.0,-0.0,-0.0068697633200337895
0.511045,Tonga,richest,106751,11,"north, rural",0,0,0,1,0,0,0,0,0,0,1,5.0,2.555225,0.0,0.0,0.0,0.0,0.0,0.008695233390360829
0.511045,Tonga,richest,34784,11,"north, rural",0,0,0,1,0,0,0,0,0,0,1,5.0,2.555225,0.0,0.0,0.0,0.0,0.0,0.008695233390360829
0.511045,Tonga,richest,34784,11,"north, rural",0,0,0,1,0,0,0,0,0,0,1,5.0,2.555225,0.0,0.0,0.0,0.0,0.0,0.008695233390360829
0.511045,Tumbuka,richest,34784,11,"north, rural",0,0,0,0,1,0,0,0,0,0,1,5.0,2.555225,0.0,0.0,0.0,0.0,0.0017323605826945329,0.0
0.511045,Tonga,richer,-31537,11,"north, rural",0,0,0,1,0,0,0,0,0,1,0,4.0,2.04418,0.0,0.0,0.0,0.0,0.0,0.0009127350351635193
0.511045,Tumbuka,richest,242671,11,"north, rural",0,0,0,0,1,0,0,0,0,0,1,5.0,2.555225,0.0,0.0,0.0,0.0,0.0017323605826945329,0.0
0.511045,Tonga,richest,142793,11,"north, rural",0,0,0,1,0,0,0,0,0,0,1,5.0,2.555225,0.0,0.0,0.0,0.0,0.0,0.008695233390360829
