sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Baloch,ethnicity_Hazara,ethnicity_Nuristani,ethnicity_Pashai,ethnicity_Pashtun,ethnicity_Tajik,ethnicity_Turkmen,ethnicity_Uzbek,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2,IF_3,IF_4,IF_5,IF_6,IF_7
5.194692,Tajik,richest,142826,1,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,25.97346,0.0,0.0,0.0,0.0,0.0011049152535909771,0.0,0.0,0.0
5.194692,Tajik,richest,106366,1,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,25.97346,0.0,0.0,0.0,0.0,0.0011049152535909771,0.0,0.0,0.0
5.194692,Tajik,richest,127012,1,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,25.97346,0.0,0.0,0.0,0.0,0.0011049152535909771,0.0,0.0,0.0
5.194692,Turkmen,richest,86623,1,kabul urban,0,0,0,0,0,0,1,0,0,0,0,0,1,5.0,25.97346,0.01640733139256131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.194692,Tajik,richer,74502,1,kabul urban,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,20.778768,0.0,0.0,0.0,0.0,0.0005633455200404791,0.0,0.0,0.0
5.194692,Tajik,richest,112940,1,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,25.97346,0.0,0.0,0.0,0.0,0.0011049152535909771,0.0,0.0,0.0
5.194692,Tajik,richest,143062,1,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,25.97346,0.0,0.0,0.0,0.0,0.0011049152535909771,0.0,0.0,0.0
5.194692,Tajik,richest,110584,1,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,25.97346,0.0,0.0,0.0,0.0,0.0011049152535909771,0.0,0.0,0.0
5.194692,Tajik,richer,72477,1,kabul urban,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,20.778768,0.0,0.0,0.0,0.0,0.0005633455200404791,0.0,0.0,0.0
5.194692,Tajik,richer,74177,1,kabul urban,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,20.778768,0.0,0.0,0.0,0.0,0.0005633455200404791,0.0,0.0,0.0
5.194692,Tajik,richest,101876,1,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,25.97346,0.0,0.0,0.0,0.0,0.0011049152535909771,0.0,0.0,0.0
5.194692,Tajik,richest,130263,1,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,25.97346,0.0,0.0,0.0,0.0,0.0011049152535909771,0.0,0.0,0.0
5.194692,Tajik,richest,130263,1,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,25.97346,0.0,0.0,0.0,0.0,0.0011049152535909771,0.0,0.0,0.0
5.194692,Tajik,richest,102875,1,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,25.97346,0.0,0.0,0.0,0.0,0.0011049152535909771,0.0,0.0,0.0
5.194692,Tajik,richest,142652,1,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,25.97346,0.0,0.0,0.0,0.0,0.0011049152535909771,0.0,0.0,0.0
5.194692,Tajik,richest,141106,1,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,25.97346,0.0,0.0,0.0,0.0,0.0011049152535909771,0.0,0.0,0.0
5.194692,Tajik,richest,143938,1,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,25.97346,0.0,0.0,0.0,0.0,0.0011049152535909771,0.0,0.0,0.0
5.194692,Tajik,richest,96314,1,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,25.97346,0.0,0.0,0.0,0.0,0.0011049152535909771,0.0,0.0,0.0
5.194692,Tajik,richest,96314,1,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,25.97346,0.0,0.0,0.0,0.0,0.0011049152535909771,0.0,0.0,0.0
5.194692,Tajik,richest,110081,1,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,25.97346,0.0,0.0,0.0,0.0,0.0011049152535909771,0.0,0.0,0.0
5.194692,Tajik,richer,59560,1,kabul urban,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,20.778768,0.0,0.0,0.0,0.0,0.0005633455200404791,0.0,0.0,0.0
5.194692,Tajik,richest,218859,1,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,25.97346,0.0,0.0,0.0,0.0,0.0011049152535909771,0.0,0.0,0.0
5.194692,Tajik,richest,124979,1,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,25.97346,0.0,0.0,0.0,0.0,0.0011049152535909771,0.0,0.0,0.0
5.194692,Tajik,richest,164164,1,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,25.97346,0.0,0.0,0.0,0.0,0.0011049152535909771,0.0,0.0,0.0
2.460669,Tajik,richer,41503,2,kabul urban,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.842676,0.0,0.0,0.0,0.0,0.00026685063473493443,0.0,0.0,0.0
2.460669,Pashtun,richest,155363,2,kabul urban,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,12.303345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003883211807407881
2.460669,Tajik,richest,87988,2,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,12.303345,0.0,0.0,0.0,0.0,0.0005233863166744933,0.0,0.0,0.0
2.460669,Pashai,richer,67753,2,kabul urban,0,0,0,1,0,0,0,0,0,0,0,1,0,4.0,9.842676,0.0,0.013170277027237881,0.0,0.0,0.0,0.0,0.0,0.0
2.460669,Tajik,richest,124414,2,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,12.303345,0.0,0.0,0.0,0.0,0.0005233863166744933,0.0,0.0,0.0
2.460669,Tajik,richest,124414,2,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,12.303345,0.0,0.0,0.0,0.0,0.0005233863166744933,0.0,0.0,0.0
2.460669,Tajik,richest,124841,2,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,12.303345,0.0,0.0,0.0,0.0,0.0005233863166744933,0.0,0.0,0.0
2.460669,Pashtun,richer,68790,2,kabul urban,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,9.842676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017651920434569283
2.460669,Tajik,richest,165379,2,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,12.303345,0.0,0.0,0.0,0.0,0.0005233863166744933,0.0,0.0,0.0
2.460669,Tajik,richest,165379,2,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,12.303345,0.0,0.0,0.0,0.0,0.0005233863166744933,0.0,0.0,0.0
2.460669,Pashtun,richest,105909,2,kabul urban,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,12.303345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003883211807407881
2.460669,Pashtun,richer,72584,2,kabul urban,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,9.842676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017651920434569283
2.460669,Tajik,richer,66420,2,kabul urban,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.842676,0.0,0.0,0.0,0.0,0.00026685063473493443,0.0,0.0,0.0
2.460669,Tajik,richer,54745,2,kabul urban,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.842676,0.0,0.0,0.0,0.0,0.00026685063473493443,0.0,0.0,0.0
2.460669,Tajik,richer,69131,2,kabul urban,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.842676,0.0,0.0,0.0,0.0,0.00026685063473493443,0.0,0.0,0.0
2.460669,Tajik,richer,64085,2,kabul urban,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.842676,0.0,0.0,0.0,0.0,0.00026685063473493443,0.0,0.0,0.0
2.460669,Tajik,richest,104543,2,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,12.303345,0.0,0.0,0.0,0.0,0.0005233863166744933,0.0,0.0,0.0
2.460669,Tajik,richer,45322,2,kabul urban,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.842676,0.0,0.0,0.0,0.0,0.00026685063473493443,0.0,0.0,0.0
2.460669,Pashtun,richer,68295,2,kabul urban,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,9.842676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017651920434569283
2.460669,Pashtun,richer,68295,2,kabul urban,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,9.842676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017651920434569283
2.460669,Tajik,richer,58953,2,kabul urban,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.842676,0.0,0.0,0.0,0.0,0.00026685063473493443,0.0,0.0,0.0
2.460669,Pashtun,richer,54646,2,kabul urban,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,9.842676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017651920434569283
2.460669,Tajik,richer,54646,2,kabul urban,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.842676,0.0,0.0,0.0,0.0,0.00026685063473493443,0.0,0.0,0.0
2.460669,Tajik,richest,83301,2,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,12.303345,0.0,0.0,0.0,0.0,0.0005233863166744933,0.0,0.0,0.0
4.149021,Tajik,richest,119882,3,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,20.745105000000002,0.0,0.0,0.0,0.0,0.0008825001733248651,0.0,0.0,0.0
4.149021,Hazara,richest,171865,3,kabul urban,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,20.745105000000002,0.0,0.0,0.0,0.0,0.0,0.0029163860456748454,0.0,0.0
4.149021,Tajik,richest,298442,3,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,20.745105000000002,0.0,0.0,0.0,0.0,0.0008825001733248651,0.0,0.0,0.0
4.149021,Pashtun,richest,231474,3,kabul urban,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,20.745105000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006547620722812884
4.149021,Tajik,richest,275554,3,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,20.745105000000002,0.0,0.0,0.0,0.0,0.0008825001733248651,0.0,0.0,0.0
4.149021,Tajik,richest,275554,3,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,20.745105000000002,0.0,0.0,0.0,0.0,0.0008825001733248651,0.0,0.0,0.0
4.149021,Tajik,richest,275554,3,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,20.745105000000002,0.0,0.0,0.0,0.0,0.0008825001733248651,0.0,0.0,0.0
4.149021,Tajik,richest,188562,3,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,20.745105000000002,0.0,0.0,0.0,0.0,0.0008825001733248651,0.0,0.0,0.0
4.149021,Hazara,richest,201904,3,kabul urban,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,20.745105000000002,0.0,0.0,0.0,0.0,0.0,0.0029163860456748454,0.0,0.0
4.149021,Tajik,richest,241096,3,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,20.745105000000002,0.0,0.0,0.0,0.0,0.0008825001733248651,0.0,0.0,0.0
4.149021,Hazara,richer,65210,3,kabul urban,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,16.596084,0.0,0.0,0.0,0.0,0.0,0.001474874130924674,0.0,0.0
4.149021,Hazara,richer,56582,3,kabul urban,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,16.596084,0.0,0.0,0.0,0.0,0.0,0.001474874130924674,0.0,0.0
4.149021,Tajik,richest,263476,3,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,20.745105000000002,0.0,0.0,0.0,0.0,0.0008825001733248651,0.0,0.0,0.0
4.149021,Pashtun,richest,263476,3,kabul urban,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,20.745105000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006547620722812884
4.149021,Tajik,richest,263476,3,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,20.745105000000002,0.0,0.0,0.0,0.0,0.0008825001733248651,0.0,0.0,0.0
4.149021,Tajik,richest,263262,3,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,20.745105000000002,0.0,0.0,0.0,0.0,0.0008825001733248651,0.0,0.0,0.0
4.149021,Pashtun,richest,263262,3,kabul urban,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,20.745105000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006547620722812884
1.620613,Tajik,richest,174059,4,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,8.103065,0.0,0.0,0.0,0.0,0.00034470571573210396,0.0,0.0,0.0
1.620613,Pashtun,richest,195261,4,kabul urban,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,8.103065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025575091720335847
1.620613,Tajik,richest,165713,4,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,8.103065,0.0,0.0,0.0,0.0,0.00034470571573210396,0.0,0.0,0.0
1.620613,Pashtun,richest,106502,4,kabul urban,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,8.103065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025575091720335847
1.620613,Tajik,richest,106502,4,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,8.103065,0.0,0.0,0.0,0.0,0.00034470571573210396,0.0,0.0,0.0
1.620613,Pashtun,richer,26876,4,kabul urban,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,6.482452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011625672421292188
1.620613,Pashtun,richer,26876,4,kabul urban,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,6.482452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011625672421292188
1.620613,Pashtun,richer,26876,4,kabul urban,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,6.482452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011625672421292188
1.620613,Pashtun,richer,26876,4,kabul urban,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,6.482452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011625672421292188
1.620613,Pashtun,richest,173718,4,kabul urban,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,8.103065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025575091720335847
1.620613,Pashtun,richest,97547,4,kabul urban,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,8.103065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025575091720335847
1.620613,Pashtun,richest,97547,4,kabul urban,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,8.103065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025575091720335847
1.620613,Pashtun,richest,257590,4,kabul urban,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,8.103065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025575091720335847
1.620613,Tajik,richest,114954,4,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,8.103065,0.0,0.0,0.0,0.0,0.00034470571573210396,0.0,0.0,0.0
1.620613,Pashtun,richest,114954,4,kabul urban,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,8.103065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025575091720335847
1.620613,Pashtun,richest,98871,4,kabul urban,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,8.103065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025575091720335847
1.620613,Pashtun,richest,163684,4,kabul urban,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,8.103065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025575091720335847
1.620613,Pashtun,richer,78760,4,kabul urban,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,6.482452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011625672421292188
1.620613,Pashtun,richer,51125,4,kabul urban,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,6.482452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011625672421292188
1.620613,Tajik,richest,87170,4,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,8.103065,0.0,0.0,0.0,0.0,0.00034470571573210396,0.0,0.0,0.0
1.620613,Tajik,richest,233573,4,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,8.103065,0.0,0.0,0.0,0.0,0.00034470571573210396,0.0,0.0,0.0
1.620613,Pashtun,richest,107602,4,kabul urban,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,8.103065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025575091720335847
1.620613,Pashtun,richest,179648,4,kabul urban,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,8.103065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025575091720335847
1.620613,Tajik,richest,91407,4,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,8.103065,0.0,0.0,0.0,0.0,0.00034470571573210396,0.0,0.0,0.0
3.833298,Pashtun,richest,223347,5,kabul urban,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,19.16649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006049374399772182
3.833298,Tajik,richest,169362,5,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,19.16649,0.0,0.0,0.0,0.0,0.00081534563199508,0.0,0.0,0.0
3.833298,Pashtun,richest,190245,5,kabul urban,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,19.16649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006049374399772182
3.833298,Tajik,richest,306246,5,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,19.16649,0.0,0.0,0.0,0.0,0.00081534563199508,0.0,0.0,0.0
3.833298,Tajik,richest,270595,5,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,19.16649,0.0,0.0,0.0,0.0,0.00081534563199508,0.0,0.0,0.0
3.833298,Tajik,richer,71625,5,kabul urban,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,15.333192,0.0,0.0,0.0,0.0,0.000415707274902945,0.0,0.0,0.0
3.833298,Pashtun,richest,243240,5,kabul urban,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,19.16649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006049374399772182
3.833298,Tajik,richest,148459,5,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,19.16649,0.0,0.0,0.0,0.0,0.00081534563199508,0.0,0.0,0.0
3.833298,Hazara,richest,231438,5,kabul urban,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,19.16649,0.0,0.0,0.0,0.0,0.0,0.0026944613671787375,0.0,0.0
3.833298,Hazara,richest,231438,5,kabul urban,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,19.16649,0.0,0.0,0.0,0.0,0.0,0.0026944613671787375,0.0,0.0
3.833298,Pashtun,richest,304192,5,kabul urban,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,19.16649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006049374399772182
3.833298,Tajik,richest,102496,5,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,19.16649,0.0,0.0,0.0,0.0,0.00081534563199508,0.0,0.0,0.0
3.833298,Tajik,richest,85184,5,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,19.16649,0.0,0.0,0.0,0.0,0.00081534563199508,0.0,0.0,0.0
3.833298,Pashtun,richest,295820,5,kabul urban,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,19.16649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006049374399772182
3.833298,Pashtun,richest,295820,5,kabul urban,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,19.16649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006049374399772182
3.833298,Hazara,richest,216907,5,kabul urban,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,19.16649,0.0,0.0,0.0,0.0,0.0,0.0026944613671787375,0.0,0.0
3.833298,Tajik,richest,262089,5,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,19.16649,0.0,0.0,0.0,0.0,0.00081534563199508,0.0,0.0,0.0
3.833298,Tajik,richest,205813,5,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,19.16649,0.0,0.0,0.0,0.0,0.00081534563199508,0.0,0.0,0.0
3.833298,Hazara,richest,273580,5,kabul urban,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,19.16649,0.0,0.0,0.0,0.0,0.0,0.0026944613671787375,0.0,0.0
3.833298,Hazara,richest,273580,5,kabul urban,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,19.16649,0.0,0.0,0.0,0.0,0.0,0.0026944613671787375,0.0,0.0
3.833298,Tajik,richest,93179,5,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,19.16649,0.0,0.0,0.0,0.0,0.00081534563199508,0.0,0.0,0.0
3.833298,Tajik,richer,76743,5,kabul urban,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,15.333192,0.0,0.0,0.0,0.0,0.000415707274902945,0.0,0.0,0.0
3.833298,Pashtun,richest,299529,5,kabul urban,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,19.16649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006049374399772182
3.833298,Tajik,richest,276457,5,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,19.16649,0.0,0.0,0.0,0.0,0.00081534563199508,0.0,0.0,0.0
3.833298,Hazara,richest,197525,5,kabul urban,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,19.16649,0.0,0.0,0.0,0.0,0.0,0.0026944613671787375,0.0,0.0
6.648532,Pashtun,richest,199141,6,kabul urban,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,33.24266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010492129564898462
6.648532,Hazara,richest,150313,6,kabul urban,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,33.24266,0.0,0.0,0.0,0.0,0.0,0.0046733159338124995,0.0,0.0
6.648532,Hazara,richest,89441,6,kabul urban,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,33.24266,0.0,0.0,0.0,0.0,0.0,0.0046733159338124995,0.0,0.0
6.648532,Hazara,richest,214117,6,kabul urban,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,33.24266,0.0,0.0,0.0,0.0,0.0,0.0046733159338124995,0.0,0.0
6.648532,Hazara,richest,133935,6,kabul urban,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,33.24266,0.0,0.0,0.0,0.0,0.0,0.0046733159338124995,0.0,0.0
6.648532,Hazara,richest,133935,6,kabul urban,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,33.24266,0.0,0.0,0.0,0.0,0.0,0.0046733159338124995,0.0,0.0
6.648532,Hazara,richest,207218,6,kabul urban,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,33.24266,0.0,0.0,0.0,0.0,0.0,0.0046733159338124995,0.0,0.0
6.648532,Hazara,richest,224722,6,kabul urban,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,33.24266,0.0,0.0,0.0,0.0,0.0,0.0046733159338124995,0.0,0.0
6.648532,Tajik,richest,212221,6,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,33.24266,0.0,0.0,0.0,0.0,0.0014141482152912489,0.0,0.0,0.0
6.648532,Hazara,richest,82608,6,kabul urban,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,33.24266,0.0,0.0,0.0,0.0,0.0,0.0046733159338124995,0.0,0.0
6.648532,Hazara,richest,163434,6,kabul urban,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,33.24266,0.0,0.0,0.0,0.0,0.0,0.0046733159338124995,0.0,0.0
6.648532,Hazara,richest,138234,6,kabul urban,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,33.24266,0.0,0.0,0.0,0.0,0.0,0.0046733159338124995,0.0,0.0
6.648532,Hazara,richest,205890,6,kabul urban,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,33.24266,0.0,0.0,0.0,0.0,0.0,0.0046733159338124995,0.0,0.0
6.648532,Hazara,richest,176671,6,kabul urban,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,33.24266,0.0,0.0,0.0,0.0,0.0,0.0046733159338124995,0.0,0.0
6.648532,Hazara,richest,116475,6,kabul urban,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,33.24266,0.0,0.0,0.0,0.0,0.0,0.0046733159338124995,0.0,0.0
6.648532,Hazara,richest,162434,6,kabul urban,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,33.24266,0.0,0.0,0.0,0.0,0.0,0.0046733159338124995,0.0,0.0
6.648532,Hazara,richest,84871,6,kabul urban,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,33.24266,0.0,0.0,0.0,0.0,0.0,0.0046733159338124995,0.0,0.0
5.749504,Tajik,richest,151191,7,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,28.74752,0.0,0.0,0.0,0.0,0.0012229242215288873,0.0,0.0,0.0
5.749504,Hazara,richest,115518,7,kabul urban,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,28.74752,0.0,0.0,0.0,0.0,0.0,0.0040413806618842625,0.0,0.0
5.749504,Hazara,richest,115518,7,kabul urban,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,28.74752,0.0,0.0,0.0,0.0,0.0,0.0040413806618842625,0.0,0.0
5.749504,Hazara,richest,115518,7,kabul urban,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,28.74752,0.0,0.0,0.0,0.0,0.0,0.0040413806618842625,0.0,0.0
5.749504,Hazara,richest,110771,7,kabul urban,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,28.74752,0.0,0.0,0.0,0.0,0.0,0.0040413806618842625,0.0,0.0
5.749504,Hazara,richer,63329,7,kabul urban,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,22.998016,0.0,0.0,0.0,0.0,0.0,0.002043806169033113,0.0,0.0
5.749504,Pashtun,richest,197057,7,kabul urban,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,28.74752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009073362495946769
5.749504,Tajik,richest,113668,7,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,28.74752,0.0,0.0,0.0,0.0,0.0012229242215288873,0.0,0.0,0.0
5.749504,Tajik,richest,113668,7,kabul urban,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,28.74752,0.0,0.0,0.0,0.0,0.0012229242215288873,0.0,0.0,0.0
5.749504,Hazara,richest,230577,7,kabul urban,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,28.74752,0.0,0.0,0.0,0.0,0.0,0.0040413806618842625,0.0,0.0
