sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Baloch,ethnicity_Hazara,ethnicity_Nuristani,ethnicity_Pashai,ethnicity_Pashtun,ethnicity_Tajik,ethnicity_Turkmen,ethnicity_Uzbek,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2,IF_3,IF_4,IF_5,IF_6,IF_7
1.62438,Uzbek,middle,-16961,582,balkh rural,0,0,0,0,0,0,0,1,0,0,1,0,0,3.0,4.873139999999999,0.0,0.0,0.0,0.00013243979028494473,0.0,0.0,0.0,-0.0
1.62438,Uzbek,middle,-16961,582,balkh rural,0,0,0,0,0,0,0,1,0,0,1,0,0,3.0,4.873139999999999,0.0,0.0,0.0,0.00013243979028494473,0.0,0.0,0.0,-0.0
1.62438,Uzbek,middle,-16961,582,balkh rural,0,0,0,0,0,0,0,1,0,0,1,0,0,3.0,4.873139999999999,0.0,0.0,0.0,0.00013243979028494473,0.0,0.0,0.0,-0.0
1.62438,Uzbek,poorer,-44867,582,balkh rural,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,3.24876,-0.0,-0.0,-0.0,-0.000363445743754913,-0.0,-0.0,-0.0,-0.0
1.62438,Uzbek,poorer,-44867,582,balkh rural,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,3.24876,-0.0,-0.0,-0.0,-0.000363445743754913,-0.0,-0.0,-0.0,-0.0
1.62438,Uzbek,poorer,-49935,582,balkh rural,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,3.24876,-0.0,-0.0,-0.0,-0.000363445743754913,-0.0,-0.0,-0.0,-0.0
1.62438,Uzbek,middle,-3040,582,balkh rural,0,0,0,0,0,0,0,1,0,0,1,0,0,3.0,4.873139999999999,0.0,0.0,0.0,0.00013243979028494473,0.0,0.0,0.0,-0.0
1.62438,Uzbek,poorest,-82822,582,balkh rural,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.62438,-0.0,-0.0,-0.0,-0.0008593312777947708,-0.0,-0.0,-0.0,-0.0
1.62438,Uzbek,poorest,-82822,582,balkh rural,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.62438,-0.0,-0.0,-0.0,-0.0008593312777947708,-0.0,-0.0,-0.0,-0.0
1.62438,Turkmen,poorer,-34340,582,balkh rural,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,3.24876,-0.0003628792107321241,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.62438,Turkmen,poorer,-42351,582,balkh rural,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,3.24876,-0.0003628792107321241,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.62438,Turkmen,poorer,-42351,582,balkh rural,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,3.24876,-0.0003628792107321241,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.62438,Tajik,poorer,-42351,582,balkh rural,0,0,0,0,0,1,0,0,0,1,0,0,0,2.0,3.24876,-0.0,-0.0,-0.0,-0.0,-0.00016253954839404573,-0.0,-0.0,-0.0
1.62438,Uzbek,poorer,-37904,582,balkh rural,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,3.24876,-0.0,-0.0,-0.0,-0.000363445743754913,-0.0,-0.0,-0.0,-0.0
1.62438,Uzbek,poorer,-37904,582,balkh rural,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,3.24876,-0.0,-0.0,-0.0,-0.000363445743754913,-0.0,-0.0,-0.0,-0.0
1.62438,Turkmen,poorest,-76607,582,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,1.62438,-0.002194029591441588,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.62438,Tajik,poorest,-76607,582,balkh rural,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,1.62438,-0.0,-0.0,-0.0,-0.0,-0.00033188838443374896,-0.0,-0.0,-0.0
1.62438,Turkmen,middle,2219,582,balkh rural,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,4.873139999999999,0.0014682711699773399,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
1.62438,Uzbek,middle,-23742,582,balkh rural,0,0,0,0,0,0,0,1,0,0,1,0,0,3.0,4.873139999999999,0.0,0.0,0.0,0.00013243979028494473,0.0,0.0,0.0,-0.0
1.62438,Uzbek,middle,-23742,582,balkh rural,0,0,0,0,0,0,0,1,0,0,1,0,0,3.0,4.873139999999999,0.0,0.0,0.0,0.00013243979028494473,0.0,0.0,0.0,-0.0
1.62438,Uzbek,middle,-25057,582,balkh rural,0,0,0,0,0,0,0,1,0,0,1,0,0,3.0,4.873139999999999,0.0,0.0,0.0,0.00013243979028494473,0.0,0.0,0.0,-0.0
1.62438,Uzbek,richer,21072,582,balkh rural,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,6.49752,0.0,0.0,0.0,0.0006283253243248024,0.0,0.0,0.0,0.0
1.62438,Tajik,middle,-10017,582,balkh rural,0,0,0,0,0,1,0,0,0,0,1,0,0,3.0,4.873139999999999,0.0,0.0,0.0,0.0,6.80928764565747e-06,0.0,0.0,-0.0
1.62438,Tajik,middle,-10017,582,balkh rural,0,0,0,0,0,1,0,0,0,0,1,0,0,3.0,4.873139999999999,0.0,0.0,0.0,0.0,6.80928764565747e-06,0.0,0.0,-0.0
1.62438,Turkmen,poorer,-45039,582,balkh rural,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,3.24876,-0.0003628792107321241,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.62438,Uzbek,middle,-4177,582,balkh rural,0,0,0,0,0,0,0,1,0,0,1,0,0,3.0,4.873139999999999,0.0,0.0,0.0,0.00013243979028494473,0.0,0.0,0.0,-0.0
1.62438,Turkmen,middle,-7412,582,balkh rural,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,4.873139999999999,0.0014682711699773399,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
1.62438,Uzbek,middle,-23859,582,balkh rural,0,0,0,0,0,0,0,1,0,0,1,0,0,3.0,4.873139999999999,0.0,0.0,0.0,0.00013243979028494473,0.0,0.0,0.0,-0.0
1.62438,Uzbek,richer,11436,582,balkh rural,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,6.49752,0.0,0.0,0.0,0.0006283253243248024,0.0,0.0,0.0,0.0
2.180397,Turkmen,poorer,-60412,583,balkh rural,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,4.360794,-0.0004870909161912184,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorest,-118016,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorest,-108996,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorest,-108996,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorest,-108996,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorer,-59592,583,balkh rural,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,4.360794,-0.0004870909161912184,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorest,-171613,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorest,-130752,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorest,-87026,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorest,-87026,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorest,-144131,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorest,-144131,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorer,-44914,583,balkh rural,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,4.360794,-0.0004870909161912184,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorest,-73373,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorest,-107252,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorest,-88662,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorest,-88662,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorest,-121796,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorest,-140937,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,middle,-17769,583,balkh rural,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,6.541191,0.001970852912622097,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2.180397,Turkmen,poorest,-85595,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorest,-85595,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorest,-124911,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorest,-110485,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorest,-112095,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorest,-112095,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorest,-146189,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorest,-115577,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorest,-115577,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorer,-59079,583,balkh rural,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,4.360794,-0.0004870909161912184,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorest,-134842,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorest,-108399,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorest,-101676,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorest,-139112,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.180397,Turkmen,poorest,-87085,583,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.180397,-0.0029450347450045338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.728447,Pashtun,poorer,-41194,584,balkh rural,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,5.456894,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00027397331402116443
2.728447,Pashtun,poorer,-43412,584,balkh rural,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,5.456894,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00027397331402116443
2.728447,Pashtun,poorer,-61650,584,balkh rural,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,5.456894,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00027397331402116443
2.728447,Pashtun,poorest,-129659,584,balkh rural,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,2.728447,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0005088242700373001
2.728447,Pashtun,poorest,-129659,584,balkh rural,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,2.728447,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0005088242700373001
2.728447,Pashtun,middle,-22049,584,balkh rural,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,8.185341000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9122358005028755e-05
2.728447,Pashtun,middle,-22049,584,balkh rural,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,8.185341000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9122358005028755e-05
2.728447,Pashtun,poorer,-54509,584,balkh rural,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,5.456894,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00027397331402116443
2.728447,Pashtun,poorer,-58629,584,balkh rural,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,5.456894,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00027397331402116443
2.728447,Pashtun,middle,-11950,584,balkh rural,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,8.185341000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9122358005028755e-05
2.728447,Pashtun,poorest,-78949,584,balkh rural,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,2.728447,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0005088242700373001
2.728447,Pashtun,poorest,-78949,584,balkh rural,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,2.728447,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0005088242700373001
2.728447,Pashtun,poorest,-137271,584,balkh rural,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,2.728447,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0005088242700373001
2.728447,Pashtun,middle,-22214,584,balkh rural,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,8.185341000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9122358005028755e-05
2.728447,Pashtun,poorer,-60605,584,balkh rural,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,5.456894,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00027397331402116443
2.728447,Pashtun,poorer,-36035,584,balkh rural,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,5.456894,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00027397331402116443
2.728447,Pashtun,poorer,-56667,584,balkh rural,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,5.456894,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00027397331402116443
2.728447,Pashtun,middle,-24214,584,balkh rural,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,8.185341000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9122358005028755e-05
2.728447,Pashtun,poorest,-72292,584,balkh rural,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,2.728447,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0005088242700373001
2.728447,Pashtun,poorer,-35698,584,balkh rural,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,5.456894,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00027397331402116443
2.728447,Pashtun,poorest,-98592,584,balkh rural,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,2.728447,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0005088242700373001
2.728447,Pashtun,poorest,-98592,584,balkh rural,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,2.728447,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0005088242700373001
2.728447,Pashtun,poorest,-83714,584,balkh rural,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,2.728447,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0005088242700373001
2.728447,Pashtun,poorest,-83714,584,balkh rural,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,2.728447,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0005088242700373001
2.728447,Pashtun,poorest,-83714,584,balkh rural,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,2.728447,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0005088242700373001
2.728447,Pashtun,poorest,-83714,584,balkh rural,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,2.728447,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0005088242700373001
2.728447,Pashtun,poorest,-83714,584,balkh rural,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,2.728447,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0005088242700373001
2.728447,Pashtun,poorest,-83714,584,balkh rural,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,2.728447,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0005088242700373001
2.728447,Pashtun,poorest,-83714,584,balkh rural,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,2.728447,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0005088242700373001
2.728447,Pashtun,poorest,-69289,584,balkh rural,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,2.728447,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0005088242700373001
2.728447,Pashtun,poorest,-88324,584,balkh rural,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,2.728447,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0005088242700373001
2.728447,Pashtun,poorest,-88324,584,balkh rural,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,2.728447,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0005088242700373001
2.728447,Pashtun,poorer,-64418,584,balkh rural,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,5.456894,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00027397331402116443
2.728447,Pashtun,poorer,-64418,584,balkh rural,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,5.456894,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00027397331402116443
2.728447,Pashtun,poorer,-41289,584,balkh rural,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,5.456894,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00027397331402116443
2.728447,Pashtun,poorer,-56686,584,balkh rural,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,5.456894,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00027397331402116443
2.728447,Pashtun,poorer,-56686,584,balkh rural,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,5.456894,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00027397331402116443
2.728447,Pashtun,poorer,-56686,584,balkh rural,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,5.456894,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00027397331402116443
2.728447,Pashtun,poorest,-128206,584,balkh rural,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,2.728447,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0005088242700373001
2.728447,Pashtun,middle,-6075,584,balkh rural,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,8.185341000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9122358005028755e-05
2.728447,Pashtun,poorer,-49376,584,balkh rural,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,5.456894,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00027397331402116443
2.728447,Pashtun,poorer,-49376,584,balkh rural,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,5.456894,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00027397331402116443
2.079051,Turkmen,poorest,-102698,585,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.079051,-0.0028081479802239784,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.079051,Turkmen,poorest,-68326,585,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.079051,-0.0028081479802239784,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.079051,Turkmen,poorest,-89847,585,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.079051,-0.0028081479802239784,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.079051,Turkmen,poorer,-37037,585,balkh rural,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,4.158102,-0.0004644506740736979,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.079051,Turkmen,poorer,-31852,585,balkh rural,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,4.158102,-0.0004644506740736979,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.079051,Turkmen,poorest,-123204,585,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.079051,-0.0028081479802239784,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.079051,Turkmen,poorest,-91761,585,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.079051,-0.0028081479802239784,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.079051,Turkmen,poorest,-80885,585,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.079051,-0.0028081479802239784,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.079051,Turkmen,poorest,-97346,585,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.079051,-0.0028081479802239784,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.079051,Turkmen,middle,-23483,585,balkh rural,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,6.237153000000001,0.0018792466320765825,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2.079051,Turkmen,middle,-23483,585,balkh rural,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,6.237153000000001,0.0018792466320765825,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2.079051,Turkmen,middle,-23483,585,balkh rural,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,6.237153000000001,0.0018792466320765825,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2.079051,Turkmen,middle,-23483,585,balkh rural,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,6.237153000000001,0.0018792466320765825,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2.079051,Turkmen,poorer,-30683,585,balkh rural,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,4.158102,-0.0004644506740736979,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.079051,Turkmen,poorest,-117998,585,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.079051,-0.0028081479802239784,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.079051,Turkmen,poorest,-117998,585,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.079051,-0.0028081479802239784,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.079051,Turkmen,poorer,-37547,585,balkh rural,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,4.158102,-0.0004644506740736979,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.079051,Turkmen,poorest,-137834,585,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.079051,-0.0028081479802239784,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.079051,Turkmen,poorest,-76516,585,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.079051,-0.0028081479802239784,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.079051,Turkmen,poorest,-76516,585,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.079051,-0.0028081479802239784,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.079051,Turkmen,poorest,-68653,585,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.079051,-0.0028081479802239784,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.079051,Turkmen,poorest,-91900,585,balkh rural,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.079051,-0.0028081479802239784,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
