sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Adja-Ewe/Mina,ethnicity_Akposso/Akebou,ethnicity_Ana-Ife,ethnicity_Kabye/Tem,ethnicity_Para-Gourma/Akan,ethnicity_Stranger,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2,IF_3,IF_4,IF_5
1.647046,Adja-Ewe/Mina,richest,317581,1,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.23523,0.0,0.0,0.0,0.0,0.0011998935171000703,0.0
1.647046,Adja-Ewe/Mina,richest,106513,1,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.23523,0.0,0.0,0.0,0.0,0.0011998935171000703,0.0
1.647046,Adja-Ewe/Mina,richest,112232,1,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.23523,0.0,0.0,0.0,0.0,0.0011998935171000703,0.0
1.647046,Kabye/Tem,richest,112232,1,agglomération de lomé,0,0,0,1,0,0,0,0,0,0,1,5.0,8.23523,0.0,0.0,0.0023481143834337462,0.0,0.0,0.0
1.647046,Adja-Ewe/Mina,richest,149983,1,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.23523,0.0,0.0,0.0,0.0,0.0011998935171000703,0.0
1.647046,Adja-Ewe/Mina,richer,96021,1,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,6.588184,0.0,0.0,0.0,0.0,0.0003428763577974051,-0.0
1.647046,Adja-Ewe/Mina,richest,107462,1,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.23523,0.0,0.0,0.0,0.0,0.0011998935171000703,0.0
1.647046,Stranger,richer,80356,1,agglomération de lomé,0,0,0,0,0,1,0,0,0,1,0,4.0,6.588184,0.0,0.0,0.0,0.0,0.0,-0.00027744494817997937
1.647046,Kabye/Tem,richer,29199,1,agglomération de lomé,0,0,0,1,0,0,0,0,0,1,0,4.0,6.588184,0.0,0.0,0.0011387393813984436,0.0,0.0,-0.0
1.647046,Kabye/Tem,richer,94477,1,agglomération de lomé,0,0,0,1,0,0,0,0,0,1,0,4.0,6.588184,0.0,0.0,0.0011387393813984436,0.0,0.0,-0.0
1.647046,Adja-Ewe/Mina,richest,124828,1,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.23523,0.0,0.0,0.0,0.0,0.0011998935171000703,0.0
1.647046,Adja-Ewe/Mina,richer,58176,1,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,6.588184,0.0,0.0,0.0,0.0,0.0003428763577974051,-0.0
1.647046,Adja-Ewe/Mina,richest,193221,1,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.23523,0.0,0.0,0.0,0.0,0.0011998935171000703,0.0
1.647046,Adja-Ewe/Mina,richest,123639,1,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.23523,0.0,0.0,0.0,0.0,0.0011998935171000703,0.0
1.647046,Adja-Ewe/Mina,richest,270872,1,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.23523,0.0,0.0,0.0,0.0,0.0011998935171000703,0.0
1.751392,Adja-Ewe/Mina,richer,87976,2,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,7.005568,0.0,0.0,0.0,0.0,0.000364598748326102,-0.0
1.751392,Adja-Ewe/Mina,richest,134184,2,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.75696,0.0,0.0,0.0,0.0,0.0012759108772316778,0.0
1.751392,Kabye/Tem,richest,100663,2,agglomération de lomé,0,0,0,1,0,0,0,0,0,0,1,5.0,8.75696,0.0,0.0,0.0024968754644562417,0.0,0.0,0.0
1.751392,Para-Gourma/Akan,richest,100629,2,agglomération de lomé,0,0,0,0,1,0,0,0,0,0,1,5.0,8.75696,0.0065897305434865225,0.0,0.0,0.0,0.0,0.0
1.751392,Adja-Ewe/Mina,richest,299367,2,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.75696,0.0,0.0,0.0,0.0,0.0012759108772316778,0.0
1.751392,Adja-Ewe/Mina,richer,82592,2,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,7.005568,0.0,0.0,0.0,0.0,0.000364598748326102,-0.0
1.751392,Stranger,richest,189421,2,agglomération de lomé,0,0,0,0,0,1,0,0,0,0,1,5.0,8.75696,0.0,0.0,0.0,0.0,0.0,0.008454014574960204
1.751392,Adja-Ewe/Mina,richer,45778,2,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,7.005568,0.0,0.0,0.0,0.0,0.000364598748326102,-0.0
1.751392,Adja-Ewe/Mina,richest,236561,2,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.75696,0.0,0.0,0.0,0.0,0.0012759108772316778,0.0
1.751392,Adja-Ewe/Mina,richest,236561,2,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.75696,0.0,0.0,0.0,0.0,0.0012759108772316778,0.0
1.751392,Adja-Ewe/Mina,richest,104443,2,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.75696,0.0,0.0,0.0,0.0,0.0012759108772316778,0.0
1.751392,Adja-Ewe/Mina,richest,104443,2,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.75696,0.0,0.0,0.0,0.0,0.0012759108772316778,0.0
1.751392,Akposso/Akebou,middle,3226,2,agglomération de lomé,0,1,0,0,0,0,0,0,1,0,0,3.0,5.254176,0.0,-0.0,-0.0,-0.0017432210176420724,-0.0,-0.0
1.751392,Akposso/Akebou,middle,3226,2,agglomération de lomé,0,1,0,0,0,0,0,0,1,0,0,3.0,5.254176,0.0,-0.0,-0.0,-0.0017432210176420724,-0.0,-0.0
1.751392,Adja-Ewe/Mina,richest,295153,2,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.75696,0.0,0.0,0.0,0.0,0.0012759108772316778,0.0
1.751392,Adja-Ewe/Mina,richest,146253,2,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.75696,0.0,0.0,0.0,0.0,0.0012759108772316778,0.0
1.751392,Para-Gourma/Akan,richest,116923,2,agglomération de lomé,0,0,0,0,1,0,0,0,0,0,1,5.0,8.75696,0.0065897305434865225,0.0,0.0,0.0,0.0,0.0
1.751392,Adja-Ewe/Mina,richest,140721,2,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.75696,0.0,0.0,0.0,0.0,0.0012759108772316778,0.0
1.751392,Adja-Ewe/Mina,richest,261631,2,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.75696,0.0,0.0,0.0,0.0,0.0012759108772316778,0.0
1.751392,Adja-Ewe/Mina,richest,113196,2,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.75696,0.0,0.0,0.0,0.0,0.0012759108772316778,0.0
1.751392,Adja-Ewe/Mina,richer,84502,2,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,7.005568,0.0,0.0,0.0,0.0,0.000364598748326102,-0.0
1.751392,Stranger,richest,129506,2,agglomération de lomé,0,0,0,0,0,1,0,0,0,0,1,5.0,8.75696,0.0,0.0,0.0,0.0,0.0,0.008454014574960204
1.751392,Adja-Ewe/Mina,richest,98669,2,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.75696,0.0,0.0,0.0,0.0,0.0012759108772316778,0.0
1.25282,Adja-Ewe/Mina,richer,83997,3,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,5.01128,0.0,0.0,0.0,0.0,0.00026080774828131397,-0.0
1.25282,Adja-Ewe/Mina,middle,-7181,3,agglomération de lomé,1,0,0,0,0,0,0,0,1,0,0,3.0,3.7584600000000004,0.0,-0.0,-0.0,-0.0,-0.00039107947133341746,-0.0
1.25282,Adja-Ewe/Mina,middle,-7181,3,agglomération de lomé,1,0,0,0,0,0,0,0,1,0,0,3.0,3.7584600000000004,0.0,-0.0,-0.0,-0.0,-0.00039107947133341746,-0.0
1.25282,Adja-Ewe/Mina,middle,-9211,3,agglomération de lomé,1,0,0,0,0,0,0,0,1,0,0,3.0,3.7584600000000004,0.0,-0.0,-0.0,-0.0,-0.00039107947133341746,-0.0
1.25282,Kabye/Tem,richest,377405,3,agglomération de lomé,0,0,0,1,0,0,0,0,0,0,1,5.0,6.2641,0.0,0.0,0.0017860853077895005,0.0,0.0,0.0
1.25282,Kabye/Tem,richest,377405,3,agglomération de lomé,0,0,0,1,0,0,0,0,0,0,1,5.0,6.2641,0.0,0.0,0.0017860853077895005,0.0,0.0,0.0
1.25282,Adja-Ewe/Mina,richest,386224,3,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,6.2641,0.0,0.0,0.0,0.0,0.0009126949678960455,0.0
1.25282,Kabye/Tem,richer,77396,3,agglomération de lomé,0,0,0,1,0,0,0,0,0,1,0,4.0,5.01128,0.0,0.0,0.0008661782802687953,0.0,0.0,-0.0
1.25282,Stranger,richest,151486,3,agglomération de lomé,0,0,0,0,0,1,0,0,0,0,1,5.0,6.2641,0.0,0.0,0.0,0.0,0.0,0.006047394609431608
1.25282,Stranger,richest,151486,3,agglomération de lomé,0,0,0,0,0,1,0,0,0,0,1,5.0,6.2641,0.0,0.0,0.0,0.0,0.0,0.006047394609431608
1.25282,Adja-Ewe/Mina,richest,123702,3,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,6.2641,0.0,0.0,0.0,0.0,0.0009126949678960455,0.0
1.25282,Adja-Ewe/Mina,richest,123702,3,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,6.2641,0.0,0.0,0.0,0.0,0.0009126949678960455,0.0
1.25282,Kabye/Tem,richer,50286,3,agglomération de lomé,0,0,0,1,0,0,0,0,0,1,0,4.0,5.01128,0.0,0.0,0.0008661782802687953,0.0,0.0,-0.0
1.25282,Kabye/Tem,richer,50286,3,agglomération de lomé,0,0,0,1,0,0,0,0,0,1,0,4.0,5.01128,0.0,0.0,0.0008661782802687953,0.0,0.0,-0.0
1.25282,Kabye/Tem,richer,50286,3,agglomération de lomé,0,0,0,1,0,0,0,0,0,1,0,4.0,5.01128,0.0,0.0,0.0008661782802687953,0.0,0.0,-0.0
1.25282,Adja-Ewe/Mina,richer,31652,3,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,5.01128,0.0,0.0,0.0,0.0,0.00026080774828131397,-0.0
1.25282,Adja-Ewe/Mina,richest,114433,3,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,6.2641,0.0,0.0,0.0,0.0,0.0009126949678960455,0.0
1.25282,Stranger,richest,101748,3,agglomération de lomé,0,0,0,0,0,1,0,0,0,0,1,5.0,6.2641,0.0,0.0,0.0,0.0,0.0,0.006047394609431608
1.25282,Kabye/Tem,richest,307682,3,agglomération de lomé,0,0,0,1,0,0,0,0,0,0,1,5.0,6.2641,0.0,0.0,0.0017860853077895005,0.0,0.0,0.0
1.25282,Adja-Ewe/Mina,richest,98505,3,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,6.2641,0.0,0.0,0.0,0.0,0.0009126949678960455,0.0
1.25282,Akposso/Akebou,richer,70837,3,agglomération de lomé,0,1,0,0,0,0,0,0,0,1,0,4.0,5.01128,0.0,0.0,0.0,0.005675697692100677,0.0,-0.0
1.25282,Adja-Ewe/Mina,richest,113046,3,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,6.2641,0.0,0.0,0.0,0.0,0.0009126949678960455,0.0
1.25282,Adja-Ewe/Mina,richer,85918,3,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,5.01128,0.0,0.0,0.0,0.0,0.00026080774828131397,-0.0
1.25282,Adja-Ewe/Mina,richest,117002,3,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,6.2641,0.0,0.0,0.0,0.0,0.0009126949678960455,0.0
1.25282,Akposso/Akebou,richer,89928,3,agglomération de lomé,0,1,0,0,0,0,0,0,0,1,0,4.0,5.01128,0.0,0.0,0.0,0.005675697692100677,0.0,-0.0
1.25282,Adja-Ewe/Mina,richest,156458,3,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,6.2641,0.0,0.0,0.0,0.0,0.0009126949678960455,0.0
1.25282,Kabye/Tem,richest,290163,3,agglomération de lomé,0,0,0,1,0,0,0,0,0,0,1,5.0,6.2641,0.0,0.0,0.0017860853077895005,0.0,0.0,0.0
1.25282,Kabye/Tem,richer,40118,3,agglomération de lomé,0,0,0,1,0,0,0,0,0,1,0,4.0,5.01128,0.0,0.0,0.0008661782802687953,0.0,0.0,-0.0
1.566131,Adja-Ewe/Mina,richer,77704,4,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,6.264524,0.0,0.0,0.0,0.0,0.0003260317520661887,-0.0
1.566131,Adja-Ewe/Mina,richer,55614,4,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,6.264524,0.0,0.0,0.0,0.0,0.0003260317520661887,-0.0
1.566131,Adja-Ewe/Mina,richer,55614,4,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,6.264524,0.0,0.0,0.0,0.0,0.0003260317520661887,-0.0
1.566131,Adja-Ewe/Mina,richest,129606,4,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,7.830655,0.0,0.0,0.0,0.0,0.001140945932189781,0.0
1.566131,Adja-Ewe/Mina,richest,105263,4,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,7.830655,0.0,0.0,0.0,0.0,0.001140945932189781,0.0
1.566131,Kabye/Tem,richest,141509,4,agglomération de lomé,0,0,0,1,0,0,0,0,0,0,1,5.0,7.830655,0.0,0.0,0.002232757753846265,0.0,0.0,0.0
1.566131,Kabye/Tem,richest,141509,4,agglomération de lomé,0,0,0,1,0,0,0,0,0,0,1,5.0,7.830655,0.0,0.0,0.002232757753846265,0.0,0.0,0.0
1.566131,Adja-Ewe/Mina,richer,50731,4,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,6.264524,0.0,0.0,0.0,0.0,0.0003260317520661887,-0.0
1.566131,Kabye/Tem,richest,157170,4,agglomération de lomé,0,0,0,1,0,0,0,0,0,0,1,5.0,7.830655,0.0,0.0,0.002232757753846265,0.0,0.0,0.0
1.566131,Adja-Ewe/Mina,richest,103206,4,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,7.830655,0.0,0.0,0.0,0.0,0.001140945932189781,0.0
1.566131,Adja-Ewe/Mina,richer,81107,4,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,6.264524,0.0,0.0,0.0,0.0,0.0003260317520661887,-0.0
1.566131,Adja-Ewe/Mina,richer,30097,4,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,6.264524,0.0,0.0,0.0,0.0,0.0003260317520661887,-0.0
1.566131,Adja-Ewe/Mina,richest,142239,4,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,7.830655,0.0,0.0,0.0,0.0,0.001140945932189781,0.0
1.566131,Adja-Ewe/Mina,richest,122869,4,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,7.830655,0.0,0.0,0.0,0.0,0.001140945932189781,0.0
1.566131,Adja-Ewe/Mina,richest,149208,4,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,7.830655,0.0,0.0,0.0,0.0,0.001140945932189781,0.0
1.566131,Adja-Ewe/Mina,richest,149544,4,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,7.830655,0.0,0.0,0.0,0.0,0.001140945932189781,0.0
1.566131,Adja-Ewe/Mina,richest,113733,4,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,7.830655,0.0,0.0,0.0,0.0,0.001140945932189781,0.0
1.566131,Kabye/Tem,richer,70672,4,agglomération de lomé,0,0,0,1,0,0,0,0,0,1,0,4.0,6.264524,0.0,0.0,0.0010827961369196282,0.0,0.0,-0.0
1.566131,Adja-Ewe/Mina,richer,70672,4,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,6.264524,0.0,0.0,0.0,0.0,0.0003260317520661887,-0.0
1.566131,Adja-Ewe/Mina,richer,70672,4,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,6.264524,0.0,0.0,0.0,0.0,0.0003260317520661887,-0.0
1.566131,Adja-Ewe/Mina,richer,63688,4,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,6.264524,0.0,0.0,0.0,0.0,0.0003260317520661887,-0.0
1.566131,Adja-Ewe/Mina,richer,14239,4,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,6.264524,0.0,0.0,0.0,0.0,0.0003260317520661887,-0.0
1.566131,Kabye/Tem,richer,14239,4,agglomération de lomé,0,0,0,1,0,0,0,0,0,1,0,4.0,6.264524,0.0,0.0,0.0010827961369196282,0.0,0.0,-0.0
1.566131,Adja-Ewe/Mina,richest,198155,4,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,7.830655,0.0,0.0,0.0,0.0,0.001140945932189781,0.0
1.566131,Adja-Ewe/Mina,richest,289275,4,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,7.830655,0.0,0.0,0.0,0.0,0.001140945932189781,0.0
1.566131,Stranger,richest,289275,4,agglomération de lomé,0,0,0,0,0,1,0,0,0,0,1,5.0,7.830655,0.0,0.0,0.0,0.0,0.0,0.007559754926536718
1.566131,Adja-Ewe/Mina,richest,137018,4,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,7.830655,0.0,0.0,0.0,0.0,0.001140945932189781,0.0
1.626928,Akposso/Akebou,richest,315080,5,agglomération de lomé,0,1,0,0,0,0,0,0,0,0,1,5.0,8.13464,0.0,0.0,0.0,0.01636040424027231,0.0,0.0
1.626928,Kabye/Tem,richest,315080,5,agglomération de lomé,0,0,0,1,0,0,0,0,0,0,1,5.0,8.13464,0.0,0.0,0.0023194331169931483,0.0,0.0,0.0
1.626928,Kabye/Tem,richest,315080,5,agglomération de lomé,0,0,0,1,0,0,0,0,0,0,1,5.0,8.13464,0.0,0.0,0.0023194331169931483,0.0,0.0,0.0
1.626928,Adja-Ewe/Mina,richest,144991,5,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.13464,0.0,0.0,0.0,0.0,0.0011852373036263608,0.0
1.626928,Kabye/Tem,richest,110232,5,agglomération de lomé,0,0,0,1,0,0,0,0,0,0,1,5.0,8.13464,0.0,0.0,0.0023194331169931483,0.0,0.0,0.0
1.626928,Kabye/Tem,richest,110232,5,agglomération de lomé,0,0,0,1,0,0,0,0,0,0,1,5.0,8.13464,0.0,0.0,0.0023194331169931483,0.0,0.0,0.0
1.626928,Adja-Ewe/Mina,richest,169324,5,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.13464,0.0,0.0,0.0,0.0,0.0011852373036263608,0.0
1.626928,Para-Gourma/Akan,richer,96419,5,agglomération de lomé,0,0,0,0,1,0,0,0,0,1,0,4.0,6.507712,0.0037946235170481304,0.0,0.0,0.0,0.0,-0.0
1.626928,Para-Gourma/Akan,richer,96419,5,agglomération de lomé,0,0,0,0,1,0,0,0,0,1,0,4.0,6.507712,0.0037946235170481304,0.0,0.0,0.0,0.0,-0.0
1.626928,Adja-Ewe/Mina,richest,128288,5,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.13464,0.0,0.0,0.0,0.0,0.0011852373036263608,0.0
1.626928,Para-Gourma/Akan,richer,50311,5,agglomération de lomé,0,0,0,0,1,0,0,0,0,1,0,4.0,6.507712,0.0037946235170481304,0.0,0.0,0.0,0.0,-0.0
1.626928,Para-Gourma/Akan,richer,87599,5,agglomération de lomé,0,0,0,0,1,0,0,0,0,1,0,4.0,6.507712,0.0037946235170481304,0.0,0.0,0.0,0.0,-0.0
1.626928,Adja-Ewe/Mina,richest,119025,5,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.13464,0.0,0.0,0.0,0.0,0.0011852373036263608,0.0
1.626928,Stranger,richest,289930,5,agglomération de lomé,0,0,0,0,0,1,0,0,0,0,1,5.0,8.13464,0.0,0.0,0.0,0.0,0.0,0.00785322362121721
1.626928,Stranger,richest,289930,5,agglomération de lomé,0,0,0,0,0,1,0,0,0,0,1,5.0,8.13464,0.0,0.0,0.0,0.0,0.0,0.00785322362121721
1.626928,Adja-Ewe/Mina,richest,283399,5,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.13464,0.0,0.0,0.0,0.0,0.0011852373036263608,0.0
1.626928,Kabye/Tem,richer,66827,5,agglomération de lomé,0,0,0,1,0,0,0,0,0,1,0,4.0,6.507712,0.0,0.0,0.00112483014093098,0.0,0.0,-0.0
1.626928,Kabye/Tem,richer,76890,5,agglomération de lomé,0,0,0,1,0,0,0,0,0,1,0,4.0,6.507712,0.0,0.0,0.00112483014093098,0.0,0.0,-0.0
1.626928,Adja-Ewe/Mina,richer,33020,5,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,6.507712,0.0,0.0,0.0,0.0,0.0003386882619177707,-0.0
1.626928,Para-Gourma/Akan,richer,96304,5,agglomération de lomé,0,0,0,0,1,0,0,0,0,1,0,4.0,6.507712,0.0037946235170481304,0.0,0.0,0.0,0.0,-0.0
1.626928,Adja-Ewe/Mina,middle,-6572,5,agglomération de lomé,1,0,0,0,0,0,0,0,1,0,0,3.0,4.880784,0.0,-0.0,-0.0,-0.0,-0.0005078607797908193,-0.0
1.626928,Adja-Ewe/Mina,richest,143654,5,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.13464,0.0,0.0,0.0,0.0,0.0011852373036263608,0.0
1.626928,Adja-Ewe/Mina,richer,89865,5,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,6.507712,0.0,0.0,0.0,0.0,0.0003386882619177707,-0.0
1.626928,Kabye/Tem,richer,95934,5,agglomération de lomé,0,0,0,1,0,0,0,0,0,1,0,4.0,6.507712,0.0,0.0,0.00112483014093098,0.0,0.0,-0.0
1.626928,Adja-Ewe/Mina,richest,227660,5,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.13464,0.0,0.0,0.0,0.0,0.0011852373036263608,0.0
1.626928,Adja-Ewe/Mina,richest,132693,5,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.13464,0.0,0.0,0.0,0.0,0.0011852373036263608,0.0
1.626928,Adja-Ewe/Mina,richest,191721,5,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,8.13464,0.0,0.0,0.0,0.0,0.0011852373036263608,0.0
1.626928,Adja-Ewe/Mina,middle,-6873,5,agglomération de lomé,1,0,0,0,0,0,0,0,1,0,0,3.0,4.880784,0.0,-0.0,-0.0,-0.0,-0.0005078607797908193,-0.0
1.626928,Kabye/Tem,richer,63217,5,agglomération de lomé,0,0,0,1,0,0,0,0,0,1,0,4.0,6.507712,0.0,0.0,0.00112483014093098,0.0,0.0,-0.0
1.626928,Adja-Ewe/Mina,richer,63217,5,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,6.507712,0.0,0.0,0.0,0.0,0.0003386882619177707,-0.0
2.016615,Adja-Ewe/Mina,richer,26699,6,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,8.06646,0.0,0.0,0.0,0.0,0.0004198119580628677,-0.0
2.016615,Adja-Ewe/Mina,richest,118136,6,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,10.083075,0.0,0.0,0.0,0.0,0.0014691291348187955,0.0
2.016615,Stranger,richest,112365,6,agglomération de lomé,0,0,0,0,0,1,0,0,0,0,1,5.0,10.083075,0.0,0.0,0.0,0.0,0.0,0.009734252869764945
2.016615,Adja-Ewe/Mina,richest,112365,6,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,10.083075,0.0,0.0,0.0,0.0,0.0014691291348187955,0.0
2.016615,Adja-Ewe/Mina,richer,45004,6,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,8.06646,0.0,0.0,0.0,0.0,0.0004198119580628677,-0.0
2.016615,Adja-Ewe/Mina,richer,79642,6,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,8.06646,0.0,0.0,0.0,0.0,0.0004198119580628677,-0.0
2.016615,Adja-Ewe/Mina,richest,202308,6,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,10.083075,0.0,0.0,0.0,0.0,0.0014691291348187955,0.0
2.016615,Adja-Ewe/Mina,richer,78267,6,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,8.06646,0.0,0.0,0.0,0.0,0.0004198119580628677,-0.0
2.016615,Adja-Ewe/Mina,richer,72862,6,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,8.06646,0.0,0.0,0.0,0.0,0.0004198119580628677,-0.0
2.016615,Adja-Ewe/Mina,richest,126316,6,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,10.083075,0.0,0.0,0.0,0.0,0.0014691291348187955,0.0
2.016615,Adja-Ewe/Mina,richest,280413,6,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,10.083075,0.0,0.0,0.0,0.0,0.0014691291348187955,0.0
2.016615,Adja-Ewe/Mina,middle,6272,6,agglomération de lomé,1,0,0,0,0,0,0,0,1,0,0,3.0,6.0498449999999995,0.0,-0.0,-0.0,-0.0,-0.0006295052186930601,-0.0
2.016615,Adja-Ewe/Mina,richer,79074,6,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,8.06646,0.0,0.0,0.0,0.0,0.0004198119580628677,-0.0
2.016615,Adja-Ewe/Mina,richer,79074,6,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,8.06646,0.0,0.0,0.0,0.0,0.0004198119580628677,-0.0
2.016615,Adja-Ewe/Mina,richest,113041,6,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,10.083075,0.0,0.0,0.0,0.0,0.0014691291348187955,0.0
2.016615,Adja-Ewe/Mina,richest,113041,6,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,10.083075,0.0,0.0,0.0,0.0,0.0014691291348187955,0.0
2.016615,Adja-Ewe/Mina,richest,150699,6,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,10.083075,0.0,0.0,0.0,0.0,0.0014691291348187955,0.0
2.016615,Adja-Ewe/Mina,richest,124875,6,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,10.083075,0.0,0.0,0.0,0.0,0.0014691291348187955,0.0
2.016615,Stranger,richer,56218,6,agglomération de lomé,0,0,0,0,0,1,0,0,0,1,0,4.0,8.06646,0.0,0.0,0.0,0.0,0.0,-0.0003396988573324419
2.016615,Adja-Ewe/Mina,richer,56218,6,agglomération de lomé,1,0,0,0,0,0,0,0,0,1,0,4.0,8.06646,0.0,0.0,0.0,0.0,0.0004198119580628677,-0.0
2.016615,Adja-Ewe/Mina,richest,222440,6,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,10.083075,0.0,0.0,0.0,0.0,0.0014691291348187955,0.0
2.016615,Adja-Ewe/Mina,richest,144620,6,agglomération de lomé,1,0,0,0,0,0,0,0,0,0,1,5.0,10.083075,0.0,0.0,0.0,0.0,0.0014691291348187955,0.0
