sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Etrangers(Non Congolais),ethnicity_Kongo,ethnicity_Mbetis,ethnicity_Mbosi,ethnicity_Sangha-Likouala,ethnicity_Tekes,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2,IF_3,IF_4,IF_5
0.34491409677019086,Kongo,poorer,-0.38196958126014524,4.0,2.0,0,1,0,0,0,0,0,1,0,0,0,2.0,0.6898281935403817,-0.0,-0.0,-0.0,-6.876238320595803e-05,-0.0,-0.0
0.34491409677019086,Kongo,poorer,-0.38196958126014524,4.0,2.0,0,1,0,0,0,0,0,1,0,0,0,2.0,0.6898281935403817,-0.0,-0.0,-0.0,-6.876238320595803e-05,-0.0,-0.0
0.118680733732315,Kongo,poorest,-0.6878754079987577,5.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.118680733732315,-0.0,-0.0,-0.0,-4.2901967529437496e-05,-0.0,-0.0
0.118680733732315,Kongo,poorer,0.1977532004934487,5.0,2.0,0,1,0,0,0,0,0,1,0,0,0,2.0,0.23736146746463,-0.0,-0.0,-0.0,-2.3660297356599685e-05,-0.0,-0.0
0.118680733732315,Kongo,poorest,-1.0018301462426293,5.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.118680733732315,-0.0,-0.0,-0.0,-4.2901967529437496e-05,-0.0,-0.0
0.118680733732315,Kongo,poorest,-0.7929271060419738,5.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.118680733732315,-0.0,-0.0,-0.0,-4.2901967529437496e-05,-0.0,-0.0
0.118680733732315,Kongo,poorer,0.4611462195665448,5.0,2.0,0,1,0,0,0,0,0,1,0,0,0,2.0,0.23736146746463,-0.0,-0.0,-0.0,-2.3660297356599685e-05,-0.0,-0.0
0.118680733732315,Kongo,poorer,-0.37100843682304574,5.0,2.0,0,1,0,0,0,0,0,1,0,0,0,2.0,0.23736146746463,-0.0,-0.0,-0.0,-2.3660297356599685e-05,-0.0,-0.0
0.118680733732315,Kongo,poorest,-0.8065678391099351,5.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.118680733732315,-0.0,-0.0,-0.0,-4.2901967529437496e-05,-0.0,-0.0
0.118680733732315,Kongo,poorer,-0.0798381852479721,5.0,2.0,0,1,0,0,0,0,0,1,0,0,0,2.0,0.23736146746463,-0.0,-0.0,-0.0,-2.3660297356599685e-05,-0.0,-0.0
0.118680733732315,Kongo,poorer,0.4287930374037503,5.0,2.0,0,1,0,0,0,0,0,1,0,0,0,2.0,0.23736146746463,-0.0,-0.0,-0.0,-2.3660297356599685e-05,-0.0,-0.0
0.118680733732315,Kongo,poorer,0.17547837562216617,5.0,2.0,0,1,0,0,0,0,0,1,0,0,0,2.0,0.23736146746463,-0.0,-0.0,-0.0,-2.3660297356599685e-05,-0.0,-0.0
0.118680733732315,Tekes,poorer,-0.33612411729299496,5.0,2.0,0,0,0,0,0,1,0,1,0,0,0,2.0,0.23736146746463,-0.0,-0.0,-7.989052459907102e-05,-0.0,-0.0,-0.0
0.118680733732315,Kongo,middle,0.7532371394878941,5.0,2.0,0,1,0,0,0,0,0,0,1,0,0,3.0,0.35604220119694496,0.0,0.0,-0.0,-4.418627183761874e-06,-0.0,-0.0
0.118680733732315,Kongo,poorest,-0.5866718221099809,5.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.118680733732315,-0.0,-0.0,-0.0,-4.2901967529437496e-05,-0.0,-0.0
0.118680733732315,Kongo,poorest,-0.6503278695706003,5.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.118680733732315,-0.0,-0.0,-0.0,-4.2901967529437496e-05,-0.0,-0.0
0.118680733732315,Kongo,poorer,-0.1899229502762187,5.0,2.0,0,1,0,0,0,0,0,1,0,0,0,2.0,0.23736146746463,-0.0,-0.0,-0.0,-2.3660297356599685e-05,-0.0,-0.0
0.118680733732315,Kongo,poorer,0.007257618426983359,5.0,2.0,0,1,0,0,0,0,0,1,0,0,0,2.0,0.23736146746463,-0.0,-0.0,-0.0,-2.3660297356599685e-05,-0.0,-0.0
0.1584049925907543,Kongo,poorest,-0.7360712324341065,6.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.1584049925907543,-0.0,-0.0,-0.0,-5.7261912990506804e-05,-0.0,-0.0
0.1584049925907543,Kongo,poorest,-0.7360712324341065,6.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.1584049925907543,-0.0,-0.0,-0.0,-5.7261912990506804e-05,-0.0,-0.0
0.1584049925907543,Kongo,poorest,-0.5427861324357051,6.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.1584049925907543,-0.0,-0.0,-0.0,-5.7261912990506804e-05,-0.0,-0.0
0.1584049925907543,Kongo,poorest,-0.5427861324357051,6.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.1584049925907543,-0.0,-0.0,-0.0,-5.7261912990506804e-05,-0.0,-0.0
0.1584049925907543,Kongo,poorer,-0.1921921453619862,6.0,2.0,0,1,0,0,0,0,0,1,0,0,0,2.0,0.3168099851815086,-0.0,-0.0,-0.0,-3.1579761176069614e-05,-0.0,-0.0
0.1584049925907543,Kongo,poorer,0.29948896656792723,6.0,2.0,0,1,0,0,0,0,0,1,0,0,0,2.0,0.3168099851815086,-0.0,-0.0,-0.0,-3.1579761176069614e-05,-0.0,-0.0
