sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Amerindian,ethnicity_Black,ethnicity_East Indian,ethnicity_Mixed Race,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2,IF_3
0.433089,Mixed Race,poorer,0.09251373495532556,56.0,2.0,0,0,0,1,0,1,0,0,0,2.0,0.866178,0.0,-0.00042643102165064873,-0.0,-0.0
0.433089,Mixed Race,poorer,0.22731906382145461,56.0,2.0,0,0,0,1,0,1,0,0,0,2.0,0.866178,0.0,-0.00042643102165064873,-0.0,-0.0
0.433089,Black,poorer,-0.07795425231057002,56.0,2.0,0,1,0,0,0,1,0,0,0,2.0,0.866178,0.0,-0.0,-0.0,-0.0003394433444766539
0.671007,Mixed Race,richest,1.167790339968899,56.0,2.0,0,0,0,1,0,0,0,0,1,5.0,3.355035,0.0,0.0011803804077111994,0.0,0.0
0.671007,Black,middle,0.6053987015466655,56.0,2.0,0,1,0,0,0,0,1,0,0,3.0,2.013021,0.0,-0.0,-0.0,-0.00014891023203788992
0.671007,East Indian,richest,0.9860841480050884,56.0,2.0,0,0,1,0,0,0,0,0,1,5.0,3.355035,0.0,0.0,0.0004643203450626667,0.0
1.406168,East Indian,middle,0.4515999677255865,57.0,2.0,0,0,1,0,0,0,1,0,0,3.0,4.218504,0.0,-0.0,-0.00012035719637184024,-0.0
1.406168,Amerindian,poorest,-1.5758187792597609,57.0,2.0,1,0,0,0,1,0,0,0,0,1.0,1.406168,-0.0010741830828395916,-0.0,-0.0,-0.0
1.406168,Mixed Race,poorest,-0.9941008617344242,57.0,2.0,0,0,0,1,1,0,0,0,0,1.0,1.406168,-0.0,-0.0026706059557322723,-0.0,-0.0
1.406168,Amerindian,poorest,-1.1763879125565608,57.0,2.0,1,0,0,0,1,0,0,0,0,1.0,1.406168,-0.0010741830828395916,-0.0,-0.0,-0.0
1.406168,Mixed Race,poorer,0.14413170781132467,57.0,2.0,0,0,0,1,0,1,0,0,0,2.0,2.812336,0.0,-0.001384550650911128,-0.0,-0.0
1.649117,Mixed Race,poorest,-0.4304160201032835,57.0,2.0,0,0,0,1,1,0,0,0,0,1.0,1.649117,-0.0,-0.003132016716280941,-0.0,-0.0
1.649117,Mixed Race,poorest,-0.7304301043394517,57.0,2.0,0,0,0,1,1,0,0,0,0,1.0,1.649117,-0.0,-0.003132016716280941,-0.0,-0.0
1.649117,East Indian,middle,0.5278740580983204,57.0,2.0,0,0,1,0,0,0,1,0,0,3.0,4.947350999999999,0.0,-0.0,-0.00014115176750512033,-0.0
1.649117,East Indian,middle,0.5278740580983204,57.0,2.0,0,0,1,0,0,0,1,0,0,3.0,4.947350999999999,0.0,-0.0,-0.00014115176750512033,-0.0
1.649117,Amerindian,poorest,-1.2807549606058695,57.0,2.0,1,0,0,0,1,0,0,0,0,1.0,1.649117,-0.001259773784514495,-0.0,-0.0,-0.0
1.649117,Mixed Race,poorest,-1.548958461899869,57.0,2.0,0,0,0,1,1,0,0,0,0,1.0,1.649117,-0.0,-0.003132016716280941,-0.0,-0.0
1.649117,Mixed Race,poorest,-0.922808854100114,57.0,2.0,0,0,0,1,1,0,0,0,0,1.0,1.649117,-0.0,-0.003132016716280941,-0.0,-0.0
0.946608,Amerindian,poorest,-1.20931648976773,58.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.946608,-0.0007231214902348937,-0.0,-0.0,-0.0
0.946608,Amerindian,poorest,-1.20931648976773,58.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.946608,-0.0007231214902348937,-0.0,-0.0,-0.0
0.946608,Amerindian,poorest,-1.3743302935265254,58.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.946608,-0.0007231214902348937,-0.0,-0.0,-0.0
0.946608,Mixed Race,poorest,-0.9689750985707015,58.0,2.0,0,0,0,1,1,0,0,0,0,1.0,0.946608,-0.0,-0.0017978057831950483,-0.0,-0.0
0.946608,Mixed Race,poorest,-0.9689750985707015,58.0,2.0,0,0,0,1,1,0,0,0,0,1.0,0.946608,-0.0,-0.0017978057831950483,-0.0,-0.0
0.946608,Amerindian,poorest,-1.3613551711823701,58.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.946608,-0.0007231214902348937,-0.0,-0.0,-0.0
0.946608,Amerindian,poorest,-1.3613551711823701,58.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.946608,-0.0007231214902348937,-0.0,-0.0,-0.0
0.946608,Mixed Race,poorest,-0.9882308382488851,58.0,2.0,0,0,0,1,1,0,0,0,0,1.0,0.946608,-0.0,-0.0017978057831950483,-0.0,-0.0
0.946608,Mixed Race,poorest,-0.9882308382488851,58.0,2.0,0,0,0,1,1,0,0,0,0,1.0,0.946608,-0.0,-0.0017978057831950483,-0.0,-0.0
0.946608,Mixed Race,poorest,-1.258040955324554,58.0,2.0,0,0,0,1,1,0,0,0,0,1.0,0.946608,-0.0,-0.0017978057831950483,-0.0,-0.0
0.946608,Mixed Race,poorest,-0.2810263067359339,58.0,2.0,0,0,0,1,1,0,0,0,0,1.0,0.946608,-0.0,-0.0017978057831950483,-0.0,-0.0
0.566162,Mixed Race,poorest,-1.1448861392111553,58.0,2.0,0,0,0,1,1,0,0,0,0,1.0,0.566162,-0.0,-0.0010752595771695095,-0.0,-0.0
0.566162,Mixed Race,poorest,-0.6091230237658034,58.0,2.0,0,0,0,1,1,0,0,0,0,1.0,0.566162,-0.0,-0.0010752595771695095,-0.0,-0.0
0.566162,Mixed Race,poorest,-0.6087070356683163,58.0,2.0,0,0,0,1,1,0,0,0,0,1.0,0.566162,-0.0,-0.0010752595771695095,-0.0,-0.0
0.566162,Mixed Race,poorest,-1.2828297780625804,58.0,2.0,0,0,0,1,1,0,0,0,0,1.0,0.566162,-0.0,-0.0010752595771695095,-0.0,-0.0
0.566162,Black,poorest,-0.9391326139755705,58.0,2.0,0,1,0,0,1,0,0,0,0,1.0,0.566162,-0.0,-0.0,-0.0,-0.0007618416902640104
0.566162,Black,poorest,-0.9391326139755705,58.0,2.0,0,1,0,0,1,0,0,0,0,1.0,0.566162,-0.0,-0.0,-0.0,-0.0007618416902640104
0.566162,Mixed Race,poorer,0.3380525533004921,58.0,2.0,0,0,0,1,0,1,0,0,0,2.0,1.132324,0.0,-0.0005574582593410929,-0.0,-0.0
0.479615,Mixed Race,poorest,-1.3135525621139221,59.0,2.0,0,0,0,1,1,0,0,0,0,1.0,0.479615,-0.0,-0.000910888795263819,-0.0,-0.0
0.479615,Mixed Race,poorest,-0.9999548729433712,59.0,2.0,0,0,0,1,1,0,0,0,0,1.0,0.479615,-0.0,-0.000910888795263819,-0.0,-0.0
0.479615,Black,poorest,-1.3531557344584348,59.0,2.0,0,1,0,0,1,0,0,0,0,1.0,0.479615,-0.0,-0.0,-0.0,-0.0006453818911830417
0.479615,Black,poorest,-1.3531557344584348,59.0,2.0,0,1,0,0,1,0,0,0,0,1.0,0.479615,-0.0,-0.0,-0.0,-0.0006453818911830417
0.479615,Black,poorest,-1.3531557344584348,59.0,2.0,0,1,0,0,1,0,0,0,0,1.0,0.479615,-0.0,-0.0,-0.0,-0.0006453818911830417
0.479615,Amerindian,poorest,-1.7132358787080888,59.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.479615,-0.0003663817689466057,-0.0,-0.0,-0.0
0.479615,Amerindian,poorest,-1.7132358787080888,59.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.479615,-0.0003663817689466057,-0.0,-0.0,-0.0
0.479615,Mixed Race,poorest,-1.611893391423497,59.0,2.0,0,0,0,1,1,0,0,0,0,1.0,0.479615,-0.0,-0.000910888795263819,-0.0,-0.0
0.479615,Black,poorer,0.0862712172835795,59.0,2.0,0,1,0,0,0,1,0,0,0,2.0,0.95923,0.0,-0.0,-0.0,-0.0003759091541488479
0.479615,Amerindian,poorest,-0.9507501381719414,59.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.479615,-0.0003663817689466057,-0.0,-0.0,-0.0
0.479615,Amerindian,poorest,-0.9507501381719414,59.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.479615,-0.0003663817689466057,-0.0,-0.0,-0.0
0.479615,Amerindian,poorest,-0.9507501381719414,59.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.479615,-0.0003663817689466057,-0.0,-0.0,-0.0
0.583273,Black,poorest,-1.2676010873839412,59.0,2.0,0,1,0,0,1,0,0,0,0,1.0,0.583273,-0.0,-0.0,-0.0,-0.0007848666780980711
0.583273,Black,poorest,-1.2676010873839412,59.0,2.0,0,1,0,0,1,0,0,0,0,1.0,0.583273,-0.0,-0.0,-0.0,-0.0007848666780980711
0.583273,Black,poorest,-0.25478052696499953,59.0,2.0,0,1,0,0,1,0,0,0,0,1.0,0.583273,-0.0,-0.0,-0.0,-0.0007848666780980711
0.583273,Black,poorest,-1.0582673799808238,59.0,2.0,0,1,0,0,1,0,0,0,0,1.0,0.583273,-0.0,-0.0,-0.0,-0.0007848666780980711
0.583273,Mixed Race,poorest,-0.9394707135786611,59.0,2.0,0,0,0,1,1,0,0,0,0,1.0,0.583273,-0.0,-0.0011077569306212557,-0.0,-0.0
0.516519,Amerindian,poorest,-1.6224644240787247,60.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.516519,-0.000394573032358312,-0.0,-0.0,-0.0
0.808894,East Indian,poorest,-0.44647124658796955,60.0,2.0,0,0,1,0,1,0,0,0,0,1.0,0.808894,-0.0,-0.0,-0.0006982050040314095,-0.0
0.808894,Amerindian,poorest,-1.0054958400349614,60.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.808894,-0.0006179206542962494,-0.0,-0.0,-0.0
0.808894,Amerindian,poorest,-1.0054958400349614,60.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.808894,-0.0006179206542962494,-0.0,-0.0,-0.0
0.808894,Amerindian,poorest,-1.1911177961278119,60.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.808894,-0.0006179206542962494,-0.0,-0.0,-0.0
0.808894,Mixed Race,poorest,-0.6776229244605585,60.0,2.0,0,0,0,1,1,0,0,0,0,1.0,0.808894,-0.0,-0.0015362582095141554,-0.0,-0.0
0.164027,Amerindian,poorest,-0.9038808917605579,61.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.164027,-0.0001253015489820062,-0.0,-0.0,-0.0
0.164027,Amerindian,poorest,-0.9038808917605579,61.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.164027,-0.0001253015489820062,-0.0,-0.0,-0.0
0.164027,Amerindian,poorest,-0.9680622695287004,61.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.164027,-0.0001253015489820062,-0.0,-0.0,-0.0
0.164027,Mixed Race,poorest,-1.3418003766764715,61.0,2.0,0,0,0,1,1,0,0,0,0,1.0,0.164027,-0.0,-0.00031152144203316917,-0.0,-0.0
0.164027,East Indian,poorest,-1.4993442354236795,61.0,2.0,0,0,1,0,1,0,0,0,0,1.0,0.164027,-0.0,-0.0,-0.0001415815572822397,-0.0
0.164027,East Indian,poorest,-1.2181115107392624,61.0,2.0,0,0,1,0,1,0,0,0,0,1.0,0.164027,-0.0,-0.0,-0.0001415815572822397,-0.0
0.319655,East Indian,poorest,-0.5949818904700583,61.0,2.0,0,0,1,0,1,0,0,0,0,1.0,0.319655,-0.0,-0.0,-0.0002759134331119531,-0.0
0.319655,Mixed Race,poorest,-1.414324790910568,61.0,2.0,0,0,0,1,1,0,0,0,0,1.0,0.319655,-0.0,-0.000607091433441523,-0.0,-0.0
0.319655,Amerindian,poorest,-1.2197258293879045,61.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.319655,-0.00024418703408489575,-0.0,-0.0,-0.0
0.723076,Amerindian,poorest,-1.2251866959546567,62.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.723076,-0.0005523635915532998,-0.0,-0.0,-0.0
0.723076,Amerindian,poorest,-0.547955925256585,62.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.723076,-0.0005523635915532998,-0.0,-0.0,-0.0
0.723076,Amerindian,poorest,-1.6722285700356359,62.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.723076,-0.0005523635915532998,-0.0,-0.0,-0.0
0.723076,Black,poorest,-1.6756420823137266,62.0,2.0,0,1,0,0,1,0,0,0,0,1.0,0.723076,-0.0,-0.0,-0.0,-0.000972989077383045
0.723076,Amerindian,poorest,-1.577864381151599,62.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.723076,-0.0005523635915532998,-0.0,-0.0,-0.0
0.541724,Amerindian,poorest,-0.5701795018238242,62.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.541724,-0.0004138273352602213,-0.0,-0.0,-0.0
0.541724,Amerindian,poorest,-0.5701795018238242,62.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.541724,-0.0004138273352602213,-0.0,-0.0,-0.0
0.541724,Amerindian,poorest,-1.0998109042490964,62.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.541724,-0.0004138273352602213,-0.0,-0.0,-0.0
0.541724,Amerindian,poorest,-0.6025013913731823,62.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.541724,-0.0004138273352602213,-0.0,-0.0,-0.0
0.541724,Amerindian,poorest,-1.496563287229917,62.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.541724,-0.0004138273352602213,-0.0,-0.0,-0.0
0.541724,Amerindian,poorest,-1.496563287229917,62.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.541724,-0.0004138273352602213,-0.0,-0.0,-0.0
0.786045,Amerindian,poorest,-1.682490096863831,63.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.786045,-0.000600466118807032,-0.0,-0.0,-0.0
0.786045,Amerindian,poorest,-1.8975163465713838,63.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.786045,-0.000600466118807032,-0.0,-0.0,-0.0
0.786045,Amerindian,poorest,-1.805511529858005,63.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.786045,-0.000600466118807032,-0.0,-0.0,-0.0
0.786045,Amerindian,poorest,-1.6113402200182867,63.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.786045,-0.000600466118807032,-0.0,-0.0,-0.0
0.786045,Amerindian,poorest,-1.7624732502902807,63.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.786045,-0.000600466118807032,-0.0,-0.0,-0.0
0.786045,Amerindian,poorest,-1.3688559868614425,63.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.786045,-0.000600466118807032,-0.0,-0.0,-0.0
0.786045,Amerindian,poorest,-1.440115273206914,63.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.786045,-0.000600466118807032,-0.0,-0.0,-0.0
0.786045,Amerindian,poorest,-1.804290859716058,63.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.786045,-0.000600466118807032,-0.0,-0.0,-0.0
0.316808,Amerindian,poorest,-1.8767175471944786,63.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.316808,-0.0002420121878098814,-0.0,-0.0,-0.0
0.316808,Amerindian,poorest,-1.8767175471944786,63.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.316808,-0.0002420121878098814,-0.0,-0.0,-0.0
0.316808,Amerindian,poorest,-1.1616700684297003,63.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.316808,-0.0002420121878098814,-0.0,-0.0,-0.0
0.316808,Amerindian,poorest,-1.7112333998462061,63.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.316808,-0.0002420121878098814,-0.0,-0.0,-0.0
0.316808,Mixed Race,poorest,-1.4706324406296678,63.0,2.0,0,0,0,1,1,0,0,0,0,1.0,0.316808,-0.0,-0.0006016843873730805,-0.0,-0.0
0.316808,Amerindian,poorest,-0.9440045840576134,63.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.316808,-0.0002420121878098814,-0.0,-0.0,-0.0
0.316808,Amerindian,poorest,-1.8878624840907625,63.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.316808,-0.0002420121878098814,-0.0,-0.0,-0.0
0.316808,Amerindian,poorest,-1.7429774412090195,63.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.316808,-0.0002420121878098814,-0.0,-0.0,-0.0
0.530139,Mixed Race,poorest,-1.6104697594611896,64.0,2.0,0,0,0,1,1,0,0,0,0,1.0,0.530139,-0.0,-0.0010068443960934619,-0.0,-0.0
0.530139,Amerindian,poorest,-1.3631812461321522,64.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.530139,-0.00040497746027039314,-0.0,-0.0,-0.0
0.530139,Amerindian,poorest,-1.3631812461321522,64.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.530139,-0.00040497746027039314,-0.0,-0.0,-0.0
0.530139,Amerindian,poorest,-1.828115639246499,64.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.530139,-0.00040497746027039314,-0.0,-0.0,-0.0
0.530139,Amerindian,poorest,-0.9502734107406325,64.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.530139,-0.00040497746027039314,-0.0,-0.0,-0.0
0.530139,Mixed Race,poorest,-1.1693704119451314,64.0,2.0,0,0,0,1,1,0,0,0,0,1.0,0.530139,-0.0,-0.0010068443960934619,-0.0,-0.0
0.530139,Mixed Race,poorest,-1.0250420515731953,64.0,2.0,0,0,0,1,1,0,0,0,0,1.0,0.530139,-0.0,-0.0010068443960934619,-0.0,-0.0
0.530139,Mixed Race,poorest,-1.0250420515731953,64.0,2.0,0,0,0,1,1,0,0,0,0,1.0,0.530139,-0.0,-0.0010068443960934619,-0.0,-0.0
0.530139,Amerindian,poorest,-0.7617666548924638,64.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.530139,-0.00040497746027039314,-0.0,-0.0,-0.0
0.406222,Amerindian,poorest,-1.5944737994834624,64.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.406222,-0.00031031626397220286,-0.0,-0.0,-0.0
0.406222,Mixed Race,poorest,-1.354968798212746,64.0,2.0,0,0,0,1,1,0,0,0,0,1.0,0.406222,-0.0,-0.0007715001995134828,-0.0,-0.0
0.406222,Amerindian,poorest,-1.254575949441602,64.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.406222,-0.00031031626397220286,-0.0,-0.0,-0.0
0.406222,Amerindian,poorest,-1.5317577403445235,64.0,2.0,1,0,0,0,1,0,0,0,0,1.0,0.406222,-0.00031031626397220286,-0.0,-0.0,-0.0
0.406222,Mixed Race,poorest,-1.586051145640825,64.0,2.0,0,0,0,1,1,0,0,0,0,1.0,0.406222,-0.0,-0.0007715001995134828,-0.0,-0.0
0.344992,East Indian,middle,0.6188899634840955,65.0,2.0,0,0,1,0,0,0,1,0,0,3.0,1.0349760000000001,0.0,-0.0,-2.952866932735911e-05,-0.0
0.344992,Black,poorest,-0.8276164278307894,65.0,2.0,0,1,0,0,1,0,0,0,0,1.0,0.344992,-0.0,-0.0,-0.0,-0.0004642298289315804
0.344992,Mixed Race,richer,0.8302501177013508,65.0,2.0,0,0,0,1,0,0,0,1,0,4.0,1.379968,0.0,0.0002913582767369054,0.0,0.0
0.701549,East Indian,richer,0.7447157611249504,65.0,2.0,0,0,1,0,0,0,0,1,0,4.0,2.806196,0.0,0.0,0.0002127037220638373,0.0
0.701549,Mixed Race,middle,0.43326494378753416,65.0,2.0,0,0,0,1,0,0,1,0,0,3.0,2.104647,0.0,-4.9140153633194424e-05,-0.0,-0.0
0.701549,Black,richest,0.9882503473044464,65.0,2.0,0,1,0,0,0,0,0,0,1,5.0,3.507745,0.0,0.0,0.0,0.0006326455519465303
0.701549,East Indian,middle,0.41754847772760617,65.0,2.0,0,0,1,0,0,0,1,0,0,3.0,2.104647,0.0,-0.0,-6.004721395840905e-05,-0.0
0.701549,East Indian,poorest,-0.7971383444492259,65.0,2.0,0,0,1,0,1,0,0,0,0,1.0,0.701549,-0.0,-0.0,-0.0006055490860029018,-0.0
0.701549,East Indian,poorer,0.34757854811679845,65.0,2.0,0,0,1,0,0,1,0,0,0,2.0,1.403098,0.0,-0.0,-0.0003327981499806554,-0.0
0.701549,East Indian,poorer,0.34757854811679845,65.0,2.0,0,0,1,0,0,1,0,0,0,2.0,1.403098,0.0,-0.0,-0.0003327981499806554,-0.0
0.166348,Mixed Race,poorer,0.34994322057195604,66.0,2.0,0,0,0,1,0,1,0,0,0,2.0,0.332696,0.0,-0.0001637906933437287,-0.0,-0.0
0.166348,Mixed Race,poorer,0.34994322057195604,66.0,2.0,0,0,0,1,0,1,0,0,0,2.0,0.332696,0.0,-0.0001637906933437287,-0.0,-0.0
0.166348,East Indian,poorer,0.25603602084608235,66.0,2.0,0,0,1,0,0,1,0,0,0,2.0,0.332696,0.0,-0.0,-7.891153241324849e-05,-0.0
0.166348,Black,poorer,0.24157230427236898,66.0,2.0,0,1,0,0,0,1,0,0,0,2.0,0.332696,0.0,-0.0,-0.0,-0.00013037902478936757
0.484858,East Indian,poorest,-0.3598106423478228,66.0,2.0,0,0,1,0,1,0,0,0,0,1.0,0.484858,-0.0,-0.0,-0.0004185100666399567,-0.0
0.484858,East Indian,poorest,-0.3598106423478228,66.0,2.0,0,0,1,0,1,0,0,0,0,1.0,0.484858,-0.0,-0.0,-0.0004185100666399567,-0.0
0.484858,East Indian,middle,0.48327414721848005,66.0,2.0,0,0,1,0,0,0,1,0,0,3.0,1.454574,0.0,-0.0,-4.150012624270906e-05,-0.0
0.484858,East Indian,poorer,0.03204241132088659,66.0,2.0,0,0,1,0,0,1,0,0,0,2.0,0.969716,0.0,-0.0,-0.00023000509644133284,-0.0
0.484858,Mixed Race,poorer,0.13254956039605928,66.0,2.0,0,0,0,1,0,1,0,0,0,2.0,0.969716,0.0,-0.0004774041647224711,-0.0,-0.0
0.484858,East Indian,poorer,0.3022092882510383,66.0,2.0,0,0,1,0,0,1,0,0,0,2.0,0.969716,0.0,-0.0,-0.00023000509644133284,-0.0
0.484858,Mixed Race,richest,1.053289041539461,66.0,2.0,0,0,0,1,0,0,0,0,1,5.0,2.42429,0.0,0.0008529223744641065,0.0,0.0
0.207446,Mixed Race,poorest,-0.545011155226321,67.0,2.0,0,0,0,1,1,0,0,0,0,1.0,0.207446,-0.0,-0.00039398316779562395,-0.0,-0.0
0.207446,Mixed Race,poorest,-0.545011155226321,67.0,2.0,0,0,0,1,1,0,0,0,0,1.0,0.207446,-0.0,-0.00039398316779562395,-0.0,-0.0
0.207446,East Indian,richest,1.2236934107182844,67.0,2.0,0,0,1,0,0,0,0,0,1,5.0,1.0372299999999999,0.0,0.0,0.0001435475312505979,0.0
0.207446,East Indian,middle,0.600717040058115,67.0,2.0,0,0,1,0,0,0,1,0,0,3.0,0.622338,0.0,-0.0,-1.7755786619061712e-05,-0.0
0.207446,East Indian,middle,0.600717040058115,67.0,2.0,0,0,1,0,0,0,1,0,0,3.0,0.622338,0.0,-0.0,-1.7755786619061712e-05,-0.0
0.207446,East Indian,richer,0.9156302631870709,67.0,2.0,0,0,1,0,0,0,0,1,0,4.0,0.829784,0.0,0.0,6.28958723157681e-05,0.0
0.764597,Amerindian,poorer,-0.09124242970034552,67.0,2.0,1,0,0,0,0,1,0,0,0,2.0,1.529194,0.0011971175838929216,-0.0,-0.0,-0.0
0.764597,Mixed Race,middle,0.39285932496706677,67.0,2.0,0,0,0,1,0,0,1,0,0,3.0,2.2937909999999997,0.0,-5.355636462667548e-05,-0.0,-0.0
0.764597,East Indian,richer,0.8134904631230278,67.0,2.0,0,0,1,0,0,0,0,1,0,4.0,3.058388,0.0,0.0,0.00023181934231086325,0.0
0.764597,East Indian,richest,1.2261799675135876,67.0,2.0,0,0,1,0,0,0,0,0,1,5.0,3.822985,0.0,0.0,0.0005290823238414499,0.0
0.764597,East Indian,richest,1.2261799675135876,67.0,2.0,0,0,1,0,0,0,0,0,1,5.0,3.822985,0.0,0.0,0.0005290823238414499,0.0
0.764597,East Indian,richest,1.2261799675135876,67.0,2.0,0,0,1,0,0,0,0,0,1,5.0,3.822985,0.0,0.0,0.0005290823238414499,0.0
0.764597,Black,richest,0.9969457893365972,67.0,2.0,0,1,0,0,0,0,0,0,1,5.0,3.822985,0.0,0.0,0.0,0.0006895012195608022
0.432179,Mixed Race,middle,0.5863540798468077,68.0,2.0,0,0,0,1,0,0,1,0,0,3.0,1.2965369999999998,0.0,-3.0272072880212693e-05,-0.0,-0.0
0.432179,East Indian,middle,0.41913829878650327,68.0,2.0,0,0,1,0,0,0,1,0,0,3.0,1.2965369999999998,0.0,-0.0,-3.699120785765679e-05,-0.0
0.432179,East Indian,middle,0.41913829878650327,68.0,2.0,0,0,1,0,0,0,1,0,0,3.0,1.2965369999999998,0.0,-0.0,-3.699120785765679e-05,-0.0
0.432179,East Indian,middle,0.5280889651977411,68.0,2.0,0,0,1,0,0,0,1,0,0,3.0,1.2965369999999998,0.0,-0.0,-3.699120785765679e-05,-0.0
0.432179,East Indian,middle,0.5280889651977411,68.0,2.0,0,0,1,0,0,0,1,0,0,3.0,1.2965369999999998,0.0,-0.0,-3.699120785765679e-05,-0.0
0.432179,Amerindian,poorer,0.03500030658899722,68.0,2.0,1,0,0,0,0,1,0,0,0,2.0,0.864358,0.0006766559119238749,-0.0,-0.0,-0.0
0.432179,Black,richest,0.9804740895758219,68.0,2.0,0,1,0,0,0,0,0,0,1,5.0,2.160895,0.0,0.0,0.0,0.0003897320386668636
0.738231,East Indian,richer,0.7630527833220879,68.0,2.0,0,0,1,0,0,0,0,1,0,4.0,2.952924,0.0,0.0,0.00022382539415337872,0.0
0.738231,East Indian,richer,0.9064471722260186,68.0,2.0,0,0,1,0,0,0,0,1,0,4.0,2.952924,0.0,0.0,0.00022382539415337872,0.0
0.738231,East Indian,richest,1.277968330399661,68.0,2.0,0,0,1,0,0,0,0,0,1,5.0,3.6911549999999997,0.0,0.0,0.000510837700137193,0.0
0.738231,East Indian,richest,1.277968330399661,68.0,2.0,0,0,1,0,0,0,0,0,1,5.0,3.6911549999999997,0.0,0.0,0.000510837700137193,0.0
0.738231,East Indian,richer,0.8456729636841851,68.0,2.0,0,0,1,0,0,0,0,1,0,4.0,2.952924,0.0,0.0,0.00022382539415337872,0.0
0.738231,East Indian,poorer,0.3687769164341106,68.0,2.0,0,0,1,0,0,1,0,0,0,2.0,1.476462,0.0,-0.0,-0.0003501992178142499,-0.0
0.185609,East Indian,poorer,-0.09188191568543719,69.0,2.0,0,0,1,0,0,1,0,0,0,2.0,0.371218,0.0,-0.0,-8.804849243568085e-05,-0.0
0.185609,East Indian,richest,1.3425200657857288,69.0,2.0,0,0,1,0,0,0,0,0,1,5.0,0.928045,0.0,0.0,0.00012843686418582295,0.0
0.185609,Black,poorer,0.2601633191259962,69.0,2.0,0,1,0,0,0,1,0,0,0,2.0,0.371218,0.0,-0.0,-0.0,-0.00014547527119129612
0.609713,Black,richest,1.0318473366225918,69.0,2.0,0,1,0,0,0,0,0,0,1,5.0,3.048565,0.0,0.0,0.0,0.0005498293311143979
0.609713,Black,richest,1.0318473366225918,69.0,2.0,0,1,0,0,0,0,0,0,1,5.0,3.048565,0.0,0.0,0.0,0.0005498293311143979
0.609713,Black,richer,0.7763257791406946,69.0,2.0,0,1,0,0,0,0,0,1,0,4.0,2.438852,0.0,0.0,0.0,0.00020726074815654745
0.609713,Black,poorer,0.3402665870448215,69.0,2.0,0,1,0,0,0,1,0,0,0,2.0,1.219426,0.0,-0.0,-0.0,-0.0004778764177591536
0.609713,Mixed Race,middle,0.4338820077479095,69.0,2.0,0,0,0,1,0,0,1,0,0,3.0,1.8291389999999998,0.0,-4.270748086328378e-05,-0.0,-0.0
