ethnicity,n,poorest,poorer,middle,richer,richest
Negro,791,0.2125519834987249,0.13981427039425226,0.21346455632560118,0.233213902105912,0.20095528767550971
White,6001,0.1638983099996016,0.20177947685971898,0.18953300558706232,0.1991853843979379,0.2456038231556792
