ethnicity,n,poorest,poorer,middle,richer,richest
Xinca,155,0.36571439911175807,0.3233943712298322,0.12655196142692504,0.09490756414063413,0.08943170409085047
Maya,10163,0.30858159231971594,0.26245091126718834,0.20834168546467244,0.14707612668616796,0.07354968426225555
Ladina/Mestiza,15540,0.0827969467925221,0.13736341262434829,0.19406488795122756,0.26774761332601626,0.31802713930588566
