ethnicity,mean_quintile_rank,se_mean_quintile_rank,n_unweighted,n_eff
Gurma,2.0088338831753387,0.10036878669752991,1484,931.2343813640622
Mole-Dagbani,2.496390435789825,0.07034294306784679,4024,2277.915588533755
Grusi,2.541199639832721,0.13294740226762686,747,444.45841965311104
Guan,3.0438227063625205,0.11203762085456623,697,367.79222728274846
Mande,3.0873435191221357,0.19876649388381865,479,263.3614230379903
Ewe,3.36071021996832,0.07463203439850703,1641,1074.2651219547183
Ga/Dangme,3.5284791503642516,0.12371556451905451,593,428.33757836713386
Akan,3.5571044934082847,0.049369370345446716,5217,3569.930044349443
