ethnicity,mean_quintile_rank,se_mean_quintile_rank,n_unweighted,n_eff
Indigenous/Amerindian,1.8689551773418995,0.12449621623261022,389,223.01981944572142
Maroon,1.9831235534968505,0.07748431009648567,1688,1045.4743092499803
Creole,3.2999445779960404,0.072242822500139,1165,596.3031909317415
Hindustani,3.429342624332087,0.060640874307812793,1800,871.0159921579617
Javanese,3.43429031659689,0.060996180692681694,957,444.2177779552901
Mixed Ethnicity,3.5399113449816126,0.08942968345052651,837,403.24724777290004
