ethnicity,mean_quintile_rank,se_mean_quintile_rank,n_unweighted,n_eff
Xinca,2.2189478028689864,0.14200823475140487,225,197.93761426462916
Maya,2.414561399304059,0.04228681485470855,9636,7214.093651088527
Ladina/Mestiza,3.6008445857283955,0.03254182638934593,15980,10913.085300233817
