ethnicity,mean_quintile_rank,se_mean_quintile_rank,n_unweighted,n_eff
Kota-Kele,2.2691453030483064,0.12876790052334838,973,261.7186241653573
Okande-Tsogho,2.600409241878024,0.20294683576723893,303,105.36656931192091
Nzabi-Duma,2.8272029698420407,0.08814427644826571,1294,476.2151837291209
Mbede-Teke,3.031145385003085,0.14443272833387824,516,259.48223160644574
Shira-Punu/Vili,3.121416175099235,0.06310885680801905,2424,814.4843792461749
Fang,3.2193418978610833,0.07646761680531627,2185,922.8422099396082
Myene,3.647932828699633,0.15410917666176366,489,182.54986198990576
