ethnicity,mean_quintile_rank,se_mean_quintile_rank,n_unweighted,n_eff
Misquito,1.919563268446428,0.12111765468634252,682,341.5619015924984
Lenca,2.6342216594220225,0.08057471007078999,1603,1090.7399023687735
Ninguno/No Sabe/No Responde,3.138221597687055,0.02404611474517192,15741,11655.269981993546
Maya Chorti,3.4230895435323725,0.17902631098356808,253,183.48337251945443
Otros Pueblos,3.819582628563506,0.11855469456626129,689,426.2694676529932
Garifuna,3.904245380838216,0.12034413489085527,311,171.74457457353952
