ethnicity,n,poorest,poorer,middle,richer,richest
Roma,162,0.2967616799802322,0.355399685851866,0.21148765485817378,0.10116861250683158,0.03518236680289626
Albanian,14543,0.19701556486567914,0.1915454213629838,0.19553049611667367,0.2098175421374847,0.20609097551717864
Egyptian,229,0.15452598511012694,0.3520944388825098,0.24501786953616078,0.16945886273989352,0.0789028437313089
