ethnicity,mean_quintile_rank,se_mean_quintile_rank,n_unweighted,n_eff
Uzbek,2.6271676348848425,0.10979898151541476,797,553.7049545280252
Kyrgyz,3.1009653232792833,0.0557256287847217,4410,2835.5977211216727
Russian,4.194110046451506,0.1287895134766383,198,166.99448750668037
