ethnicity,mean_quintile_rank,se_mean_quintile_rank,n_unweighted,n_eff
Mandinka,2.7684978331288272,0.13115469669407817,1353,688.3339383822661
Poular,2.778142353366622,0.08969304411122958,5921,2975.67152008199
Serer,3.1789828348660696,0.10318411677678435,2001,1355.8933002441663
Diola,3.3279165601378087,0.1655398435318411,683,330.9698691920484
Wolof,3.4552786659333226,0.07275934088048733,5488,3553.243133208614
Soninke,3.919813418240663,0.20368579502018969,209,114.89091758104388
