ethnicity,mean_quintile_rank,se_mean_quintile_rank,n_unweighted,n_eff
Albanian,2.33082627913144,0.1162500433917372,4081,2434.9301567782177
Macedonian,3.310286033327179,0.06936182991106422,10026,4105.42216137334
